# _root_ Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in the lobbying .
#goldHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
#predictedHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
(0,6),(6,1),(6,-1),-0.0760305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,9),(9,10),-0.0472161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,11),-0.0453287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,12),-0.0453246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,13),-0.0453246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,14),-0.0545756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,15),-0.0450459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,16),-0.0548774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,17),-0.0472161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,18),-0.0469195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,19),-0.056604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,20),-0.0510432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,10),(9,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,14),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,19),-0.0420158 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,20),-0.0473474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,11),(9,12),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,13),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,16),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,19),-0.0421156 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,20),-0.0452525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,12),(9,13),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,16),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,19),-0.0421156 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,20),-0.0452482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,13),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,16),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,19),-0.0421156 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,20),-0.0452482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,14),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,16),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,19),-0.0448111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,20),-0.052929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,15),(9,16),-0.0420735 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,19),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,20),-0.0443539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,16),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,19),-0.0464004 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,20),-0.0524445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,17),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,17),(9,19),-0.0420158 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,17),(9,20),-0.0473474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,18),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,20),-0.0469311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,19),(9,20),-0.0530852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,9),(9,8),0.101638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,7),0.0997728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,-1),-0.190262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,8),(9,7),0.102254 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,-1),-0.0641914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,7),(9,-1),-0.0670936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,15),-0.0649672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,16),-0.0582009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,17),-0.0198134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,18),-0.142984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,19),-0.0662376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,20),-0.146352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,14),(14,15),(14,16),-0.03577 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,18),-0.0565342 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,19),-0.0597421 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,20),-0.0639084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,16),(14,17),-0.0435866 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,18),-0.0637887 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,19),0.0105589 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,20),-0.150551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,17),(14,18),-0.0375039 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,19),-0.0693617 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,20),-0.0272346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,18),(14,19),0.0432664 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,20),-0.0979395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,19),(14,20),0.0736482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,13),0.167797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,12),0.167558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,11),0.167631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,10),0.109652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,9),0.0550949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,8),-0.0153034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,7),0.165052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,6),0.054466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,5),0.0811664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,4),-0.0153034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,3),0.137245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,2),0.167631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,1),0.165484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,-1),-0.345316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,14),(14,13),(14,12),0.0434851 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,11),0.0431693 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,10),0.0984524 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,9),0.137519 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,8),0.193345 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,7),0.0434317 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,6),0.113745 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,4),0.193345 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,3),0.0434684 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,2),0.0431693 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,1),0.0434845 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,-1),-0.0398489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,12),(14,11),0.0432981 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,10),0.0984524 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,9),0.136279 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,8),0.188364 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,7),0.0435606 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,6),0.113745 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,4),0.188364 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,3),0.0435972 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,2),0.0432981 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,1),0.0436133 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,-1),-0.0377782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,11),(14,10),0.0984524 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,9),0.135894 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,8),0.188022 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,7),0.0435604 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,6),0.113745 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,4),0.188022 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,3),0.043597 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,2),0.0432979 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,1),0.0436131 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,-1),-0.0353714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,10),(14,9),0.109391 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,8),0.0967459 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,7),0.127382 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,6),0.103038 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,4),0.0967459 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,3),0.127382 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,2),0.127382 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,1),0.127382 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,-1),-0.100695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,9),(14,8),0.0484489 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,7),0.0978695 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,4),0.0484489 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,3),0.0978695 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,2),0.0978695 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,1),0.0978695 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,-1),0.0339087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,8),(14,7),0.0984673 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,6),0.138905 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,5),0.10306 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,4),0.0375343 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,3),0.107246 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,2),0.0996011 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,1),0.098949 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,-1),0.0690343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,7),(14,6),0.113745 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,4),0.18815 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,3),0.0435841 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,2),0.0432849 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,1),0.0436002 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,-1),-0.0380358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,6),(14,5),0.102025 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,4),0.0585985 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,3),0.0918673 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,2),0.0918673 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,1),0.0918673 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,-1),-0.0120243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,5),(14,4),0.101105 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,5),(14,3),0.101294 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,5),(14,2),0.101294 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,5),(14,1),0.101294 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,5),(14,-1),-0.094406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,4),(14,3),0.107246 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,4),(14,2),0.0996011 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,4),(14,1),0.098949 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,4),(14,-1),0.0690343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,3),(14,2),0.0427162 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,3),(14,1),0.0430314 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,3),(14,-1),-0.0556235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,2),(14,1),0.0436131 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,2),(14,-1),-0.0353714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,1),(14,-1),-0.0375134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.127299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),0.0771605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.0475139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,6),-0.0335305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.133862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,8),0.0771605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,9),-0.096283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,10),-0.0287914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,11),-0.134546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,12),-0.133862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,13),-0.134132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,14),-0.0350139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,15),-0.0701452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,16),-0.021521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,17),-0.0287914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,18),-0.0427369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,19),0.0348079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,20),0.14439 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.00993859 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0420692 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,6),-0.0425318 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0628421 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,8),-0.00993859 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,9),-0.0153246 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,10),-0.0163458 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,11),-0.064908 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,12),-0.0628421 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,13),-0.0629172 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,14),-0.0421261 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,15),-0.0474654 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,16),-0.0501783 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,17),-0.0163458 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,18),-0.0421569 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,19),-0.0373534 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,20),0.011597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0480616 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,6),-0.0908005 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,7),0.0936455 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,8),-0.0473772 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,9),0.0560917 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,10),-0.0474315 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,11),0.0976479 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,12),0.0966463 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,13),0.0973547 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,14),-0.0421742 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,15),-0.036202 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,16),-0.0641889 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,17),-0.0474315 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,18),-0.0513609 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,19),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,20),-0.0851788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,20),-0.0537088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,6),(2,7),-0.0420206 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,8),-0.0518486 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,9),-0.0418412 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,11),-0.0420206 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,12),-0.0420206 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,13),-0.0420206 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,20),-0.0754625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,8),-0.0199006 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,9),-0.0278485 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,10),-0.0163454 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,11),-0.0635863 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,12),-0.0615204 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,13),-0.0615955 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,14),-0.042126 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,15),-0.0474648 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,16),-0.0497078 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,17),-0.0163454 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,18),-0.0421569 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,19),-0.0373361 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,20),0.0254149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,8),(2,9),0.0560917 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,10),-0.0474315 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,11),0.0976479 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,12),0.0966463 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,13),0.0973547 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,14),-0.0421742 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,15),-0.036202 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,16),-0.0641889 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,17),-0.0474315 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,18),-0.0513609 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,19),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,20),-0.0851788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,9),(2,10),-0.0426366 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,11),-0.0509473 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,12),-0.0509473 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,13),-0.051123 # DEPENDENCYPART_GRANDSIBL
