# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,11,9,9,0,9,1,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(1,3),(3,5),(3,26),-0.0443496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,6),(3,26),-0.0428921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,-1),0.0259082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,5),-0.0454548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,6),-0.0246193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,7),-0.0453645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,8),-0.0449967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,9),-0.0516547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,10),-0.0453645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,11),-0.0208886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,12),-0.0454548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,14),-0.0449967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,15),-0.0519877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,16),-0.0497585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,22),-0.0208886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,25),-0.0430542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,26),-0.150618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,5),(4,6),-0.0431403 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,7),-0.042276 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,8),-0.0423255 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,10),-0.042276 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,11),-0.0421335 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,12),-0.0420217 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,14),-0.0423255 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,22),-0.0421335 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,25),-0.0421379 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,26),-0.0365303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,6),(4,7),-0.0240386 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,8),-0.0424343 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,10),-0.0240386 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,11),-0.0422187 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,12),-0.0421025 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,14),-0.0424343 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,16),-0.0424929 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,22),-0.0422187 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,25),-0.0420357 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,26),-0.0527316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,7),(4,8),-0.0353301 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,9),-0.0437046 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,10),-0.04204 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,11),-0.0375802 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,12),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,14),-0.0353301 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,15),-0.0437058 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,16),-0.0421429 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,22),-0.0375802 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,26),-0.04745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,8),(4,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,10),-0.0441552 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,11),-0.0420655 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,12),-0.0420223 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,16),-0.042014 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,22),-0.0420655 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,25),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,26),-0.0226377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,9),(4,10),-0.0444026 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,12),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,26),-0.0509463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,10),(4,11),-0.0375802 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,12),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,14),-0.0353301 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,15),-0.0437058 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,16),-0.0421429 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,22),-0.0375802 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,26),-0.04745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,11),(4,12),-0.0422027 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,11),(4,14),-0.0420178 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,11),(4,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,11),(4,16),-0.0366207 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,11),(4,22),-0.0341893 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,11),(4,25),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,11),(4,26),-0.0303369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,12),(4,14),-0.0423255 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,22),-0.0421335 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,25),-0.0421379 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,26),-0.0365303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,14),(4,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,14),(4,16),-0.042014 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,14),(4,22),-0.0420655 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,14),(4,25),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,14),(4,26),-0.0226377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,15),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,15),(4,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,15),(4,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,15),(4,26),-0.0514846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,16),(4,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,16),(4,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,16),(4,26),-0.0446109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,22),(4,25),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,22),(4,26),-0.0313525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,25),(4,26),-0.0430856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,4),(4,3),0.108745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,2),0.111242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,1),0.0533303 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,-1),-0.058846 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,3),(4,2),0.103062 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,3),(4,1),0.103021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,3),(4,-1),-0.0606495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,1),0.106205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,-1),-0.0702125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,1),(4,-1),-0.0944739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,5),(5,6),-0.0452652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,12),-0.0422766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,26),-0.0517816 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,6),(5,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,12),-0.0444476 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,26),-0.0423927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,7),(5,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,12),(5,26),-0.0338027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,4),0.102994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,2),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,1),0.101902 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,5),(5,-1),-0.0683947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,4),(5,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,1),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,4),(5,-1),-0.0642211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,2),(5,1),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,2),(5,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,1),(5,-1),-0.0653133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,7),-0.0680467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,8),-0.0129308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,9),-0.0751976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,10),-0.0680467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,11),-0.0270261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,12),-0.0426956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,14),-0.0129571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,15),-0.0782968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,16),0.0467351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,17),-0.0738616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,26),-0.284974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,7),(6,8),-0.0436159 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,9),-0.0420744 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,10),-0.0159788 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,11),-0.0457828 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,14),-0.0436159 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,15),-0.0420943 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,16),-0.0435287 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,17),-0.0433083 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,26),-0.059359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,8),(6,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,10),-0.0463813 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,11),-0.0420625 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,12),-0.0422774 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,14),-0.042027 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,16),-0.0423953 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,17),-0.0439375 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,26),-0.00417546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,9),(6,10),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,12),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,16),-0.0420197 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,26),-0.0752668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,10),(6,11),-0.0457828 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,14),-0.0436159 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,15),-0.0420943 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,16),-0.0435287 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,17),-0.0433083 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,26),-0.059359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,11),(6,12),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,14),-0.0420377 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,16),-0.0426857 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,17),-0.0490531 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,26),0.0128125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,12),(6,14),-0.0500354 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,15),-0.0420164 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,26),-0.0432341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,14),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,16),-0.0423953 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,17),-0.0439375 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,26),-0.00420176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,15),(6,16),-0.0420197 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,26),-0.0783859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,16),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,26),0.0384133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,17),(6,26),-0.0871177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,5),0.101362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,4),0.0967204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,2),0.10151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,1),0.101974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,-1),0.049851 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,5),(6,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,1),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,5),(6,-1),-0.0671346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,2),0.103068 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,1),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,-1),-0.0724219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,1),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,-1),-0.0657082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,1),(6,-1),-0.0661809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,7),(7,26),-0.0461777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,7),(7,-1),-0.0547649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,8),(8,9),-0.0516546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,10),-0.0453628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,11),-0.0208776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,12),-0.0454548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,15),-0.0519876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,16),-0.0497572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,26),-0.14936 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,9),(8,10),-0.0444026 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,12),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,26),-0.0509462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,10),(8,11),-0.0375802 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,12),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,15),-0.0437058 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,16),-0.0421429 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,26),-0.0474484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,11),(8,12),-0.0422027 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,16),-0.0366207 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,26),-0.0303341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,12),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,12),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,12),(8,26),-0.0365303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,15),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,15),(8,26),-0.0514845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,16),(8,26),-0.0446095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,8),(8,7),0.0957336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,6),0.102225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,5),0.100531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,4),0.125686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,3),0.108745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,1),0.0533469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,8),(8,-1),-0.0584432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,7),(8,6),0.103066 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,1),0.101441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,7),(8,-1),-0.0678812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,6),(8,5),0.102905 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,6),(8,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,6),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,6),(8,1),0.10295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,6),(8,-1),-0.071552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,5),(8,4),0.103033 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,5),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,5),(8,1),0.103042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,5),(8,-1),-0.060471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,4),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,4),(8,1),0.103046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,4),(8,-1),-0.0189213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,3),(8,1),0.103021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,3),(8,-1),-0.0606495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,1),(8,-1),-0.0944563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,9),(9,10),-0.0367588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,11),-0.0557001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,12),-0.0420132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,14),-0.0235119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,15),-0.0484194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,16),-0.0256643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,17),-0.0430539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,18),-0.0435868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,19),-0.0557001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,20),-0.0288278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,23),-0.028875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,25),-0.0420118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,26),-0.0695864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,10),(9,11),-0.042638 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,14),-0.042134 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,15),-0.0420371 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,17),-0.0424058 # DEPENDENCYPART_GRANDSIBL
