# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=14,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,27,31,31,0,34,34,31,31,
(1,4),(4,4),(4,2),0.0913931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,-1),0.0132097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,3),(4,2),0.102384 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,3),(4,-1),-0.0734081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,-1),0.0134829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,7),-0.0918733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,9),-0.0655841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,10),-0.0054291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,12),-0.0604171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,13),-0.0347781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,14),-0.0597589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,16),-0.0403457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,17),-0.040389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,20),-0.0604194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,22),-0.0687253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,35),-0.015211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,36),0.0178692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,7),(6,9),-0.0550449 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,10),-0.0697991 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,12),-0.0540814 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,13),-0.0426498 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,14),-0.0364517 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,16),-0.0473182 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,17),-0.0473155 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,20),-0.0540814 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,22),-0.042415 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,35),-0.0459012 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,36),-0.0107827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,9),(6,10),-0.0564846 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,12),-0.0428707 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,13),-0.0441412 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,14),-0.0427914 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,16),-0.0404486 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,17),-0.0404486 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,20),-0.0428707 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,22),-0.0437864 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,35),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,36),-0.0556506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,10),(6,12),-0.0197085 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,13),-0.0378422 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,14),-0.0228409 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,16),-0.0517637 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,17),-0.0517637 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,20),-0.0196625 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,22),-0.0438413 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,36),-0.055496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,12),(6,13),-0.0441412 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,14),-0.0427914 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,16),-0.0404486 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,17),-0.0404486 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,20),-0.0428707 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,22),-0.0434684 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,35),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,36),-0.0550828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,13),(6,14),-0.0420208 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,20),-0.024209 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,22),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,36),-0.0459997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,14),(6,16),-0.0428128 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,17),-0.0428128 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,20),-0.0394808 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,35),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,36),-0.0174216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,16),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,20),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,22),-0.0420856 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,35),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,36),-0.0775088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,17),(6,20),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,22),-0.0420941 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,35),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,36),-0.0775415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,20),(6,22),-0.0434684 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,20),(6,35),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,20),(6,36),-0.0550855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,22),(6,35),-0.0420141 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,22),(6,36),-0.0941858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,35),(6,36),-0.0466904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,5),0.0816571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,4),0.101156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,3),0.09041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,2),0.105484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,1),0.0899727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,-1),-0.119902 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,5),(6,4),0.106274 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,3),0.107017 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,2),0.106281 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,1),0.103015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,5),(6,-1),-0.0476536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,3),0.101267 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,2),0.0912346 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,1),0.101557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,-1),-0.0425735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,3),(6,2),0.101752 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,3),(6,1),0.102045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,3),(6,-1),-0.0495147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,1),0.101867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,-1),-0.0382688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,1),(6,-1),-0.0929003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,7),(7,8),-0.0817216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,9),-0.0169016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,10),-0.0627448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,12),-0.0158583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,14),-0.0198518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,36),-0.12306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,8),(7,9),-0.0426292 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,10),-0.0455415 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,12),-0.0426279 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,14),-0.0421938 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,36),-0.0768141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,9),(7,10),-0.0189236 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,12),-0.0498604 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,14),-0.0420169 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,36),-0.0248064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,10),(7,12),-0.0374614 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,14),-0.0414103 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,36),-0.0675321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,12),(7,14),-0.0420169 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,36),-0.0232897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,14),(7,36),-0.0125196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,7),(7,-1),-0.138871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,9),(9,10),-0.00200042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,11),-0.0290094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,12),-0.060533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,13),-0.0347781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,14),-0.0618094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,16),-0.0403796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,17),-0.0404229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,36),0.0455913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,10),(9,11),-0.0507427 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,12),-0.0162592 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,13),-0.0378422 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,14),-0.0228409 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,16),-0.0517835 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,17),-0.0517835 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,36),-0.0554959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,11),(9,12),-0.0427124 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,13),-0.0424745 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,14),-0.0420425 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,17),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,36),0.0528915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,12),(9,13),-0.0441412 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,12),(9,14),-0.0427914 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,12),(9,16),-0.0404486 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,12),(9,17),-0.0404486 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,12),(9,36),-0.0517475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,13),(9,14),-0.0420208 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,13),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,13),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,13),(9,36),-0.0459997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,14),(9,16),-0.0428128 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,14),(9,17),-0.0428128 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,14),(9,36),-0.0194722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,16),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,16),(9,36),-0.0775626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,17),(9,36),-0.0775953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,9),(9,8),0.0999234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,5),0.0999234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,-1),-0.129154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,8),(9,5),0.103578 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,8),(9,-1),-0.0432583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,5),(9,-1),-0.0432583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,10),(10,36),-0.0860401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,10),(10,-1),-0.099636 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,16),(16,16),(16,17),-0.052823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,18),-0.045471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,19),-0.0437749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,20),-0.0212722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,21),-0.0590176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,22),-0.0263405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,24),-0.0212669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,25),-0.0477512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,26),-0.059323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,27),-0.0593367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,28),-0.0593238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,29),-0.000464347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,30),-0.0203134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,34),-0.0212668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,35),-0.0443169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,36),-0.0301933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,16),(16,17),(16,18),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,19),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,22),-0.0422104 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,29),-0.0303901 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,35),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,17),(16,36),-0.0261878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,18),(16,19),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,29),-0.0428192 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,18),(16,36),-0.04288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,19),(16,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,21),-0.0420983 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,26),-0.0420983 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,27),-0.0420983 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,28),-0.0420983 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,29),-0.0427458 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,34),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,19),(16,36),-0.0421296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,20),(16,21),-0.0385179 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,22),-0.0392214 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,24),-0.0422716 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,25),-0.0396517 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,26),-0.0376811 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,27),-0.0376811 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,28),-0.0376811 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,29),-0.0458704 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,34),-0.0422716 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,35),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,20),(16,36),-0.0419176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,21),(16,22),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,24),-0.0388625 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,25),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,26),-0.0468277 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,27),-0.0468277 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,28),-0.0468277 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,29),-0.0483959 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,30),-0.0361265 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,34),-0.0388625 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,35),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,21),(16,36),-0.051148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,22),(16,24),-0.0420259 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,22),(16,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,22),(16,26),-0.0484697 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,22),(16,27),-0.0484697 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,22),(16,28),-0.0484698 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,22),(16,29),-0.045364 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,22),(16,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,22),(16,34),-0.0420259 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,22),(16,35),-0.042024 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,22),(16,36),0.0104538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,24),(16,25),-0.0396517 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,24),(16,26),-0.0376811 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,24),(16,27),-0.0376811 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,24),(16,28),-0.0376811 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,24),(16,29),-0.0458704 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,24),(16,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,24),(16,34),-0.0422716 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,24),(16,35),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,24),(16,36),-0.0419123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,25),(16,26),-0.0420433 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,25),(16,27),-0.0420433 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,25),(16,28),-0.0420433 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,25),(16,29),-0.0370294 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,25),(16,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,25),(16,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,25),(16,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,25),(16,36),-0.0434196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,26),(16,27),-0.0468277 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,26),(16,28),-0.0468277 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,26),(16,29),-0.0483959 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,26),(16,30),-0.0361265 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,26),(16,34),-0.0388625 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,26),(16,35),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,26),(16,36),-0.0493565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,27),(16,28),-0.0468365 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,27),(16,29),-0.0483959 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,27),(16,30),-0.0361265 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,27),(16,34),-0.0388625 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,27),(16,35),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,27),(16,36),-0.04879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,28),(16,29),-0.0483959 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,28),(16,30),-0.0361265 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,28),(16,34),-0.0388625 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,28),(16,35),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,28),(16,36),-0.0493575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,29),(16,30),-0.0448942 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,29),(16,34),-0.0510376 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,29),(16,35),-0.0421127 # DEPENDENCYPART_GRANDSIBL
(1,16),(16,29),(16,36),-0.0345461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
