# _root_ UAL , the takeover stock at the center of Friday 's 190.58-point market plunge , fell 56 7\/8 to 222 7\/8 on nearly 2.3 million shares .
#goldHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
#predictedHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
(6,8),(8,8),(8,3),-0.0720737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.241697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,7),(8,6),0.130947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,7),(8,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,-1),-0.0681195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,6),(8,5),-0.0642635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,3),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,-1),-0.0983959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,5),(8,3),-0.0646746 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,-1),-0.0323667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,3),(8,-1),-0.0681195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,10),-0.0993936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,11),-0.0388709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,12),-0.0801161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,13),-0.0634637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,14),-0.0529975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,15),-0.0599379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,26),-0.0457868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,28),0.256115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,10),(9,11),-0.0420349 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,12),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,13),-0.0421312 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,14),-0.0421312 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,15),-0.0478426 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,26),-0.0421102 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,28),-0.0406525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,11),(9,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,15),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,28),-0.0388859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,12),(9,13),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,14),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,15),-0.0428067 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,26),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,28),-0.0799492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,13),(9,14),-0.0462678 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,15),-0.0506101 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,26),-0.0412832 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,28),-0.132476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,14),(9,15),-0.0505625 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,26),-0.0412832 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,28),-0.123065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,15),(9,26),-0.0428726 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,28),-0.0403704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,26),(9,28),-0.12558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,5),-0.0822908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),0.0150106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,5),(9,-1),-0.0585583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,11),-0.0581817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,12),-0.0322058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,13),-0.064387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,15),-0.137964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,18),-0.0213084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,27),-0.0259761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,28),0.126306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,11),(10,12),-0.0428339 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,13),-0.0456393 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,15),-0.0307387 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,18),-0.0365899 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,27),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,28),-0.143251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,12),(10,13),-0.0420815 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,15),-0.0417205 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,18),-0.0408195 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,28),-0.0204873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,13),(10,15),0.0129461 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,18),-0.0428544 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,27),-0.0429028 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,28),-0.10532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,15),(10,18),-0.0398786 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,27),-0.0423967 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,28),-0.121403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,18),(10,27),-0.0422044 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,28),-0.0278173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,27),(10,28),-0.0209768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,9),0.0582092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,7),0.0761973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,-1),-0.114393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,9),(10,7),0.0979184 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,-1),-0.0581309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,-1),-0.133453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,14),-0.0960358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,28),0.228162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,14),(13,28),-0.109113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,12),0.188164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,11),0.109407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,10),0.107855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,-1),-0.245488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,12),(13,11),0.120885 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,10),0.123286 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,-1),-0.0973552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,11),(13,10),0.100211 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,-1),-0.00271356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,10),(13,-1),-0.0193805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,15),-0.0738739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,16),-0.0968236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,17),0.0218409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,18),0.0218402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,19),-0.000687651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,20),0.021842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,22),-0.00704844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,23),-0.00633883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,27),-0.047348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,28),0.208582 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,15),(14,16),-0.00331052 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,17),-0.0370619 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,18),-0.0370619 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,19),-0.0138677 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,20),-0.0370619 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,22),-0.11807 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,23),-0.0268633 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,27),-0.0291958 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,28),-0.0378316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,16),(14,17),-0.0424657 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,18),-0.0424657 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,19),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,20),-0.0424657 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,22),-0.0425842 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,23),-0.0444087 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,27),-0.0423235 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,28),-0.07682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,17),(14,18),-0.0366034 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,19),-0.0395036 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,20),-0.0366034 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,22),-0.0345505 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,23),-0.0448254 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,28),0.00379776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,18),(14,19),-0.0395036 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,20),-0.0366034 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,22),-0.0345485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,23),-0.0448254 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,28),0.00379705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,19),(14,20),-0.0499308 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,22),-0.0395488 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,23),-0.0459034 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,27),-0.0429812 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,28),0.0173237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,20),(14,22),-0.0345485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,20),(14,23),-0.0448254 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,20),(14,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,20),(14,28),0.00379884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,22),(14,23),-0.0428358 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,22),(14,27),-0.0400895 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,22),(14,28),-0.0578297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,23),(14,27),-0.0420565 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,23),(14,28),-0.019364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,27),(14,28),-0.0344513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,13),0.117959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,12),0.186434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,11),0.109827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,10),0.107646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,9),0.0823946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,8),0.0956397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,7),0.137165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,6),0.0634652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,14),(14,5),-0.0757571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,4),-0.0757571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,1),-0.0672605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,-1),-0.244398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,13),(14,12),0.136343 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,11),0.0967576 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,10),0.113554 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,9),0.108117 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,8),0.101502 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,7),0.0587267 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,6),0.110213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,13),(14,5),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,4),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,1),-0.0643981 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,-1),-0.028113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,11),0.120885 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,10),0.120092 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,9),0.0988009 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,8),0.13111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,7),0.0458276 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,6),0.104003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,5),-0.0649665 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,4),-0.0649665 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,1),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,-1),-0.0927862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,10),0.10021 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,8),0.0898708 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,7),0.1027 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,6),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,1),-0.064186 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,-1),-0.00271321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,9),0.104059 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,8),0.0970407 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,7),0.149684 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,6),0.104336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,5),-0.0642209 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,4),-0.0642209 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,1),-0.0642247 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,-1),-0.0184463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,8),0.104661 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,7),0.101377 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,6),0.101481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,5),-0.0642683 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,4),-0.0642683 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,1),-0.0642263 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,-1),-0.0858254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,8),(14,7),0.0640266 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,6),0.110372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,8),(14,5),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,4),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,1),-0.0643981 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,-1),-0.0352735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,7),(14,6),0.130947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,7),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,1),-0.0648835 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,-1),-0.0668544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,6),(14,5),-0.0642635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,4),-0.0642635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,1),-0.0642248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,-1),-0.0983973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,5),(14,4),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,5),(14,1),-0.0643981 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,5),(14,-1),-0.0308941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,4),(14,1),-0.0643981 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,4),(14,-1),-0.0296307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,1),(14,-1),-0.0277733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,28),-0.0740231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,15),(15,-1),-0.0493105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,3),(3,28),0.201382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,3),(3,2),-0.0231001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,1),-0.0489189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,-1),0.129801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,2),(3,1),-0.0425665 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,2),(3,-1),-0.0493619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,1),(3,-1),-0.048406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,6),0.148433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,8),-0.0685353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,5),(5,9),-0.0776502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,11),-0.0641942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,14),-0.0685353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,15),-0.0646903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,19),-0.0670965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,22),-0.0761466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,28),0.063889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,6),(5,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,6),(5,9),-0.0649794 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,15),-0.0641897 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,19),-0.0641547 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,22),-0.0651658 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,28),-0.059762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,8),(5,9),-0.0642983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,11),-0.064186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,14),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,15),-0.0644558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,22),-0.0642413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,28),-0.0589882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,9),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,15),-0.064207 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,19),-0.0641547 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,22),-0.0653641 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,28),-0.0685587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,11),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,15),-0.0641498 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,22),-0.0654759 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,28),0.155423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,14),(5,15),-0.0644558 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,14),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,14),(5,22),-0.0642413 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,14),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,14),(5,28),-0.0589886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,15),(5,19),-0.0652256 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,15),(5,22),-0.0658023 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,15),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,15),(5,28),-0.0724601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,19),(5,22),-0.0647004 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,19),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,19),(5,28),-0.157141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,22),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,22),(5,28),-0.0647885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
