# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(2,9),(9,14),(9,15),-0.0424085 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,16),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,21),-0.0796654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,15),(9,16),-0.0391885 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,19),-0.0461327 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,20),-0.0421982 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,21),-0.0181893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,16),(9,19),-0.0421865 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,20),-0.0420912 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,21),-0.00162129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,19),(9,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,21),-0.0682749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,20),(9,21),-0.0432042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,8),0.137072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,7),0.0810742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,6),0.103249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,5),0.0909525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,4),0.135059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,3),0.134978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,2),0.136208 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,9),(9,1),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,-1),-0.00295086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,8),(9,7),0.10385 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,6),0.130308 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,5),0.0811572 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,4),0.121356 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,3),0.121358 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,2),0.121348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,8),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,-1),-0.0523771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,6),0.107391 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,5),0.0974245 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,4),0.102176 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,3),0.102176 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,2),0.102176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,-1),-0.0630662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,5),0.127168 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,4),0.0995536 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,3),0.0995577 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,2),0.0995573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,-1),-0.00150523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,4),0.0703428 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,3),0.0703428 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,2),0.0703428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,1),-0.0651247 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,-1),-0.0492927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,3),0.120473 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,4),(9,2),0.120141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,1),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,4),(9,-1),-0.0396321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,3),(9,2),0.120141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,3),(9,1),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,3),(9,-1),-0.0396054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,2),(9,1),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,2),(9,-1),-0.0392471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,1),(9,-1),-0.0395617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,21),0.0954824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,10),(10,9),0.118131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,-1),0.0292712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,9),(10,-1),-0.0641515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,2),0.218304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,3),-0.0792116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,5),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,9),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,10),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,21),0.17139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,3),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,2),(1,5),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,9),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,10),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,21),-0.00183478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,3),(1,5),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,9),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,10),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,21),-0.00544589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,5),(1,9),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,10),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,21),-0.0132824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,9),(1,10),-0.0647451 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,21),-0.0753982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,10),(1,21),-0.0132824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,-1),0.162875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,3),-0.0792116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,4),-0.0792116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,5),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,9),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,10),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,21),0.175278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,3),(2,4),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,5),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,9),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,10),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,21),-0.00545639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,4),(2,5),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,9),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,10),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,21),-0.0044986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,5),(2,9),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,10),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,21),-0.0132824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,9),(2,10),-0.0647451 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,21),-0.0753982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,10),(2,21),-0.0132824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.133146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.162793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),0.0250415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),0.077972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),-0.0252706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.0457887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.0701452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),-0.0236387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,10),0.077972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,11),-0.0350301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,12),-0.0200546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,13),-0.0371222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,14),-0.0284512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,15),-0.0132579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,16),-0.0457475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,18),-0.0284525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,19),-0.048606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,20),0.0334563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,21),0.134669 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0478592 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,7),-0.051072 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.0362037 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.152944 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,10),-0.0473772 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,11),-0.0423161 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,12),-0.0231068 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,13),-0.0452488 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,14),-0.0231068 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,15),-0.0663406 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,16),-0.0510309 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,18),-0.0231074 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,19),-0.0328066 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,20),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,21),-0.0857119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,8),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,9),-0.042711 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,10),-0.0421469 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,15),-0.0423177 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,19),-0.0420339 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,21),-0.0268067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,9),-0.0405104 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,10),-0.0479184 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,12),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,13),-0.0420342 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,14),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,15),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,16),-0.0420237 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,18),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,19),-0.0423117 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,20),-0.042039 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,21),-0.0600443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,9),-0.042107 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,10),-0.0448095 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,15),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,16),-0.0432591 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,19),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,21),-0.0482608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,10),-0.0759735 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,11),-0.0420575 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,12),-0.0421286 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,13),-0.043036 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,14),-0.0421286 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,15),-0.0436071 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,16),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,18),-0.0421351 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,19),-0.0420172 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,20),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,21),-0.112675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,10),(4,11),-0.0423161 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,12),-0.0231068 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,13),-0.0452488 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,14),-0.0231068 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,15),-0.0663406 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,16),-0.0510309 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,18),-0.0231074 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,19),-0.0328066 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,20),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,21),-0.0857119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,11),(4,12),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,14),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,15),-0.0427123 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,18),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,19),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,20),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,21),-0.0418369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,12),(4,13),-0.042017 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,14),-0.0422355 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,15),-0.0441528 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,18),-0.0423275 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,19),-0.0421128 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,20),-0.0433164 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,21),-0.0246183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,13),(4,14),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,18),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,21),-0.0415747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,14),(4,15),-0.043989 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,18),-0.0423275 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,19),-0.0421128 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,20),-0.0433164 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,21),-0.0246836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,15),(4,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,15),(4,18),-0.0420287 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,15),(4,19),-0.0421704 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,15),(4,20),-0.043337 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,15),(4,21),-0.0907481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,16),(4,18),-0.042012 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,16),(4,19),-0.0423117 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,16),(4,20),-0.042039 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,16),(4,21),-0.059851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,18),(4,19),-0.0421128 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,18),(4,20),-0.0433164 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,18),(4,21),-0.0247729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,19),(4,20),-0.0420202 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,19),(4,21),-0.0385334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,20),(4,21),0.0751875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.215546 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,4),(4,2),-0.0792155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.0792155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),0.145119 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.00518048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.00156937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),0.00512502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,21),0.0916681 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,5),(5,-1),0.025449 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,7),(7,8),-0.0362587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,9),-0.0539183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,10),-0.0440096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,11),-0.0495458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,12),-0.035425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,13),-0.0306537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,14),-0.0351635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,15),-0.0318846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,18),-0.0351644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,21),-0.0481995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,8),(7,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,10),-0.0423488 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,13),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,15),-0.0462633 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,21),-0.0249967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,9),(7,10),-0.0421754 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,11),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,12),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,13),-0.042049 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,14),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,15),-0.0429941 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,18),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,21),-0.0499421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,10),(7,11),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,13),-0.0420272 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,15),-0.0435774 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,21),-0.0447952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,11),(7,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,15),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,21),-0.0488288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
