# _root_ The multibillion-dollar prospects , where the bidder must line up a consortium of banks and / or issue billions in high-yield debt , were where the damage was concentrated .
#goldHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,9,15,15,15,18,19,22,20,3,0,29,27,28,24,28,24,
#predictedHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,8,15,16,19,15,12,22,20,3,0,29,27,28,24,28,24,
(8,15),(15,17),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,27),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,28),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,29),-0.0422976 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,31),-0.0538649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,18),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,20),-0.0169452 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,21),-0.0420188 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,22),-0.0420163 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,24),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,27),-0.0420163 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,28),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,29),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,31),-0.180686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,19),(15,20),-0.0240591 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,21),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,22),-0.0430755 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,24),-0.0427613 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,27),-0.0430755 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,28),-0.0427613 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,29),-0.0201089 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,31),-0.116364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,20),(15,21),-0.0422089 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,22),-0.0420381 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,24),-0.0420352 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,27),-0.0420381 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,28),-0.0420301 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,29),-0.0432133 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,31),0.00591092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,21),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,21),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,21),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,21),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,21),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,21),(15,29),-0.0422292 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,21),(15,31),-0.0721172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,22),(15,24),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,22),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,22),(15,27),-0.0420163 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,22),(15,28),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,22),(15,29),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,22),(15,31),-0.18114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,24),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,24),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,24),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,24),(15,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,24),(15,31),0.0359486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,25),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,25),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,25),(15,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,25),(15,31),-0.0422562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,27),(15,28),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,27),(15,29),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,27),(15,31),-0.180686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,28),(15,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,28),(15,31),0.0299472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,29),(15,31),-0.0554553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,14),0.0894057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,-1),0.233882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,14),(15,-1),-0.0787263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,16),(16,17),-0.0461899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,18),-0.107708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,19),-0.0763729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,20),-0.0482047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,21),-0.0666857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,22),-0.108161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,24),0.00767001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,28),0.00166359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,29),-0.0812493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,31),-0.18129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,17),(16,18),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,19),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,20),-0.0420578 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,29),-0.0422976 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,31),-0.0507251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,18),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,20),-0.0286157 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,21),-0.042015 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,22),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,24),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,28),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,29),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,31),-0.142082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,19),(16,20),-0.0311224 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,21),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,22),-0.0425433 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,24),-0.0423862 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,28),-0.0423862 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,29),-0.03106 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,31),-0.096534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,20),(16,21),-0.04211 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,22),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,24),-0.0420301 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,28),-0.0420251 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,29),-0.0426122 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,31),-0.0195999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,21),(16,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,29),-0.0421202 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,31),-0.0656622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,22),(16,24),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,28),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,29),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,31),-0.142536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,24),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,24),(16,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,24),(16,31),0.0252803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,28),(16,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,28),(16,31),0.0192789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,29),(16,31),-0.055957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,16),(16,-1),0.190511 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,17),(17,18),-0.110281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,19),-0.0818398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,20),-0.0448833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,21),-0.0678614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,22),-0.110734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,24),0.00611961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,27),-0.110281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,31),-0.202169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,18),(17,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,20),-0.0286286 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,21),-0.042015 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,22),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,24),-0.0334236 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,27),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,31),-0.149235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,19),(17,20),-0.0312133 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,21),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,22),-0.0425433 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,24),-0.0423862 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,27),-0.0425433 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,31),-0.101801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,20),(17,21),-0.04211 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,22),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,24),-0.0420301 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,27),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,31),-0.0170144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,21),(17,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,31),-0.0668379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,22),(17,24),-0.0334236 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,22),(17,27),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,22),(17,31),-0.149688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,24),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,24),(17,31),0.0280234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,27),(17,31),-0.149235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,-1),0.174339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,23),(23,23),(23,31),-0.0132929 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,23),(23,23),(23,-1),0.00212133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,30),(30,30),(30,31),0.0655315 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,30),(30,30),(30,29),0.103066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,30),(30,30),(30,-1),0.0724339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,30),(30,29),(30,-1),-0.0641499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,3),(3,4),0.0888947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,5),0.0840336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,6),0.120842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,7),0.136276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,8),0.0948652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,3),(3,10),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,12),-0.064181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,13),-0.0644288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,14),-0.0641614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,31),-0.0170838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,4),(3,5),0.103062 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,6),0.103031 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,7),0.0987942 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,8),0.102999 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,4),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,12),-0.0653901 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,13),-0.064169 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,14),-0.065396 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,15),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,16),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,17),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,31),-0.0550729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,5),(3,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,7),0.101839 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,8),0.103067 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,5),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,31),-0.0660878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,6),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,6),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,31),-0.0287624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,7),(3,8),0.103069 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,7),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,13),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,31),-0.0391402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,8),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,8),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,12),-0.064147 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,13),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,23),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,31),-0.0753563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,9),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,13),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,31),-0.0850232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,10),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,31),-0.0702632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,12),(3,13),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,31),-0.0391402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,13),(3,14),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,23),-0.0646806 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,31),-0.0722301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,14),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,14),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,14),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,14),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,14),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,14),(3,31),-0.0189318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,15),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,15),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,15),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,15),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,15),(3,31),-0.0531601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,16),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,16),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,16),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,16),(3,31),-0.0530552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,17),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,17),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,17),(3,31),-0.0473717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,23),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,23),(3,31),-0.0550729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,30),(3,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,3),(3,2),-0.0327015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
