# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,28,31,25,31,32,16,
(2,11),(11,12),(11,22),0.000606011 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,25),-0.0251276 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,35),-0.134838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,14),-0.0368888 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,15),-0.0503474 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,16),-0.0421913 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,18),-0.0421928 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,20),-0.0420229 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,22),-0.0487124 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,25),-0.04382 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,35),-0.105436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,14),(11,15),-0.0503474 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,16),-0.0421913 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,18),-0.0421928 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,20),-0.0420229 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,22),-0.0487124 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,25),-0.04382 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,35),-0.105428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,15),(11,16),-0.0392085 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,18),-0.0493195 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,20),0.021003 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,22),0.0612666 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,25),-0.0770481 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,35),-0.0701639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,16),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,20),-0.0420341 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,22),-0.0386165 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,25),-0.0422513 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,35),-0.0135346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,18),(11,20),-0.0420209 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,22),-0.0474766 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,25),-0.0439915 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,35),-0.0178538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,20),(11,22),-0.0448558 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,25),-0.0444369 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,35),0.0383707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,22),(11,25),-0.0606776 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,22),(11,35),0.242968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,25),(11,35),-0.114875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,10),0.0869764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,9),0.113352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,8),0.0889427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,7),0.100753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,6),0.0779029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,3),0.0722848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,1),-0.0643257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,-1),0.0526302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,10),(11,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,8),0.113856 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,6),0.102587 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,3),0.102835 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,-1),-0.0766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,8),0.103029 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,7),0.103035 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,6),0.102952 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,3),0.10304 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,-1),-0.0592976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,7),0.101979 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,6),0.141344 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,3),0.102558 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,-1),-0.0495034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,6),0.102828 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,3),0.103069 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,-1),-0.0658569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,3),0.0927409 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,1),-0.0641597 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,-1),-0.0723121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,3),(11,1),-0.0641528 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,3),(11,-1),-0.103431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,1),(11,-1),-0.108493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,13),0.075401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,14),0.077996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,15),-0.0946497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,16),-0.0396507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,17),-0.0759881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,18),-0.0247021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,20),-0.0345443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,22),-0.0623831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,31),0.0768742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,35),-0.219003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,13),(12,14),-0.0530602 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,15),-0.0110781 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,16),-0.0424868 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,18),-0.0423953 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,20),-0.03864 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,22),-0.059379 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,31),-0.0530602 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,35),0.0469777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,14),(12,15),-0.0110781 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,16),-0.0424868 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,18),-0.0423953 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,20),-0.03864 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,22),-0.059379 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,31),-0.0530602 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,35),0.0495726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,15),(12,16),-0.0279122 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,17),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,18),-0.0460626 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,20),-0.0431992 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,22),-0.0210879 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,31),-0.0517696 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,35),0.0182918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,16),(12,17),-0.0420172 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,18),-0.0435397 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,20),-0.0396259 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,22),-0.0379924 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,31),-0.0427952 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,35),-0.0730203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,17),(12,18),-0.0421369 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,20),-0.0420612 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,22),-0.0446999 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,35),-0.0669555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,18),(12,20),-0.042012 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,22),-0.0409084 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,31),-0.0429627 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,35),-0.0756965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,20),(12,22),-0.0169466 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,20),(12,31),-0.0493193 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,20),(12,35),-0.0403066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,22),(12,31),-0.0403963 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,22),(12,35),-0.0537709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,31),(12,35),0.0491525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,11),0.0839232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,10),0.101786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,-1),0.0255788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,11),(12,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,-1),-0.104941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,10),(12,-1),-0.0658197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,15),(15,35),-0.0290275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,15),(15,-1),-0.0456621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,16),(16,16),(16,17),-0.072004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,18),-0.0528482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,19),-0.0397818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,20),-0.0887177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,21),-0.0759252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,22),-0.0444917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,23),-0.072004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,24),0.00665855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,25),-0.00583484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,27),-0.0102335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,31),-0.0113241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,34),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,35),-0.000539748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,16),(16,17),(16,18),-0.0426381 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,20),-0.0427295 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,21),-0.0429519 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,22),-0.0464647 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,24),-0.043602 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,25),-0.0436357 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,27),-0.0429964 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,31),-0.0429964 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,34),-0.0432528 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,17),(16,35),-0.0587818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,18),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,24),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,25),-0.0427694 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,34),-0.0420523 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,18),(16,35),-0.0458723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,19),(16,20),-0.0420272 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,19),(16,21),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,19),(16,22),-0.0429405 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,19),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,19),(16,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,19),(16,25),-0.0430099 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,19),(16,27),-0.0438678 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,19),(16,31),-0.0438678 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,19),(16,34),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,19),(16,35),-0.0242853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,20),(16,21),-0.0432878 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,20),(16,22),-0.0360511 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,20),(16,23),-0.0421283 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,20),(16,24),-0.0435896 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,20),(16,25),-0.0501646 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,20),(16,27),-0.0389827 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,20),(16,31),-0.0389827 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,20),(16,34),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,20),(16,35),-0.12249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,21),(16,22),-0.0426203 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,21),(16,23),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,21),(16,24),-0.0421056 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,21),(16,25),-0.0570435 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,21),(16,27),-0.0425964 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,21),(16,31),-0.0425964 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,21),(16,34),-0.0422319 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,21),(16,35),-0.0267247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,22),(16,23),-0.0420786 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,22),(16,24),-0.0424909 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,22),(16,25),-0.0489555 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,22),(16,27),-0.0423283 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,22),(16,31),-0.0423283 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,22),(16,34),-0.0430318 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,22),(16,35),-0.0494505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,23),(16,24),-0.043602 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,23),(16,25),-0.0436357 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,23),(16,27),-0.0429964 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,23),(16,31),-0.0429964 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,23),(16,34),-0.0432528 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,23),(16,35),-0.0587818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,24),(16,25),-0.0421718 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,24),(16,27),-0.042015 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,24),(16,31),-0.042015 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,24),(16,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,24),(16,35),-0.0289959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,25),(16,27),-0.0431857 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,25),(16,31),-0.0431857 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,25),(16,34),-0.0434305 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,25),(16,35),0.0429802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,27),(16,31),-0.0389982 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,27),(16,34),-0.0423346 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,27),(16,35),0.00126383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,31),(16,34),-0.0423346 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,31),(16,35),0.000609168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,34),(16,35),-0.0575832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,16),(16,15),0.124463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,14),0.121207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,13),0.121207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,12),0.0938055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,11),0.105843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,10),0.101512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,9),0.100273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,8),0.111806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,7),0.163757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,6),0.124463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,5),0.121203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,4),0.108862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,3),0.121207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,16),(16,16),(16,2),0.105843 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,16),(16,16),(16,-1),-0.124366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,16),(16,15),(16,14),0.105588 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,13),0.105588 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,12),0.103246 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,11),0.100415 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,10),0.103064 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,9),0.108014 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,8),0.122196 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,7),0.105069 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,5),0.105588 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,4),0.103035 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,3),0.105588 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,15),(16,2),0.100415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,15),(16,-1),-0.11024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,14),(16,13),0.0935485 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,12),0.0980577 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,11),0.100428 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,10),0.102946 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,9),0.102016 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,8),0.101843 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,7),0.123831 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,6),0.0830103 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,5),0.0935529 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,4),0.102616 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,3),0.0935529 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,14),(16,2),0.100428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,14),(16,-1),-0.0195609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,13),(16,12),0.0980577 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,11),0.100428 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,10),0.102946 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,9),0.102016 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,8),0.101843 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,7),0.123831 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,6),0.0830103 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,5),0.0935529 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,4),0.102616 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,3),0.0935529 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,13),(16,2),0.100428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,13),(16,-1),-0.0195655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,12),(16,11),0.0963063 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,9),0.102866 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,8),0.100303 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,7),0.107275 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,6),0.126389 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,5),0.0984438 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,4),0.10264 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,3),0.0984438 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,12),(16,2),0.0963063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,12),(16,-1),0.000267846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,11),(16,10),0.102968 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,9),0.102832 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,8),0.101913 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,7),0.112542 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,6),0.0892794 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,5),0.100698 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,4),0.1021 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,3),0.100698 # DEPENDENCYPART_GRANDSIBL
(2,16),(16,11),(16,2),0.101033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,11),(16,-1),-0.101569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,16),(16,10),(16,9),0.10307 # DEPENDENCYPART_GRANDSIBL
