# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,11,11,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(10,11),(11,17),0.757439 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.368949 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.8218 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.0405443 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),0.0953299 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),0.137461 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),0.18177 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),0.261036 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),0.308492 # DEPENDENCYPART_GRANDPAR
(10,11),(11,30),0.126005 # DEPENDENCYPART_GRANDPAR
(10,11),(11,31),0.480065 # DEPENDENCYPART_GRANDPAR
(10,11),(11,35),-0.28941 # DEPENDENCYPART_GRANDPAR
(10,11),(11,36),-0.0461623 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.405592 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.20496 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.408798 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.397519 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.177906 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.199335 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.293942 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.361542 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.758693 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.472296 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.449082 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.292402 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.557884 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.289583 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.688251 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.0939836 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.0573733 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.133297 # DEPENDENCYPART_GRANDPAR
(10,14),(14,27),0.177799 # DEPENDENCYPART_GRANDPAR
(10,14),(14,31),0.330531 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.115077 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.298172 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.536501 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.264948 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.638084 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.167237 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),0.0407546 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),0.0676543 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.239258 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.324244 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.560835 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.207873 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.664877 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.164177 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.848081 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.0509488 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),0.03081 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),0.153334 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),0.253765 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),0.460148 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.0735189 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.335899 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.245558 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.613368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,14),0.0824482 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.322063 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.0886393 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.421031 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0523415 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.0976738 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.0162942 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),0.0550222 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),0.0679567 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),0.0540818 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),0.19283 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),0.265136 # DEPENDENCYPART_GRANDPAR
(10,19),(19,30),0.0507762 # DEPENDENCYPART_GRANDPAR
(10,19),(19,31),0.409043 # DEPENDENCYPART_GRANDPAR
(10,19),(19,35),-0.364349 # DEPENDENCYPART_GRANDPAR
(10,19),(19,36),-0.2344 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.264513 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.294283 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.0447911 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.00636017 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),0.0819482 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),0.109601 # DEPENDENCYPART_GRANDPAR
(10,23),(23,30),-0.0198145 # DEPENDENCYPART_GRANDPAR
(10,27),(27,25),-0.104431 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-0.104351 # DEPENDENCYPART_GRANDPAR
(10,27),(27,28),-0.428248 # DEPENDENCYPART_GRANDPAR
(10,27),(27,29),-0.214924 # DEPENDENCYPART_GRANDPAR
(10,27),(27,30),-0.134748 # DEPENDENCYPART_GRANDPAR
(10,27),(27,31),0.111599 # DEPENDENCYPART_GRANDPAR
(10,27),(27,35),-0.544265 # DEPENDENCYPART_GRANDPAR
(10,31),(31,30),-0.158877 # DEPENDENCYPART_GRANDPAR
(10,31),(31,33),-0.447045 # DEPENDENCYPART_GRANDPAR
(10,31),(31,34),-0.217921 # DEPENDENCYPART_GRANDPAR
(10,31),(31,35),-0.476294 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.083542 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.0769882 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.172556 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.0382063 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.269021 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0528444 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.146096 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),0.00533462 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.0856814 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.273019 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.294838 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.281689 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.234934 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.277745 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.230874 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0116859 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.12887 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.921516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,14),-0.0872199 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),0.0188425 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.0846914 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),0.261669 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.0781122 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.218759 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.210433 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.305564 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.490656 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.321622 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.308763 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.126674 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.144564 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.0398348 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.0639314 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.136074 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.130248 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.259346 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.221189 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.161879 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.160639 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0125713 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0985955 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.888908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,14),-0.0239847 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.0500898 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),0.157399 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),0.00198582 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),0.290199 # DEPENDENCYPART_GRANDPAR
(11,7),(7,36),0.0845756 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.28672 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.306846 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.018648 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.134238 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.92152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,14),-0.0872182 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),0.0188409 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0570752 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.301114 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.294356 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.335215 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.355446 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.301303 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.368387 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.358071 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.137365 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.920514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-0.0588441 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),0.0428069 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.411791 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.389147 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.876566 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.333544 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.427655 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.294833 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.414909 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.434071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),1.16613 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.652381 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.353185 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.54865 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.555627 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.338054 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.763542 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.353011 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),0.456793 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.095986 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),0.126875 # DEPENDENCYPART_GRANDPAR
(11,14),(14,31),0.157371 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.350925 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.667175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.745723 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.5636 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.889539 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.415853 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),0.215588 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),0.181928 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.492771 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.287902 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.589611 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.360929 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.800651 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.293529 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),1.09643 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.46903 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),0.737773 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),0.266346 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),0.42315 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.286254 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.121962 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.271902 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.408355 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.278204 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.373376 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.315781 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.337656 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.394048 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.295159 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.241745 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.222473 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),0.446242 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),0.0418617 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),0.0131774 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),0.122179 # DEPENDENCYPART_GRANDPAR
(11,19),(19,27),0.117618 # DEPENDENCYPART_GRANDPAR
(11,19),(19,30),0.144605 # DEPENDENCYPART_GRANDPAR
(11,19),(19,31),0.150717 # DEPENDENCYPART_GRANDPAR
(11,19),(19,35),-0.0890391 # DEPENDENCYPART_GRANDPAR
(11,19),(19,36),0.362668 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.33814 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.387255 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.73427 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.256398 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.225812 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),0.445055 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.0342769 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),0.0367695 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),0.0410797 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),0.145487 # DEPENDENCYPART_GRANDPAR
(11,20),(20,30),0.0673396 # DEPENDENCYPART_GRANDPAR
(11,20),(20,31),0.167059 # DEPENDENCYPART_GRANDPAR
(11,20),(20,35),-0.163999 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),0.179811 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.031766 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),0.166238 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),0.169186 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),0.237876 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),0.218361 # DEPENDENCYPART_GRANDPAR
(11,23),(23,30),0.29269 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),0.297861 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),0.125646 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),0.347845 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.0980207 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),0.0910262 # DEPENDENCYPART_GRANDPAR
(11,24),(24,31),0.0833321 # DEPENDENCYPART_GRANDPAR
(11,26),(26,12),1.16346 # DEPENDENCYPART_GRANDPAR
(11,26),(26,16),0.39546 # DEPENDENCYPART_GRANDPAR
(11,26),(26,20),0.299419 # DEPENDENCYPART_GRANDPAR
(11,26),(26,21),0.147831 # DEPENDENCYPART_GRANDPAR
(11,26),(26,22),0.117102 # DEPENDENCYPART_GRANDPAR
(11,26),(26,23),0.339935 # DEPENDENCYPART_GRANDPAR
(11,26),(26,24),-0.0157902 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),0.151458 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),0.118183 # DEPENDENCYPART_GRANDPAR
(11,26),(26,30),0.179123 # DEPENDENCYPART_GRANDPAR
(11,26),(26,31),0.103715 # DEPENDENCYPART_GRANDPAR
(11,26),(26,34),-0.349926 # DEPENDENCYPART_GRANDPAR
(11,26),(26,35),-0.052286 # DEPENDENCYPART_GRANDPAR
(11,27),(27,25),-0.0481753 # DEPENDENCYPART_GRANDPAR
(11,27),(27,26),-0.00564532 # DEPENDENCYPART_GRANDPAR
(11,27),(27,28),-0.205121 # DEPENDENCYPART_GRANDPAR
(11,27),(27,29),0.0388155 # DEPENDENCYPART_GRANDPAR
(11,27),(27,30),0.175327 # DEPENDENCYPART_GRANDPAR
(11,27),(27,31),0.126254 # DEPENDENCYPART_GRANDPAR
(11,27),(27,35),-0.0273704 # DEPENDENCYPART_GRANDPAR
(11,30),(30,20),0.315714 # DEPENDENCYPART_GRANDPAR
(11,30),(30,24),-0.0350683 # DEPENDENCYPART_GRANDPAR
(11,30),(30,25),0.181123 # DEPENDENCYPART_GRANDPAR
(11,30),(30,26),0.0207988 # DEPENDENCYPART_GRANDPAR
(11,30),(30,28),-0.0591399 # DEPENDENCYPART_GRANDPAR
(11,30),(30,29),-0.00509955 # DEPENDENCYPART_GRANDPAR
(11,30),(30,31),0.131565 # DEPENDENCYPART_GRANDPAR
(11,30),(30,33),-0.251684 # DEPENDENCYPART_GRANDPAR
(11,30),(30,34),-0.358544 # DEPENDENCYPART_GRANDPAR
(11,30),(30,35),-0.0493467 # DEPENDENCYPART_GRANDPAR
(11,31),(31,30),0.0532147 # DEPENDENCYPART_GRANDPAR
(11,31),(31,33),-0.233796 # DEPENDENCYPART_GRANDPAR
(11,31),(31,34),-0.120115 # DEPENDENCYPART_GRANDPAR
(11,31),(31,35),0.0187406 # DEPENDENCYPART_GRANDPAR
(11,35),(35,30),0.0471706 # DEPENDENCYPART_GRANDPAR
(11,35),(35,32),-0.28598 # DEPENDENCYPART_GRANDPAR
(11,35),(35,33),-0.352425 # DEPENDENCYPART_GRANDPAR
(11,35),(35,34),-0.108544 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.479828 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.319185 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.457794 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.546022 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.196751 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.218359 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.0317903 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.0390442 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.232629 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.255377 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),0.148052 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),0.0506582 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),0.11037 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.23529 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.00142867 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.367494 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.488599 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.386555 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.52269 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.171753 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.0848145 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.277995 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),0.0293755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.544756 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.187636 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.301189 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.436333 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.130532 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.0195502 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.220949 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.140762 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),0.0770136 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.145913 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),0.204706 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.123295 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.204543 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.300604 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.206997 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.120697 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.186374 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0180049 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0109149 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.373294 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.276818 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.12547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,17),-0.0640893 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.0432157 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.392744 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.0865826 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.179553 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0666765 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.101837 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.094096 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.234417 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.334949 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.10038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.111455 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.276175 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.0214269 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),0.0505922 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.240031 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),0.00435098 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.272539 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.492084 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-0.668266 # DEPENDENCYPART_GRANDPAR
(14,11),(11,26),-0.350889 # DEPENDENCYPART_GRANDPAR
(14,11),(11,27),-0.312907 # DEPENDENCYPART_GRANDPAR
(14,11),(11,30),-0.770993 # DEPENDENCYPART_GRANDPAR
(14,11),(11,31),-0.642679 # DEPENDENCYPART_GRANDPAR
(14,11),(11,35),-0.342334 # DEPENDENCYPART_GRANDPAR
(14,11),(11,36),-1.37972 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.13804 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),0.0414421 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.328072 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.128219 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.272627 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),0.0201176 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.683256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.392762 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.637446 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.555224 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.262552 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.534207 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),0.224632 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),0.262063 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.447723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.361856 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.548959 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.461692 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.258735 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.511394 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.110198 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.498083 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.33407 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),0.377342 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),0.287483 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.823495 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.392889 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.821813 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.65439 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.119082 # DEPENDENCYPART_GRANDPAR
