# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,17,20,17,22,20,7,
(20,21),(21,19),-0.227732 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.598678 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-0.683069 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.405396 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.553353 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),0.115591 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.191593 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.236011 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),0.0501681 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),1.74804e-05 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.185543 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.5095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.989691 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.407274 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.05199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.0779062 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.707212 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.587829 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.521629 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.316379 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.314434 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.263813 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.220471 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.276001 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.263116 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.17424 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.625745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,1),0.29113 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),0.207716 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),0.152927 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),0.212246 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),0.258122 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),0.26134 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),0.185465 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),0.180699 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),0.0627038 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),0.160223 # DEPENDENCYPART_GRANDPAR
(22,2),(2,13),0.246927 # DEPENDENCYPART_GRANDPAR
(22,2),(2,14),0.233179 # DEPENDENCYPART_GRANDPAR
(22,2),(2,15),0.399114 # DEPENDENCYPART_GRANDPAR
(22,2),(2,16),0.234007 # DEPENDENCYPART_GRANDPAR
(22,2),(2,23),-0.0526605 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),0.230026 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),0.0818659 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),0.362083 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),0.275536 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),0.270964 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),0.264164 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),0.244739 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),0.185135 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),0.196879 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),0.290599 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),0.405378 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),0.289551 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),0.171696 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),0.354233 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),0.270689 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),0.330009 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),0.404639 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),0.339366 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),0.288753 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),0.246148 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),0.330334 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),0.183917 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),0.247606 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),0.234384 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),0.399795 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),0.235212 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),0.386958 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),0.332894 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),0.411291 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.254687 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.08668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,12),0.250103 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.0997782 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),0.337789 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),0.1192 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),0.486668 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.266448 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),0.304731 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),0.200548 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),0.186047 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),0.38173 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),0.471966 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),0.172501 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),0.45649 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),0.336239 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),0.291548 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),0.273122 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.320062 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.06649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,17),0.455689 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.33617 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.273068 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),0.248864 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),0.292927 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),0.42158 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.320209 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.278981 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.232923 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.329615 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.189158 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.08505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,21),0.235646 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.07125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,1),0.203542 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),0.0674579 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),0.268322 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),0.19881 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),0.25813 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),0.318728 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),0.260828 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),0.302455 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),0.201546 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),0.0738701 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),0.174838 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),0.364869 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),0.369037 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),0.443525 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),0.384442 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.552017 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.438601 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.386422 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.22184 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.06453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),0.0385295 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.308488 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.05481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,2),0.505767 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),0.221628 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),0.17796 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),0.539889 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),0.173401 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),0.206867 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),0.541492 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),0.223625 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.394118 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.379171 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.185199 # DEPENDENCYPART_GRANDPAR
(0,1),(1,1),(1,2),-0.057868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0374679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0420839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0420839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.0374679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,7),-0.0428314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,9),-0.0510262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,24),-0.0627979 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0430872 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0422034 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0422034 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0430872 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,9),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,24),-0.0568475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0438641 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0438641 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.0421438 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,7),-0.0421814 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,9),-0.0445514 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,24),-0.0447786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,6),-0.0421435 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,7),-0.0420324 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,9),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,24),-0.0441078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,6),-0.0421435 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,7),-0.0420324 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,9),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,24),-0.0441078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,7),-0.0421814 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,9),-0.0445514 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,24),-0.0447786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,7),(1,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,24),-0.0422042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,9),(1,24),-0.0441591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.111326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.0652862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.076153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.076153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.0652862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,7),-0.0556144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.0421491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),-0.0578623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,11),-0.0139684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,12),-0.0139684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,13),-0.103395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,14),-0.0430474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,15),-0.0912321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,16),-0.0430474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,23),0.0455656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,24),-0.071076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),-0.0522305 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),-0.0522305 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,6),-0.0437966 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,7),-0.0420231 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,8),-0.0420318 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,9),-0.0678817 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,11),-0.0597439 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,12),-0.0597439 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,13),-0.0205523 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,14),-0.0440407 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,15),-0.0265199 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,16),-0.0440284 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,23),-0.0562557 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,24),0.0144307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.0420289 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,6),-0.0539325 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,7),-0.0423356 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,9),-0.0420469 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,13),-0.0372687 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,14),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,15),-0.0420443 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,16),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,23),-0.0361413 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,24),-0.0460162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),-0.0539325 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,7),-0.0423356 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,9),-0.0420469 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,13),-0.0372687 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,14),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,15),-0.0420443 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,16),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,23),-0.0361413 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,24),-0.0460162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,7),-0.0420231 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,8),-0.0420318 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,9),-0.0678817 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,11),-0.0597439 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,12),-0.0597439 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,13),-0.0205523 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,14),-0.0440407 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,15),-0.0265199 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,16),-0.0440284 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,23),-0.0562557 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,24),0.0144307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,8),-0.0420194 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,9),-0.0426298 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,11),-0.0422476 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,12),-0.0422476 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,13),-0.0338044 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,14),-0.043642 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,15),-0.0420353 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,16),-0.043642 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,23),-0.108634 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,24),-0.0621743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,9),-0.0420142 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,13),-0.0420343 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,23),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,24),-0.0420123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,11),-0.0420713 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,12),-0.0420713 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,13),-0.0428597 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,15),-0.0255792 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,23),-0.0714869 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,24),-0.0251192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,11),(2,12),-0.0424186 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,13),-0.0367543 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,14),-0.0433119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,15),-0.0453651 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,16),-0.0433119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,23),0.0323906 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,24),-0.0638589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,12),(2,13),-0.0367543 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,14),-0.0433119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,15),-0.0453651 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,16),-0.0433119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,23),0.0323906 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,24),-0.0638589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,13),(2,14),-0.0543742 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,15),-0.0385053 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,16),-0.0543742 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,23),0.0374044 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,24),-0.17215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,23),-0.0488349 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,24),-0.0466901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,15),(2,16),-0.0420517 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,23),-0.047424 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,24),0.0131956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,16),(2,23),-0.0488345 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,24),-0.0466901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,23),(2,24),0.0466441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.123989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.233097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.0319877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,7),(7,8),-0.0542121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,9),-0.0696083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,11),0.00147243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,12),0.00148149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,13),0.00938349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,14),-0.0273877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,15),-0.1607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,16),-0.0270648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,17),0.022352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,18),-0.0755266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,20),-0.0998373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,21),-0.0384403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,22),-0.0282682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,23),-0.0496751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,24),-0.0747278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,7),(7,8),(7,9),-0.0525321 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,11),-0.0230339 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,12),-0.0230339 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,13),-0.0455799 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,14),-0.0384851 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,15),-0.054988 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,16),-0.0384851 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,17),-0.0453369 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,18),-0.0470264 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,20),-0.0362197 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,21),-0.0450703 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,22),-0.0384851 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,23),-0.0568857 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,24),-0.0457045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,9),(7,11),-0.042862 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,12),-0.042862 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,13),-0.0502359 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
