# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,15,19,19,15,19,20,21,21,25,23,25,29,29,26,21,21,34,34,31,3,
(6,12),(6,35),-0.407815 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,36),-0.636751 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,14),(6,19),-0.725633 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,35),-0.239789 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,36),-0.929826 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,19),(6,35),-0.43792 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,36),-0.797189 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,35),(6,36),-2.1232 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,-1),-0.770271 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,7),(7,8),-0.464283 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.522107 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.898295 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),-1.21971 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-1.29776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,14),-0.674948 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,16),-1.04488 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,19),-0.518399 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,20),-0.505867 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,36),-0.696704 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.77426 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.917129 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-1.00964 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-0.471218 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,14),-0.599595 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,16),-0.250428 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,19),-0.843208 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,20),-0.937814 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,36),-0.705625 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.994191 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-0.901558 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-0.454055 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,14),-0.615496 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,16),-0.621564 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,19),-0.920846 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,20),-0.969384 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,36),-0.836952 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,12),-0.956623 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-0.550693 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,14),-0.848684 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,16),-0.506819 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,19),-1.11052 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,20),-1.11946 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,36),-0.989289 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,13),-0.774525 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,14),-0.991992 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,16),-0.634365 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,19),-0.862165 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,20),-0.957914 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,36),-0.866699 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,13),(7,14),0.217004 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,16),-0.669691 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,19),-0.261291 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,20),-0.272648 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,36),-0.949139 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,14),(7,16),-0.66225 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,19),-0.679518 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,20),-0.789705 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,36),-0.805706 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,16),(7,19),-0.39218 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,20),-0.350306 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,36),-1.14105 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,19),(7,20),-0.892404 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,36),-0.674285 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,20),(7,36),-0.853035 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,5),-0.595743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.890478 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,5),(7,-1),-0.849265 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-0.601608 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,10),-0.838884 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,12),-0.853068 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,13),-1.41124 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,14),-0.861788 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,15),-0.496368 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,16),-1.18003 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,18),-0.437478 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,19),-0.57137 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,20),-0.47316 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,23),-1.61015 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,36),-1.02606 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,10),-0.885051 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,12),-0.837684 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,13),-0.290267 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,14),-0.509867 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,15),-0.809988 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,16),-0.594712 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,18),-0.867825 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,19),-0.852249 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,20),-0.898352 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,23),-0.744044 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,36),-0.6137 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,10),(8,12),-0.881227 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,13),-0.596049 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,14),-0.802502 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,15),-0.847899 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,16),-0.531277 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,18),-1.00839 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,19),-1.09968 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,20),-1.09105 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,23),-0.804561 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,36),-0.913498 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,12),(8,13),-0.834617 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,14),-0.896764 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,15),-0.938653 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,16),-0.687884 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,18),-0.848436 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,19),-0.852735 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,20),-0.920042 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,23),-0.915913 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,36),-0.903088 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,14),0.204435 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,15),-0.275583 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,16),-0.796838 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,18),-0.754423 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,19),-0.427387 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,20),-0.383878 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,23),-0.785087 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,36),-1.0953 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,14),(8,15),-0.472416 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,16),-0.688733 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,18),-0.458987 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,19),-0.702199 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,20),-0.818582 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,23),-0.667687 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,36),-0.798246 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,15),(8,16),-1.17765 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,18),-1.15954 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,19),-1.18069 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,20),-1.19532 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,23),-1.19322 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,36),-0.958315 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,16),(8,18),-0.597716 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,19),-0.449655 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,20),-0.405764 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,23),-0.621152 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,36),-1.11155 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,18),(8,19),-0.850928 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,20),-1.03771 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,23),-1.1556 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,36),-0.684965 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,19),(8,20),-0.929867 # DEPENDENCYPART_NEXTSIBL
(8,19),(8,23),-0.895377 # DEPENDENCYPART_NEXTSIBL
(8,19),(8,36),-0.710843 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,20),(8,23),-0.736227 # DEPENDENCYPART_NEXTSIBL
(8,20),(8,36),-0.844686 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,23),(8,36),-0.764452 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.440563 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,6),-0.588215 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,5),-0.705355 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,3),-0.753762 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,2),-0.650974 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,1),-0.665989 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.883522 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,6),-1.0685 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,5),-1.04806 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,3),-1.15951 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,2),-1.44006 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,1),-1.57501 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-0.996482 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,5),-0.891835 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,3),-1.05682 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,2),-1.07239 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,1),-1.07765 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,-1),-1.27606 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,3),-0.936103 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,2),-1.14021 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,1),-1.16517 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-0.918741 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,3),(8,2),-0.621102 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,1),-0.908165 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,-1),-1.13768 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,2),(8,1),-0.473547 # DEPENDENCYPART_NEXTSIBL
(8,2),(8,-1),-0.745512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,1),(8,-1),-0.797957 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-0.622246 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.814914 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-1.51567 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,14),-0.811206 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,15),-0.46135 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,21),-0.517872 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,36),-1.31444 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,12),-0.849349 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-0.465272 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,14),-0.65018 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,15),-0.819447 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,21),-1.1173 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,36),-0.741382 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,13),-0.781583 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,14),-0.881699 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,15),-0.968968 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,21),-0.701329 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,36),-0.729054 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,14),0.247697 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,15),-0.233116 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,21),-0.529883 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,36),-1.1204 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,14),(9,15),-0.501686 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,21),-0.798514 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,36),-0.954703 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,15),(9,21),-1.01028 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,36),-0.800838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,21),(9,36),-0.489949 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.680548 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-0.444316 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.731022 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.814193 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.987002 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,-1),-1.05055 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.878236 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.879643 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,13),-1.50957 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,14),-0.870727 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,15),-0.508275 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,16),-1.26391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,17),-0.92346 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,18),-0.453917 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,19),-0.511018 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,20),-0.533858 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,21),-0.724443 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,22),-1.38082 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,23),-1.67462 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,25),-0.642879 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,26),-0.810045 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,30),-1.34582 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,31),-0.7337 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,35),-1.21414 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,36),-0.836755 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.749331 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,13),-1.08008 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,14),-1.12126 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,15),-0.995203 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,16),-1.01984 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,17),-1.17521 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,18),-1.09838 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,19),-1.10008 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,20),-1.14237 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,21),-1.09765 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,22),-1.04828 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,23),-1.12641 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,25),-1.06615 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,26),-1.19141 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,30),-0.996954 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,31),-1.15774 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,35),-1.06798 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,36),-1.1809 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,13),-0.825361 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,14),-0.952565 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,15),-0.964533 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,16),-0.664372 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,17),-0.907566 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,18),-0.877133 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,19),-0.831149 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,20),-0.950327 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,21),-0.737689 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,22),-0.701981 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,23),-0.951797 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,25),-1.00828 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,26),-1.09911 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,30),-0.384217 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,31),-0.706396 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,35),-0.325609 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,36),-0.857574 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,13),(10,14),0.147073 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,15),-0.253596 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,16),-0.783203 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,17),-0.831218 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,18),-0.772353 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,19),-0.41324 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,20),-0.364472 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,21),-0.391147 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,22),-0.899153 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,23),-0.75265 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,25),-0.84567 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,26),-0.99215 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,30),-0.937532 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,31),-0.537424 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,35),-1.04956 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,36),-1.13314 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,14),(10,15),-0.513522 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,16),-0.69767 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,17),-0.798325 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,18),-0.481441 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,19),-0.69212 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,20),-0.843399 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,21),-0.867052 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,22),-0.519557 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,23),-0.701614 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,25),-0.464722 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,26),-1.18116 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,30),-0.300825 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,31),-0.985376 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,35),-0.0455448 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,36),-0.800136 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,15),(10,16),-1.14937 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,17),-1.21564 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,18),-1.18346 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,19),-1.15434 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,20),-1.22083 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,21),-1.03844 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,22),-1.12191 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,23),-1.22332 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,25),-1.30467 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,26),-1.37725 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,30),-0.812122 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,31),-1.03741 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,35),-1.02452 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,36),-0.906166 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,16),(10,17),-0.555683 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,18),-0.59959 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,19),-0.431777 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,20),-0.405056 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,21),-0.353951 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,22),-1.05104 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,23),-0.615462 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,25),-0.514751 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,26),-0.804652 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,30),-1.18882 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,31),-0.302711 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,35),-1.02475 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,36),-1.18472 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,17),(10,18),-0.975911 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,19),-1.0961 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,20),-1.12099 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,21),-1.06368 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,22),-1.14045 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,23),-1.10934 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,25),-1.14437 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,26),-1.18127 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,30),-0.990628 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,31),-1.16248 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,35),-1.12625 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,36),-1.23863 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,18),(10,19),-0.844052 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,20),-1.04931 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,21),-1.02831 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,22),-1.26998 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,23),-1.19266 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,25),-1.20999 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,26),-1.33943 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,30),-1.25637 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,31),-1.16863 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,35),-1.48308 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,36),-0.704698 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,19),(10,20),-0.91896 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,21),-0.843925 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,22),-0.530537 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,23),-0.893633 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,25),-0.818762 # DEPENDENCYPART_NEXTSIBL
