# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(20,21),(21,20),-0.786265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.233694 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.0222109 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.355107 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.0797569 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.00901963 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.324863 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.178046 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.413923 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.803116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.553049 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.0454875 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.149684 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.297406 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),0.392077 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.216242 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),0.0254144 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.00931588 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.105986 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.177456 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),0.219473 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.326056 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),0.316256 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.05723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,25),-0.36805 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),0.0347477 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.110368 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.403298 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.33227 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.313044 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.0932964 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.04957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.0804008 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),0.0643509 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.0222279 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.366291 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.406486 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.237815 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0911995 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.05932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,24),-0.0363281 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.571451 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.10243 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.300599 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0615403 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.463714 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.328768 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.02228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.112543 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),0.049606 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),0.0310044 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.718373 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.797025 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.130693 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.171336 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.277963 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.437166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),0.642697 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0966214 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.841611 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.561066 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.734785 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),1.06325 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.120191 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.214398 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.151853 # DEPENDENCYPART_GRANDPAR
(24,20),(20,10),-0.210206 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.0809977 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),0.0453441 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.345558 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.268145 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.0449895 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.369461 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-0.99691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,11),-0.0344342 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),0.23908 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),0.463698 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),0.11119 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),0.3522 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.468902 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),0.289567 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.138118 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.516615 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.00347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.192878 # DEPENDENCYPART_GRANDPAR
(0,3),(3,3),(3,4),-0.0661345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.126485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,8),-0.0161272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.0653169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,26),-0.071078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),-0.0422582 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,8),-0.0422536 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),-0.0205922 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,26),-0.0658142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,5),(3,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,9),-0.0574702 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,26),-0.0503574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,9),-0.066451 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,26),-0.063859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,26),0.0144304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.0897219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.203515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.233109 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.113677 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),-0.0803242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),-0.188446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,5),-0.0137376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,6),-0.0269425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,7),-0.0364071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,8),-0.0121983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,9),-0.0507775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,10),-0.0411894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,11),-0.00142613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,15),-0.00774064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,16),-0.0507775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,17),0.00848618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,20),-0.0741381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,25),-0.0681179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,26),-0.0772777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,5),(4,6),-0.0432582 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,7),-0.0466461 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,8),-0.0257638 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,9),-0.0329772 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,10),-0.0445096 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,11),-0.0523323 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,15),-0.0257638 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,16),-0.0329772 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,17),-0.0533179 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,20),-0.0440798 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,25),0.0413547 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,26),-0.0961537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,6),(4,7),-0.0440849 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,8),0.00919686 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,9),-0.0324002 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,10),-0.0428629 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,11),-0.0446053 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,15),0.00919686 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,16),-0.0324002 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,17),-0.0482175 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,20),-0.0427607 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,25),-0.0429067 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,26),-0.0455298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,7),(4,8),-0.0533917 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,9),-0.0176212 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,10),-0.0481489 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,11),-0.0696375 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,15),-0.0533917 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,16),-0.0176212 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,17),-0.0637713 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,20),-0.0479181 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,25),-0.0997579 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,26),-0.0822435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,8),(4,9),-0.0608316 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,10),-0.0216962 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,11),-0.0140002 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,15),-0.0237132 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,16),-0.0608316 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,17),-0.0224274 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,20),-0.0750339 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,25),-0.0378422 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,26),-0.116609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,9),(4,10),-0.0899309 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,11),-0.0277686 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,15),-0.145489 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,16),-0.0704651 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,17),-0.0166344 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,20),0.0401089 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,25),-0.0463033 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,26),0.195038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,10),(4,11),-0.0942878 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,15),-0.0376496 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,16),-0.0465576 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,17),-0.0701056 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,20),-0.0332468 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,25),-0.071377 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,26),-0.0775435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,11),(4,15),-0.0144425 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,16),-0.0137152 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,17),-0.0709604 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,20),-0.0437075 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,25),-0.00529438 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,26),-0.0917079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,15),(4,16),-0.0649098 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,15),(4,17),-0.0214938 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,15),(4,20),-0.0750334 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,15),(4,25),-0.0349868 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,15),(4,26),-0.116365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,16),(4,17),-0.0166344 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,16),(4,20),0.0401089 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,16),(4,25),-0.0463033 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,16),(4,26),0.195038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,17),(4,20),-0.0442963 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,17),(4,25),-0.0058096 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,17),(4,26),-0.0914642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,20),(4,25),0.0470427 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,20),(4,26),-0.0881388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,25),(4,26),0.0516842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,3),0.20702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,2),0.204915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,1),0.153485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,-1),-0.135026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,3),(4,2),0.103784 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,1),0.0987867 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,-1),-0.0886612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,2),(4,1),0.0987867 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,2),(4,-1),-0.0949848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,1),(4,-1),-0.031097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,6),-0.0285135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,7),-0.0332702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,8),0.03704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,9),-0.0466025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,10),-0.00605768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,11),-0.0740649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,13),-0.0494897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,14),0.0381191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,15),0.0381177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,16),-0.0466025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,17),-0.0708483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,18),-0.0719745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,20),-0.0484965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,21),0.0381186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,25),-0.112278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,26),-0.0708728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,6),(5,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,8),-0.0420142 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,9),-0.0420355 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,10),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,11),-0.0360564 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,14),-0.0420142 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,15),-0.0420142 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,16),-0.0420355 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,17),-0.0360564 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,18),-0.0360564 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,21),-0.0420142 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,25),-0.0360599 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,26),-0.0420254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,7),(5,8),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,9),-0.0523109 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,10),-0.0421356 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,11),-0.0492378 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,13),-0.0299151 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,14),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,15),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,16),-0.0523109 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,17),-0.0490238 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,18),-0.0488627 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,20),-0.0333398 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,21),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,25),-0.0590548 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,26),-0.0422416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,8),(5,9),-0.0315606 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,10),-0.0432268 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,11),-0.0406674 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,13),-0.0347896 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,14),-0.0371492 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,15),-0.0371492 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,16),-0.0315606 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,17),-0.0405571 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,18),-0.0401723 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,20),-0.0423395 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,21),-0.0371495 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,25),-0.00245685 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,26),-0.0468323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,9),(5,10),-0.0517609 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,11),-0.0237768 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,13),-0.0475848 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,14),-0.0655919 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,15),-0.0655919 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,16),-0.0469589 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,17),-0.0234838 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,18),-0.0224749 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,20),-0.0351103 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,21),-0.0655928 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,25),-0.0383581 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,26),-0.0493022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,10),(5,11),-0.0467519 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,13),-0.042012 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,14),-0.0337391 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,15),-0.0337391 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,16),-0.0162856 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,17),-0.0441848 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,18),-0.0454951 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,20),-0.0419462 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,21),-0.0337395 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,25),-0.0118589 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,26),-0.0526251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,11),(5,13),-0.0476088 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,14),-0.0505936 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,15),-0.0505936 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,16),0.0161795 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,17),-0.030784 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,18),-0.0328983 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,20),-0.0421661 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,21),-0.0505936 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,25),0.0203578 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,26),-0.0743627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,13),(5,14),-0.0425506 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,15),-0.0425506 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,16),-0.0499965 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,17),-0.0206189 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,18),-0.0206284 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,21),-0.0425506 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,25),-0.0481854 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,26),-0.0550492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,14),(5,15),-0.0371492 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,16),-0.0307752 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,17),-0.0405571 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,18),-0.0401723 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,20),-0.0423395 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,21),-0.0371495 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,25),-0.00186927 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,26),-0.0468323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,15),(5,16),-0.0307755 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,17),-0.0405571 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,18),-0.0401723 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,20),-0.0423395 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,21),-0.0371495 # DEPENDENCYPART_GRANDSIBL
