# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,17,22,20,9,
(16,8),(8,15),0.243046 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.894807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),0.448438 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),0.262638 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.176279 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.202168 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),0.137172 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.604368 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.075227 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.28819 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.49031 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.193232 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.364279 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.0933125 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.0613264 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.318317 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.147098 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.114367 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.857083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),0.497168 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),0.0987334 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),0.033132 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),0.270865 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.130222 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.211357 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.108668 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0752748 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.186636 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.846502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.52567 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),0.0226124 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.140659 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.153865 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.275558 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.857432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.503042 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),0.0262903 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),0.254464 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),0.0757314 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.124136 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.325653 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.316706 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.339852 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.357685 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),0.00805357 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.209856 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.150764 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.561116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.554935 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.515695 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.805491 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.466217 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.585521 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.3298 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.557063 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.883834 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.32502 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.00897678 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.210249 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.53643 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.885308 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.434316 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.596686 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.85599 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.337652 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.569271 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.664935 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.354716 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.25415 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.467953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),1.01422 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.621121 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.58133 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.698062 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.523484 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.346189 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.448863 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.414922 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.0585262 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.40215 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.271528 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.124162 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),0.0609565 # DEPENDENCYPART_GRANDPAR
(17,1),(1,23),0.0572368 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.23481 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.136566 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.264919 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.270779 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.0292009 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.213456 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),0.0583623 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.0109617 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),0.00465699 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),0.136633 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.0428937 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),0.0210264 # DEPENDENCYPART_GRANDPAR
(17,2),(2,23),0.0726937 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.110663 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.344856 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.0771694 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.094405 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.0442108 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.0483394 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.274395 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.118894 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.192083 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.130234 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0808347 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.255358 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0832432 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0904839 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.777574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),0.302786 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),0.156031 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.0233945 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),0.0787653 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.449927 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.695161 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.524192 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.336735 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.371048 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.624641 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0635443 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0161432 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.199408 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.0370393 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.00878542 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.771189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,10),-0.0529581 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.142758 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.281244 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.0181489 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0293488 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.811501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,22),-0.108476 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0647293 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.172765 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.108983 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.00803285 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.771526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),0.150026 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.0402971 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),0.00933509 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),0.0850135 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.217567 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.332116 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.259321 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0278827 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.00131124 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.114005 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0766248 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.773508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.302482 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.156023 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.0280157 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),0.0323338 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.00199558 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),0.0769861 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.828168 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.245371 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.620582 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.379399 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.582528 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.668143 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.115834 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.173674 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.312861 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.34833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),0.408498 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.629316 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.663172 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.549525 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.609199 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.354194 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.310957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.675183 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.520736 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.345411 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.504461 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.548396 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.382504 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.678846 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.482143 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.634452 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.931462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0380994 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0534463 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.00813386 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.583082 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.224732 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.00333721 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0550535 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.528168 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.07417 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.483216 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.080003 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.0660992 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),0.118868 # DEPENDENCYPART_GRANDPAR
(19,1),(1,23),-0.525498 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.151583 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0590751 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.188904 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.146584 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.0291657 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.111575 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.542448 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.171937 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0149671 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0614663 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0320192 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0742501 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.09408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.195472 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.392202 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.479328 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.09905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.198815 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.50752 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.830882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.186869 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.190139 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.692267 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.500777 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.348 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.455919 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.370965 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.733242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.160927 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0799149 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0446284 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.109019 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.348261 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.167074 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),0.0928119 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.381184 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0597618 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.0862645 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.281971 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.106411 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.105216 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.939571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),0.601057 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),0.534118 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.346196 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.115782 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.326891 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.126971 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.214875 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.958187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),0.576606 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),0.532191 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.796333 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.686818 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.360555 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.610409 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.467148 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.48262 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.516257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.23211 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.101141 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-0.30869 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-0.471597 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.43681 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.217145 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.00427222 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),0.142556 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.478972 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),0.226937 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.153608 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.351187 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.230725 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.0328048 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.00141623 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.091493 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),0.0505976 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),0.416659 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),0.222298 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),0.00124557 # DEPENDENCYPART_GRANDPAR
(22,10),(10,23),-0.208092 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.0872029 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.178009 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),0.213679 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.0137696 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),0.0796469 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),0.194474 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),0.170739 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.896197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.200276 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),-0.217576 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.209095 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.207762 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.107519 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),0.0189913 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),0.212965 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),0.256931 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.0489468 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.432117 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.225798 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.105865 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.342132 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-0.946449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.239761 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.30869 # DEPENDENCYPART_GRANDPAR
(22,17),(17,2),-0.471597 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.245976 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.408401 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.0168493 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),0.0108942 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),0.139988 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.059917 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.416659 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.222298 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.00124557 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.238576 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.891347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.208092 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.252241 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.119638 # DEPENDENCYPART_GRANDPAR
(22,19),(19,1),-0.00392941 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),0.260813 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),0.215828 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.772926 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.125481 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.503333 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.894978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,17),0.205706 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.328529 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.31177 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.01544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,22),-0.5306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,10),0.107408 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),0.0400449 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),0.284957 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),0.133868 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.00886051 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.0762449 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.451815 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.119931 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.3706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0284306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0553727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0284306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0286352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.0551444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,9),0.0322894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,23),-0.0722587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,24),-0.0447701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0462004 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0470541 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.042016 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),0.0127182 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,9),-0.0439436 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,23),-0.0353685 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,24),-0.118693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.042012 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.045189 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,9),-0.0431033 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,23),-0.0986905 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,24),-0.04694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.042016 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,6),0.0127182 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,9),-0.0439436 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,23),-0.0353685 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,24),-0.118693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,6),-0.0091268 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,9),-0.0420646 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,23),-0.0902584 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,24),-0.0682081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
