# _root_ United Biscuits ( Holdings ) PLC , a British food producer , announced the creation of a European group to bring together its trading interests in the region .
#goldHeads=6,6,6,6,6,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
#predictedHeads=6,6,4,6,4,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
(2,1),(1,11),(1,30),-0.0750407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,12),(1,30),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.14656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),-0.0505379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),-0.0423163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),-0.0505379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),-0.0426645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,30),0.039664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.045757 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),-0.0420638 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,30),-0.0476183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,7),-0.0422202 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,30),-0.0666115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,7),-0.0420638 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,30),-0.0476183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,7),(3,30),-0.0420582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.119675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,-1),-0.0356673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,-1),-0.0670487 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,5),0.0307083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,6),-0.133908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,7),0.080782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,10),-0.023326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,11),-0.0233187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,12),0.080782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,15),-0.0233187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,30),0.132398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,5),(4,6),-0.0530908 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,7),-0.0580054 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,12),-0.0580054 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,30),0.0754921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,6),(4,7),-0.0171953 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,10),-0.0461784 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,11),-0.0461784 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,12),-0.0171953 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,15),-0.0461784 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,30),0.0284716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,7),(4,10),-0.15325 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,11),-0.154527 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,12),-0.0473772 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,15),-0.152927 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,30),-0.0818911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,10),(4,11),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,12),-0.0759603 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,15),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,30),-0.11298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,11),(4,12),-0.0764063 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,15),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,30),-0.113806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,12),(4,15),-0.152927 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,30),-0.0818911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,15),(4,30),-0.112656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,3),0.136225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,2),0.210533 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,1),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,-1),0.146817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,3),(4,2),0.0996415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,3),(4,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,-1),0.0018368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,2),(4,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,2),(4,-1),-0.00540475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,1),(4,-1),-0.00480011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,6),-0.0522164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,7),-0.0477699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,11),-0.0442034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,12),-0.0477699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,15),-0.0442034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,30),0.0545452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,7),-0.042032 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,12),-0.042032 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,30),-0.0523426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,7),(5,11),-0.0442111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,15),-0.0442111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,30),-0.0422188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,11),(5,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,15),-0.0422314 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,30),-0.0471135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,12),(5,15),-0.0442111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,30),-0.0422188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,15),(5,30),-0.0471135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.0871358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,3),0.102967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,2),0.0871358 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,-1),0.0231346 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,3),0.0959483 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,2),0.102653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,4),(5,-1),-0.0716744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,-1),-0.0800716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,2),(5,-1),-0.0716744 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,7),0.0834641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,8),-0.0236817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),-0.0731142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,10),-0.0233491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,11),-0.0233418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,12),0.0834641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,13),-0.0356296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,15),-0.0233418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,16),-0.0290963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,19),-0.0191336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,29),0.0343068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,30),0.126983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,8),-0.0478588 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,9),-0.0364996 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,10),-0.15326 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,11),-0.154536 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,12),-0.0473772 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,13),-0.0422115 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,15),-0.152936 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,16),-0.0631635 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,19),-0.155717 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,29),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,30),-0.0818909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,10),-0.042711 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,11),-0.042711 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,12),-0.0421469 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,15),-0.042711 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,16),-0.0426181 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,19),-0.042711 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,30),-0.0253502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,10),-0.042107 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,11),-0.042107 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,12),-0.0448095 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,15),-0.042107 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,16),-0.0420172 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,19),-0.042107 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,30),-0.052177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,10),(6,11),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,12),-0.0759621 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,13),-0.0420575 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,15),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,16),-0.0439536 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,19),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,29),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,30),-0.112997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,12),-0.0764081 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,13),-0.0420575 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,15),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,16),-0.0439536 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,19),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,29),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,30),-0.113823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,13),-0.0422115 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,15),-0.152936 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,16),-0.0631635 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,19),-0.155717 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,29),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,30),-0.0818909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,13),(6,15),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,16),-0.0427142 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,19),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,29),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,30),-0.0425712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,15),(6,16),-0.0439536 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,19),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,29),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,30),-0.112673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,16),(6,19),-0.044116 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,29),-0.0438525 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,30),-0.128934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,19),(6,29),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,19),(6,30),-0.111123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,29),(6,30),0.0751865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.0830051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.209691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.136226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,2),0.212962 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,1),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),0.143634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.0910749 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,3),0.102977 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,2),0.0910749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,5),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.033725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,3),0.127409 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,2),0.0894929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),-0.00792381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,2),0.0996415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,3),(6,-1),0.00184138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,2),(6,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,2),(6,-1),-0.00573465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,1),(6,-1),-0.00513001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,30),0.0848672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,7),(7,6),0.100676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,-1),0.0186482 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,6),(7,-1),-0.0665393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,10),-0.0401027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,12),0.0507133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,30),0.0757859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,12),-0.0422993 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,30),-0.0387097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,12),(9,30),-0.0345149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,8),0.106589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,7),0.113934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,6),0.0985009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,5),0.101852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,4),0.0985001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,-1),0.0825556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,8),(9,7),0.102702 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,-1),-0.0526515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,6),0.101004 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,5),0.103022 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,4),0.101004 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,-1),-0.0469194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,5),0.102325 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,4),0.10306 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,-1),-0.0718946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,4),0.103069 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,-1),-0.07225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,-1),-0.0718953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,11),-0.0610206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,12),-0.0776797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,15),-0.0610206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,16),0.0314408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,20),-0.0309564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,30),-0.0322778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,11),(10,12),-0.0297909 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,15),-0.0461849 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,16),-0.0377511 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,20),-0.0432516 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,30),-0.0809533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,12),(10,15),0.00564398 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,16),-0.0318479 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,20),-0.0636896 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,30),-0.0481717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,15),(10,16),-0.0377511 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,15),(10,20),-0.0432516 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,15),(10,30),-0.0809529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,16),(10,20),-0.0528719 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,16),(10,30),0.0327977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,20),(10,30),-0.0794646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,9),0.126694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,8),0.105528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,-1),-0.00149667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,9),(10,8),0.124638 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,-1),-0.0518615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,-1),-0.00112919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,12),-0.0776836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,13),0.0411869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,15),-0.0610172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,16),0.040427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,19),-0.0613342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,20),-0.0309564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,29),-0.0321513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,30),-0.028998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,13),-0.0628347 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,15),0.0056447 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,16),-0.0282294 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,19),0.00477214 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,20),-0.0636896 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,30),-0.0482468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,15),-0.0423277 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,16),-0.042045 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,19),-0.0423277 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,29),-0.0420873 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,30),0.0576256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,15),(11,16),-0.0377511 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,19),-0.0461849 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,20),-0.0432516 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,29),-0.0420588 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,30),-0.0809609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,16),(11,19),-0.060962 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,20),-0.0528719 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,29),-0.042221 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,30),0.0378707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,19),(11,20),-0.0432516 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,29),-0.0420588 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,30),-0.081876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,20),(11,29),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,30),-0.0794646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,29),(11,30),-0.0432042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,10),0.131896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,9),0.130307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
