# _root_ Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .
#goldHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
#predictedHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
(7,13),(13,21),-0.345205 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.323759 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.630206 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.811937 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.536273 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.122168 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.255973 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.244954 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0135738 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.173781 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0169212 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.12087 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0972009 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.242177 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.525415 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.347608 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.802752 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.261491 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0740279 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.0940528 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0154736 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.0125294 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.137996 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.248757 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.570979 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.342219 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.119778 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.522104 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.217284 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.412966 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.106248 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.378555 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.179859 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.67814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.31477 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.542939 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.433911 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.529843 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.631233 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.56818 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.00101 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.593561 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-1.0621 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.178932 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.173067 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.183965 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.167883 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.67483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.274737 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.501194 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.586015 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.388502 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.553275 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.617818 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.583897 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.989663 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.05153 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.204223 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.187507 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.2737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.129218 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0645515 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.123222 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.225255 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.110583 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0435976 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.220656 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.24139 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.134371 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.188247 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.202182 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.3873 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.21147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.247771 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.18681 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.316412 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.375941 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.242389 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.597814 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.237148 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.192594 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0190824 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.185649 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.19782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,6),-0.474259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.402075 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.207779 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.751435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.318748 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.417139 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.067653 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.13174 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.158113 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.133125 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0919583 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.229051 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.111631 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.211397 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.105156 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.164969 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.00765055 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0308856 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.109972 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.116922 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.242448 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.0781689 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.27622 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.283831 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.434347 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.227034 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.184447 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.236688 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.059471 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.230544 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0539421 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0835407 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.158558 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.169922 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.291592 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.00559509 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.32593 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),0.232203 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0691487 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.106653 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.230892 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.00130676 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.706337 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),1.43722 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.315044 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),0.268897 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.499207 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.289766 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.218194 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.238902 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.557347 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.682851 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.118418 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.354082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.03229 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.126083 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.127507 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0667624 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.944676 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.3634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.408938 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.304078 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.176648 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.632912 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.828647 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.87012 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.579795 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.140732 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.595839 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.482983 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.305696 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.845544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.299032 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.29375 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.291703 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.392515 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.338676 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.340773 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.202162 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.240891 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),0.0818619 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.187782 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.723432 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.276098 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.646142 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.761165 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.038494 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.284864 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.325329 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.163833 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.330957 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.319883 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.336339 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.181157 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),0.198114 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),0.0612294 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.646298 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.854243 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.645144 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.802412 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0262793 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.228652 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.517883 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.175195 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.332072 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.322227 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.334347 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.191732 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.0555851 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.0734643 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.228859 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.194626 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.254858 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.422956 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.407533 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.423987 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.275822 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.152225 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0295323 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.280614 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0946928 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.156462 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.283486 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.201796 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.127279 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),1.59245 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.712065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.0229829 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.147777 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.0507948 # DEPENDENCYPART_GRANDPAR
(11,3),(3,23),-0.656445 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.139231 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.00848222 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.151601 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.190803 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0867766 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),1.51177 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.354592 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.683101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),0.0363794 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.0838809 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.0194894 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.118519 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.106388 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.142775 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.610524 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.0136174 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0925835 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.737166 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.00306989 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),1.28085 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.232085 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.201682 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.761655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),0.054659 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.133433 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.0353233 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.160358 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.125698 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),-0.630127 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0421451 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.183193 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0207767 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0971787 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.932278 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),1.64697 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.337232 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.712269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.0230898 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.157068 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.0557051 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.194518 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.202244 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.656735 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.122891 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.155637 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.0335634 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.183456 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.125641 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0078983 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),1.18343 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.366129 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),0.0715316 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.162459 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0127242 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.837203 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0891177 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),1.0794 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.210436 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.712094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0227185 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.157752 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.0555261 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.195202 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.298787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.426829 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.602576 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.234467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.561785 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.373598 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.319592 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.504901 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.411719 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.434588 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.461087 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.437535 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.36802 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),0.19698 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.407643 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.732257 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.597385 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.238723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.497662 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.3188 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.526278 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.443125 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.343796 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.363932 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.390233 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.371265 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.345549 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.132437 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.214194 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.336536 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.576138 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.483499 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.504894 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.528782 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.512859 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),0.268183 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.525277 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.528199 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.5481 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.533299 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),0.29812 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.532066 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.437464 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.443293 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.532223 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.627493 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.297046 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.0795428 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.235091 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.199565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,16),0.5361 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.442468 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.448297 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.480048 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.635923 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.319553 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.0793653 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),0.519178 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),0.425547 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),0.431376 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),0.463127 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.441828 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),0.399878 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.0796168 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),0.132051 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.378976 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.271855 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.185579 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.765734 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.159703 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.236327 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.204315 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.135801 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.258066 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.46535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0998179 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.381836 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.382033 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.542862 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.66257 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.691384 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.388581 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.753218 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.51802 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.0933758 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.262423 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),0.408147 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.262832 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.01369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.275765 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0316866 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0228268 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0636451 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.168863 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.183388 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.212164 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.106113 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.273998 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.0688393 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.0596614 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.309694 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.355947 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0904234 # DEPENDENCYPART_GRANDPAR
