# _root_ On the screens , only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .
#goldHeads=10,3,1,10,9,9,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
#predictedHeads=10,3,1,10,9,5,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
(19,17),(17,20),-0.0816587 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.521057 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.377952 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.44032 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.149078 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.524863 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.174213 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.425637 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.173341 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.711996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.00817149 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.235053 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0307154 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.0731549 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.900657 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),0.22662 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.483765 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.296754 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.192477 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.631706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.339162 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.368722 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0823993 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.106371 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.104175 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0636592 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.00453807 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0430486 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.335096 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0354191 # DEPENDENCYPART_GRANDPAR
(19,24),(24,6),-0.395502 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.173657 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.542661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,22),0.353054 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.137605 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.0811296 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.0603771 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.328308 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.0588001 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.0049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),0.825416 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),0.0352902 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.14901 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.113374 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.36873 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.113414 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.117957 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.151932 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.042732 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0934248 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.06775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),0.766135 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),0.318888 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),0.0336646 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.133208 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.439225 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.842487 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.440487 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.53669 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.446278 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.551396 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.563979 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.751822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),1.06262 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.697943 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.51315 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.000411746 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.58221 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.374124 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.0564984 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.654282 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.359081 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-0.67124 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.487645 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.488496 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.758205 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.504201 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.0834388 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.48733 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.500261 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.402929 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.264145 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.259004 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.73583 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-0.511373 # DEPENDENCYPART_GRANDPAR
(21,1),(1,10),-0.202929 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),-0.61683 # DEPENDENCYPART_GRANDPAR
(21,1),(1,12),-0.383833 # DEPENDENCYPART_GRANDPAR
(21,1),(1,15),-0.0819191 # DEPENDENCYPART_GRANDPAR
(21,1),(1,25),-0.0427487 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.67255 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.331424 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.177858 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.19118 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.0341798 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.573375 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.53038 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.34813 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.740568 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.612158 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.835227 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.342097 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.330205 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),-0.399037 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),-0.544518 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-0.991543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),0.310124 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),0.283124 # DEPENDENCYPART_GRANDPAR
(21,10),(10,25),0.13623 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.208982 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.634116 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.434775 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.203692 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.402448 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.37299 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.323948 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.112477 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.101698 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.312344 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.27902 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.0205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,16),0.000925907 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.389426 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.244426 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.00914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,5),-0.287951 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.0799584 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.721944 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.518902 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.161457 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.765723 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.20892 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.439698 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.373212 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.444975 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.03496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),0.242725 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),0.230098 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.191638 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.0402353 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.175181 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0868696 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.00773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.250866 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),0.224525 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.164328 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.632072 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.179195 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.110449 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.494535 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.0704402 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-0.631454 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.876498 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.768053 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.583081 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.621841 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.161582 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.157433 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.714336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.354984 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-0.50554 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.346552 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.500005 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.616252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.751887 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.392002 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.515342 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.46375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.293119 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.524059 # DEPENDENCYPART_GRANDPAR
(23,24),(24,6),-0.608258 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.491982 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.610506 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.204852 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.07813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.154834 # DEPENDENCYPART_GRANDPAR
(24,6),(6,1),-0.137793 # DEPENDENCYPART_GRANDPAR
(24,6),(6,2),-0.26414 # DEPENDENCYPART_GRANDPAR
(24,6),(6,3),-0.0323793 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),0.04507 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),-0.213645 # DEPENDENCYPART_GRANDPAR
(24,6),(6,7),-0.277172 # DEPENDENCYPART_GRANDPAR
(24,6),(6,8),-0.285472 # DEPENDENCYPART_GRANDPAR
(24,6),(6,9),-0.061696 # DEPENDENCYPART_GRANDPAR
(24,6),(6,10),-0.229849 # DEPENDENCYPART_GRANDPAR
(24,6),(6,11),-0.105312 # DEPENDENCYPART_GRANDPAR
(24,6),(6,12),0.00684201 # DEPENDENCYPART_GRANDPAR
(24,6),(6,14),-0.278128 # DEPENDENCYPART_GRANDPAR
(24,6),(6,15),-0.200291 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.0521538 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.184319 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),0.0203652 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),-0.0679619 # DEPENDENCYPART_GRANDPAR
(24,19),(19,5),-0.17449 # DEPENDENCYPART_GRANDPAR
(24,19),(19,6),-0.114398 # DEPENDENCYPART_GRANDPAR
(24,19),(19,7),-0.266042 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.000789145 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-0.122914 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.252309 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-0.109002 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.0737353 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.0873695 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.0914927 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.0494962 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.0827185 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.008687 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.17917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.168561 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.0785509 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.16681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.159594 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.0927566 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.17078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,24),-0.821653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,6),-0.00562802 # DEPENDENCYPART_GRANDPAR
(25,24),(24,17),0.254654 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),0.179275 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),0.245998 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.246525 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.39366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0583815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0193728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0550974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0724251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.0639234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,7),-0.0466332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,9),-0.0201205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,10),-0.0419492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,11),-0.0550974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,12),-0.0523124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,15),-0.0444489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,25),-0.0812341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,26),-0.0447765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0464276 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0420798 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,9),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,10),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,11),-0.0464276 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,15),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,25),-0.0508438 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,26),-0.042422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.00928061 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0438402 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,7),-0.0420363 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,9),-0.0420997 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,10),-0.0422586 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,11),-0.00928061 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,12),-0.0437218 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,15),-0.0422592 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,25),-0.0907736 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,26),-0.0658747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0395668 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,6),-0.0422753 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,7),-0.0450165 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,9),-0.061957 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,10),0.0382972 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,11),-0.0462232 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,12),-0.0668879 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,15),0.039903 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,25),-0.0748231 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,26),-0.0625263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,6),-0.0420274 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,7),-0.0423649 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,9),-0.0425699 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,10),-0.0429612 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,11),-0.0576004 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,12),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,15),-0.0433482 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,25),-0.0379634 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,26),-0.0427544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,7),-0.0420223 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,9),-0.0420538 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,10),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,11),-0.0604535 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,12),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,15),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,25),-0.0449464 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,26),-0.0428254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,7),(1,9),-0.0420853 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,10),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,11),-0.0405378 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,15),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,25),-0.0437937 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,26),-0.0445666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,9),(1,10),-0.0422586 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,11),-0.00928061 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,12),-0.0437218 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,15),-0.0422592 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,25),-0.0913763 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,26),-0.0660052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,10),(1,11),-0.0740562 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,12),-0.0420747 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,15),-0.042047 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,25),0.0403835 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,26),-0.0259353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,11),(1,12),-0.0668879 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,15),0.039903 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,25),-0.0748231 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,26),-0.0625263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,12),(1,15),-0.0454981 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,25),-0.086367 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,26),-0.0458078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,15),(1,25),0.0406745 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,15),(1,26),-0.0264608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,25),(1,26),-0.0604816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.25364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,9),(9,10),-0.0715847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,11),-0.0930992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,12),-0.0734183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,14),-0.0416476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,15),-0.0719436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,16),-0.129037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,19),-0.0339889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,26),-0.105381 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,10),(9,11),-0.0223652 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,12),-0.0420492 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,14),-0.0424261 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,15),-0.0442734 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,19),-0.0421691 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,26),-0.0642753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,11),(9,12),-0.0335225 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,14),-0.055584 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,15),-0.0656284 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,16),-0.0162002 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,19),-0.0648211 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,26),0.0401839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,12),(9,14),-0.0422578 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,15),-0.0459169 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,16),-0.0430197 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,19),-0.0439281 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,26),-0.0281975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,14),(9,15),-0.0420645 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,16),-0.0446962 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,19),-0.0327056 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,26),-0.0490135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,15),(9,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,19),-0.0421691 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,26),-0.0646684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
