# _root_ `` It 's falling like a stone , '' said Danny Linger , a pit trader who was standing outside the London International Financial Futures Exchange .
#goldHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
#predictedHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
(26,11),(26,21),-0.0893302 # DEPENDENCYPART_SIBL
(26,11),(26,22),0.0546163 # DEPENDENCYPART_SIBL
(26,11),(26,23),0.0483063 # DEPENDENCYPART_SIBL
(26,11),(26,24),0.049585 # DEPENDENCYPART_SIBL
(26,11),(26,25),0.0719565 # DEPENDENCYPART_SIBL
(26,12),(26,15),0.166619 # DEPENDENCYPART_SIBL
(26,12),(26,16),0.172655 # DEPENDENCYPART_SIBL
(26,12),(26,17),0.0401187 # DEPENDENCYPART_SIBL
(26,12),(26,21),-0.0893302 # DEPENDENCYPART_SIBL
(26,12),(26,22),0.0546163 # DEPENDENCYPART_SIBL
(26,12),(26,23),0.0483063 # DEPENDENCYPART_SIBL
(26,12),(26,24),0.049585 # DEPENDENCYPART_SIBL
(26,12),(26,25),0.0719565 # DEPENDENCYPART_SIBL
(26,15),(26,16),0.0933517 # DEPENDENCYPART_SIBL
(26,15),(26,17),0.0365474 # DEPENDENCYPART_SIBL
(26,15),(26,21),-0.0648307 # DEPENDENCYPART_SIBL
(26,15),(26,22),0.0698366 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.0820356 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.0612156 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.0639415 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.0369949 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.0643925 # DEPENDENCYPART_SIBL
(26,16),(26,22),0.0710077 # DEPENDENCYPART_SIBL
(26,16),(26,23),0.0832066 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.0623867 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.0651126 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.0793809 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.0296365 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.030565 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.0346609 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.0338252 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.162396 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.177335 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.173813 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.181115 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.0712461 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0722882 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0948963 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0309367 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0528059 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0988245 # DEPENDENCYPART_SIBL
(0,0),(0,3),-0.300987 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,10),0.322794 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,28),-1.33809 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,3),(0,10),-1.10173 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,28),-0.747169 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,10),(0,28),-0.316155 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.623829 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.506953 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.51698 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,28),-0.136283 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,2),(1,3),-0.832478 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,28),-1.26 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,3),(1,28),-0.899395 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.319391 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.635622 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,4),-0.463207 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,5),-0.344845 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,7),-0.585995 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,8),-1.21441 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,28),-0.454222 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,4),-0.683992 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,5),-0.764166 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,7),-0.88319 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,8),-0.547491 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,28),-0.989052 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,4),(2,5),-0.625858 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,7),-0.920706 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,8),-0.664508 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,28),-0.803425 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,5),(2,7),-0.632836 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,8),-0.635236 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,28),-0.832057 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,7),(2,8),-0.799718 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,28),-0.772595 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,8),(2,28),-0.990822 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-1.2667 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-0.43581 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-1.06248 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,4),-0.423391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,5),-0.397316 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,7),-0.465212 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,8),-1.26293 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,9),-0.767089 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,10),-0.220875 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,12),-0.404329 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,13),-0.641637 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,18),-0.474754 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,19),-0.513799 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,20),-0.722437 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,27),-0.767251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,28),-0.67236 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,4),(3,5),-0.621742 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,7),-0.877237 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,8),-0.676965 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,9),-0.92199 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,10),-0.975951 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,12),-0.914932 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,13),-0.58747 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,18),-1.00356 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,19),-0.974151 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,20),-0.726217 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,27),-0.208298 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,28),-0.697221 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,5),(3,7),-0.630937 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,8),-0.618936 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,9),-0.731199 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,10),-0.907475 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,12),-0.870389 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,13),-0.510016 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,18),-0.65172 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,19),-0.72331 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,20),-1.15565 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,27),-0.868202 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,28),-0.847789 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,8),-0.809545 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,9),-1.18257 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,10),-1.18421 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,12),-1.1325 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,13),-1.03324 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,18),-1.08428 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,19),-1.07951 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,20),-1.19185 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,27),-0.705928 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,28),-0.830456 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,8),(3,9),-0.0922549 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,10),-0.686803 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,12),-0.630546 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,13),-1.34535 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,18),-0.739317 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,19),-1.20949 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,20),-1.66864 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,27),-1.35402 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,28),-1.04415 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,9),(3,10),-1.02292 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,12),-0.925629 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,13),-1.10812 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,18),-1.16465 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,19),-1.05609 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,20),-1.44433 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,27),-3.03755 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,28),-1.39779 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,10),(3,12),-1.00729 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,13),-0.668557 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,18),-1.41411 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,19),-0.99462 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,20),-0.881716 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,27),-0.232233 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,28),-0.72872 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,12),(3,13),-0.762628 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,18),-1.0461 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,19),-1.04288 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,20),-0.83363 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,27),0.0174054 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,28),-1.2452 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,13),(3,18),-0.583613 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,19),-0.924764 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,20),-1.10105 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,27),-1.27648 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,28),-1.26638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,18),(3,19),-0.901925 # DEPENDENCYPART_NEXTSIBL
(3,18),(3,20),-0.943192 # DEPENDENCYPART_NEXTSIBL
(3,18),(3,27),-1.04924 # DEPENDENCYPART_NEXTSIBL
(3,18),(3,28),-0.332763 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,19),(3,20),-0.519071 # DEPENDENCYPART_NEXTSIBL
(3,19),(3,27),-0.294942 # DEPENDENCYPART_NEXTSIBL
(3,19),(3,28),-0.512138 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,20),(3,27),-0.395611 # DEPENDENCYPART_NEXTSIBL
(3,20),(3,28),-1.01781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,27),(3,28),-1.96445 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.2913 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,1),-1.20913 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-0.850018 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,1),-0.495404 # DEPENDENCYPART_NEXTSIBL
(3,2),(3,-1),-1.00158 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,1),(3,-1),-1.02898 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,5),-0.450115 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,7),-0.469766 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,8),-1.20606 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,9),-0.645644 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,10),-0.183112 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,12),-0.327744 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,13),-0.584766 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,16),-0.212329 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,18),-0.448317 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,19),-0.571483 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,20),-0.768984 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,28),-0.741188 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,5),(4,7),-0.56475 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,8),-0.556153 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,9),-0.654418 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,10),-0.837659 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,12),-0.787145 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,13),-0.447233 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,16),-0.681482 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,18),-0.606132 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,19),-0.689403 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,20),-1.12752 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,28),-0.807573 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,7),(4,8),-0.813257 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,9),-1.06344 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,10),-1.12618 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,12),-1.06245 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,13),-1.03696 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,16),-1.08992 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,18),-1.0513 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,19),-1.04825 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,20),-1.12071 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,28),-0.699035 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,8),(4,9),-0.0659822 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,10),-0.584127 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,12),-0.536721 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,13),-1.22968 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,16),-0.703297 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,18),-0.67514 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,19),-1.08534 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,20),-1.6143 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,28),-1.07711 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,9),(4,10),-0.918535 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,12),-0.820443 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,13),-0.9784 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,16),-0.840073 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,18),-1.08928 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,19),-1.02366 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,20),-1.32076 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,28),-1.43234 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,10),(4,12),-0.94222 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,13),-0.60452 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,16),-0.919764 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,18),-1.38268 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,19),-0.974933 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,20),-0.823236 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,28),-0.781815 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,12),(4,13),-0.703156 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,16),-0.846877 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,18),-1.00299 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,19),-1.01386 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,20),-0.758725 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,28),-1.10805 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,13),(4,16),-0.204783 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,18),-0.519436 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,19),-0.800622 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,20),-1.04671 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,28),-1.29934 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,16),(4,18),-0.894824 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,19),-0.711465 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,20),-0.720349 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,28),-1.1293 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,18),(4,19),-0.906905 # DEPENDENCYPART_NEXTSIBL
(4,18),(4,20),-0.91187 # DEPENDENCYPART_NEXTSIBL
(4,18),(4,28),-0.409894 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,19),(4,20),-0.487661 # DEPENDENCYPART_NEXTSIBL
(4,19),(4,28),-0.50893 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,20),(4,28),-0.97338 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-0.858877 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,2),-0.559465 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,1),-1.21198 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.768394 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,2),-0.684351 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,1),-0.628746 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,-1),-1.03437 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,2),(4,1),-0.608399 # DEPENDENCYPART_NEXTSIBL
(4,2),(4,-1),-1.19147 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,1),(4,-1),-1.02888 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,6),-0.876888 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-0.571075 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-1.34131 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,9),-0.621557 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,10),-0.239488 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,12),-0.402003 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,13),-0.720015 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,28),-1.15025 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-1.48763 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,8),-1.33967 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,9),-1.41045 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,10),-1.46946 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,12),-1.61877 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,13),-1.20141 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,28),-1.25192 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-0.801708 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,9),-1.15457 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,10),-1.23777 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,12),-1.22609 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,13),-1.02541 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,28),-0.75066 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,9),-0.0479522 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,10),-0.504747 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,12),-0.564272 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,13),-1.20606 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,28),-0.872368 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,9),(5,10),-0.906211 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,12),-0.844129 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,13),-0.960012 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,28),-1.25756 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,10),(5,12),-0.980992 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,13),-0.569643 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,28),-0.884668 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,12),(5,13),-0.704174 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,28),-1.00555 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,13),(5,28),-1.09459 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),-0.4387 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-0.771618 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,1),-1.27905 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.825915 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.540288 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,1),-0.946193 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-0.92998 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,1),-0.588443 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-0.971677 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,1),(5,-1),-1.05794 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,10),-0.129112 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,28),-0.470395 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,10),(6,28),-0.70482 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,-1),-0.473384 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,7),(7,8),-1.12057 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.600459 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.17326 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-0.681136 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),-0.601678 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.499268 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,16),-0.472831 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,17),-0.769559 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,18),-0.448377 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,19),-0.476136 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,25),-0.829035 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,26),-0.916634 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,28),-0.626132 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),0.145456 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.486278 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-0.573734 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-0.311679 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-1.137 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,16),-0.451726 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,17),-1.15168 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,18),-0.610276 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,19),-1.17778 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,25),-0.522478 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,26),-0.627249 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,28),-0.989886 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.866581 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-0.75228 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-0.824799 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-0.910523 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,16),-0.894308 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,17),-1.17093 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,18),-1.03241 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,19),-1.00939 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,25),-1.03078 # DEPENDENCYPART_NEXTSIBL
