# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(2,8),(8,17),(8,18),-0.0421418 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,25),-0.04208 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,27),-0.0451512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,18),(8,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,18),(8,25),-0.0420552 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,18),(8,27),-0.0516418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,20),(8,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,20),(8,27),-0.0422965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,25),(8,27),-0.0451512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,7),0.0996602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,6),0.1393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,4),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,3),0.12738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,2),0.103069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,8),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),-0.115499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,7),(8,6),0.103782 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,4),0.103057 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,3),0.107673 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,7),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,-1),-0.0646221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,4),0.103063 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.0473985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,4),(8,2),0.103068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,4),(8,-1),-0.0645283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,3),(8,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,3),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,3),(8,-1),-0.0477854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,2),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,2),(8,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,1),(8,-1),-0.0662558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,27),0.084754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,9),(9,-1),0.0622279 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,10),(10,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,27),-0.0650344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,13),(10,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,9),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,8),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,4),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,3),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,-1),-0.0861994 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,9),(10,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,4),(10,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,4),(10,-1),-0.0648951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,3),(10,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,12),-0.0439156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,13),-0.0439156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,14),-0.0427323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,17),-0.041091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,18),-0.047447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,20),-0.0439156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,21),-0.0473642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,23),-0.0420114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,26),-0.0420177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,27),-0.0386956 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,14),-0.0420149 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,17),-0.0420231 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,18),-0.0420833 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,21),-0.0420833 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,27),-0.0437599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,14),-0.0420149 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,17),-0.0420231 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,18),-0.0420833 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,21),-0.0420833 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,27),-0.0437599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,14),(11,17),-0.0420152 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,18),-0.0420304 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,21),-0.0420295 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,27),-0.0422584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,17),(11,18),-0.0416944 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,21),-0.0417474 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,26),-0.042071 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,27),-0.0465335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,18),(11,20),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,21),-0.0403088 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,26),-0.0420283 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,27),-0.0388237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,20),(11,21),-0.0420833 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,27),-0.0437599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,21),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,21),(11,26),-0.0420283 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,21),(11,27),-0.0379184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,23),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,23),(11,27),-0.0420114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,26),(11,27),-0.042613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,10),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,9),0.102704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,8),0.0996346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,7),0.102138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,6),0.0994152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,5),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,4),0.103052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,3),0.0976306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,2),0.0964049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,11),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,-1),-0.0309564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,10),(11,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,10),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,8),0.103068 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,4),0.103032 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,-1),-0.0641984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,5),0.103061 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,-1),-0.0684859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,5),0.103069 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,-1),-0.0650754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,-1),-0.0679972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,-1),-0.0641557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,4),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,4),(11,2),0.102874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,4),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,4),(11,-1),-0.0642782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,3),(11,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,3),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,3),(11,-1),-0.0697819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,2),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,2),(11,-1),-0.0696361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,1),(11,-1),-0.0641539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,13),(13,14),-0.0422103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,15),-0.0420237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,16),-0.0420127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,17),-0.0420127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,18),-0.0426771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,19),-0.04203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,20),-0.0466923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,21),-0.0426937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,23),-0.0356649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,25),-0.0420127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,27),-0.057916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,14),(13,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,16),-0.0420217 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,17),-0.0420217 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,18),-0.0425153 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,20),-0.0420728 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,21),-0.0425153 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,25),-0.0420217 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,27),-0.0420795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,15),(13,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,27),-0.0420597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,16),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,27),-0.0420935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,17),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,27),-0.0420935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,18),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,18),(13,20),-0.0420652 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,18),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,18),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,18),(13,25),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,18),(13,27),-0.0425342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,19),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,19),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,19),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,19),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,19),(13,27),-0.0420659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,20),(13,21),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,20),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,20),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,20),(13,27),-0.0473171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,21),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,21),(13,25),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,21),(13,27),-0.0425345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,23),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,23),(13,27),-0.0420123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,25),(13,27),-0.0420935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,13),(13,12),0.104749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,11),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,10),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,9),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,8),0.103024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,7),0.102795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,6),0.112987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,4),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,3),0.110467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,2),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,13),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,-1),-0.0847148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,12),(13,11),0.103065 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,10),0.103058 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,8),0.10305 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,6),0.105911 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,4),0.103065 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,3),0.10449 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,12),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,-1),-0.06459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,11),(13,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,11),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,-1),-0.0641778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,10),(13,9),0.10302 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,10),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,9),(13,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,9),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,-1),-0.0641794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,8),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,6),0.103063 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,4),0.103062 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,3),0.103063 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
