# _root_ `` We have no plans to adjust our asset allocation in foreign equities , '' said Masato Murakami , chief portfolio manager in the pension fund management department at Yasuda Trust & Banking Co .
#goldHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,28,31,29,31,32,33,16,
#predictedHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,22,31,29,31,32,33,16,
(0,3),(3,6),(3,28),-0.042856 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,29),-0.0471466 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,32),-0.0116293 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,35),-0.0134914 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,36),-0.0871912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,9),-0.0373111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,10),-0.0373111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,11),-0.0329307 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,12),-0.0420256 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,13),-0.042743 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,14),-0.0498826 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,15),-0.0473246 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,16),-0.0422831 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,19),-0.0498826 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,22),-0.0373111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,23),-0.0329307 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,28),-0.0373111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,29),-0.0327013 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,32),-0.0319429 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,35),-0.0499887 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,36),-0.0274361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,14),-0.0426001 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,19),-0.0426001 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,10),0.0105021 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,11),0.013128 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,12),-0.0408109 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,13),-0.0277496 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,14),-0.0913269 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,15),-0.0465663 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,16),-0.0470217 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,18),-0.0329067 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,19),-0.0913269 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,22),0.0105021 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,23),0.013128 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,28),0.0105021 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,29),0.00579054 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,32),-0.0486479 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,35),-0.0523699 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,36),-0.100254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,10),(3,11),0.013128 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,12),-0.0408109 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,13),-0.0277496 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,14),-0.0913269 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,15),-0.0465663 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,16),-0.0470217 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,18),-0.0329067 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,19),-0.0913269 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,22),0.0105021 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,23),0.013128 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,28),0.0105021 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,29),0.00579054 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,32),-0.0486479 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,35),-0.0523699 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,36),-0.100254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,11),(3,12),-0.0509653 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,13),-0.0533498 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,14),-0.0593057 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,15),-0.0291883 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,16),-0.0411949 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,18),-0.0450317 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,19),-0.0593057 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,22),-0.0405795 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,23),-0.0751327 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,28),-0.0405795 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,29),-0.0681042 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,32),-0.057373 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,35),0.00934588 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,36),-0.0297191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,12),(3,13),-0.0454509 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,14),-0.0396223 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,15),-0.0479863 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,16),-0.0432129 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,18),-0.0347071 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,19),-0.0396223 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,22),-0.0406523 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,23),0.0388839 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,28),-0.0406523 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,29),0.0167232 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,32),-0.0638023 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,35),-0.0734622 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,36),-0.058895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,13),(3,14),-0.031472 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,15),-0.0340934 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,16),-0.0438238 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,18),-0.0420974 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,19),-0.031472 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,22),-0.048341 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,23),-0.067138 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,28),-0.048341 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,29),-0.0368038 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,32),-0.0308342 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,35),-0.0239719 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,36),-0.0896893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,14),(3,15),-0.106277 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,16),-0.0466419 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,18),-0.0524581 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,19),-0.057751 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,22),-0.0963967 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,23),-0.0259698 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,28),-0.0963967 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,29),-0.0243109 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,32),0.0545602 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,35),-0.0159732 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,36),0.102424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,15),(3,16),-0.0531824 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,18),-0.0441535 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,19),-0.0547423 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,22),-0.0469537 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,23),-0.0351003 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,28),-0.0469537 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,29),-0.034704 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,32),-0.0260084 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,35),-0.0302366 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,36),-0.0711248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,16),(3,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,19),-0.0562386 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,22),-0.0420288 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,23),-0.0362889 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,28),-0.0420288 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,29),-0.0362644 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,32),-0.0366727 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,35),-0.0402204 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,36),-0.0427707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,18),(3,19),-0.0444015 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,22),-0.0277838 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,23),-0.0458871 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,28),-0.0277838 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,29),-0.0457059 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,32),-0.0489588 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,35),-0.0439323 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,36),-0.057811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,19),(3,22),-0.0963967 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,19),(3,23),-0.0259698 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,19),(3,28),-0.0963967 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,19),(3,29),-0.0243109 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,19),(3,32),0.0545602 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,19),(3,35),-0.0159732 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,19),(3,36),0.102424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,22),(3,23),0.013128 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,22),(3,28),0.0105021 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,22),(3,29),0.00579054 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,22),(3,32),-0.0486479 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,22),(3,35),-0.0523699 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,22),(3,36),-0.100254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,23),(3,28),-0.0405795 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,23),(3,29),-0.0681042 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,23),(3,32),-0.057373 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,23),(3,35),0.00934588 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,23),(3,36),-0.0297191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,28),(3,29),0.00578508 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,28),(3,32),-0.0487557 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,28),(3,35),-0.0536382 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,28),(3,36),-0.100254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,29),(3,32),-0.0479761 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,29),(3,35),0.0116385 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,29),(3,36),-0.0319751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,32),(3,35),0.0010527 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,32),(3,36),-0.0381587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,35),(3,36),0.0739097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.135345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.107493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.148238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.102489 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),-0.118824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),-0.0596605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,16),(16,17),0.0595512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,18),0.0595512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,19),0.0655245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,20),-0.0739485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,21),-0.0737352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,22),-0.0676756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,23),-0.0606919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,29),-0.0723893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,31),0.0595502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,32),-0.107908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,34),0.0595502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,35),-0.0415161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,36),-0.143148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,16),(16,17),(16,18),-0.0363171 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,19),0.0214801 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,20),-0.035349 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,21),-0.0193028 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,22),-0.0193028 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,23),-0.0223746 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,29),-0.0154286 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,31),-0.0363171 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,32),-0.0607953 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,34),-0.0363171 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,35),-0.0443399 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,36),-0.0721997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,18),(16,19),0.0214801 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,20),-0.035349 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,21),-0.0193028 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,22),-0.0193028 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,23),-0.0223746 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,29),-0.0154286 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,31),-0.0363171 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,32),-0.0607953 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,34),-0.0363171 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,35),-0.0443399 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,36),-0.0721997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,19),(16,20),-0.0773373 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,19),(16,21),-0.148339 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,19),(16,22),-0.14834 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,19),(16,23),-0.0429173 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,19),(16,29),-0.0596145 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,19),(16,31),-0.161385 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,19),(16,32),-0.0219493 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,19),(16,34),-0.161385 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,19),(16,35),-0.0252874 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,19),(16,36),0.146531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,20),(16,21),-0.000130969 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,20),(16,22),-0.000130969 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,20),(16,23),-0.0321479 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,20),(16,29),-0.0370111 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,20),(16,31),-0.0357525 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,20),(16,32),-0.0227245 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,20),(16,34),-0.0357525 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,20),(16,35),-0.0744424 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,20),(16,36),-0.0623957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,21),(16,22),0.000423174 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,21),(16,23),-0.0485435 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,21),(16,29),-0.016809 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,21),(16,31),-0.0182033 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,21),(16,32),-0.045873 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,21),(16,34),-0.0180807 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,21),(16,35),-0.0484497 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,21),(16,36),-0.123574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,22),(16,23),-0.0447364 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,22),(16,29),-0.0130019 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,22),(16,31),-0.018124 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,22),(16,32),-0.045873 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,22),(16,34),-0.0180014 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,22),(16,35),-0.0466039 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,22),(16,36),-0.123566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,23),(16,29),-0.00256005 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,23),(16,31),-0.0201251 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,23),(16,32),-0.0442985 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,23),(16,34),-0.0201251 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,23),(16,35),-0.00396031 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,23),(16,36),-0.166643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,29),(16,31),-0.0332742 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,29),(16,32),-0.0617563 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,29),(16,34),-0.0332742 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,29),(16,35),-0.0465757 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,29),(16,36),-0.161282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,31),(16,32),-0.0607928 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,31),(16,34),-0.0363171 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,31),(16,35),-0.0448911 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,31),(16,36),-0.0721997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,32),(16,34),-0.0433568 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,32),(16,35),0.00852012 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,32),(16,36),-0.12949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,34),(16,35),-0.044341 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,34),(16,36),-0.0721997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,35),(16,36),0.0868909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,16),(16,15),0.116943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,14),0.0294417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,13),0.195347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,12),0.137614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,11),0.169206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,10),0.257348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,9),0.256528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,8),0.102939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,7),0.0829276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,6),0.103213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,5),0.192425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,4),0.118511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,3),0.0330324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,2),0.104472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,1),0.0957583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,-1),-0.364131 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,16),(16,15),(16,14),0.251551 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,13),0.0931195 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,12),0.10353 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,11),0.119898 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,10),0.0960089 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,9),0.0960089 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,7),0.102468 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,5),0.0931195 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,4),0.100947 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,3),0.0873041 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,2),0.102341 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,1),0.0804043 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,-1),-0.0626581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,14),(16,13),0.0221109 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,12),0.114575 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,11),-0.0319273 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,10),0.111819 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,9),0.111819 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,8),0.102535 # DEPENDENCYPART_GRANDSIBL
