# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(18,1),(1,24),0.113793 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.282295 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.0427407 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),0.239542 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.0621845 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),0.221586 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.00381648 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),0.142104 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),0.120346 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),0.0312164 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.249958 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.0847142 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),0.235092 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.128726 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),0.119193 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.079025 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),0.134419 # DEPENDENCYPART_GRANDPAR
(18,3),(3,24),0.131957 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.242399 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.132066 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.0782884 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.131899 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),0.167848 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.0777999 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.14192 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.322976 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),0.135047 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.154907 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.489356 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),0.247272 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.0876298 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.268772 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),0.0815197 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.116409 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.0652675 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),0.0569019 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),0.354309 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.125518 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),0.241872 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.979371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,23),-0.218473 # DEPENDENCYPART_GRANDPAR
(18,5),(5,24),0.0944064 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.284169 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.119067 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.138551 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.516305 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0242153 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.310233 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.220642 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.209913 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.0766232 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.117886 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.051363 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),0.0487181 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.343847 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.255829 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.979079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,1),0.263421 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.116913 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),0.209973 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),0.42856 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.0498659 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.263146 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.116243 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.0397101 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0518911 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.269631 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.172543 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.209791 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.352014 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.27874 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.214076 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.193868 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.894755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,20),0.0347633 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),0.045846 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),-0.122785 # DEPENDENCYPART_GRANDPAR
(18,9),(9,24),0.360322 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.00506722 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.0947881 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.00724659 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.0938563 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.405392 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.103897 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.332879 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.0654616 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.917687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,23),-0.157352 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),0.131989 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),0.273773 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),0.0940721 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),0.0693508 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.123352 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.261015 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.225401 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0350176 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),0.191328 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),0.084177 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),0.127117 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),0.425725 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.0752436 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),0.208775 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.203513 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.0335224 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.24081 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.288488 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0533847 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0576218 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.354657 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.164772 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.208164 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0699007 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.972722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),-0.0130891 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.507485 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.182093 # DEPENDENCYPART_GRANDPAR
(18,12),(12,24),0.108587 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.368389 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.275639 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.214376 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0376264 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.239267 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.286655 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.105934 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.911437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),0.0304216 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.150144 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),0.132768 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.225401 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0535717 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.061116 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0296328 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.637442 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.28242 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0767031 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.928849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),0.0225416 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.157147 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.0935665 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.59851 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0310156 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.152271 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.07071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.0386536 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.266016 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0673749 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.304726 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.978129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.0157376 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.510844 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.185696 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.513735 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.671733 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.106051 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.61872 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.513735 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.746041 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.108148 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.471553 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.341983 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.396924 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.147708 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),0.0979428 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.60642 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.494164 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.791256 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.554113 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.0721133 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.55108 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.359861 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0186929 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0616372 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0927914 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),0.00656642 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.833566 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.528695 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.565606 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.68484 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.829366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.438558 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.128736 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.080796 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.184632 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.393201 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.525503 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.131426 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.00158972 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.153506 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.326476 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.176132 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.31493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,23),-0.45377 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.118295 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0900389 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0735648 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.34307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.647814 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.482053 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.347638 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.38849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.680231 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.973344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.12207 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.405008 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.649068 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.752154 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.653936 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.766663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.171291 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.130526 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.0275028 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),0.356486 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.0190576 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.215256 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.367352 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.25569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.0703667 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),0.107585 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.106702 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),0.168671 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.472581 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.0451055 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.158802 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),0.203089 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),0.102021 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-1.31039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,24),-0.296432 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),0.104511 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.107447 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.124275 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),0.170445 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),0.432461 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),0.00858919 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.0244736 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),0.313754 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),0.282484 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-1.27003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,15),-0.113884 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),0.0342527 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),0.322446 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.275207 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),1.50793 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.31829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,17),-0.0608337 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.327675 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),1.54186 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.0742846 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.0477292 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.727659 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),1.56622 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.492295 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.31209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,20),0.54794 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),1.2376 # DEPENDENCYPART_GRANDPAR
(0,1),(1,1),(1,2),-0.0634189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0731022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.114344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0352055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.0549392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,8),-0.0324456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,9),-0.0394186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,10),-0.0724168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,12),-0.0305724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,13),-0.0549392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,16),-0.0340304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,24),-0.0716087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,25),-0.0447701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0420661 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0420798 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0599161 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,8),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,9),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,10),-0.0420485 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,12),-0.0420538 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,13),-0.0599161 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,16),-0.0421295 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,24),-0.044945 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,25),-0.0428541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.027942 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0423721 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.0575462 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,8),-0.0423721 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,9),-0.0429609 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,10),-0.0421288 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,12),-0.0425522 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,13),-0.0575462 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,16),-0.0463645 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,24),-0.0370177 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,25),-0.0427437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0420679 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,6),-0.032139 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,8),-0.0420679 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,9),-0.0423302 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,10),-0.042495 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,12),-0.0433852 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,13),-0.032139 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,16),-0.0476931 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,24),-0.0326584 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,25),-0.110116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,6),0.0111664 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,8),-0.0470541 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,9),-0.0382849 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,10),-0.0423948 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,12),-0.0420179 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,13),0.0111664 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,16),-0.051149 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,24),-0.03741 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,25),-0.119645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,8),-0.0743565 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,9),0.0521515 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,10),-0.0383816 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,12),-0.0626913 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,13),-0.0462222 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,16),-0.0522954 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,24),-0.0745348 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,25),-0.0620309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,8),(1,9),-0.0382849 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,10),-0.0423894 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,12),-0.042016 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,13),0.0117044 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,16),-0.0511489 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,24),-0.0371832 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,25),-0.119061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,9),(1,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,12),-0.0420311 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,13),-0.0742124 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,16),-0.0324471 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,24),0.0563131 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,25),-0.027398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,10),(1,12),-0.0428609 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,13),-0.0575451 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,16),-0.0456626 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,24),-0.0370194 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,25),-0.0427437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,12),(1,13),-0.0081312 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,16),-0.0473533 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,24),-0.0912936 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,25),-0.0667931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,13),(1,16),-0.0522954 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,13),(1,24),-0.0745348 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,13),(1,25),-0.0620309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,16),(1,24),-0.0694789 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,16),(1,25),-0.0357903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,24),(1,25),-0.0564177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.257655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.0212233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.0420662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.0577702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.037466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.0577702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),-0.0484179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
