# _root_ The DAX Index of 30 West German blue chips plunged 12.8 % , a one-day record , wiping out the summer 's gains .
#goldHeads=3,3,10,3,9,9,9,9,4,0,12,10,12,16,16,12,12,10,18,21,23,21,18,10,
#predictedHeads=3,3,10,3,9,7,9,9,4,0,12,10,12,16,16,12,10,10,18,21,23,21,18,10,
(3,10),(10,15),(10,25),-0.0637569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,16),(10,17),-0.0353321 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,18),-0.0400302 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,19),-0.0420936 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,21),-0.0415145 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,23),-0.0432287 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,24),-0.0504568 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,25),-0.0737518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,17),(10,18),-0.0465247 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,21),-0.0364515 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,22),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,23),-0.0421015 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,25),-0.0660475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,18),(10,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,21),-0.0425211 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,23),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,24),-0.0422038 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,25),-0.0258471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,19),(10,21),-0.0420717 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,19),(10,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,19),(10,23),-0.041714 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,19),(10,24),-0.0422502 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,19),(10,25),-0.0458657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,21),(10,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,21),(10,23),-0.0432287 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,21),(10,24),-0.0504568 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,21),(10,25),-0.0749099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,22),(10,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,22),(10,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,22),(10,25),-0.0422598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,23),(10,24),-0.0420468 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,23),(10,25),-0.0228581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,24),(10,25),-0.0718742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,9),0.0868411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,8),0.100094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,7),0.100094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,6),0.100089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,5),0.0944376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,4),0.154224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,3),0.0716067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,2),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,-1),-0.142953 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,9),(10,8),0.102891 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,7),0.102891 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,6),0.102891 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,5),0.103054 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,4),0.102821 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,3),0.102367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,9),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,-1),-0.0687649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,7),0.102739 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,6),0.102739 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,5),0.103067 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,4),0.103062 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,3),0.103021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,-1),-0.0679006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,6),0.102739 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,5),0.103067 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,4),0.103062 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,3),0.103021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,-1),-0.0679006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,5),0.103067 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,4),0.103061 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,3),0.103021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,-1),-0.0679295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,5),(10,4),0.101738 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,3),0.102882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,5),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,-1),-0.0699417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,4),(10,3),0.104487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,4),(10,2),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,4),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,4),(10,-1),-0.0547199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,3),(10,2),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,3),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,3),(10,-1),-0.0996194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,2),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,2),(10,-1),-0.0985174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,1),(10,-1),-0.0734078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,13),-0.0763038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,15),-0.0666209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,16),-0.0636119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,17),-0.0763038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,18),-0.0267492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,19),-0.0402055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,21),-0.0636122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,22),-0.0412416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,23),-0.0302676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,24),-0.0321513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,25),-0.00781897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,13),(12,15),-0.0518165 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,16),-0.000290162 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,17),-0.0440366 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,18),-0.0475509 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,19),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,21),0.000369141 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,23),-0.026859 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,25),-0.0482137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,15),(12,16),-0.0420618 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,17),-0.0525995 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,18),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,21),-0.0420618 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,22),-0.0421566 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,23),-0.0421147 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,24),-0.0420281 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,25),-0.0449051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,16),(12,17),-0.0299043 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,18),-0.0403127 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,21),-0.0485731 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,22),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,23),-0.0429085 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,24),-0.0420616 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,25),-0.0847229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,17),(12,18),-0.0475509 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,19),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,21),0.000369141 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,23),-0.026859 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,25),-0.0482137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,18),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,21),-0.0434795 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,24),-0.0420659 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,25),-0.0279467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,19),(12,21),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,19),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,19),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,19),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,19),(12,25),-0.038439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,21),(12,22),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,21),(12,23),-0.0429085 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,21),(12,24),-0.0420616 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,21),(12,25),-0.084788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,22),(12,23),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,22),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,22),(12,25),-0.0505209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,23),(12,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,23),(12,25),-0.068888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,24),(12,25),-0.043207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,11),0.139812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,10),0.104658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,9),0.113669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,8),0.128841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,7),0.130524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,6),0.128846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,5),0.139356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,4),0.0458557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,3),0.134534 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,12),(12,2),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,-1),-0.00376354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,11),(12,10),0.102985 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,8),0.103974 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,7),0.103974 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,6),0.103974 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,5),0.104536 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,4),0.102911 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,3),0.098715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,11),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,-1),-0.0409688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,5),0.103058 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,4),0.102929 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,3),0.102442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,-1),-0.0575975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,8),0.111247 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,7),0.111246 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,6),0.111247 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,5),0.102924 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,4),0.101647 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,3),0.0968914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,-1),-0.072087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,8),(12,7),0.116116 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,6),0.123423 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,5),0.103118 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,4),0.104569 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,3),0.11571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,8),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,-1),-0.053089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,7),(12,6),0.127371 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,5),0.103118 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,4),0.104569 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,3),0.112212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,7),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,-1),-0.0531042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,5),0.103118 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,4),0.104569 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,3),0.11571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,-1),-0.0534258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,5),(12,4),0.102911 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,3),0.0986934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,5),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,-1),-0.0414347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,4),(12,3),0.102181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,4),(12,2),-0.0642176 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,4),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,4),(12,-1),-0.110534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,3),(12,2),-0.0641594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,3),(12,1),-0.0686986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,3),(12,-1),-0.0458944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,2),(12,1),-0.0686986 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,2),(12,-1),-0.0458719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,1),(12,-1),-0.0331087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,25),0.0870207 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,13),(13,-1),0.0203698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,16),(16,16),(16,17),-0.0784204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,18),-0.0267492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,19),-0.0402055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,21),-0.061254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,22),-0.0412416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,23),-0.0332538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,24),-0.0321513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,25),-0.0392098 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,16),(16,17),(16,18),-0.0475509 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,19),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,21),0.00519902 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,23),-0.0295233 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,25),-0.0481961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,18),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,21),-0.0434795 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,24),-0.0420659 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,25),-0.0279467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,19),(16,21),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,19),(16,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,19),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,19),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,19),(16,25),-0.038439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,21),(16,22),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,21),(16,23),-0.0424618 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,21),(16,24),-0.0420588 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,21),(16,25),-0.0822261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,22),(16,23),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,22),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,22),(16,25),-0.0505209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,23),(16,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,23),(16,25),-0.0682714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,24),(16,25),-0.0432042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,16),(16,15),0.128844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,14),0.104641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,13),0.0908387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,12),0.128814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,11),0.126172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,9),0.113682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,8),0.128847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,7),0.13053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,6),0.128853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,-1),-0.00737214 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,16),(16,15),(16,14),0.129363 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,15),(16,13),0.081161 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,15),(16,12),0.120422 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,15),(16,11),0.103128 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,15),(16,9),0.101241 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,15),(16,8),0.115707 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,15),(16,7),0.116121 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,15),(16,6),0.123429 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,15),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,15),(16,-1),-0.0530496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,14),(16,13),0.127157 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,14),(16,12),0.0998384 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,14),(16,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,14),(16,9),0.102143 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,14),(16,8),0.102223 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,14),(16,7),0.102223 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,14),(16,6),0.102223 # DEPENDENCYPART_GRANDSIBL
