# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(23,20),(23,27),-0.0208076 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.314199 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.123331 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.131353 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0095532 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0139929 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0156747 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.00339763 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0156747 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.00139542 # DEPENDENCYPART_SIBL
(23,21),(23,30),0.00118784 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0515991 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0285162 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0464768 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0285162 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0273698 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.0287697 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0135755 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0420773 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0135755 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0557833 # DEPENDENCYPART_SIBL
(23,24),(23,30),0.0270004 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0390028 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.281934 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0333643 # DEPENDENCYPART_SIBL
(23,25),(23,30),0.0298738 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0202798 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0105993 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0126716 # DEPENDENCYPART_SIBL
(23,28),(23,29),0.0333643 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.0298738 # DEPENDENCYPART_SIBL
(23,29),(23,30),-0.0234112 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0415143 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0737285 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0411509 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0383516 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0103898 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.0383516 # DEPENDENCYPART_SIBL
(24,18),(24,29),-0.0384593 # DEPENDENCYPART_SIBL
(24,18),(24,30),-0.234652 # DEPENDENCYPART_SIBL
(24,18),(24,32),-0.0654935 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0589064 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.04822 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0239394 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0192686 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0239394 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.022055 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.00557591 # DEPENDENCYPART_SIBL
(24,21),(24,32),-0.0529613 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0304227 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0296516 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0150913 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0296516 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0599205 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.1227 # DEPENDENCYPART_SIBL
(24,22),(24,32),-0.129062 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0657531 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0208261 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0657531 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0277217 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.0114288 # DEPENDENCYPART_SIBL
(24,23),(24,32),-0.0648173 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0354068 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.231469 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.00209117 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.0654752 # DEPENDENCYPART_SIBL
(24,25),(24,32),0.0267282 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.00274011 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0630668 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0180047 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.155455 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.00209117 # DEPENDENCYPART_SIBL
(24,28),(24,30),0.0654752 # DEPENDENCYPART_SIBL
(24,28),(24,32),0.0267282 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0110728 # DEPENDENCYPART_SIBL
(24,29),(24,32),-0.0894085 # DEPENDENCYPART_SIBL
(24,30),(24,32),-0.0107089 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0614044 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0469258 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0308487 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.00191644 # DEPENDENCYPART_SIBL
(25,24),(25,32),-0.18813 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.113646 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.0680956 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.0377151 # DEPENDENCYPART_SIBL
(25,26),(25,32),-0.0533257 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0993028 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.079594 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.163055 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.0170669 # DEPENDENCYPART_SIBL
(25,28),(25,32),0.0776003 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.0653271 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0272131 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0575614 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.0342201 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.00361664 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.000952405 # DEPENDENCYPART_SIBL
(27,24),(27,31),0.00361659 # DEPENDENCYPART_SIBL
(27,24),(27,32),-0.0515525 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.00611583 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0305559 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0210103 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.012736 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.0210103 # DEPENDENCYPART_SIBL
(27,25),(27,32),-0.039043 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.331447 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.101371 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0778048 # DEPENDENCYPART_SIBL
(27,26),(27,31),-0.101371 # DEPENDENCYPART_SIBL
(27,26),(27,32),-0.113825 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.04073 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.0455414 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.04073 # DEPENDENCYPART_SIBL
(27,28),(27,32),0.0508039 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.0228012 # DEPENDENCYPART_SIBL
(27,29),(27,31),-0.0394617 # DEPENDENCYPART_SIBL
(27,29),(27,32),-0.0222381 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.00647897 # DEPENDENCYPART_SIBL
(27,30),(27,32),0.0104381 # DEPENDENCYPART_SIBL
(27,31),(27,32),-0.0222381 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.0651454 # DEPENDENCYPART_SIBL
(28,29),(28,31),-0.0774844 # DEPENDENCYPART_SIBL
(28,29),(28,32),-0.0653271 # DEPENDENCYPART_SIBL
(28,30),(28,31),-0.0189918 # DEPENDENCYPART_SIBL
(28,30),(28,32),-0.00878418 # DEPENDENCYPART_SIBL
(28,31),(28,32),-0.0653271 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0612207 # DEPENDENCYPART_SIBL
(29,28),(29,31),-0.0107019 # DEPENDENCYPART_SIBL
(29,28),(29,32),0.0219587 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.020865 # DEPENDENCYPART_SIBL
(29,30),(29,32),0.0148247 # DEPENDENCYPART_SIBL
(29,31),(29,32),-0.0129158 # DEPENDENCYPART_SIBL
(30,31),(30,32),-0.085148 # DEPENDENCYPART_SIBL
(31,29),(31,32),0.0172474 # DEPENDENCYPART_SIBL
(32,26),(32,27),-0.0256416 # DEPENDENCYPART_SIBL
(32,26),(32,29),-0.0165065 # DEPENDENCYPART_SIBL
(32,26),(32,30),-0.0970179 # DEPENDENCYPART_SIBL
(32,26),(32,31),-0.0165069 # DEPENDENCYPART_SIBL
(32,27),(32,29),-0.0213458 # DEPENDENCYPART_SIBL
(32,27),(32,30),-0.0105537 # DEPENDENCYPART_SIBL
(32,27),(32,31),-0.0213461 # DEPENDENCYPART_SIBL
(32,29),(32,30),-0.036517 # DEPENDENCYPART_SIBL
(32,29),(32,31),-0.0275186 # DEPENDENCYPART_SIBL
(32,30),(32,31),-0.000863656 # DEPENDENCYPART_SIBL
(0,0),(0,2),-0.0933702 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,19),-0.509636 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,34),-1.37298 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(0,19),-1.3077 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,34),-0.60544 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,19),(0,34),-0.733352 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.658723 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,3),-0.339097 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,34),-0.489115 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,3),(1,34),-0.941782 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.470704 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.490009 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,4),-1.23771 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,5),-0.499718 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,6),-0.338867 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,7),-0.406773 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,8),-0.359905 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,9),-0.374997 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,10),-0.276071 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,11),-0.992928 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,12),-0.759556 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,13),-0.272861 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,14),-0.902418 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,16),-0.165661 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,17),-0.903095 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,18),-0.614218 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,19),-0.894561 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,22),-0.481102 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,24),-0.626896 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,25),-0.606478 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,30),-0.757194 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,33),-1.22482 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,34),-0.828943 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,4),-0.757639 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,5),-0.817783 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,6),-0.655639 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,7),-0.571714 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,8),-0.802984 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,9),-0.706077 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,10),-0.716389 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,11),-0.335654 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,12),-0.642785 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,13),-0.731815 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,14),-0.740273 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,16),-0.728039 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,17),-0.419625 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,18),-0.841122 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,19),-0.782749 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,22),-0.905334 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,24),-0.922236 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,25),-1.15655 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,30),-1.46923 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,33),0.0632519 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,34),-0.958482 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,4),(2,5),-1.11253 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,6),-1.242 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,7),-1.19631 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,8),-1.22935 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,9),-1.25771 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,10),-1.25811 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,11),-1.15462 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,12),-1.3438 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,13),-1.25659 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,14),-1.39404 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,16),-1.29783 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,17),-1.15112 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,18),-1.40209 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,19),-1.31887 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,22),-1.21811 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,24),-1.10358 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,25),-1.2014 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,30),-1.47143 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,33),-1.21827 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,34),-1.49441 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,5),(2,6),-1.08634 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,7),-0.915006 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,8),-1.10283 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,9),-1.21501 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,10),-1.2416 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,11),-0.712572 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,12),-1.10272 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,13),-1.2895 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,14),-0.965649 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,16),-1.1874 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,17),-0.775742 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,18),-1.22219 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,19),-1.18813 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,22),-0.911663 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,24),-1.05503 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,25),-0.949941 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,30),-1.09435 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,33),-0.835955 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,34),-0.999013 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,6),(2,7),-0.56767 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,8),-0.683363 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,9),-0.894063 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,10),-0.886478 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,11),-0.569628 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,12),-0.713319 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,13),-0.969889 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,14),-0.845156 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,16),-1.00224 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,17),-0.759802 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,18),-0.873934 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,19),-0.872206 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,22),-0.437736 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,24),-0.714802 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,25),-0.553477 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,30),-1.28052 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,33),-0.262101 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,34),-1.04897 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,7),(2,8),-0.777237 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,9),-0.82806 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,10),-0.735309 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,11),-0.707135 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,12),-0.70505 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,13),-0.808918 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,14),-0.679392 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,16),-0.805925 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,17),-0.74256 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,18),-0.973672 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,19),-0.469852 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,22),-1.19686 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,24),-0.956861 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,25),-1.34601 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,30),-1.35899 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,33),-0.600826 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,34),-1.15811 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,8),(2,9),-1.17554 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,10),-1.28934 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,11),-1.06889 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,12),-1.15621 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,13),-1.35912 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,14),-1.15166 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,16),-1.27201 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,17),-0.997104 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,18),-1.31126 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,19),-1.26391 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,22),-1.1008 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,24),-1.20092 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,25),-1.1029 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,30),-1.27006 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,33),-1.07263 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,34),-1.04232 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,9),(2,10),-1.07351 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,11),-1.13354 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,12),-1.12213 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,13),-1.28343 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,14),-1.23255 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,16),-1.29503 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,17),-1.20589 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,18),-1.24279 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,19),-1.2947 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,22),-0.893386 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,24),-1.10712 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,25),-0.971339 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,30),-1.70823 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,33),-1.09747 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,34),-1.30173 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,10),(2,11),-0.450686 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,12),-0.857505 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,13),-0.916395 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,14),-0.859609 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,16),-0.959749 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,17),-0.738056 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,18),-0.884636 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,19),-0.94159 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,22),-0.570608 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,24),-0.746503 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,25),-0.625057 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,30),-1.21853 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,33),0.0156316 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,34),-0.871082 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,11),(2,12),-0.25203 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,13),-0.295889 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,14),-0.870337 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,16),-0.437451 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,17),-1.06185 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,18),-1.2384 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,19),-0.150273 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,22),-1.31748 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,24),-1.42826 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,25),-1.34107 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,30),-2.64049 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,33),-1.0419 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,34),-1.07266 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,12),(2,13),-0.521653 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,14),-0.921103 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,16),-0.630111 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,17),-0.900519 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,18),-1.0729 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,19),-1.0009 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,22),-1.01894 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,24),-1.09774 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,25),-1.1336 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,30),-1.31356 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,33),-0.774547 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,34),-1.58339 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,13),(2,14),-0.591596 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,16),-0.81303 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,17),-0.598266 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,18),-0.776166 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,19),-0.757314 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,22),-0.248211 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,24),-0.365473 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,25),-0.449586 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,30),-0.975285 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,33),-0.347061 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,34),-0.872573 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,14),(2,16),-0.716472 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,17),-0.745566 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,18),-0.901527 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,19),-0.686358 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,22),-0.727799 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,24),-0.828952 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,25),-0.961263 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,30),-1.83387 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,33),-0.810611 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,34),-0.537584 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,16),(2,17),-0.83485 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,18),-0.971791 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,19),-0.909081 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,22),-0.958734 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,24),-0.71259 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,25),-1.10085 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,30),-1.25604 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,33),-0.269551 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,34),-1.00257 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,17),(2,18),-0.829902 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,19),0.213043 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,22),-0.818956 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,24),-1.00442 # DEPENDENCYPART_NEXTSIBL
