# _root_ Security Pacific 's loan-loss provision was down 22 % , or $ 30.4 million , because it added to its foreign-debt reserve the year before .
#goldHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,9,6,18,16,18,22,22,19,24,25,18,6,
#predictedHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,6,6,18,16,18,22,22,19,24,25,18,6,
(5,8),(8,9),(8,11),-0.0423799 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,12),-0.042032 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,27),-0.043125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,10),(8,11),-0.0453265 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,12),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,27),-0.0324721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,11),(8,12),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,27),-0.0650198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,12),(8,27),-0.0338001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.113443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,5),0.174168 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,-1),-0.0112212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,5),0.103049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,7),(8,-1),-0.0558496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,5),(8,-1),-0.00974666 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,9),(9,10),0.0348868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,11),-0.0532736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,12),-0.0563635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,14),-0.132684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,15),0.0348868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,16),0.0428635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,18),0.00672326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,19),0.00585505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,22),-0.0714784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,24),-0.064398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,25),-0.0526933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,26),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,27),0.0272991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,11),0.020583 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,12),-0.0487603 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.0464114 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,15),-0.0485366 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,16),-0.0812651 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,18),-0.039179 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,19),-0.0787111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,22),0.0579077 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,24),0.0578268 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,25),-0.0534163 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,27),-0.0681152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,11),(9,12),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,14),-0.0420141 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,15),-0.0628916 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,16),-0.0535251 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,18),-0.0426856 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,19),-0.045912 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,22),-0.0545329 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,24),-0.0545425 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,25),-0.0429838 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,26),-0.0420376 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,27),0.164532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,12),(9,14),-0.0421686 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,15),-0.0468242 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,16),-0.0433113 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,19),-0.0420353 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,22),-0.0429096 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,24),-0.0429096 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,25),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,27),-0.0331994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,14),(9,15),-0.0253335 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,16),-0.039097 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,18),-0.042015 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,19),-0.022659 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,22),-0.0517346 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,24),-0.0525536 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,25),-0.0449554 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,27),-0.130978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,15),(9,16),-0.0812651 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,18),-0.039179 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,19),-0.0787111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,22),0.0579077 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,24),0.0578268 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,25),-0.0534163 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,27),-0.0681152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,16),(9,18),-0.0435542 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,19),-0.0257161 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,22),-0.0447423 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,24),-0.0447728 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,25),-0.0424128 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,26),-0.0401001 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,27),-0.143721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,18),(9,19),-0.0423047 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,22),-0.0398393 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,24),-0.0398393 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,25),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,26),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,27),-0.0123927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,19),(9,22),0.0187896 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,24),0.0187029 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,25),-0.0422709 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,26),-0.0425061 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,27),-0.117311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,22),(9,24),-0.0528299 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,22),(9,25),-0.0420662 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,22),(9,26),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,22),(9,27),0.0174959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,24),(9,25),-0.0420662 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,24),(9,26),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,24),(9,27),0.0141546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,25),(9,26),-0.0427654 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,25),(9,27),-0.121536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,26),(9,27),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.0718745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.0829758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,6),0.113417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,5),0.126007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,9),(9,4),-0.0641504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,2),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),0.033671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.122181 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,6),0.102925 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,5),0.133371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,8),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.103454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,6),0.102968 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,5),0.101312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.0564359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,5),0.102905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,-1),-0.0593981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,5),(9,4),-0.0645166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,2),-0.0642924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,-1),-0.0510787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,4),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,-1),-0.059198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,2),(9,-1),-0.110807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,11),-0.0465259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,27),-0.0190935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,11),(10,27),-0.0440047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,-1),-0.0357392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,11),(11,12),0.0013471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,13),0.00237066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,14),0.000653193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,15),0.0237608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,16),-0.0468471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,17),-0.0300455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,18),-0.146422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,19),-0.0966697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,27),-0.276704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,12),(11,13),-0.0420728 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,14),-0.0420728 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,15),-0.0420215 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,16),-0.0439456 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,27),0.00637205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,13),(11,14),-0.0421888 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,15),-0.0420369 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,16),-0.0420182 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,27),0.0115673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,14),(11,15),-0.0420379 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,16),-0.0420182 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,27),0.00978834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,15),(11,16),-0.0401212 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,17),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,18),-0.0425182 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,19),-0.0466974 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,27),-0.0670094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,16),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,18),-0.0424844 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,19),-0.0420543 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,27),-0.0951236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,17),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,19),-0.0432123 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,27),-0.0263629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,18),(11,19),-0.0420146 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,18),(11,27),-0.147954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,19),(11,27),-0.139296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,10),0.10026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,9),0.0849356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,-1),0.119868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,10),(11,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,-1),-0.0669493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,9),(11,-1),-0.0859516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,27),-0.0190935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,15),(15,-1),-0.0357392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,1),(1,2),0.102992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,3),0.0888283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,9),-0.0589821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,10),-0.0642335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,27),-0.0300367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,2),(1,3),0.1021 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,7),-0.064186 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,9),-0.0650729 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,10),-0.0681055 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,27),-0.0242904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,27),-0.0991194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,7),(1,9),-0.0643194 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,10),-0.0662167 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,27),-0.0630248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,9),(1,10),-0.0830956 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,27),-0.0913279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,10),(1,27),-0.078905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,-1),0.0779432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,3),0.088825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,4),0.153506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,5),0.081478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,6),-0.0666209 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,8),-0.0686865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,9),-0.0589821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,10),-0.0642335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,11),-0.064983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,12),-0.0642188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,15),-0.0642335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,16),-0.0201579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,18),-0.0666319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,27),-0.0274302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,3),(2,4),0.10261 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,5),0.0979341 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,3),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,8),-0.0641886 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,27),-0.0991194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,4),(2,5),0.0998395 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,4),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,9),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,10),-0.0642909 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,11),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,15),-0.0642909 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,27),-0.0560432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,5),(2,6),-0.0641513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,5),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,9),-0.0645211 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,10),-0.0830956 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,11),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,15),-0.0830956 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,16),-0.0642765 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,18),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,26),-0.0559858 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,27),-0.0907028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,6),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,8),-0.0644162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,10),-0.0713872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,11),-0.0641583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,15),-0.0713872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,26),-0.0641656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,27),-0.0718317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,7),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,9),-0.0643194 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,10),-0.0662167 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,11),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,15),-0.0662167 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,16),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,26),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,27),-0.0630245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,8),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,10),-0.0641575 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,11),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,15),-0.0641575 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,16),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,26),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,27),-0.0906244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
