# _root_ J.P. Morgan & Co. swung to a loss in the third quarter , while NCNB Corp. reported net income more than doubled , and Security Pacific Corp. net rose 10 % .
#goldHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,17,17,28,28,28,29,24,31,29,5,
#predictedHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,22,22,28,28,28,29,24,31,29,5,
(0,22),(22,32),2.49807 # DEPENDENCYPART_GRANDPAR
(0,29),(29,1),0.808079 # DEPENDENCYPART_GRANDPAR
(0,29),(29,2),0.770419 # DEPENDENCYPART_GRANDPAR
(0,29),(29,3),-0.0724092 # DEPENDENCYPART_GRANDPAR
(0,29),(29,5),0.508342 # DEPENDENCYPART_GRANDPAR
(0,29),(29,8),-0.0148113 # DEPENDENCYPART_GRANDPAR
(0,29),(29,9),0.21937 # DEPENDENCYPART_GRANDPAR
(0,29),(29,12),-0.212088 # DEPENDENCYPART_GRANDPAR
(0,29),(29,13),0.995373 # DEPENDENCYPART_GRANDPAR
(0,29),(29,14),0.129122 # DEPENDENCYPART_GRANDPAR
(0,29),(29,15),-0.356254 # DEPENDENCYPART_GRANDPAR
(0,29),(29,16),-1.08076 # DEPENDENCYPART_GRANDPAR
(0,29),(29,18),-0.411017 # DEPENDENCYPART_GRANDPAR
(0,29),(29,19),0.0978888 # DEPENDENCYPART_GRANDPAR
(0,29),(29,20),-0.257448 # DEPENDENCYPART_GRANDPAR
(0,29),(29,21),-1.00766 # DEPENDENCYPART_GRANDPAR
(0,29),(29,22),0.146024 # DEPENDENCYPART_GRANDPAR
(0,29),(29,23),1.19243 # DEPENDENCYPART_GRANDPAR
(0,29),(29,25),-0.0345241 # DEPENDENCYPART_GRANDPAR
(0,29),(29,26),-0.171332 # DEPENDENCYPART_GRANDPAR
(0,29),(29,27),-1.48114 # DEPENDENCYPART_GRANDPAR
(0,29),(29,28),0.0491206 # DEPENDENCYPART_GRANDPAR
(0,29),(29,30),0.231363 # DEPENDENCYPART_GRANDPAR
(0,29),(29,31),0.213204 # DEPENDENCYPART_GRANDPAR
(0,29),(29,32),2.50288 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.846546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.040257 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.502589 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0670325 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.149891 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.115676 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.137412 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.165995 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.131111 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.320573 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.255328 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.482962 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.487718 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),0.0532833 # DEPENDENCYPART_GRANDPAR
(1,2),(2,32),-0.996998 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.03387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.319547 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.511197 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0511998 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0990257 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.0599599 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.120711 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.0138709 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.0161165 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.281756 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.250451 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.243653 # DEPENDENCYPART_GRANDPAR
(1,3),(3,29),-0.438542 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0993975 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.87349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.484586 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.153159 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.139662 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0241833 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.112918 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.00843787 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.00517307 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.0392815 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.246185 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.181864 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.160379 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.211974 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.41582 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.422874 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.212793 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.602793 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),0.0970352 # DEPENDENCYPART_GRANDPAR
(1,5),(5,32),-1.12814 # DEPENDENCYPART_GRANDPAR
(1,8),(8,2),0.617679 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.0463134 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.145068 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.488561 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.174397 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.0462089 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.0909746 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.225295 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.298238 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.197696 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.328826 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.395173 # DEPENDENCYPART_GRANDPAR
(1,8),(8,32),-1.04442 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0403037 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.194379 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.0413768 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.175367 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.335586 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.277853 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.382229 # DEPENDENCYPART_GRANDPAR
(1,9),(9,32),-1.12001 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.07497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.0240732 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),0.167618 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.096077 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.16377 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.0842041 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.443669 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.754666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.990631 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.387919 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.350672 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.464502 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.400779 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.671871 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),0.350022 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),0.144188 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),0.200115 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),0.176369 # DEPENDENCYPART_GRANDPAR
(2,3),(3,29),-0.014682 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.336358 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.495491 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.589664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.42601 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.612924 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.426549 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.523985 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.414021 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.527708 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.619759 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.12659 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.235938 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),0.0369118 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),0.239647 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.00881183 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),0.0672026 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),0.208283 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.246759 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),0.449402 # DEPENDENCYPART_GRANDPAR
(2,5),(5,32),-0.621503 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.675373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,7),0.499217 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.274249 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.37544 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.46201 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),0.17156 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.201788 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),0.424738 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.449155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,5),0.492197 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.311547 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.91016 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.351539 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.452076 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.56867 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.145522 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.122964 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.254519 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),0.109611 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),0.0983043 # DEPENDENCYPART_GRANDPAR
(2,8),(8,32),-0.537176 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.367492 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.248491 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.45585 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.482732 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.0817735 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.143223 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),0.151918 # DEPENDENCYPART_GRANDPAR
(2,9),(9,32),-0.61382 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.921809 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.586482 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.605938 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.602231 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.14644 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.102793 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.0246881 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),0.0277001 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),0.279478 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),0.211632 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.0518096 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),0.0488694 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),0.0542026 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),0.263738 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),0.0738478 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),0.110483 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),0.214288 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.161015 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),0.396632 # DEPENDENCYPART_GRANDPAR
(2,14),(14,29),0.0321338 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.495888 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.580737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.422437 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),0.620232 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.408808 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.365079 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),0.369416 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),0.469877 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),0.407795 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.565152 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.0281336 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),0.185332 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.173025 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.181248 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),0.132491 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),0.238659 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.0139621 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),0.0491793 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),0.206477 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.255328 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),0.447254 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.139366 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-0.338387 # DEPENDENCYPART_GRANDPAR
(2,17),(17,27),-0.501261 # DEPENDENCYPART_GRANDPAR
(2,17),(17,28),0.390191 # DEPENDENCYPART_GRANDPAR
(2,17),(17,29),0.0151099 # DEPENDENCYPART_GRANDPAR
(2,17),(17,31),0.252961 # DEPENDENCYPART_GRANDPAR
(2,17),(17,32),-0.593891 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.662148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,5),0.333098 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.249809 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),0.0926916 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),0.174112 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),0.0353344 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),0.172976 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),0.360778 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.201079 # DEPENDENCYPART_GRANDPAR
(2,20),(20,28),0.271901 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),0.0230367 # DEPENDENCYPART_GRANDPAR
(2,24),(24,26),-0.184248 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-0.397577 # DEPENDENCYPART_GRANDPAR
(2,24),(24,28),0.410567 # DEPENDENCYPART_GRANDPAR
(2,24),(24,29),-0.0756794 # DEPENDENCYPART_GRANDPAR
(2,24),(24,31),0.239919 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.846974 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.776382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.447397 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.135619 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.348846 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.572074 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.83343 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.776393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.447386 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.135616 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.166919 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.348849 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.572077 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.731861 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),0.207982 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.667979 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.165889 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.71325 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),0.218002 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),1.28386 # DEPENDENCYPART_GRANDPAR
(3,2),(2,32),-0.645985 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.755632 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.114344 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.322105 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.492749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.815145 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.3599 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0122567 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.20891 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.145957 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.171892 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.711209 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.189002 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.137919 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),0.274068 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.25151 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.697055 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),0.0998626 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),0.721229 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),1.8306 # DEPENDENCYPART_GRANDPAR
(3,5),(5,32),-0.214729 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.360564 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.00482734 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.118252 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.219043 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.282141 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.74137 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),0.75139 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),1.90724 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),0.290811 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.659504 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.113266 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.134738 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.190033 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.259503 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.216028 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.754725 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.282742 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.236483 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),0.0248529 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.623554 # DEPENDENCYPART_GRANDPAR
(3,8),(8,32),-0.110275 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.179049 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.04182 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.268223 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.23748 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.346913 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.197895 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.502899 # DEPENDENCYPART_GRANDPAR
(3,9),(9,32),-0.20135 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.151227 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.245887 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.142325 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.279584 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.759028 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.289662 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.150074 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.228105 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),0.264119 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.502115 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.251469 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.112635 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),0.113762 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),0.321524 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.508444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.809134 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),0.598197 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.193988 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.108878 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.0764051 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),0.0997793 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.285903 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),0.580752 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.215843 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.0149037 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.0276725 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.0559472 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.4809 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.254666 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.706243 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),0.100376 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),0.706123 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),1.82866 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-0.233364 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.150694 # DEPENDENCYPART_GRANDPAR
(3,17),(17,27),0.0498142 # DEPENDENCYPART_GRANDPAR
(3,17),(17,28),-0.661106 # DEPENDENCYPART_GRANDPAR
(3,17),(17,29),-0.242117 # DEPENDENCYPART_GRANDPAR
(3,17),(17,31),-0.485164 # DEPENDENCYPART_GRANDPAR
(3,17),(17,32),-0.185123 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),0.114325 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),0.322087 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.492763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),0.817728 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),0.601963 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),0.209224 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),0.141542 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.0548537 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),0.11477 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.25321 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),0.566454 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.195136 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.00853499 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),0.0360452 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),0.300826 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.129806 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.498935 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.365963 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.625205 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),0.724495 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),1.83107 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.238583 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.155914 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),0.046498 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.656933 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.24181 # DEPENDENCYPART_GRANDPAR
(3,22),(22,31),-0.481732 # DEPENDENCYPART_GRANDPAR
(3,22),(22,32),-0.20926 # DEPENDENCYPART_GRANDPAR
(3,29),(29,1),0.113677 # DEPENDENCYPART_GRANDPAR
(3,29),(29,2),0.321438 # DEPENDENCYPART_GRANDPAR
(3,29),(29,3),-0.492675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,29),(29,5),0.605586 # DEPENDENCYPART_GRANDPAR
(3,29),(29,8),0.157857 # DEPENDENCYPART_GRANDPAR
(3,29),(29,9),0.000667032 # DEPENDENCYPART_GRANDPAR
(3,29),(29,12),-0.236897 # DEPENDENCYPART_GRANDPAR
(3,29),(29,13),0.59412 # DEPENDENCYPART_GRANDPAR
(3,29),(29,14),-0.16383 # DEPENDENCYPART_GRANDPAR
(3,29),(29,15),-0.00132312 # DEPENDENCYPART_GRANDPAR
(3,29),(29,16),0.042807 # DEPENDENCYPART_GRANDPAR
(3,29),(29,18),-0.130301 # DEPENDENCYPART_GRANDPAR
(3,29),(29,19),-0.469958 # DEPENDENCYPART_GRANDPAR
(3,29),(29,20),-0.393156 # DEPENDENCYPART_GRANDPAR
(3,29),(29,21),-0.584005 # DEPENDENCYPART_GRANDPAR
(3,29),(29,22),0.13149 # DEPENDENCYPART_GRANDPAR
(3,29),(29,23),0.60414 # DEPENDENCYPART_GRANDPAR
