# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(2,12),(12,17),(12,21),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,23),-0.0422546 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,24),-0.0425846 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,25),-0.0422546 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,26),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,27),-0.0244439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,18),(12,19),-0.0423283 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,20),-0.0423283 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,21),-0.0424604 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,23),-0.0421033 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,24),-0.0420917 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,25),-0.0421033 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,26),-0.0430318 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,27),-0.053761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,19),(12,20),-0.0389899 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,21),-0.0400733 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,23),-0.0365544 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,24),-0.0437675 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,25),-0.0365544 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,26),-0.0423346 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,27),0.0105165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,20),(12,21),-0.0400733 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,20),(12,23),-0.0365544 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,20),(12,24),-0.0437675 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,20),(12,25),-0.0365544 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,20),(12,26),-0.0423346 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,20),(12,27),0.0105148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,21),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,21),(12,24),-0.0420319 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,21),(12,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,21),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,21),(12,27),-0.0453147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,23),(12,24),-0.0427707 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,23),(12,25),-0.0422546 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,23),(12,26),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,23),(12,27),-0.0244634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,24),(12,25),-0.0430275 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,24),(12,26),-0.0459934 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,24),(12,27),-0.0499109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,25),(12,26),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,25),(12,27),-0.0244439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,26),(12,27),-0.0575832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,11),0.125222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,10),0.125862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,9),0.082545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,8),0.123408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,7),0.0824919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,6),0.0825448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,5),0.100298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,4),0.125222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,3),0.125862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,2),0.102447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,12),(12,1),-0.0722787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,-1),-0.105773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,11),(12,10),0.0832057 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,9),0.102898 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,8),0.102001 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,7),0.102898 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,6),0.102898 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,5),0.102033 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,4),0.0947463 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,3),0.0832057 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,2),0.100805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,11),(12,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,-1),-0.0270715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,10),(12,9),0.10305 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,8),0.10048 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,7),0.10305 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,6),0.10305 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,5),0.105876 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,4),0.105593 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,2),0.100176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,10),(12,1),-0.0697336 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,-1),-0.108897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,9),(12,8),0.102654 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,7),0.103056 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,6),0.103056 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,4),0.102316 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,3),0.100557 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,2),0.102963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,9),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,-1),-0.0821189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,8),(12,7),0.103035 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,6),0.103035 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,5),0.103058 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,4),0.103036 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,3),0.10275 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,2),0.107604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,8),(12,1),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,-1),-0.0576317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,7),(12,6),0.103056 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,4),0.102316 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,3),0.100557 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,2),0.102963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,7),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,-1),-0.0821189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,6),(12,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,6),(12,4),0.102316 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,6),(12,3),0.100557 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,6),(12,2),0.102963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,6),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,6),(12,-1),-0.082119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,5),(12,4),0.103026 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,5),(12,3),0.103037 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,5),(12,2),0.102383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,5),(12,1),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,5),(12,-1),-0.0693865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,4),(12,3),0.0832057 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,4),(12,2),0.100805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,4),(12,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,4),(12,-1),-0.0270715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,3),(12,2),0.100176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,3),(12,1),-0.0697336 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,3),(12,-1),-0.108897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,2),(12,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,2),(12,-1),-0.106432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,1),(12,-1),-0.00482122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,2),0.12212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,3),0.126384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,4),-0.0760868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,1),(1,5),-0.0671101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,8),-0.0644335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,12),-0.0671101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,27),-0.0583977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,2),(1,3),0.102186 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,4),-0.0641836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,2),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,27),-0.0591783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,27),-0.00450502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,4),(1,5),-0.0642085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,12),-0.0642085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,27),-0.0721903 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,5),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,27),-0.0673785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,8),(1,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,27),-0.0647781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,12),(1,27),-0.0673785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,-1),-0.154372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,2),(2,3),0.090947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,4),-0.0660912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,2),(2,5),-0.0650761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,6),-0.0649812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,7),-0.0649812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,8),-0.0663923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,10),-0.0641629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,12),-0.0650761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,27),0.000836772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,3),(2,4),-0.0651256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,3),(2,5),-0.0642262 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,12),-0.0642262 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,27),-0.0492925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,4),(2,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,10),-0.0641701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,27),-0.0450781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,5),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,10),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,27),-0.0575931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,6),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,27),-0.0564369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,7),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,27),-0.0555677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,8),(2,10),-0.0645892 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,27),-0.0696907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,10),(2,12),-0.0642262 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,27),-0.0492925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,12),(2,27),-0.0575984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,1),-0.0296684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,-1),-0.0293286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,1),(2,-1),-0.00424029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,27),0.0198722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,-1),0.0860913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,6),-0.0315527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),-0.0286184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),-0.0690281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,9),-0.0315301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),-0.0477298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,11),-0.0535769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,12),-0.0303524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,14),-0.030583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,15),-0.0690281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,18),-0.0520925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,20),-0.0535769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,21),-0.0303524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,23),-0.0303524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,24),-0.0690281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,26),-0.0420996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,27),-0.106011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0432515 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.0315699 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,9),-0.0428944 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.043183 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,11),-0.0364938 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,12),-0.0420201 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,14),-0.0428944 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,15),-0.0315699 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,18),-0.0425537 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,20),-0.0364938 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,21),-0.0420201 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,23),-0.0429608 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,24),-0.0315699 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,27),-0.0515686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,7),(5,8),-0.0290179 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,9),-0.0428943 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,10),-0.0431943 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,11),-0.0364938 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,12),-0.0420201 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,14),-0.0428943 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,15),-0.0290179 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,18),-0.0425537 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,20),-0.0364938 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,21),-0.0420201 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,23),-0.0429608 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,24),-0.0290179 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,27),-0.051381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,8),(5,9),-0.0437173 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,10),-0.0704145 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,11),-0.0428059 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,12),-0.0420278 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,14),-0.0437173 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,15),-0.0378428 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,18),-0.0288405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,20),-0.0428059 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,21),-0.0420278 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,23),-0.0437328 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,24),-0.0378428 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,26),-0.0445472 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,27),-0.00609802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,9),(5,10),-0.043183 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,11),-0.0364938 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,12),-0.0420201 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,14),-0.0428943 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,15),-0.0315697 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,18),-0.0425537 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,20),-0.0364938 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,21),-0.0420201 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,23),-0.0429608 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,24),-0.0315697 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,27),-0.051306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,10),(5,11),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,12),-0.0497396 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,14),-0.0420299 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,15),-0.0360405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,18),-0.0797493 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,20),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,21),-0.0497396 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,23),-0.0420299 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,24),-0.0360405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,27),-0.0656915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,11),(5,12),-0.0421073 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,15),-0.0440194 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,18),-0.0391937 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,20),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,21),-0.0421073 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,24),-0.0440194 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,26),-0.0426586 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,27),-0.0568973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,12),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,15),-0.0420353 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,18),-0.0421744 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,20),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,24),-0.0420353 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,26),-0.0422149 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,27),-0.0301176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,14),(5,15),-0.030586 # DEPENDENCYPART_GRANDSIBL
