# _root_ Grinned Griffith Peck , a trader in Shearson Lehman Hutton Inc. 's OTC department : `` I tell you , this market acts healthy . ''
#goldHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
#predictedHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
(22,22),(22,19),-0.492966 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.827168 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,20),-0.446005 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,19),-0.942011 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.480577 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,19),-0.804083 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-1.75593 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,-1),-1.11647 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.513887 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-1.43564 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,26),-1.09846 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,27),-0.988846 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-0.738771 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,26),-0.826536 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,27),-0.808318 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,25),(23,26),-0.336612 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,27),-2.31823 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,26),(23,27),-1.2257 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),-0.0193672 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),-0.12571 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,20),-1.36662 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,19),-0.395169 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,18),-0.883085 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,17),0.044343 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,16),-0.965708 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,15),-1.2649 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,14),0.055173 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,13),-0.589918 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,12),-1.04472 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,11),-0.591884 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,10),-0.446448 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,8),-0.628018 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,7),-0.448145 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,6),-0.28191 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,4),-1.31119 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,3),-0.38607 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,1),-0.872215 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-1.10045 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.911813 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,20),-0.607643 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,19),-1.16828 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,18),-0.946665 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,17),-1.18373 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,16),-1.03991 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,15),-1.33154 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,14),-1.43744 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,13),-1.33647 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,12),-1.21875 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,11),-1.43088 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,10),-1.33993 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,8),-1.34039 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,7),-0.935563 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,6),-1.45774 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,4),-1.42066 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,3),-1.39568 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,1),-0.900016 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-1.09555 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,20),-0.436929 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,19),-1.01533 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,18),-1.09781 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,17),-1.14189 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,16),-1.09594 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,15),-1.16729 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,14),-1.33827 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,13),-1.34735 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,12),-1.16784 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,11),-1.3493 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,10),-1.32561 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,8),-1.2632 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,7),-0.691633 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,6),-1.26292 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,4),-1.33439 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,3),-1.17228 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,1),-1.02889 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),-0.849263 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,20),(23,19),-0.705433 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,18),-0.680707 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,17),-1.01677 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,16),-0.996538 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,15),-1.12254 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,14),-1.08169 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,13),-1.13381 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,12),-0.911474 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,11),-1.30159 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,10),-1.16916 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,8),-1.12069 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,7),-0.918212 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,6),-0.920102 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,4),-2.15649 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,3),-1.11816 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,1),0.390803 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,-1),-1.71669 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,19),(23,18),-0.688665 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,17),-1.18373 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,16),-1.15833 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,15),-1.08049 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,14),-1.13894 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,13),-1.29317 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,12),-1.07345 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,11),-1.28875 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,10),-1.28259 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,8),-1.34033 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,7),-0.810338 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,6),-1.12468 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,4),-1.97724 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,3),-1.3255 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,1),-0.283434 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,-1),-1.09276 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,18),(23,17),-0.901852 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,16),-0.704116 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,15),-1.13763 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,14),-1.15572 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,13),-1.22208 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,12),-1.17784 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,11),-1.29352 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,10),-1.2624 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,8),-1.2606 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,7),-0.908743 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,6),-1.13026 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,4),-1.57693 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,3),-1.28367 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,1),-0.935006 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,-1),-1.24445 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,17),(23,16),-0.596667 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,15),-1.01472 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,14),-1.14721 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,13),-1.19062 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,12),-1.07127 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,11),-1.32158 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,10),-1.28237 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,8),-1.28121 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,7),-0.97589 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,6),-1.20117 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,4),-1.941 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,3),-1.33333 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,1),-0.303657 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,-1),-1.02367 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,16),(23,15),-0.775901 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,14),-0.697461 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,13),-0.918073 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,12),-0.992854 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,11),-0.889471 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,10),-0.947171 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,8),-0.940011 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,7),-1.27454 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,6),-0.800449 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,4),-1.32729 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,3),-0.951993 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,1),-0.875028 # DEPENDENCYPART_NEXTSIBL
(23,16),(23,-1),-1.33424 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,15),(23,14),-1.11256 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,13),-1.425 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,12),-1.10572 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,11),-1.53021 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,10),-1.51313 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,8),-1.50069 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,7),-0.624568 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,6),-1.20662 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,4),-1.55091 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,3),-1.43825 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,1),-0.780833 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,-1),-1.95025 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,14),(23,13),-0.372591 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,12),-0.772802 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,11),-1.04513 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,10),-1.06988 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,8),-1.28582 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,7),-1.19281 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,6),-1.31729 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,4),-0.906683 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,3),-1.36841 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,1),-0.917199 # DEPENDENCYPART_NEXTSIBL
(23,14),(23,-1),-0.977429 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,13),(23,12),-0.511708 # DEPENDENCYPART_NEXTSIBL
(23,13),(23,11),-0.75171 # DEPENDENCYPART_NEXTSIBL
(23,13),(23,10),-0.814302 # DEPENDENCYPART_NEXTSIBL
(23,13),(23,8),-0.756483 # DEPENDENCYPART_NEXTSIBL
(23,13),(23,7),-0.956508 # DEPENDENCYPART_NEXTSIBL
(23,13),(23,6),-1.32857 # DEPENDENCYPART_NEXTSIBL
(23,13),(23,4),-1.0133 # DEPENDENCYPART_NEXTSIBL
(23,13),(23,3),-1.05123 # DEPENDENCYPART_NEXTSIBL
(23,13),(23,1),-0.578357 # DEPENDENCYPART_NEXTSIBL
(23,13),(23,-1),-1.36444 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,12),(23,11),-0.811694 # DEPENDENCYPART_NEXTSIBL
(23,12),(23,10),-1.05183 # DEPENDENCYPART_NEXTSIBL
(23,12),(23,8),-1.2684 # DEPENDENCYPART_NEXTSIBL
(23,12),(23,7),-0.943757 # DEPENDENCYPART_NEXTSIBL
(23,12),(23,6),-1.27201 # DEPENDENCYPART_NEXTSIBL
(23,12),(23,4),-1.3662 # DEPENDENCYPART_NEXTSIBL
(23,12),(23,3),-1.33022 # DEPENDENCYPART_NEXTSIBL
(23,12),(23,1),-0.939682 # DEPENDENCYPART_NEXTSIBL
(23,12),(23,-1),-1.10423 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,11),(23,10),-1.34642 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,8),-1.50434 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,7),-0.899087 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,6),-1.36726 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,4),-1.21527 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,3),-1.69424 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,1),-0.720125 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,-1),-0.771996 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,10),(23,8),-0.796456 # DEPENDENCYPART_NEXTSIBL
(23,10),(23,7),-0.833347 # DEPENDENCYPART_NEXTSIBL
(23,10),(23,6),-1.22324 # DEPENDENCYPART_NEXTSIBL
(23,10),(23,4),-1.24803 # DEPENDENCYPART_NEXTSIBL
(23,10),(23,3),-1.42003 # DEPENDENCYPART_NEXTSIBL
(23,10),(23,1),-0.668789 # DEPENDENCYPART_NEXTSIBL
(23,10),(23,-1),-0.948943 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,8),(23,7),-0.990211 # DEPENDENCYPART_NEXTSIBL
(23,8),(23,6),-1.33394 # DEPENDENCYPART_NEXTSIBL
(23,8),(23,4),-1.41117 # DEPENDENCYPART_NEXTSIBL
(23,8),(23,3),-1.85063 # DEPENDENCYPART_NEXTSIBL
(23,8),(23,1),-1.05533 # DEPENDENCYPART_NEXTSIBL
(23,8),(23,-1),-1.08606 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,7),(23,6),-0.722351 # DEPENDENCYPART_NEXTSIBL
(23,7),(23,4),-1.04007 # DEPENDENCYPART_NEXTSIBL
(23,7),(23,3),-0.997864 # DEPENDENCYPART_NEXTSIBL
(23,7),(23,1),-1.05841 # DEPENDENCYPART_NEXTSIBL
(23,7),(23,-1),-1.12539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,6),(23,4),-0.525289 # DEPENDENCYPART_NEXTSIBL
(23,6),(23,3),-1.1911 # DEPENDENCYPART_NEXTSIBL
(23,6),(23,1),-1.01199 # DEPENDENCYPART_NEXTSIBL
(23,6),(23,-1),-1.03247 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,4),(23,3),-0.998766 # DEPENDENCYPART_NEXTSIBL
(23,4),(23,1),-0.329776 # DEPENDENCYPART_NEXTSIBL
(23,4),(23,-1),-1.536 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,3),(23,1),-0.668564 # DEPENDENCYPART_NEXTSIBL
(23,3),(23,-1),-0.91253 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,1),(23,-1),-0.661189 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,25),-1.41213 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,26),-0.939406 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,27),-0.734589 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,25),(24,26),-0.373694 # DEPENDENCYPART_NEXTSIBL
(24,25),(24,27),-2.35765 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,26),(24,27),-1.27728 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,23),-0.768207 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,22),-0.191402 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,21),-0.090649 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,19),-0.469436 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.790797 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,23),(24,22),-0.629926 # DEPENDENCYPART_NEXTSIBL
(24,23),(24,21),-1.1052 # DEPENDENCYPART_NEXTSIBL
(24,23),(24,19),-1.17039 # DEPENDENCYPART_NEXTSIBL
(24,23),(24,-1),-1.0773 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,22),(24,21),-0.866739 # DEPENDENCYPART_NEXTSIBL
(24,22),(24,19),-1.16929 # DEPENDENCYPART_NEXTSIBL
(24,22),(24,-1),-1.00488 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,21),(24,19),-1.00892 # DEPENDENCYPART_NEXTSIBL
(24,21),(24,-1),-0.85151 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,19),(24,-1),-1.11157 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,26),-1.10463 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,27),-0.391451 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,26),(25,27),-1.36956 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,24),-0.653885 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,-1),-0.193389 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,24),(25,-1),-0.996369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,27),-0.261233 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,26),(26,24),-0.631363 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,-1),-0.348884 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,24),(26,-1),-0.962209 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,1),(1,2),1.07414 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.970127 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),1.17097 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.623896 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.600067 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.486272 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.556776 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.796133 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.585049 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.46003 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.909177 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),2.00986 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.861164 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.706696 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.765775 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),0.3282 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),-0.17196 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),0.656305 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),0.210777 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),1.83748 # DEPENDENCYPART_GRANDPAR
(0,1),(1,26),1.6083 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.09933 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.670281 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),1.21696 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.367287 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.547792 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.499136 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.434879 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.559992 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.637491 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.65787 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.637452 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.5343 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.873453 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),2.20999 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.816921 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.51179 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.690357 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.795413 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.374189 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.262916 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),0.730144 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),1.72635 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),1.68818 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),1.04387 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.536819 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),1.37669 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.131206 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.0387358 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.0436611 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.0508885 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.13545 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-1.34205 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.751161 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.00150972 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.41323 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),1.40674 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.181686 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.671986 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.721156 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.372435 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.518473 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.198643 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.723512 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),0.194388 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),1.9054 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),1.65135 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.484438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.74986 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.591806 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.394698 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.359256 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.127642 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),0.685617 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),0.370222 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-0.0174581 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),0.247332 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.484482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.884454 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.59249 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.223487 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.400595 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.363451 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.293488 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.266261 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.150626 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.124746 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.278939 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.0436414 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),0.133539 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.689361 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),0.190476 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),0.219818 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),0.682391 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),0.074698 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),0.370906 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.254443 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),0.234675 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-0.0137152 # DEPENDENCYPART_GRANDPAR
(1,3),(3,26),0.251076 # DEPENDENCYPART_GRANDPAR
