# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,16,16,13,18,16,13,
(16,12),(12,16),-1.03607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),0.191385 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),0.226172 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.266076 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),0.284488 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.311854 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.3435 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.673771 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.423212 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.416298 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.485648 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.360288 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.152566 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.300963 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.241053 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.546057 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.41475 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.920543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),0.280872 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),0.426349 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.230707 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.184621 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.142467 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.0123904 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),0.135436 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0674298 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.900802 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.469445 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.48019 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),0.112499 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.125896 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.107065 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.128977 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.0998733 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.231598 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.373892 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.739697 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.128977 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.0939782 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.243533 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.256566 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.2282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.167956 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),0.200871 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.0503052 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.0634388 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.021809 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),0.000323267 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.0762357 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.217353 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.00347233 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.356264 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.169055 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.446801 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.207544 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.219935 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.17792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,1),0.208294 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.0247094 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),0.00443268 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),0.0080683 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),0.114602 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.0676496 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.26741 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.219156 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.0226008 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.392063 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.156659 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.102321 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.19785 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.564719 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.276537 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.21858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.0814546 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.16713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,18),-0.753967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,9),0.214582 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.180321 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.425888 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.121703 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.461584 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.207908 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.38809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,13),(13,13),(13,14),0.12142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,15),-0.0299801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,16),-0.0568287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,18),-0.0843464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,19),-0.0248102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,20),-0.100701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,13),(13,14),(13,15),-0.0492123 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,16),-0.0323684 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,18),-0.107648 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,19),-0.0191588 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,20),0.134165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,15),(13,16),-0.0455818 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,18),-0.0391825 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,19),-0.0598852 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,20),-0.0471501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,16),(13,18),-0.0420229 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,19),-0.0351189 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,20),-0.0349954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,18),(13,19),-0.0786701 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,18),(13,20),-0.104143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,19),(13,20),0.0865557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,13),(13,12),0.117964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,11),0.130438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,10),0.101463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,9),0.19062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,8),0.19093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,7),0.0930042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,6),0.144219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,5),0.0543487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,4),0.102389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,3),0.0930021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,2),0.106875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,1),0.0602803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,-1),-0.131799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,13),(13,12),(13,11),0.100294 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,10),0.0988062 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,9),0.0953327 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,8),0.0953327 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,7),0.0431114 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,6),0.10052 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,5),0.266938 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,4),0.0866876 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,3),0.0413229 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,2),0.0841461 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,1),0.170113 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,-1),-0.120493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,11),(13,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,7),0.0986829 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,6),0.103069 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,5),0.106791 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,4),0.109822 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,3),0.0988442 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,2),0.109822 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,1),0.105719 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,-1),-0.0726368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,10),(13,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,6),0.103067 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,5),0.101798 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,4),0.101455 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,2),0.101455 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,1),0.102499 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,-1),-0.0638126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,9),(13,8),0.0955484 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,7),0.102126 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,6),0.102189 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,5),0.107793 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,4),0.111547 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,3),0.102151 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,2),0.108959 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,1),0.109502 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,-1),-0.0329697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,8),(13,7),0.102123 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,6),0.102189 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,5),0.108106 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,4),0.111547 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,3),0.102149 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,2),0.108959 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,1),0.109502 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,-1),-0.0329699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,7),(13,6),0.10062 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,5),0.0671489 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,4),0.122015 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,3),0.101871 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,2),0.122016 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,1),0.11289 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,-1),-0.131309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,6),(13,5),0.127239 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,4),0.0879215 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,3),0.0974162 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,2),0.0879215 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,1),0.0951213 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,-1),-0.0538696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,5),(13,4),0.125954 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,5),(13,3),0.126063 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,5),(13,2),0.124552 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,5),(13,1),0.0519137 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,5),(13,-1),0.0666932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,4),(13,3),0.110059 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,4),(13,2),0.108946 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,4),(13,1),0.102828 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,4),(13,-1),-0.0190887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,3),(13,2),0.122463 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,3),(13,1),0.110001 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,3),(13,-1),-0.126627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,2),(13,1),0.102893 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,2),(13,-1),-0.0217332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,1),(13,-1),0.0269578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,16),(16,17),-0.0280072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,18),-0.0228571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,19),-0.0599584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,20),-0.145154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,16),(16,17),(16,18),-0.0464182 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,19),-0.0614753 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,17),(16,20),-0.0270025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,18),(16,19),-0.041569 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,18),(16,20),-0.118736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,19),(16,20),0.0549545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,16),(16,15),0.118567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,14),-0.00403097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,13),0.0446441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,12),0.196507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,11),0.120047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,10),0.095279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,9),0.175141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,7),0.145839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,6),0.11902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,5),-0.00403097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,4),0.14636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,3),0.135418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,2),0.151453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,1),0.0606636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,16),(16,16),(16,-1),-0.342923 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,16),(16,15),(16,14),0.120033 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,13),0.120988 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,12),0.097921 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,11),0.103052 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,10),0.102558 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,9),0.100931 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,7),0.119436 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,6),0.106826 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,5),0.120033 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,4),0.130367 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,3),0.13208 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,2),0.120167 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,1),0.123538 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,15),(16,-1),-0.173893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,14),(16,13),0.147291 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,12),0.0273163 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,11),0.0905218 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,10),0.105582 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,9),0.104049 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,7),0.0151613 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,6),0.116809 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,5),0.0383535 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,4),0.120165 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,3),0.0358432 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,2),0.115329 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,1),0.0372593 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,14),(16,-1),0.0755864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,13),(16,12),0.097715 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,10),0.102254 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,9),0.0981702 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,7),0.101144 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,5),0.065995 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,4),0.0989636 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,3),0.101144 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,2),0.0989636 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,1),0.0907647 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,13),(16,-1),-0.0339245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,12),(16,11),0.098001 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,10),0.101894 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,9),0.0806791 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,7),0.106629 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,6),0.101585 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,5),0.245716 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,4),0.099126 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,3),0.1064 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,2),0.0966374 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,1),0.153968 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,12),(16,-1),-0.130334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,11),(16,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,11),(16,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,11),(16,7),0.0994627 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,11),(16,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,11),(16,5),0.0966053 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,11),(16,4),0.110239 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,11),(16,3),0.0994627 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,11),(16,2),0.110239 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,11),(16,1),0.105665 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,11),(16,-1),-0.0647378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,10),(16,9),0.0980979 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,10),(16,7),0.103051 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,10),(16,6),0.103062 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,10),(16,5),0.102998 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,10),(16,4),0.102718 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,10),(16,3),0.103051 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,10),(16,2),0.102718 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,10),(16,1),0.10101 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,10),(16,-1),-0.0736243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,9),(16,7),0.0923903 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,9),(16,6),0.0995264 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,9),(16,5),0.197166 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,9),(16,4),0.0828768 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,9),(16,3),0.0913962 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,9),(16,2),0.0825234 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,9),(16,1),0.146474 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,9),(16,-1),-0.03825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,7),(16,6),0.123076 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,7),(16,5),-0.00824932 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,7),(16,4),0.0953231 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,7),(16,3),0.12958 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,7),(16,2),0.0931948 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,7),(16,1),0.113997 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,7),(16,-1),-0.112214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,6),(16,5),0.0952735 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,6),(16,4),0.0933832 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,6),(16,3),0.0982537 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,6),(16,2),0.0933832 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,6),(16,1),0.107932 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,6),(16,-1),-0.0853956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,5),(16,4),0.120165 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,5),(16,3),0.0358432 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,5),(16,2),0.115329 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,5),(16,1),0.0372593 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,5),(16,-1),0.0755864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,4),(16,3),0.10581 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,4),(16,2),0.0961888 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,4),(16,1),0.105744 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,4),(16,-1),-0.041226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,3),(16,2),0.0963066 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,3),(16,1),0.108881 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,3),(16,-1),-0.0967862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,2),(16,1),0.100967 # DEPENDENCYPART_GRANDSIBL
(0,16),(16,2),(16,-1),-0.0612888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,16),(16,1),(16,-1),0.0325632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0318304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),-0.101978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
