# _root_ The comparable lead times for the Commerce index , whose components include the stock market , are far shorter -- 10 months before recessions and only three months before recoveries .
#goldHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,17,22,23,22,28,28,25,28,29,17,
#predictedHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,23,17,23,24,28,26,25,17,29,17,
(17,8),(8,10),0.710741 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.253478 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.869628 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.554905 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),1.08796 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.868871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),0.279376 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),0.100287 # DEPENDENCYPART_GRANDPAR
(17,8),(8,31),0.153485 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.323188 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.42683 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.434172 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.673263 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.224688 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.807115 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.438485 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),1.01755 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.86239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,1),1.0346 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.463767 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),0.484001 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.948288 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.504913 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.579699 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.765674 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),1.09992 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.859348 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.494128 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),1.0313 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.864802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,31),0.207656 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),0.898336 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),0.925325 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),0.439469 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),0.484692 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.812028 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),0.442521 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.578472 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.742823 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.944672 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.437583 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.691555 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.377705 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.352112 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.868504 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.861498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),0.344061 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.0102505 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),0.140516 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.153059 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),0.0418751 # DEPENDENCYPART_GRANDPAR
(17,12),(12,23),0.282339 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.285665 # DEPENDENCYPART_GRANDPAR
(17,12),(12,25),0.0567939 # DEPENDENCYPART_GRANDPAR
(17,12),(12,26),-0.1645 # DEPENDENCYPART_GRANDPAR
(17,12),(12,28),-0.447666 # DEPENDENCYPART_GRANDPAR
(17,12),(12,29),0.12465 # DEPENDENCYPART_GRANDPAR
(17,12),(12,30),-0.59993 # DEPENDENCYPART_GRANDPAR
(17,12),(12,31),0.299458 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.900676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,13),0.87026 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.868933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,4),0.33813 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),0.448651 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),0.854288 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.473516 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),1.00669 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.32211 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.909365 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.931611 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.573923 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),1.07786 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.868624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.279175 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.0277807 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),0.100298 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),0.0405848 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),0.347158 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.286911 # DEPENDENCYPART_GRANDPAR
(17,15),(15,31),0.153479 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),0.0638441 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.462763 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.680198 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.309004 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.607144 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.798906 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.427158 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.0974987 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.140533 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),0.122593 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.000601149 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),0.199955 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),0.398141 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.137331 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),0.359545 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),0.337258 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),0.0705205 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),0.0583273 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.641042 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.419982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.641145 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.593769 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.290328 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.44775 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.642851 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.117611 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.322037 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),0.485162 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.586847 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.360706 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.327998 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.529025 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.674634 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.416877 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.583366 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.699048 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.191529 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.327271 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),0.438343 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),0.300574 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),0.0588549 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.658532 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.427133 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.58215 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.226636 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.64606 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.305543 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.434866 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),0.351821 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),0.0505417 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),0.146914 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),0.488371 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.586886 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.14157 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.490256 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.215014 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.366522 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.287651 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.00761168 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),0.0575512 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.100194 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.427342 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.20768 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.472694 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.398656 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.449881 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),0.353114 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),0.0848314 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),0.155824 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),0.49915 # DEPENDENCYPART_GRANDPAR
(17,24),(24,30),-0.000767099 # DEPENDENCYPART_GRANDPAR
(17,24),(24,31),0.502862 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.200288 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),0.325855 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),0.0683322 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),0.136779 # DEPENDENCYPART_GRANDPAR
(17,25),(25,29),0.564506 # DEPENDENCYPART_GRANDPAR
(17,25),(25,30),-0.0247136 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.217788 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.00156418 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),0.439699 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.163471 # DEPENDENCYPART_GRANDPAR
(17,27),(27,19),0.450021 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),0.236678 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.550305 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),0.13739 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.617831 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.19735 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),0.0170706 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),0.527267 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.137302 # DEPENDENCYPART_GRANDPAR
(17,28),(28,18),0.658532 # DEPENDENCYPART_GRANDPAR
(17,28),(28,19),0.427133 # DEPENDENCYPART_GRANDPAR
(17,28),(28,21),0.226636 # DEPENDENCYPART_GRANDPAR
(17,28),(28,22),0.466545 # DEPENDENCYPART_GRANDPAR
(17,28),(28,23),0.391179 # DEPENDENCYPART_GRANDPAR
(17,28),(28,24),0.141549 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),0.117769 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.231321 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),0.488371 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),-0.00908843 # DEPENDENCYPART_GRANDPAR
(17,29),(29,26),0.146737 # DEPENDENCYPART_GRANDPAR
(17,29),(29,27),-0.292633 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),0.00071488 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.100194 # DEPENDENCYPART_GRANDPAR
(17,30),(30,26),0.10087 # DEPENDENCYPART_GRANDPAR
(17,30),(30,27),-0.244365 # DEPENDENCYPART_GRANDPAR
(17,30),(30,28),-0.0163224 # DEPENDENCYPART_GRANDPAR
(17,30),(30,29),0.241424 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),0.503384 # DEPENDENCYPART_GRANDPAR
(17,31),(31,30),-0.282232 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.305753 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),0.0879826 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.470343 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.37602 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.191404 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.217382 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.0505653 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.232593 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.254152 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.131634 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.122227 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.26404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.190362 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.22424 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.243866 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.377675 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.334166 # DEPENDENCYPART_GRANDPAR
(18,15),(15,31),-0.529757 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.732945 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.340357 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.811192 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.584544 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.345178 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.636106 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.352092 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.671015 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.710136 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.684225 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.343859 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.316002 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.853148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.260026 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.244471 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.152999 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.0740485 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.0659151 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.388853 # DEPENDENCYPART_GRANDPAR
(18,19),(19,29),0.0804602 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.908033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.194107 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.242869 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.186471 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.8597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.216845 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.204006 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.0505966 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0670526 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.331477 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.345837 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.738058 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.712935 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.846269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.289301 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.292861 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.268946 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0153875 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.122056 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.406792 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),0.280452 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.035959 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),0.0260738 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.00897579 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.944393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,21),0.0583154 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.201249 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.17387 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.491179 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.291308 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),0.0813622 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),0.0821539 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),0.0952756 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.0134336 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),0.356253 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),0.0419917 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),0.10608 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),0.193496 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),0.11819 # DEPENDENCYPART_GRANDPAR
(18,27),(27,19),0.226196 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),0.152501 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.043738 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),0.0820933 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),0.521093 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.115965 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.041976 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),0.0439554 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.0227459 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.051454 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.154449 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.0477776 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.0217637 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.142341 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.11862 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.147178 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),0.118302 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.101785 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),0.171042 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),0.109801 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),-0.0489093 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),0.186157 # DEPENDENCYPART_GRANDPAR
(19,4),(4,20),0.222779 # DEPENDENCYPART_GRANDPAR
(19,4),(4,22),-0.144911 # DEPENDENCYPART_GRANDPAR
(19,4),(4,31),-0.208409 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.0774156 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.0804052 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.292669 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.146862 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.160183 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),0.188534 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.0999173 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),0.212206 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.0536734 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.0619137 # DEPENDENCYPART_GRANDPAR
(19,5),(5,20),0.231866 # DEPENDENCYPART_GRANDPAR
(19,5),(5,25),-0.004977 # DEPENDENCYPART_GRANDPAR
(19,5),(5,31),-0.202311 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),0.0319283 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),0.103569 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),0.00177882 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.0778588 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.0528728 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),0.105233 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.0329853 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.0919722 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.101423 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.122883 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.15953 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.149698 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.0062966 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.17012 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.419777 # DEPENDENCYPART_GRANDPAR
(19,8),(8,20),0.211502 # DEPENDENCYPART_GRANDPAR
(19,8),(8,31),-0.213776 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.140275 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),0.0620155 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.0566523 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.035515 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.100547 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),0.171327 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.107377 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.015257 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.188204 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),0.0571978 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.116223 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.000295152 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),0.130503 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0496056 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.00992923 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.0124008 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.382494 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.172775 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.120879 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.0278493 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.187955 # DEPENDENCYPART_GRANDPAR
(19,11),(11,31),-0.208409 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.0350646 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),0.116043 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.0800824 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),0.0764129 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),0.0382404 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.0526734 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),0.0212882 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.0339157 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.283719 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.031492 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.0570504 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.0821741 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.0662434 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.0807878 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.183236 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.393835 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.839719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),0.236736 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.075958 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.151351 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.0890811 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.196462 # DEPENDENCYPART_GRANDPAR
(19,12),(12,25),0.0373292 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),0.0940026 # DEPENDENCYPART_GRANDPAR
(19,12),(12,28),-0.45308 # DEPENDENCYPART_GRANDPAR
(19,12),(12,29),-0.249034 # DEPENDENCYPART_GRANDPAR
(19,12),(12,30),-0.536936 # DEPENDENCYPART_GRANDPAR
(19,12),(12,31),-0.110843 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.235687 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.181148 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.172649 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.0990281 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),0.0748491 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),0.148984 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),0.0190053 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),0.412024 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.000189236 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.233374 # DEPENDENCYPART_GRANDPAR
