# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,20,20,17,20,23,25,23,21,25,26,1,
(18,20),(20,26),0.0235748 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.0863939 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.0297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.119678 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.527797 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.539963 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.507139 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.434703 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.707729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.573985 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.170337 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0165276 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.0967076 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.13305 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.325802 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.0731858 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),0.0781911 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),0.0616167 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),0.134615 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),0.119764 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),0.992599 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),0.232686 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.119114 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.092293 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),0.343925 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.254937 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),0.0233459 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.113225 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.449232 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.218769 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.040962 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.197269 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.738769 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.0927818 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.307582 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.306157 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.00835734 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.906092 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.306559 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.553985 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.514036 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.900363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),0.12893 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.159782 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.569795 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),0.0491392 # DEPENDENCYPART_GRANDPAR
(20,16),(16,26),-0.0575229 # DEPENDENCYPART_GRANDPAR
(20,16),(16,28),-0.383111 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.43472 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.886223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,18),0.587517 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),0.101599 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.451478 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.692355 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.586258 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.066177 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.0782526 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.445661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.226956 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.338852 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.184306 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.584395 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.375923 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.415728 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.0087479 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.100382 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.113579 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.501468 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.35752 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.190098 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.778773 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.603522 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.607655 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.645902 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.074818 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.0865538 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.435628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.511887 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.366422 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.401252 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.219004 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.617052 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),0.539949 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),0.116721 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),0.651025 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),0.00477997 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.368341 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.401341 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.513863 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),0.128921 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),0.102909 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.0359929 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),0.303573 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),0.0681031 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.00154978 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.025445 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),0.199072 # DEPENDENCYPART_GRANDPAR
(21,1),(1,10),0.301505 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),0.0596938 # DEPENDENCYPART_GRANDPAR
(21,1),(1,12),0.332165 # DEPENDENCYPART_GRANDPAR
(21,1),(1,14),0.0406518 # DEPENDENCYPART_GRANDPAR
(21,1),(1,15),-0.0233509 # DEPENDENCYPART_GRANDPAR
(21,1),(1,16),0.0887136 # DEPENDENCYPART_GRANDPAR
(21,1),(1,17),0.559649 # DEPENDENCYPART_GRANDPAR
(21,1),(1,18),0.339223 # DEPENDENCYPART_GRANDPAR
(21,1),(1,19),0.324056 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-0.907703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,26),0.131019 # DEPENDENCYPART_GRANDPAR
(21,1),(1,28),-0.277276 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),0.259982 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),0.264491 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),0.181817 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),0.472103 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),0.150281 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),0.181231 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),0.162732 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),0.463826 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),0.140459 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.511041 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.32091 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.106421 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.168005 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.575095 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.55762 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.515986 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.135727 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.903863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,23),0.148559 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.642667 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.0611924 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),0.107749 # DEPENDENCYPART_GRANDPAR
(21,14),(14,28),-0.291745 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.323262 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.120605 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.194663 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.576116 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.556907 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.515273 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.135727 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.903863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),0.148549 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.642667 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.0611924 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),0.107749 # DEPENDENCYPART_GRANDPAR
(21,16),(16,28),-0.291745 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.307736 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0154567 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.527826 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.905357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,6),0.151227 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),0.464772 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.323747 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.171498 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.543799 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.48713 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.903863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,23),0.148559 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.642667 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.0611924 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),0.107749 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.226794 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.071059 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.0982213 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.529684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),1.18454 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.325364 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.539782 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.556741 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.371926 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.390457 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.0687148 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.0942708 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.383559 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.509183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),1.12511 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.709018 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.032698 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.540026 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.296584 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),0.162631 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.350747 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.185653 # DEPENDENCYPART_GRANDPAR
(21,27),(27,22),1.12703 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.709108 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.458085 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.127727 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.288251 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),0.0832266 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.195919 # DEPENDENCYPART_GRANDPAR
(23,21),(21,1),-0.127859 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.473572 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.434322 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.102979 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.145458 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.317566 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.0121537 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.73184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.625872 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.296166 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.531096 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.48683 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.853679 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.246029 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.614333 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.632047 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.832298 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.649693 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.482957 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.13752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.149741 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.101035 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.120926 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.364233 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.184288 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.486787 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.482957 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-1.14385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,25),0.255554 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.297858 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.279764 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.347845 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.171492 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.350026 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.259868 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.17845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.00071096 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.057467 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.189474 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),0.200874 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),-0.0395519 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),0.381251 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),0.211642 # DEPENDENCYPART_GRANDPAR
(25,20),(20,6),0.185635 # DEPENDENCYPART_GRANDPAR
(25,20),(20,10),-0.0438503 # DEPENDENCYPART_GRANDPAR
(25,20),(20,13),0.345877 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),-0.0509627 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),0.256682 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),0.197246 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),0.162243 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),0.270317 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),1.69672 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-0.926707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,26),0.0649726 # DEPENDENCYPART_GRANDPAR
(25,20),(20,27),0.231987 # DEPENDENCYPART_GRANDPAR
(25,21),(21,1),-0.0286553 # DEPENDENCYPART_GRANDPAR
(25,21),(21,14),-0.261709 # DEPENDENCYPART_GRANDPAR
(25,21),(21,16),-0.176907 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),0.145792 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),0.105082 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),0.00669841 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.653278 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.270487 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),1.42263 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-0.949185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),0.0359433 # DEPENDENCYPART_GRANDPAR
(25,21),(21,27),0.209707 # DEPENDENCYPART_GRANDPAR
(25,21),(21,28),-0.365899 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),0.274825 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),0.239576 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),0.306409 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),0.82577 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),1.7746 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-0.955756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.00959047 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),0.203137 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-0.889356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),1.00174 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),0.0443699 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),0.206038 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.2902 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.462113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,22),-0.620878 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.335321 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.541964 # DEPENDENCYPART_GRANDPAR
(27,23),(23,18),-0.516763 # DEPENDENCYPART_GRANDPAR
(27,23),(23,19),-0.540578 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.519191 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),0.0375618 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),0.706524 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.812704 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),-0.396277 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-1.06658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,18),-0.529607 # DEPENDENCYPART_GRANDPAR
(27,25),(25,19),-0.57761 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),-0.747302 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),-0.54464 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),0.011173 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.526939 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),0.206762 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.463431 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.03773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.323429 # DEPENDENCYPART_GRANDPAR
(0,1),(1,1),(1,2),-0.0555067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0555067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0378673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.0422587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,7),-0.054167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,8),-0.054167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,9),-0.0513443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,10),-0.0193744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,11),-0.00463112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,12),-0.0476124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,14),-0.00463112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,15),-0.0378673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,16),-0.00463112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,17),-0.0708584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,18),-0.0193744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,19),-0.0193744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,21),-0.0384413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,26),-0.0708584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,28),-0.0784905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,29),-0.105363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0429708 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0602617 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,7),-0.0359353 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,8),-0.0359353 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,9),-0.0420425 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,10),-0.0405956 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,11),-0.0432046 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,12),-0.0541592 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,14),-0.0432046 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,15),-0.0602617 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,16),-0.0432046 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,17),-0.0428535 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,18),-0.0405956 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,19),-0.0405956 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,21),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,26),-0.0428535 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,28),-0.04898 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,29),-0.04436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0602617 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,7),-0.0359353 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,8),-0.0359353 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,9),-0.0420425 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,10),-0.0405956 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,11),-0.0432046 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,12),-0.0541592 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,14),-0.0432046 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,15),-0.0602617 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,16),-0.0432046 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,17),-0.0428535 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,18),-0.0405956 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,19),-0.0405956 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,21),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,26),-0.0428535 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,28),-0.0489818 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,29),-0.04436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,6),-0.0420294 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,7),-0.048233 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,8),-0.048233 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,9),-0.035895 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,10),-0.0497832 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,11),-0.0408929 # DEPENDENCYPART_GRANDSIBL
