# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,12,18,21,18,21,12,7,
(3,18),(18,19),(18,20),-0.0421502 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,23),-0.0477978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,20),(18,22),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,20),(18,23),-0.0539369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,22),(18,23),-0.044153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,18),(18,17),0.0856639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,16),0.116554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,15),0.124147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,14),0.124147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,11),0.124139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,9),0.124147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,-1),0.0142701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,18),(18,17),(18,16),0.114493 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,17),(18,15),0.102063 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,17),(18,14),0.102063 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,17),(18,11),0.102063 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,17),(18,9),0.102063 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,17),(18,-1),-0.0832046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,16),(18,15),0.105023 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,16),(18,14),0.105023 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,16),(18,11),0.105023 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,16),(18,9),0.105023 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,16),(18,-1),0.00645072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,15),(18,14),0.0997193 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,15),(18,11),0.0997193 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,15),(18,9),0.0997193 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,15),(18,-1),-0.0424198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,14),(18,11),0.0997193 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,14),(18,9),0.0997193 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,14),(18,-1),-0.0424198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,11),(18,9),0.0997193 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,11),(18,-1),-0.0424278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,9),(18,-1),-0.0424198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,19),(19,20),-0.0420354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,21),-0.0541725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,23),0.0493095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,19),(19,20),(19,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,20),(19,23),-0.0420354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,21),(19,23),-0.0541617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,19),(19,18),0.103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,17),0.0985461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,-1),0.085642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,19),(19,18),(19,17),0.103035 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,-1),-0.0641471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,17),(19,-1),-0.0687381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,21),(21,22),-0.0388418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,23),-0.00949957 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,21),(21,22),(21,23),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,21),(21,20),0.103292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,19),0.277046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,18),0.108695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,17),0.151004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,15),0.108695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,14),0.108695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,12),0.108695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,11),0.108695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,9),0.108695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,5),0.151004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,4),0.0707237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,3),0.0898511 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,21),(21,21),(21,-1),0.0224651 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,21),(21,20),(21,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,18),0.102949 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,17),0.0978909 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,15),0.102949 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,14),0.102949 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,12),0.102949 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,11),0.102949 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,9),0.102949 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,5),0.0978909 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,4),0.107048 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,3),0.103054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,20),(21,-1),-0.0567315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,19),(21,18),0.103057 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,19),(21,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,19),(21,15),0.103057 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,19),(21,14),0.103057 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,19),(21,12),0.103057 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,19),(21,11),0.103057 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,19),(21,9),0.103057 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,19),(21,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,19),(21,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,19),(21,3),0.102995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,19),(21,-1),0.0969301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,18),(21,17),0.0951923 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,18),(21,15),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,18),(21,14),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,18),(21,12),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,18),(21,11),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,18),(21,9),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,18),(21,5),0.0951923 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,18),(21,4),0.10305 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,18),(21,3),0.106892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,18),(21,-1),-0.0792929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,17),(21,15),0.102972 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,17),(21,14),0.102972 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,17),(21,12),0.102972 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,17),(21,11),0.102972 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,17),(21,9),0.102972 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,17),(21,5),0.103013 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,17),(21,4),0.103 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,17),(21,3),0.103063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,17),(21,-1),-0.0422682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,15),(21,14),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,15),(21,12),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,15),(21,11),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,15),(21,9),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,15),(21,5),0.0951923 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,15),(21,4),0.10305 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,15),(21,3),0.106892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,15),(21,-1),-0.0792929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,14),(21,12),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,14),(21,11),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,14),(21,9),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,14),(21,5),0.0951923 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,14),(21,4),0.10305 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,14),(21,3),0.106892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,14),(21,-1),-0.0792929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,12),(21,11),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,12),(21,9),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,12),(21,5),0.0951923 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,12),(21,4),0.10305 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,12),(21,3),0.106892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,12),(21,-1),-0.0792929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,11),(21,9),0.103784 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,11),(21,5),0.0951923 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,11),(21,4),0.10305 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,11),(21,3),0.106892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,11),(21,-1),-0.0792929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,9),(21,5),0.0951923 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,9),(21,4),0.10305 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,9),(21,3),0.106892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,9),(21,-1),-0.0792929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,5),(21,4),0.103 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,5),(21,3),0.103063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,5),(21,-1),-0.0422682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,4),(21,3),0.102122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,4),(21,-1),-0.127816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,3),(21,-1),-0.0933754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,22),(22,22),(22,23),-0.0119087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,22),(22,22),(22,21),0.102731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,-1),-0.0251726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,22),(22,21),(22,-1),-0.0644843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,4),-0.0714648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,5),-0.0701134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,6),-0.0709422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,7),-0.0649154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,8),-0.0765959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,9),-0.076594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,10),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,12),-0.076594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,13),-0.0661255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,15),-0.076594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,16),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,18),-0.076594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,21),-0.0680853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,23),-0.122137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,4),(3,5),-0.0641572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,6),-0.0641596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,13),-0.0641488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,21),-0.0641485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,23),-0.0989514 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,23),0.0256251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,6),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,13),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,21),-0.0644764 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,23),-0.015747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,7),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,10),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,16),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,23),-0.0618306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,8),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,13),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,23),-0.0353696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,9),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,13),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,23),-0.0353599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,10),(3,12),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,15),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,18),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,21),-0.065102 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,23),-0.0791359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,12),(3,13),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,12),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,12),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,12),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,12),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,12),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,12),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,12),(3,23),-0.0353599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,13),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,21),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,23),-0.0178399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,15),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,15),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,15),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,15),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,15),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,15),(3,23),-0.0353599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,16),(3,18),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,16),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,16),(3,21),-0.065102 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,16),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,16),(3,23),-0.0791359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,18),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,18),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,18),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,18),(3,23),-0.0353599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,19),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,19),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,19),(3,23),-0.0512474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,21),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,21),(3,23),-0.0778523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,22),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,2),-0.00343972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,1),-0.0944087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,-1),0.231628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,2),(3,1),-0.0419559 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,2),(3,-1),-0.00533222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,1),(3,-1),-0.036966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,23),-0.0171836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,4),0.0950055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,-1),-0.181003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,4),(5,-1),-0.0734797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,6),(6,7),-0.0974846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,8),-0.102594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,9),-0.0927309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,10),-0.0844924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,12),-0.0927312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,13),-0.0897169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,23),0.214777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,8),-0.0441511 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,9),-0.0441511 # DEPENDENCYPART_GRANDSIBL
