# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,3,19,12,13,16,14,16,16,11,19,20,3,
(5,4),(4,4),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,11),-0.0641566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,23),-0.0560153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,5),(4,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,23),-0.0677701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,6),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,11),-0.0641921 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,23),-0.0530359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,7),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,9),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,23),-0.0660358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,10),(4,11),-0.0641921 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,10),(4,23),-0.0530359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,11),(4,23),-0.0500217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,2),-0.0420524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,1),-0.0445061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,-1),0.0831249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,2),(4,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,2),(4,-1),-0.0420218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,1),(4,-1),-0.0420114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,23),-0.0846016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,7),(6,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.102915 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),-0.0981972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.0643001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,-1),-0.0675202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,8),-0.047545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),-0.0420259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,23),-0.0642806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,23),-0.047545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,9),(7,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,23),-0.0420259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,10),(7,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,11),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,6),0.103058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,5),0.103065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,7),(7,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),-0.0828214 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,6),(7,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,6),(7,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,5),(7,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,4),(7,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,4),(7,-1),-0.0669335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,3),(7,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,10),-0.0421026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,11),-0.0356998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,23),0.0366943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,10),(8,11),-0.0420357 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,23),-0.0420338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,11),(8,23),-0.0362709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,6),0.117822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,5),0.102938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,-1),-0.074957 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,6),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,7),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,-1),-0.0493007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,5),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,-1),-0.0641921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,4),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,-1),-0.0641602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,3),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,3),(8,-1),-0.0641828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,1),(8,-1),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,10),-0.0537994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,11),-0.0431571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,12),-0.0451202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,13),-0.0569238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,14),-0.03093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,15),-0.0413336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,16),-0.0305443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,19),-0.0435544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,22),-0.0420113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,23),-0.0500542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,11),-0.0469873 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,12),-0.0403689 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,13),-0.0500875 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.0420909 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,15),-0.0420182 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,16),-0.043214 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,19),-0.0419811 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,22),-0.0420232 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,23),-0.0495743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,11),(9,12),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,13),-0.0421365 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,14),-0.042024 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,19),-0.0422661 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,22),-0.0465219 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,23),-0.0387056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,12),(9,13),-0.0421063 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,19),-0.0420424 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,22),-0.0420926 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,23),-0.0437543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,13),(9,14),-0.0420709 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,15),-0.0420523 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,19),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,22),-0.0425385 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,23),-0.050837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,14),(9,15),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,16),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,19),-0.0390083 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,23),-0.0487986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,15),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,19),-0.0421736 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,22),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,23),-0.043578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,16),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,23),-0.0284687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,19),(9,22),-0.0426653 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,23),-0.028697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,22),(9,23),-0.0179954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.120564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.0969684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,6),0.0801212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,5),0.114516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,9),(9,4),-0.0644263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,3),-0.0645292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,2),-0.0646574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),-0.0524208 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.103067 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,6),0.0926341 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,5),0.103005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,8),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,3),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.0271977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,6),0.0980723 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.065991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,5),0.102207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,4),-0.064606 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,3),-0.0643299 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,-1),-0.0896247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,5),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,-1),-0.0546709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,4),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,-1),-0.070443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,3),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,-1),-0.0668089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,2),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,2),(9,-1),-0.0300951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,1),(9,-1),-0.0683696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,23),-0.0846016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,11),(10,23),-0.0436012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,-1),-0.0981972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,11),(11,12),-0.0420555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,13),-0.103334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,14),-0.133705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,15),-0.0500939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,16),-0.027681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,17),-0.125228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,18),0.197307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,19),0.124256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,20),-0.0046482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,23),-0.198301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,12),(11,13),-0.0420818 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,15),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,16),-0.0420185 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,17),-0.0423073 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,18),-0.0420287 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,23),-0.0460913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,13),(11,14),-0.0420216 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,15),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,16),-0.04221 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,17),-0.0424925 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,18),-0.0447629 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,19),-0.0426346 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,23),0.0129309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,14),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,16),-0.0433493 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,17),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,18),-0.0436239 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,19),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,23),-0.126173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,15),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,17),-0.0420153 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,18),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,19),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,23),-0.0519648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,16),(11,17),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,18),-0.0420255 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,23),-0.0319468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,17),(11,18),-0.0451653 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,19),-0.0420223 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,20),-0.0421071 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,23),-0.178353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,18),(11,19),-0.0421727 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,18),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,18),(11,23),0.21221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,19),(11,20),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,19),(11,23),0.123892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,20),(11,23),-0.00480564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,10),0.102797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,9),0.100732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,-1),-0.0084215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,10),(11,9),0.103065 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,-1),-0.0642423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,9),(11,-1),-0.0664963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,13),-0.0896287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,14),0.00562354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,15),-0.0366573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,16),-0.0526433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,17),-0.00271615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,18),-0.0616112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,19),-0.0301726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,20),-0.0420963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,21),0.00676501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,23),-0.0813968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,13),(12,14),-0.042554 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,15),-0.0379233 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,16),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,17),-0.0402073 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,18),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,19),-0.0437955 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,21),-0.0425685 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,23),-0.0179718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,14),(12,15),-0.0431663 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,16),-0.0423468 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,17),-0.0420204 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,18),-0.0423616 # DEPENDENCYPART_GRANDSIBL
