# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,14,17,15,17,20,18,6,
(20,13),(13,15),-0.0748549 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.00745506 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.152196 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.108487 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.269423 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.17931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.475396 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.418467 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),0.0133771 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.320538 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),0.207105 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.110036 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.692241 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.0647587 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0800669 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.0596351 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.142859 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.14692 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.15694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.454776 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.345299 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.164103 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.582529 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.0397915 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0654526 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.0729966 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.171596 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.162151 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.25472 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.23553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.47441 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.186118 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.232028 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.0453458 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.156381 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.0828242 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.269012 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.18091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,9),-0.327008 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.0647564 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0826376 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.113183 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.190234 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.151119 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.286985 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.15684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.454669 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.1863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,20),-0.768023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,2),-0.16583 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),0.394306 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.240156 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.12533 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.496374 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.186087 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0920156 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.133366 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.37938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0634189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0549392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0579097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.113552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.0459359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,7),-0.0277531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,8),-0.0340289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,9),-0.0353271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,12),-0.0549392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,21),-0.0716087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,22),-0.0447701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0599161 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0420798 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,8),-0.0421295 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,9),-0.0421295 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,12),-0.0599161 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,21),-0.044945 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,22),-0.0428541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.042062 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0497765 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),0.0413019 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,7),-0.0537273 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,8),-0.0511227 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,9),-0.0528364 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,12),-0.0462222 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,21),-0.0745348 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,22),-0.0620309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0420761 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,6),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,8),-0.0421654 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,9),-0.0421654 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,12),-0.046428 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,21),-0.0508526 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,22),-0.0424174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,6),-0.0423458 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,8),-0.0470949 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,9),-0.0467906 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,12),-0.032139 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,21),-0.0326584 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,22),-0.109324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,7),-0.0420152 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,8),-0.0324492 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,9),-0.0324493 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,12),-0.0750568 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,21),0.0386413 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,22),-0.0264337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,7),(1,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,12),-0.0462774 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,21),-0.0441969 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,22),-0.020777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,8),(1,9),-0.0436258 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,12),-0.0510966 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,21),-0.0682978 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,22),-0.0357788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,9),(1,12),-0.0479997 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,21),-0.0624727 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,22),-0.0368489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,12),(1,21),-0.0745348 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,22),-0.0620309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,21),(1,22),-0.0564177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.257655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.037466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.0420662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.0483928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,7),-0.0429928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.0755342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),-0.0755342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,11),-0.0577779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,12),-0.037466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,13),-0.0437377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,22),-0.0599288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),-0.0438098 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,6),-0.044341 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,7),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,8),-0.0367429 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,9),-0.0369397 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,11),-0.0422822 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,12),-0.042125 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,13),-0.042177 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,22),-0.0445918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),-0.0421205 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,9),-0.0421222 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,12),-0.0421187 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,22),-0.0440136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,8),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,9),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,12),-0.0430627 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,22),-0.0440322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,12),-0.042012 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,22),-0.042012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,9),-0.0427965 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,12),-0.0508672 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,13),-0.0432924 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,22),-0.0516923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,12),-0.0513848 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,13),-0.0432924 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,22),-0.0516673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,11),(2,12),-0.0430681 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,22),-0.0568009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,12),(2,13),-0.042177 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,22),-0.0445918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,13),(2,22),-0.0420131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.0977049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.101228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.0686724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,7),0.0292959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,8),-0.0607749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,9),-0.104833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,11),-0.018708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,12),0.0165423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,13),-0.154445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,14),0.0396725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,15),-0.0986352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,16),-0.157337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,17),0.0396725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,18),-0.124853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,21),-0.0663445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,22),-0.145154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,7),(6,8),-0.0444222 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,9),-0.0451531 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,11),-0.0279762 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,12),-0.12184 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,13),-0.0434548 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,14),-0.0378147 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,15),-0.0446633 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,16),-0.0434548 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,17),-0.0378147 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,18),-0.00476447 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,21),0.0238515 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,22),-0.0992604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,8),(6,9),-0.030652 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,11),-0.0359115 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,12),-0.00994325 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,13),-0.0534101 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,14),-0.0591461 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,15),-0.0126809 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,16),-0.0535525 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,17),-0.0591461 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,18),-0.0593015 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,21),0.0124915 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,22),-0.134522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,9),(6,11),-0.0534037 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,12),-0.00587712 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,13),-0.057879 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,14),-0.0571628 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,15),0.0143415 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,16),-0.0580214 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,17),-0.0571628 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,18),-0.0701566 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,21),-0.00754307 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,22),-0.133335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,11),(6,12),-0.0531742 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,13),-0.0296125 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,14),-0.0450985 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,15),0.0442144 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,16),-0.0296125 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,17),-0.0450985 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,18),-0.0464842 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,21),-0.0550289 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,22),-0.119637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,12),(6,13),0.0814317 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,14),-0.128812 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,15),-0.0425063 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,16),0.0738808 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,17),-0.128812 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,18),-0.00395987 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,21),-0.000754338 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,22),0.121562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,13),(6,14),-0.042248 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,15),-0.045823 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,16),-0.0461968 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,17),-0.042248 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,18),-0.0498675 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,21),0.0584189 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,22),-0.100474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,14),(6,15),-0.0668024 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,16),-0.0112852 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,17),-0.0343834 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,18),-0.0841056 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,21),-0.0870414 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,22),-0.0427742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,15),(6,16),-0.0446492 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,17),-0.0630128 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,18),-0.0638621 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,21),0.00675389 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,22),-0.133097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,16),(6,17),-0.042248 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,18),-0.0503029 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,21),0.0447787 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,22),-0.100474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,17),(6,18),-0.0841056 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,21),-0.0870414 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,22),-0.0427742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,18),(6,21),0.041508 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,22),-0.144322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,21),(6,22),0.0686578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,5),0.192241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,4),0.11435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,3),-0.0163133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,2),0.152253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,1),0.129365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,-1),-0.354754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,5),(6,4),0.0984523 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,3),0.195075 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,2),0.0980598 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,1),0.107038 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,-1),-0.0478118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,4),(6,3),0.0953096 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,1),0.0975954 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,-1),-0.091056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,3),(6,2),0.0720181 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,1),0.0399968 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,-1),0.0713221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,2),(6,1),0.0964952 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,2),(6,-1),-0.0241045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,1),(6,-1),-0.077984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,7),(7,8),-0.0574465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,9),-0.0669399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,11),0.0385636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,12),-0.0459951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,13),-0.0483887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,14),-0.00738623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,15),-0.0660855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
