# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,6,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(17,21),(17,27),-0.468603 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,28),-0.879017 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,22),(17,23),-0.809048 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,24),-0.750549 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,26),-0.738467 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,27),-0.354097 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,28),-0.857522 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,23),(17,24),-1.09602 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,26),-1.1494 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,27),-1.20053 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,28),-1.37303 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,24),(17,26),-0.930019 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,27),-0.801877 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,28),-1.42809 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,26),(17,27),-0.847065 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,28),-0.839602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,27),(17,28),-1.77965 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.266343 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),-0.486031 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,14),-1.14058 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,13),-1.52636 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,12),-0.731408 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,11),-0.719828 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,10),-1.12554 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,9),-0.666615 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,8),-0.742906 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,7),-1.432 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,6),-0.584677 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,5),-0.819967 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,4),-0.804762 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,3),-0.832661 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,2),-0.324507 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,1),-0.492277 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-1.09439 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),-0.777938 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,14),-0.815753 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,13),-0.901849 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,12),-0.988464 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,11),-0.989108 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,10),-1.33643 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,9),-0.646198 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,8),-0.832133 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,7),-1.47203 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,6),-1.08732 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,5),-0.806136 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,4),-1.18438 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,3),-0.513627 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,2),-1.50174 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,1),-1.4831 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.886804 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,14),-0.994417 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,13),-1.15034 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,12),-1.23293 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,11),-1.2598 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,10),-1.4069 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,9),-1.0225 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,8),-1.21748 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,7),-1.98347 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,6),-1.3706 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,5),-1.16044 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,4),-1.541 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,3),-0.897971 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,2),-1.91644 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,1),-1.9233 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,-1),-0.734429 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,14),(17,13),-0.621095 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,12),-0.980044 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,11),-0.969761 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,10),-1.26609 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,9),-0.94595 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,8),-1.2305 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,7),-1.56071 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,6),-1.12934 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,5),-1.16836 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,4),-1.42231 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,3),-0.992284 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,2),-1.05175 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,1),-1.08313 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,-1),-1.1936 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,13),(17,12),-0.883936 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,11),-0.956034 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,10),-1.37594 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,9),-0.661016 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,8),-0.482312 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,7),-1.88708 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,6),-0.98797 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,5),-0.374675 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,4),-1.48355 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,3),-0.387747 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,2),-1.17331 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,1),-1.16727 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,-1),-1.45626 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,12),(17,11),-0.765644 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,10),-1.17987 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,9),-0.995365 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,8),-1.01925 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,7),-0.950398 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,6),-1.53716 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,5),-1.0338 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,4),-1.71552 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,3),-0.853122 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,2),-1.35622 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,1),-1.37708 # DEPENDENCYPART_NEXTSIBL
(17,12),(17,-1),-0.442809 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,11),(17,10),-0.511056 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,9),-0.930613 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,8),-1.10452 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,7),-1.05236 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,6),-1.14239 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,5),-1.19771 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,4),-1.54648 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,3),-1.12652 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,2),-1.40816 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,1),-1.48146 # DEPENDENCYPART_NEXTSIBL
(17,11),(17,-1),-0.980318 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,10),(17,9),-0.766051 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,8),-1.33333 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,7),-1.3255 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,6),-1.20001 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,5),-1.42987 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,4),-1.76195 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,3),-1.30152 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,2),-1.49957 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,1),-1.48045 # DEPENDENCYPART_NEXTSIBL
(17,10),(17,-1),-1.07814 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,9),(17,8),-0.799661 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,7),-0.902862 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,6),-1.02313 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,5),-1.15325 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,4),-1.26077 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,3),-1.01306 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,2),-1.02992 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,1),-1.04181 # DEPENDENCYPART_NEXTSIBL
(17,9),(17,-1),-0.869956 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,8),(17,7),-0.315591 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,6),-0.998238 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,5),-0.94883 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,4),-0.83307 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,3),-1.00891 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,2),-1.04132 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,1),-1.02829 # DEPENDENCYPART_NEXTSIBL
(17,8),(17,-1),-0.870649 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,7),(17,6),-0.983403 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,5),-0.765377 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,4),-1.36682 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,3),-0.588527 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,2),-1.33262 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,1),-1.35487 # DEPENDENCYPART_NEXTSIBL
(17,7),(17,-1),-1.65904 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,6),(17,5),-0.510419 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,4),-1.18769 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,3),-0.811166 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,2),-1.14617 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,1),-1.14616 # DEPENDENCYPART_NEXTSIBL
(17,6),(17,-1),-0.708664 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,5),(17,4),-0.202555 # DEPENDENCYPART_NEXTSIBL
(17,5),(17,3),-0.991161 # DEPENDENCYPART_NEXTSIBL
(17,5),(17,2),-0.964591 # DEPENDENCYPART_NEXTSIBL
(17,5),(17,1),-1.00282 # DEPENDENCYPART_NEXTSIBL
(17,5),(17,-1),-1.08062 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,4),(17,3),-0.929016 # DEPENDENCYPART_NEXTSIBL
(17,4),(17,2),-1.26604 # DEPENDENCYPART_NEXTSIBL
(17,4),(17,1),-1.39405 # DEPENDENCYPART_NEXTSIBL
(17,4),(17,-1),-1.0512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,3),(17,2),-0.856943 # DEPENDENCYPART_NEXTSIBL
(17,3),(17,1),-1.09272 # DEPENDENCYPART_NEXTSIBL
(17,3),(17,-1),-0.964036 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,2),(17,1),-0.917908 # DEPENDENCYPART_NEXTSIBL
(17,2),(17,-1),-0.747078 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,1),(17,-1),-0.806222 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,19),-0.436244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),-0.743772 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,22),-0.448939 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,28),-0.629925 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),-0.912399 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,22),-1.19219 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,28),-1.04406 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,20),(18,22),-0.791315 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,28),-1.23666 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,22),(18,28),-0.976483 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,-1),-0.632915 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,20),-0.647277 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,22),-0.429301 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,28),-0.731548 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,20),(19,22),-0.776193 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,28),-1.14201 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,22),(19,28),-0.920645 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,18),-1.16292 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.737517 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,18),(19,-1),-0.80777 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,21),-0.581965 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,22),-0.385741 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,26),-0.686262 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,28),-0.666126 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,22),-0.509745 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,26),-0.91936 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,28),-0.731015 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,22),(20,26),-0.806152 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,28),-0.907804 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,26),(20,28),-0.665298 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.286821 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,18),-1.1924 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-1.04459 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,18),-0.642124 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),-0.789706 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,18),(20,-1),-0.676961 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.256905 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-1.35525 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-0.966542 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.645111 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,26),-0.717289 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,27),-1.22992 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,28),-0.812829 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.791378 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),-0.743028 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-0.718881 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,26),-0.761647 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,27),-0.345741 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,28),-0.861174 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,24),-1.09427 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,25),-1.18006 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,26),-1.17288 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,27),-1.21071 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,28),-1.38065 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,25),-0.88469 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,26),-0.950508 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,27),-0.851468 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,28),-1.37578 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,25),(21,26),-0.818789 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,27),-0.938199 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,28),-1.08169 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,26),(21,27),-0.863909 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,28),-0.695104 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,27),(21,28),-1.86132 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),-0.834929 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,19),-0.393185 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,18),-1.16724 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,16),-0.330573 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,15),-0.548428 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,12),-0.696854 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,11),-0.63362 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,10),-1.18912 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.84051 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,19),-0.761406 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,18),-0.361043 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,16),-0.915343 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,15),-0.915628 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,12),-0.902625 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,11),-1.00897 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,10),-0.909141 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-1.29634 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,19),(21,18),-0.597419 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,16),-1.08159 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,15),-1.09905 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,12),-1.18825 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,11),-1.11851 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,10),-1.30495 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,-1),-1.10826 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,18),(21,16),-0.927984 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,15),-1.06366 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,12),-0.797017 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,11),-0.920965 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,10),-1.17831 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,-1),-0.514092 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,16),(21,15),-0.497894 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,12),-0.854159 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,11),-0.850775 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,10),-1.07094 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,-1),-0.861794 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,15),(21,12),-1.09678 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,11),-1.1195 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,10),-1.13959 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,-1),-0.706704 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,12),(21,11),-0.663092 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,10),-0.996044 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,-1),-0.412317 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,11),(21,10),-0.285198 # DEPENDENCYPART_NEXTSIBL
(21,11),(21,-1),-1.00135 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,10),(21,-1),-0.65526 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,23),-1.3995 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,24),-1.00854 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,25),-0.685932 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,26),-0.493877 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,28),-1.41269 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,24),-1.11887 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,25),-1.20376 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,26),-1.16366 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,28),-1.41915 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,24),(22,25),-0.91935 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,26),-0.959823 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,28),-1.35799 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,25),(22,26),-0.827174 # DEPENDENCYPART_NEXTSIBL
(22,25),(22,28),-1.06273 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,26),(22,28),-0.635606 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-0.491666 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.764442 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,-1),-0.917677 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-1.06946 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,28),-0.531115 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,28),-1.47734 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,-1),-0.646291 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,24),(24,25),-0.82083 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,28),-0.778993 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,25),(24,28),-1.13409 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,23),-1.11039 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.807734 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,23),(24,-1),-0.978205 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,28),-0.794968 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,25),(25,24),-0.922944 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,23),-1.11037 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,-1),-0.805352 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,24),(25,23),-0.211054 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,-1),-1.3464 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,23),(25,-1),-0.978187 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,27),-1.24349 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,28),-0.720005 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,27),(26,28),-1.86948 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,25),-0.593905 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,24),-0.87489 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,23),-0.936061 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,21),-0.346442 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,20),-0.842985 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,19),-0.376313 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,18),-1.20785 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,16),-0.339839 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,15),-0.557254 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,-1),-0.843487 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,25),(26,24),-0.38278 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,23),-0.47453 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,21),-1.02821 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,20),-1.01052 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,19),-1.14217 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,18),-1.32071 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,16),-1.33884 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,15),-1.37983 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,-1),-1.19699 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,24),(26,23),-0.0625186 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,21),-1.02473 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,20),-1.00725 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,19),-1.00404 # DEPENDENCYPART_NEXTSIBL
