# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(5,21),(5,28),-0.797811 # DEPENDENCYPART_NEXTSIBL
(5,21),(5,29),-1.02912 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,22),(5,25),-0.956262 # DEPENDENCYPART_NEXTSIBL
(5,22),(5,27),-0.986491 # DEPENDENCYPART_NEXTSIBL
(5,22),(5,28),-1.00923 # DEPENDENCYPART_NEXTSIBL
(5,22),(5,29),-1.3506 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,25),(5,27),-0.738915 # DEPENDENCYPART_NEXTSIBL
(5,25),(5,28),-0.764823 # DEPENDENCYPART_NEXTSIBL
(5,25),(5,29),-0.820723 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,27),(5,28),-0.520406 # DEPENDENCYPART_NEXTSIBL
(5,27),(5,29),-2.18366 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,28),(5,29),-1.36013 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,2),-0.341703 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.739569 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,2),(5,-1),-0.643291 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,7),-1.37068 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,8),-0.492806 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-0.441573 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),-0.969759 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),-1.12693 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,12),-0.34614 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,15),-0.380798 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,21),-0.522014 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,27),-1.34408 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,29),-1.06682 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,8),-1.58031 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,9),-1.63853 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-1.55554 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-1.29484 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,12),-1.41826 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,15),-1.48488 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,21),-1.51163 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,27),-1.34748 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,29),-1.41665 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,8),(6,9),-1.43561 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,10),-1.32981 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,11),-1.19577 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,12),-1.31135 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,15),-1.41804 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,21),-1.62108 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,27),-0.765865 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,29),-1.18631 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,10),-1.1881 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,11),-1.06867 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,12),-1.2961 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,15),-1.34774 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,21),-1.54613 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,27),-0.897211 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,29),-1.13948 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,11),-0.721321 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,12),-0.975731 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,15),-1.21696 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,21),-1.35982 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,27),-0.706433 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,29),-0.773297 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,12),-0.271517 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,15),-0.715365 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,21),-0.660237 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,27),-0.98335 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,29),-1.12136 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,12),(6,15),-0.837024 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,21),-0.725014 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,27),0.116317 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,29),-0.803474 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,15),(6,21),-1.05549 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,27),-0.431915 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,29),-0.835569 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,21),(6,27),-0.638567 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,29),-0.852541 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,27),(6,29),-2.34384 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,2),-0.319233 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.61759 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,2),(6,-1),-0.592076 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,12),-0.539268 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,29),-0.219601 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,12),(7,29),-0.859629 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,-1),-0.288547 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,8),(8,9),-0.623821 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),-0.895283 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,15),-0.550313 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,29),-0.371501 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,11),-1.05927 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,15),-1.29084 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,29),-1.12146 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,15),-0.359329 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,29),-1.09602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,15),(8,29),-0.992552 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.46649 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.491116 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,-1),-0.419565 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-1.00946 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),-0.926466 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.491269 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,15),-0.538067 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,22),-0.706642 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,29),-0.403655 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-0.507642 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,12),-0.883502 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,15),-1.0385 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,22),-0.48705 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,29),-0.814042 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,12),-0.248181 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,15),-0.386916 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,22),-0.955598 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,29),-1.13027 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,15),-0.795153 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,22),-0.0102146 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,29),-0.868855 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,15),(9,22),-0.201698 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,29),-0.976388 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,22),(9,29),-1.24739 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.261062 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-0.533896 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.462396 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.373262 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.979458 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,-1),-0.473474 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.928144 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.477745 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,14),-0.591107 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,15),-0.578316 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,16),-0.146731 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,21),-0.738545 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,22),-0.70832 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,23),-0.908823 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,24),-0.531507 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,27),-1.19709 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,29),-0.53681 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.233184 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,14),-0.483809 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,15),-0.350206 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,16),-1.00997 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,21),-0.303502 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,22),-0.982137 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,23),-0.985944 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,24),-0.631557 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,27),-0.849366 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,29),-1.22959 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,14),-0.832865 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,15),-0.780339 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,16),-0.484142 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,21),-0.676799 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,22),-0.0206575 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,23),-0.323866 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,24),-0.672014 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,27),0.161607 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,29),-0.78216 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,14),(10,15),-0.901492 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,16),-1.09284 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,21),-1.26289 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,22),-0.774671 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,23),-1.17696 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,24),-1.33392 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,27),-0.872598 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,29),-1.01946 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,15),(10,16),-0.526663 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,21),-0.934215 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,22),-0.289775 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,23),-0.747486 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,24),-0.978728 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,27),-0.29356 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,29),-0.864343 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,16),(10,21),-0.670692 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,22),-0.585228 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,23),-0.514383 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,24),-0.803837 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,27),-0.247269 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,29),-0.756884 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,21),(10,22),-0.487043 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,23),-0.941514 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,24),-0.956084 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,27),-0.508683 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,29),-0.905447 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,22),(10,23),-0.184717 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,24),-0.313978 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,27),-0.910267 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,29),-1.34671 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,23),(10,24),-0.365271 # DEPENDENCYPART_NEXTSIBL
(10,23),(10,27),-1.2769 # DEPENDENCYPART_NEXTSIBL
(10,23),(10,29),-1.7994 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,24),(10,27),-0.668198 # DEPENDENCYPART_NEXTSIBL
(10,24),(10,29),-0.393597 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,27),(10,29),-2.2598 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.477742 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.47627 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.823738 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-0.489454 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,2),-0.37409 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,1),-0.661397 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.396363 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),0.00411455 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.890347 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-0.806776 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,2),-1.2195 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,1),-1.39147 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-1.25483 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.653013 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),-0.935405 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,2),-1.22803 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,1),-1.54487 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-1.2175 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.729132 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,2),-1.45959 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,1),-1.62837 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-0.61856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,2),-1.02554 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,1),-1.29085 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,-1),-0.931753 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,2),(10,1),-0.590967 # DEPENDENCYPART_NEXTSIBL
(10,2),(10,-1),-0.59593 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,1),(10,-1),-0.483995 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.507502 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,29),-0.0888428 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,29),-0.800832 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,-1),-0.000912239 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,12),(12,13),-1.10996 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.319613 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),-0.315549 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),-0.459286 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),-0.83037 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,18),-0.739039 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,19),-1.09503 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,20),-0.165011 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,21),-0.462674 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,22),-0.780681 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,23),-0.868265 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,24),-0.242981 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,25),-0.457439 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,26),0.224667 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,27),-1.35623 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,28),-0.666909 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,29),-0.827443 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-1.23787 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,15),-1.24949 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-1.20374 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-1.46791 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,18),-1.45152 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,19),-1.26497 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,20),-1.27665 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,21),-1.3025 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,22),-1.17391 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,23),-1.48441 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,24),-1.25005 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,25),-1.08415 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,26),-1.26864 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,27),-1.31622 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,28),-1.40511 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,29),-1.28595 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,15),-0.780692 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,16),-1.16039 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-1.15327 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,18),-1.22228 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,19),-0.971327 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,20),-1.19841 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,21),-1.13862 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,22),-0.87661 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,23),-1.11879 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,24),-1.20226 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,25),-1.08945 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,26),-1.26623 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,27),-0.943371 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,28),-1.02624 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,29),-1.00094 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),-0.598543 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,17),-0.77944 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,18),-0.793804 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,19),-0.60606 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,20),-0.819021 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,21),-0.812662 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,22),-0.394432 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,23),-0.692035 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,24),-0.849787 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,25),-0.524563 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,26),-0.963303 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,27),-0.367051 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,28),-0.623985 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,29),-0.847282 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.905817 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,18),-0.800265 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,19),-0.861959 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,20),-0.716752 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,21),-0.6639 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,22),-0.645694 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,23),-0.60991 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,24),-0.790075 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,25),-0.71051 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,26),-0.754803 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,27),-0.418383 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,28),-1.21832 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,29),-0.958087 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,18),-1.36315 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,19),-1.13143 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,20),-1.26019 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,21),-1.2801 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,22),-1.30801 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,23),-1.42654 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,24),-1.34615 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,25),-1.20391 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,26),-1.37424 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,27),-1.19116 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,28),-1.21249 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,29),-0.473101 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,19),-0.818798 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,20),-1.24953 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,21),-1.35933 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,22),-1.24263 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,23),-1.1339 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,24),-1.38667 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,25),-1.19287 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,26),-1.42164 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,27),-1.25949 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,28),-1.11212 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,29),-0.80185 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,19),(12,20),-1.04208 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,21),-1.15706 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,22),-1.03498 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,23),-1.18046 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,24),-1.24047 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,25),-1.03382 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,26),-1.18822 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,27),-0.996493 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,28),-1.0094 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,29),-1.13459 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,20),(12,21),-1.0307 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,22),-1.14035 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,23),-1.18114 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,24),-1.12938 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,25),-1.00057 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,26),-1.20543 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,27),-1.11128 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,28),-1.06436 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,29),-0.92572 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,21),(12,22),-0.587899 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,23),-0.882187 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,24),-0.82334 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,25),-0.585312 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,26),-0.891913 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,27),-0.578298 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,28),-0.705851 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,29),-0.88201 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,22),(12,23),-0.207955 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,24),-0.550117 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,25),-1.02007 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,26),-0.89667 # DEPENDENCYPART_NEXTSIBL
