# _root_ `` Most of the action was during the night session , '' said Michael Moore , trading manager at Continental Bank .
#goldHeads=6,6,2,5,3,13,6,10,10,7,6,6,0,15,13,15,18,15,18,21,19,13,
#predictedHeads=13,6,2,5,3,13,6,10,10,7,13,13,0,15,13,15,18,15,18,21,19,13,
(3,5),(5,5),(5,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,1),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.170955 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,3),0.119683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,4),(5,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,1),-0.0644561 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,-1),-0.0928669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,3),(5,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,-1),-0.0927878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,2),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,2),(5,-1),-0.0572725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,1),(5,-1),-0.0919906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,7),-0.0728478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,8),-0.0545125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,9),0.00339211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,10),0.000627752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,11),-0.109526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,12),-0.0521462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,13),-0.0584446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,15),-0.0467376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,16),-0.109526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,18),0.000628618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,19),-0.0777172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,22),-0.0461162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,23),-0.0101797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,7),(6,8),-0.0421251 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,9),-0.0459215 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,10),-0.0459137 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,11),-0.00810792 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,12),-0.0411252 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,13),-0.052947 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,15),-0.0420653 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,16),-0.00810792 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,18),-0.0459137 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,19),-0.0448944 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,22),-0.0470462 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,23),-0.0291779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,8),(6,9),-0.042024 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,10),-0.042024 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,11),-0.042459 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,16),-0.042459 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,18),-0.042024 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,19),-0.0422405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,23),-0.0496225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,9),(6,10),-0.0508604 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,11),-0.0359371 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,12),-0.0503956 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,13),-0.0388595 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,15),-0.0346641 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,16),-0.0359371 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,18),-0.0508685 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,19),-0.0150303 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,22),-0.0494817 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,23),-0.0777514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,10),(6,11),-0.0359371 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,12),-0.0503956 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,13),-0.0388595 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,15),-0.0346641 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,16),-0.0359371 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,18),-0.0528315 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,19),-0.0108178 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,22),-0.0494817 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,23),-0.0791336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,11),(6,12),-0.0274625 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,13),-0.0290893 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,15),-0.0449342 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,16),-0.0424295 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,18),-0.0565932 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,19),-0.0422499 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,23),-0.0621916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,12),(6,13),-0.0355697 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,15),-0.0420702 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,16),-0.0438144 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,18),-0.0507658 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,19),-0.0595246 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,23),-0.0565792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,13),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,16),-0.0228809 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,18),-0.0432199 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,19),-0.0442321 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,22),-0.0421956 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,23),-0.0728649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,15),(6,16),-0.0468332 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,18),-0.0385211 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,19),-0.0291656 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,22),-0.0423777 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,23),-0.0411094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,16),(6,18),-0.0565932 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,19),-0.0422499 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,23),-0.0621916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,18),(6,19),-0.0108178 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,18),(6,22),-0.0494817 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,18),(6,23),-0.0791407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,19),(6,22),-0.0470475 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,19),(6,23),-0.0529291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,22),(6,23),-0.0697468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,5),0.121635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,4),0.109838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,3),0.0452474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,6),(6,2),-0.0641479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,1),-0.0641478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,-1),-0.175625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,5),(6,4),0.0939831 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,3),0.094178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,5),(6,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,1),-0.064157 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,-1),-0.0478609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,3),0.10236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,-1),-0.111693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,3),(6,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,1),-0.0641478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,-1),-0.046421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,2),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,2),(6,-1),-0.0510937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,1),(6,-1),-0.0534635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,8),-0.0560487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,9),-0.0427978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,10),-0.0366756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,11),-0.0602313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,12),-0.0504883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,13),-0.0398951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,15),-0.11447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,16),-0.0602313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,18),-0.0426571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,19),-0.0493764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,23),0.146671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,8),(7,9),-0.0421412 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,10),-0.0421412 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,11),-0.0438876 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,16),-0.0438876 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,18),-0.0421412 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,19),-0.0422855 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,23),-0.0528797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,9),(7,10),-0.0468097 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,11),-0.0530365 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,12),-0.0434826 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,13),-0.0382756 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,15),-0.0336336 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,16),-0.0530365 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,18),-0.0468097 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,19),-0.0493949 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,23),-0.113311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,10),(7,11),-0.0530361 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,12),-0.0434826 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,13),-0.0382756 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,15),-0.0336336 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,16),-0.0530361 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,18),-0.0468097 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,19),-0.0493949 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,23),-0.106835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,11),(7,12),-0.0444306 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,13),-0.0479923 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,15),-0.0420981 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,16),-0.0426417 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,18),-0.0440272 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,19),-0.0175192 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,23),-0.0404661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,12),(7,13),-0.0421624 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,15),-0.0423669 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,16),-0.04207 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,18),-0.0420297 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,19),-0.0422014 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,23),-0.0562088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,13),(7,15),-0.042013 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,16),-0.0335312 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,18),-0.0420171 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,19),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,23),-0.0718466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,15),(7,16),-0.0493075 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,18),-0.0421312 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,19),-0.042927 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,23),-0.055327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,16),(7,18),-0.0440272 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,19),-0.0175192 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,23),-0.0404661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,18),(7,19),-0.0493949 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,18),(7,23),-0.113171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,19),(7,23),-0.0128161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.102132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.0886044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,2),-0.0642296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),-0.0446419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.0692604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,-1),-0.0648691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,2),(7,-1),-0.0155833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,11),-0.0860429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,12),-0.039665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,13),-0.0715887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,14),-0.0942809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,15),-0.0942809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,16),-0.0860429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,17),-0.0765961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,18),-0.0817087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,19),-0.0538225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,21),-0.0962582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,23),0.301212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,11),(10,12),-0.0197448 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,13),0.0104214 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,14),-0.0140215 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,15),-0.0142336 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,16),-0.0634417 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,17),-0.0130096 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,18),-0.0109589 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,19),-0.104441 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,21),-0.0120983 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,23),-0.0654685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,12),(10,13),-0.0238284 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,14),-0.0478863 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,15),-0.0478863 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,16),-0.0486107 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,17),-0.0546022 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,18),-0.0546022 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,19),-0.029183 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,21),-0.0478863 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,23),-0.0696338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,13),(10,14),-0.0453214 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,15),-0.0453214 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,16),-0.0151644 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,17),-0.0424648 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,18),-0.0424648 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,19),-0.0440208 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,21),-0.0453214 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,23),-0.0354175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,14),(10,15),-0.0484189 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,16),-0.0367991 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,17),-0.0452684 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,18),-0.0452684 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,19),-0.0323585 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,21),-0.0484189 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,23),0.00211229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,15),(10,16),-0.0367319 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,17),-0.0452684 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,18),-0.0452684 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,19),-0.0323585 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,21),-0.0484189 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,23),0.00183298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,16),(10,17),-0.0130096 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,18),-0.0109589 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,19),-0.104441 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,21),-0.0120983 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,23),-0.0654685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,17),(10,18),-0.0553248 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,19),-0.026112 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,21),-0.0455578 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,23),-0.0541589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,18),(10,19),-0.02578 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,21),-0.0455575 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,23),-0.0578879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,19),(10,21),-0.0203747 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,19),(10,23),-0.0492925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,21),(10,23),0.00118709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,9),0.0824786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,8),0.116843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,7),0.0743494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,6),0.102045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,5),0.0726717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,4),0.116843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,3),0.0887578 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,1),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,-1),-0.173655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,9),(10,8),0.0398739 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,7),0.099167 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,6),0.102429 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,5),0.0910094 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,4),0.0398739 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,3),0.0991438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,9),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,1),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,-1),-0.0173658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,7),0.121574 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,6),0.10301 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,5),0.0841506 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,4),0.112653 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,3),0.119683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,1),-0.0644561 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,-1),-0.0892913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,6),0.103066 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,5),0.105153 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,4),0.102082 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,3),0.102242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
