# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(5,9),(9,5),(9,1),-0.0641969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,-1),-0.104358 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,4),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,2),-0.0646785 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,1),-0.0642079 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,-1),-0.0923621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,3),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,1),-0.0641534 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,-1),-0.0702616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,2),(9,1),-0.0641662 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,2),(9,-1),0.00866867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,1),(9,-1),-0.0661121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,11),-0.0239967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,12),-0.0345739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,13),-0.0334596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,15),-0.0345739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,16),-0.0434711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,17),-0.0514559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,28),-0.0790122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,11),(10,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,13),-0.0420364 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,16),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,17),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,28),-0.0239712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,12),(10,13),-0.0424135 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,15),-0.042038 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,16),-0.0427896 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,17),-0.0420416 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,28),-0.0298939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,13),(10,15),-0.0421998 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,16),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,17),-0.0420322 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,28),-0.0383959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,15),(10,16),-0.0427896 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,17),-0.0420416 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,28),-0.0299802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,16),(10,17),-0.0417357 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,28),-0.0436677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,17),(10,28),-0.0534219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,8),0.101732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,7),0.10297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,2),-0.0641476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,-1),-0.0697599 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,8),(10,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,-1),-0.0654924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,7),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,-1),-0.0646696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,2),(10,-1),-0.0649437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,12),-0.0453828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,13),-0.045683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,28),0.0706463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,12),(11,13),-0.0420785 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,28),-0.0463646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,13),(11,28),-0.0438813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,10),0.101911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,9),0.102331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,8),0.0974471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,7),0.112449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,2),-0.0641536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,1),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,-1),-0.0148706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,10),(11,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,7),0.103054 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,2),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,-1),-0.0652211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,9),(11,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,-1),-0.0652702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,8),(11,7),0.10306 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,-1),-0.0768553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,7),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,7),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,7),(11,-1),-0.0509124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,2),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,2),(11,-1),-0.097885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,1),(11,-1),-0.0350047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,13),-0.0375215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,14),-0.0203077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,15),-0.0729106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,16),0.0469665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,17),-0.0387368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,18),-0.0431874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,19),-0.0272587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,21),-0.0588181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,22),-0.0221485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,24),-0.0588078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,25),-0.021729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,27),-0.0442102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,28),0.0334403 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,13),(12,14),-0.0423069 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,15),-0.0436503 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,16),-0.0312506 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,17),-0.0175343 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,18),-0.0371428 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,19),-0.0423061 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,21),-0.0445679 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,22),-0.038119 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,24),-0.0445679 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,25),-0.0375634 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,27),-0.0420192 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,28),-0.114043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,14),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,16),-0.047359 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,17),-0.0430353 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,18),-0.0266644 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,19),-0.038104 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,21),-0.0423139 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,24),-0.042313 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,25),-0.026614 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,27),-0.0426336 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,28),-0.0618531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,15),(12,16),-0.056724 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,17),-0.0433976 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,18),-0.0433888 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,21),-0.0421851 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,22),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,24),-0.0421851 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,25),-0.0434393 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,28),-0.0278875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,16),(12,17),0.0499478 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,18),-0.0506444 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,19),-0.0488738 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,21),-0.022436 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,22),-0.0467788 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,24),-0.022436 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,25),-0.0510753 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,28),-0.0794788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,17),(12,18),-0.0611634 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,19),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,21),-0.0452921 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,22),-0.0427321 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,24),-0.0452921 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,25),-0.0635294 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,28),0.139203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,18),(12,19),-0.0423078 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,21),-0.0443786 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,22),-0.0383696 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,24),-0.0443786 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,25),-0.0372998 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,27),-0.0420165 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,28),-0.109401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,19),(12,21),-0.0423139 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,24),-0.042313 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,25),-0.0266137 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,27),-0.0426336 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,28),-0.0681147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,21),(12,22),-0.042034 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,24),-0.0411312 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,25),-0.0408415 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,27),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,28),-0.020278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,22),(12,24),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,22),(12,25),-0.0422519 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,22),(12,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,22),(12,28),-0.0226301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,24),(12,25),-0.0408415 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,24),(12,27),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,24),(12,28),-0.0202715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,25),(12,27),-0.0420165 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,25),(12,28),-0.108224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,27),(12,28),-0.0459437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,11),0.152801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,10),0.0981323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,9),0.0984875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,8),0.088719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,7),0.0491678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,6),0.0805175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,4),-0.0641501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,3),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,2),-0.0651866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,-1),-0.0447629 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,11),(12,10),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,9),0.103057 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,8),0.100262 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,7),0.0962812 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,6),0.101309 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,-1),-0.0178092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,10),(12,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,8),0.103062 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,-1),-0.0673515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,9),(12,8),0.103064 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,6),0.103039 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,-1),-0.0726125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,8),(12,7),0.104075 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,8),(12,6),0.102864 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,8),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,8),(12,3),-0.064146 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,8),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,8),(12,-1),-0.0889235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,7),(12,6),0.102619 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,7),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,7),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,7),(12,2),-0.0641504 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,7),(12,-1),-0.104134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,6),(12,4),-0.0641681 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,6),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,6),(12,2),-0.0644111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,6),(12,-1),-0.0566805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,4),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,4),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,4),(12,-1),-0.0773632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,3),(12,2),-0.0641504 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,3),(12,-1),-0.100864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,2),(12,-1),-0.0299551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,13),(13,14),-0.0157506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,15),-0.00375271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,16),-0.0976985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,17),-0.0547551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,18),-0.0395153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,19),-0.0115101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,22),-0.0368445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,27),-0.0420282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,28),-0.210607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,14),(13,15),-0.0434521 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,16),-0.0376014 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,17),-0.0445804 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,18),-0.0392309 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,19),-0.0440359 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,22),-0.0427807 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,28),-0.0145071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,15),(13,16),-0.0569461 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,17),-0.0200905 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,18),-0.0514692 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,19),-0.0432546 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,22),-0.0422008 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,27),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,28),-0.00100127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,16),(13,17),-0.0207979 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,18),-0.0288683 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,19),-0.0422704 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,22),-0.0280035 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,28),0.031277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,17),(13,18),-0.0363737 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,19),-0.0420286 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,22),-0.0423082 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,28),-0.0793132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,18),(13,19),-0.0427906 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,22),-0.043564 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,28),-0.0591581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,19),(13,22),-0.0427807 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,28),-0.0117439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,22),(13,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,22),(13,28),-0.0671235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,27),(13,28),-0.0452124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,13),(13,12),0.136133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,11),0.0277487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,10),0.102947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,1),-0.0644077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,-1),0.00184548 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,12),(13,11),0.103062 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,10),0.103068 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,-1),-0.0459606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,11),(13,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,1),-0.064146 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,-1),-0.138697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,10),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,-1),-0.0646719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,1),(13,-1),-0.0527696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,16),0.0458593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,17),-0.0387507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,18),-0.0425454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,19),-0.0299165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,21),-0.0575871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,22),-0.0221485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,24),-0.0575768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,25),-0.021087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
