# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(4,9),(9,11),(9,18),-0.0427302 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,19),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,20),-0.0438028 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,21),-0.00782372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,12),(9,13),-0.0423371 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,14),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,18),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,21),-0.0386119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,13),(9,14),-0.0369495 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,15),-0.0326065 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,16),-0.0465653 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,18),-0.0369495 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,19),-0.04528 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,20),-0.0437506 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,21),-0.00584414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,14),(9,15),-0.0264735 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,16),-0.0403212 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,18),-0.0482282 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,19),-0.0444085 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,20),-0.0438337 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,21),-0.0079349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,15),(9,16),-0.0481025 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,18),-0.0449127 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,19),-0.0336371 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,21),-0.0342977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,16),(9,18),-0.0405782 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,19),-0.0387866 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,21),-0.0493643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,18),(9,19),-0.0444085 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,18),(9,20),-0.0438337 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,18),(9,21),-0.0065143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,19),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,19),(9,21),-0.0607583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,20),(9,21),-0.0512997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,8),0.148363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,7),0.113441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,6),0.089601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,5),0.206473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,4),0.109768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,9),(9,3),-0.0654593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,1),-0.0644541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,-1),-0.172676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,8),(9,7),0.104544 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,6),0.106283 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,5),0.107573 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,4),0.102619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,8),(9,3),-0.0641546 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,1),-0.0643819 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,-1),-0.0280186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,7),(9,6),0.102959 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,5),0.102493 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,4),0.107341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,7),(9,3),-0.0646985 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,1),-0.064156 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,-1),-0.0680906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,6),(9,5),0.0934872 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,4),0.102817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,6),(9,3),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,1),-0.0670993 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,-1),-0.0657428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,5),(9,4),0.102931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,5),(9,3),-0.0642236 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,1),-0.0642759 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,-1),0.00950406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,4),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,1),-0.0641537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,-1),-0.0599436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,3),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,3),(9,1),-0.0642759 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,3),(9,-1),0.00957362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,2),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,2),(9,-1),-0.0680044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,1),(9,-1),-0.0599597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,19),(19,20),-0.04223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,21),-0.0999642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,19),(19,20),(19,21),-0.0512667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,19),(19,18),0.203405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,17),0.105613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,16),0.10581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,15),0.0900889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,14),0.203368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,13),0.110417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,12),0.105613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,11),0.120458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,10),0.0927874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,9),0.102479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,8),0.151139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,7),0.113442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,6),0.0900889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,5),0.203368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,4),0.109905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,19),(19,19),(19,3),-0.0654422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,1),-0.0644541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,19),(19,-1),-0.161121 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,19),(19,18),(19,17),0.102931 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,16),0.102004 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,15),0.104863 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,14),0.0861406 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,13),0.1017 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,12),0.102931 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,11),0.100483 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,10),0.101343 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,9),0.101662 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,8),0.0973624 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,7),0.103816 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,6),0.104863 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,5),0.0861406 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,4),0.102931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,18),(19,3),-0.0642236 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,1),-0.0642759 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,18),(19,-1),0.00657589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,17),(19,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,14),0.103055 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,7),0.104277 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,5),0.103055 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,4),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,17),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,1),-0.0641537 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,17),(19,-1),-0.0638612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,16),(19,15),0.0970769 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,14),0.102546 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,13),0.102943 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,11),0.103048 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,9),0.103057 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,8),0.108403 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,7),0.102931 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,6),0.0970769 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,5),0.102546 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,4),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,16),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,16),(19,-1),-0.0642275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,15),(19,14),0.0941286 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,13),0.102243 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,11),0.107665 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,10),0.102555 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,9),0.113086 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,8),0.1044 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,7),0.102408 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,6),0.102951 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,5),0.0941286 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,4),0.102817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,15),(19,3),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,1),-0.0670993 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,15),(19,-1),-0.0657428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,14),(19,13),0.1017 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,12),0.102931 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,11),0.100483 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,10),0.101343 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,9),0.101662 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,8),0.0973624 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,7),0.103816 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,6),0.104863 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,5),0.0861406 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,4),0.102931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,14),(19,3),-0.0642236 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,1),-0.0642759 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,14),(19,-1),0.00651408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,13),(19,12),0.103068 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,10),0.10284 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,7),0.102084 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,6),0.101599 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,5),0.102859 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,4),0.103068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,13),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,13),(19,-1),-0.0578626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,12),(19,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,7),0.104277 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,5),0.10306 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,4),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,12),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,1),-0.0641537 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,12),(19,-1),-0.0638603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,11),(19,10),0.103045 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,11),(19,9),0.102806 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,11),(19,8),0.102573 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,11),(19,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,11),(19,6),0.105016 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,11),(19,5),0.102921 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,11),(19,4),0.102118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,11),(19,3),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,11),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,11),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,11),(19,-1),-0.0475084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,10),(19,9),0.103066 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,10),(19,8),0.0994811 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,10),(19,7),0.104488 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,10),(19,6),0.0983912 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,10),(19,5),0.106904 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,10),(19,4),0.103041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,10),(19,3),-0.0651325 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,10),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,10),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,10),(19,-1),-0.0786331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,9),(19,8),0.10289 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,9),(19,7),0.102344 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,9),(19,6),0.105521 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,9),(19,5),0.102462 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,9),(19,4),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,9),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,9),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,9),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,9),(19,-1),-0.0541347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,8),(19,7),0.10466 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,8),(19,6),0.106337 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,8),(19,5),0.107559 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,8),(19,4),0.102619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,8),(19,3),-0.0641636 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,8),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,8),(19,1),-0.0643819 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,8),(19,-1),-0.0251574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,7),(19,6),0.102959 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,7),(19,5),0.102484 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,7),(19,4),0.107341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,7),(19,3),-0.0646985 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,7),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,7),(19,1),-0.064156 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,7),(19,-1),-0.0680946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,6),(19,5),0.0941286 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,6),(19,4),0.102817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,6),(19,3),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,6),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,6),(19,1),-0.0670993 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,6),(19,-1),-0.0657428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,5),(19,4),0.102931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,5),(19,3),-0.0642236 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,5),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,5),(19,1),-0.0642759 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,5),(19,-1),0.00651408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,4),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,4),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,4),(19,1),-0.0641537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,19),(19,4),(19,-1),-0.059807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,19),(19,3),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,3),(19,1),-0.0642759 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,3),(19,-1),0.00658364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,2),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,19),(19,2),(19,-1),-0.0673964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,19),(19,1),(19,-1),-0.0590875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,1),(1,2),0.101807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,3),0.0803605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,4),0.082395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,5),-0.0795837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,1),(1,1),(1,6),-0.0644771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,8),-0.0701774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,9),-0.0716484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,10),-0.0644364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,11),-0.0660081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,15),-0.0644771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,16),-0.0647043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,19),-0.0713908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,21),0.0395254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,2),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,21),-0.0657835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,3),(1,4),0.103066 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,3),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
