# _root_ George M. Salem , analyst at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''
#goldHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
#predictedHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
(1,5),(5,14),(5,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,19),-0.0432849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,15),(5,16),-0.0420233 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,15),(5,17),-0.0420912 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,15),(5,18),-0.0420475 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,15),(5,19),-0.00192488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,16),(5,17),-0.0420281 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,16),(5,18),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,16),(5,19),-0.0442048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,17),(5,18),-0.0422066 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,17),(5,19),-0.0432042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,18),(5,19),-0.0270939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,4),0.0909505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,3),0.134602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,2),0.134645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,1),0.134645 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,5),(5,-1),0.00775786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,4),(5,3),0.0703444 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,2),0.070345 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,1),0.070345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,4),(5,-1),-0.0493037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,3),(5,2),0.123661 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,3),(5,1),0.12366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,3),(5,-1),-0.0445112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,2),(5,1),0.12366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,2),(5,-1),-0.0445113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,1),(5,-1),-0.0445118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,7),0.0689406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,8),0.0681394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,9),0.0668259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,10),-0.0397756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,11),-0.0831988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,13),-0.088158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,14),-0.032814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,15),-0.0312311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,16),-0.0331654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,17),-0.0420115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,18),-0.0466443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,19),-0.170443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,7),(6,8),-0.0481042 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,9),-0.0481 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,10),-0.0288647 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,11),-0.0421108 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,13),-0.0430273 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,14),-0.0420609 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,15),-0.0424508 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,16),-0.0426505 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,17),-0.0425719 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,18),-0.0435652 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,19),0.0642356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,8),(6,9),-0.0481099 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,10),-0.0288647 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,11),-0.0421108 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,13),-0.0430273 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,14),-0.0420609 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,15),-0.0424508 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,16),-0.0426505 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,17),-0.0425719 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,18),-0.0435652 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,19),0.0635131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,9),(6,10),-0.028872 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,11),-0.0421108 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,13),-0.0430273 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,14),-0.0420609 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,15),-0.0424508 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,16),-0.0426505 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,17),-0.0425719 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,18),-0.0435652 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,19),0.0621574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,10),(6,11),-0.0422457 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,13),-0.0428366 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,14),-0.0420676 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,15),-0.0472463 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,16),-0.0425695 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,18),-0.0469405 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,19),-0.00457894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,11),(6,13),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,18),-0.0420285 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,19),-0.0827736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,13),(6,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,15),-0.0420191 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,16),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,18),-0.0421307 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,19),-0.0853805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,14),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,16),-0.0425874 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,18),-0.0421237 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,19),-0.0424532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,15),(6,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,18),-0.042282 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,19),-0.0337159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,16),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,18),-0.0420196 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,19),-0.0318478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,17),(6,18),-0.043053 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,19),-0.0420114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,18),(6,19),-0.041115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,5),0.119206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,4),0.122057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,-1),-0.0634662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,5),(6,4),0.102231 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,-1),-0.0622667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,-1),0.00149146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,8),(8,9),-0.13303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,10),0.0788705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,11),-0.0350443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,12),-0.0287924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,13),-0.0474373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,14),-0.0341211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,15),-0.0457475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,16),-0.0701473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,17),0.0348079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,18),-0.0219426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,19),0.117365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,9),(8,10),-0.00758181 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,11),-0.042126 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,12),-0.0164168 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,13),-0.0433907 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,14),-0.0488249 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,15),-0.0466322 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,16),-0.0474648 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,17),-0.0373563 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,18),-0.0493788 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,19),0.0128513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,10),(8,11),-0.0421802 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,12),-0.0474315 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,13),-0.0326515 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,14),-0.04365 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,15),-0.0510309 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,16),-0.036202 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,17),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,18),-0.0419973 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,19),-0.0852548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,11),(8,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,13),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,17),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,18),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,11),(8,19),-0.0418776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,12),(8,13),-0.0420333 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,12),(8,14),-0.0421678 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,12),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,12),(8,16),-0.0420198 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,12),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,12),(8,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,12),(8,19),-0.0329299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,13),(8,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,15),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,16),-0.0420189 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,17),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,18),-0.0421889 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,13),(8,19),-0.0383481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,14),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,16),-0.0429596 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,18),-0.0445535 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,14),(8,19),-0.0430791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,15),(8,16),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,15),(8,17),-0.042039 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,15),(8,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,15),(8,19),-0.0598816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,16),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,16),(8,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,16),(8,19),-0.0482612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,17),(8,18),-0.0492035 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,17),(8,19),0.0756916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,18),(8,19),-0.056412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,8),(8,7),0.201316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,6),0.183788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,5),0.0905072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,4),0.117363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,3),0.201316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,2),0.203798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,1),0.200097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,8),(8,-1),0.143448 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,7),(8,6),0.0992618 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,5),0.0972809 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,4),0.0855632 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,3),0.0904301 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,2),0.0892659 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,7),(8,1),0.09043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,7),(8,-1),-0.012103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,6),(8,5),0.101528 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,6),(8,4),0.115228 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,6),(8,3),0.103213 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,6),(8,2),0.103213 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,6),(8,1),0.103213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,6),(8,-1),-0.0348476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,5),(8,4),0.102177 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,5),(8,3),0.0987543 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,5),(8,2),0.0987543 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,5),(8,1),0.0987543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,5),(8,-1),-0.078639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,4),(8,3),0.0782654 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,4),(8,2),0.0782654 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,4),(8,1),0.0782654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,4),(8,-1),-0.013867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,3),(8,2),0.0892659 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,3),(8,1),0.09043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,3),(8,-1),-0.012103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,2),(8,1),0.0917851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,2),(8,-1),-0.0121396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,1),(8,-1),-0.0121577 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,10),(10,19),0.0807736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,10),(10,-1),0.0145577 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,2),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,3),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,4),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,5),-0.0654721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,6),-0.0722476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,8),-0.0791487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,10),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,19),0.146525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,3),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,4),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,5),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,6),-0.0642552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,8),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,10),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,19),-0.00312045 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,4),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,5),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,6),-0.0642552 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,8),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,10),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,19),-0.00308386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,4),(1,5),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,6),-0.0643426 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,8),-0.0700439 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,10),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,19),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,5),(1,6),-0.0642738 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,8),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,10),-0.0647451 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,19),-0.0763341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,6),(1,8),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,10),-0.0645764 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,19),-0.0342791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,8),(1,10),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,19),-0.00865517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,10),(1,19),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.134741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),0.0775718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),-0.0233379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),-0.0216386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),-0.128911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,8),-0.129605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,9),-0.128826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,10),0.0775718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,11),-0.0350434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,13),-0.0474373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,14),-0.0341211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,15),-0.0457475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,16),-0.0701452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,17),0.0348079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,18),-0.0219367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,19),0.125667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.152991 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),-0.0650739 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),0.0970582 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,8),0.0975679 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,9),0.0952044 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,10),-0.0473772 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,11),-0.0421725 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,13),-0.0326515 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,14),-0.04365 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,15),-0.0510309 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,16),-0.036202 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,17),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,18),-0.0419973 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,19),-0.0851788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.0441585 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,7),-0.0440228 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,8),-0.0440228 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,9),-0.0440228 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,10),-0.0759621 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,11),-0.0420575 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,13),-0.0420172 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,15),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,16),-0.0420576 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,17),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,18),-0.0420237 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,19),-0.112671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,7),-0.0365863 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,8),-0.03663 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,9),-0.0365865 # DEPENDENCYPART_GRANDSIBL
