# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
(20,17),(20,23),0.0105332 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0121717 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.00674245 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.012511 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.00402677 # DEPENDENCYPART_SIBL
(20,17),(20,28),0.03202 # DEPENDENCYPART_SIBL
(20,17),(20,31),-0.0121744 # DEPENDENCYPART_SIBL
(20,17),(20,38),-0.0505041 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0603995 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0740922 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0240914 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0545712 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0458683 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.090517 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0446977 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.057256 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.104146 # DEPENDENCYPART_SIBL
(20,18),(20,31),0.0468465 # DEPENDENCYPART_SIBL
(20,18),(20,38),0.0622671 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0740145 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0310821 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0466106 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0433804 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0821091 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0422099 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0481976 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.103857 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.0443586 # DEPENDENCYPART_SIBL
(20,19),(20,38),0.0587755 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0221394 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0287561 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0813477 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0432262 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0818701 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0741136 # DEPENDENCYPART_SIBL
(20,21),(20,28),0.0666427 # DEPENDENCYPART_SIBL
(20,21),(20,31),0.0800006 # DEPENDENCYPART_SIBL
(20,21),(20,38),0.0267147 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.028796 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.00149036 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0351621 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.00163136 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0134829 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.0115638 # DEPENDENCYPART_SIBL
(20,22),(20,31),-0.00149051 # DEPENDENCYPART_SIBL
(20,22),(20,38),0.0174967 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.00702375 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.00825528 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.00716475 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0118496 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.00151611 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.00702416 # DEPENDENCYPART_SIBL
(20,23),(20,38),0.0145673 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0253871 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0776113 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.00555166 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.000768717 # DEPENDENCYPART_SIBL
(20,24),(20,31),-0.0775565 # DEPENDENCYPART_SIBL
(20,24),(20,38),0.0493578 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0744271 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0275251 # DEPENDENCYPART_SIBL
(20,25),(20,28),0.0160199 # DEPENDENCYPART_SIBL
(20,25),(20,31),0.0750366 # DEPENDENCYPART_SIBL
(20,25),(20,38),-0.0583045 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.00561512 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.00281586 # DEPENDENCYPART_SIBL
(20,26),(20,31),-0.0776211 # DEPENDENCYPART_SIBL
(20,26),(20,38),0.0493099 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.0466955 # DEPENDENCYPART_SIBL
(20,27),(20,31),0.0440198 # DEPENDENCYPART_SIBL
(20,27),(20,38),0.0378395 # DEPENDENCYPART_SIBL
(20,28),(20,31),0.0212512 # DEPENDENCYPART_SIBL
(20,28),(20,38),0.0857033 # DEPENDENCYPART_SIBL
(20,31),(20,38),0.0569391 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.00572385 # DEPENDENCYPART_SIBL
(23,1),(23,5),-0.0449657 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.0189331 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0506155 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.0449657 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.0161715 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.117576 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.00331213 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0033532 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.0388279 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.000264003 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0033532 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0033532 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.117576 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.0430585 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0110263 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.00162477 # DEPENDENCYPART_SIBL
(23,1),(23,26),-0.011031 # DEPENDENCYPART_SIBL
(23,1),(23,27),-0.0573773 # DEPENDENCYPART_SIBL
(23,1),(23,28),0.0107506 # DEPENDENCYPART_SIBL
(23,1),(23,31),-9.49289e-05 # DEPENDENCYPART_SIBL
(23,1),(23,32),-0.0443057 # DEPENDENCYPART_SIBL
(23,1),(23,34),-0.0316586 # DEPENDENCYPART_SIBL
(23,1),(23,35),-0.0220252 # DEPENDENCYPART_SIBL
(23,1),(23,38),0.082452 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.0465207 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.00303201 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0526259 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.0465207 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.000967673 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.0223463 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.00577356 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.00574495 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.038334 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.00741843 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.00574495 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.00574495 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0223463 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0485665 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0517194 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0340672 # DEPENDENCYPART_SIBL
(23,4),(23,26),0.0517164 # DEPENDENCYPART_SIBL
(23,4),(23,27),0.0030868 # DEPENDENCYPART_SIBL
(23,4),(23,28),-0.0266804 # DEPENDENCYPART_SIBL
(23,4),(23,31),0.0576169 # DEPENDENCYPART_SIBL
(23,4),(23,32),-0.00156449 # DEPENDENCYPART_SIBL
(23,4),(23,34),-0.0312884 # DEPENDENCYPART_SIBL
(23,4),(23,35),-0.0670882 # DEPENDENCYPART_SIBL
(23,4),(23,38),0.037236 # DEPENDENCYPART_SIBL
(23,5),(23,7),0.00899438 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.0538913 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0221117 # DEPENDENCYPART_SIBL
(23,5),(23,12),0.00955255 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.0222235 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0047777 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.00473663 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.0277335 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.0086983 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.00473663 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.00473663 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.0222235 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.0435276 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.00633901 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.0155505 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.00634372 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.0360702 # DEPENDENCYPART_SIBL
(23,5),(23,28),-0.0250827 # DEPENDENCYPART_SIBL
(23,5),(23,31),0.00459238 # DEPENDENCYPART_SIBL
(23,5),(23,32),-0.0907986 # DEPENDENCYPART_SIBL
(23,5),(23,34),-0.0598157 # DEPENDENCYPART_SIBL
(23,5),(23,35),-0.0646645 # DEPENDENCYPART_SIBL
(23,5),(23,38),0.0349769 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.106634 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.000548506 # DEPENDENCYPART_SIBL
(23,7),(23,12),-0.0997121 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.0316089 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.103669 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.105909 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.0713615 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.0919839 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.10591 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.105909 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0316089 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.087973 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.0210372 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.00545422 # DEPENDENCYPART_SIBL
(23,7),(23,26),0.0205262 # DEPENDENCYPART_SIBL
(23,7),(23,27),0.0128634 # DEPENDENCYPART_SIBL
(23,7),(23,28),0.0748635 # DEPENDENCYPART_SIBL
(23,7),(23,31),0.0280495 # DEPENDENCYPART_SIBL
(23,7),(23,32),0.0538291 # DEPENDENCYPART_SIBL
(23,7),(23,34),0.00590639 # DEPENDENCYPART_SIBL
(23,7),(23,35),-0.00389623 # DEPENDENCYPART_SIBL
(23,7),(23,38),0.0126299 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0170485 # DEPENDENCYPART_SIBL
(23,8),(23,12),0.0563258 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.205934 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0489261 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.0489607 # DEPENDENCYPART_SIBL
(23,8),(23,16),0.0064775 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.0472714 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.0489607 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0489607 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.205934 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0128694 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.00691006 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.0273525 # DEPENDENCYPART_SIBL
(23,8),(23,26),0.0069079 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.0141304 # DEPENDENCYPART_SIBL
(23,8),(23,28),0.00487753 # DEPENDENCYPART_SIBL
(23,8),(23,31),0.0124584 # DEPENDENCYPART_SIBL
(23,8),(23,32),0.0504459 # DEPENDENCYPART_SIBL
(23,8),(23,34),-0.0170879 # DEPENDENCYPART_SIBL
(23,8),(23,35),-0.0228917 # DEPENDENCYPART_SIBL
(23,8),(23,38),0.140515 # DEPENDENCYPART_SIBL
(23,10),(23,12),0.00955255 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.0222235 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0047777 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.00473663 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0277335 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0086983 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.00473663 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.00473663 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0222235 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0435276 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.00633901 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.0155505 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.00634372 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.0360702 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.0250827 # DEPENDENCYPART_SIBL
(23,10),(23,31),0.00459238 # DEPENDENCYPART_SIBL
(23,10),(23,32),-0.0907986 # DEPENDENCYPART_SIBL
(23,10),(23,34),-0.0598157 # DEPENDENCYPART_SIBL
(23,10),(23,35),-0.0646645 # DEPENDENCYPART_SIBL
(23,10),(23,38),0.0349769 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0172759 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0790648 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.0813056 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0699035 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0673801 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.081306 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0813056 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0172759 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0865141 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.0116764 # DEPENDENCYPART_SIBL
(23,12),(23,25),0.0278064 # DEPENDENCYPART_SIBL
(23,12),(23,26),0.0111653 # DEPENDENCYPART_SIBL
(23,12),(23,27),0.00317386 # DEPENDENCYPART_SIBL
(23,12),(23,28),0.0452737 # DEPENDENCYPART_SIBL
(23,12),(23,31),0.0186886 # DEPENDENCYPART_SIBL
(23,12),(23,32),0.0339555 # DEPENDENCYPART_SIBL
(23,12),(23,34),-0.00874291 # DEPENDENCYPART_SIBL
(23,12),(23,35),-0.0309235 # DEPENDENCYPART_SIBL
(23,12),(23,38),0.0378752 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.00703875 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.00792384 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.033508 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.00213649 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.00792384 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.00792384 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0159929 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.114644 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0149259 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0624519 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.0148956 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0236249 # DEPENDENCYPART_SIBL
(23,13),(23,28),0.0334386 # DEPENDENCYPART_SIBL
(23,13),(23,31),0.0294671 # DEPENDENCYPART_SIBL
(23,13),(23,32),0.0456884 # DEPENDENCYPART_SIBL
(23,13),(23,34),-0.0191904 # DEPENDENCYPART_SIBL
(23,13),(23,35),-0.0629964 # DEPENDENCYPART_SIBL
(23,13),(23,38),0.0628957 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.106698 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0747234 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0927721 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.106698 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.106698 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0279363 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.091334 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0014746 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.00140818 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.000963539 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0113206 # DEPENDENCYPART_SIBL
(23,14),(23,28),0.0550019 # DEPENDENCYPART_SIBL
(23,14),(23,31),0.00848684 # DEPENDENCYPART_SIBL
(23,14),(23,32),0.0361247 # DEPENDENCYPART_SIBL
(23,14),(23,34),-0.0177766 # DEPENDENCYPART_SIBL
(23,14),(23,35),-0.0232142 # DEPENDENCYPART_SIBL
(23,14),(23,38),0.00696966 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0747196 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0919259 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.105852 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.105851 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0279208 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0913302 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.00400717 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.00304551 # DEPENDENCYPART_SIBL
(23,15),(23,26),0.00349611 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.00453619 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.053968 # DEPENDENCYPART_SIBL
(23,15),(23,31),0.0110194 # DEPENDENCYPART_SIBL
(23,15),(23,32),0.0350947 # DEPENDENCYPART_SIBL
(23,15),(23,34),-0.0135251 # DEPENDENCYPART_SIBL
(23,15),(23,35),-0.0256527 # DEPENDENCYPART_SIBL
(23,15),(23,38),0.0111406 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0230571 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0247345 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0247345 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0256264 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0286627 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0114309 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0958426 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.011433 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0784956 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.100342 # DEPENDENCYPART_SIBL
(23,16),(23,31),-0.00553335 # DEPENDENCYPART_SIBL
(23,16),(23,32),-0.0949622 # DEPENDENCYPART_SIBL
(23,16),(23,34),-0.108974 # DEPENDENCYPART_SIBL
(23,16),(23,35),-0.139633 # DEPENDENCYPART_SIBL
(23,16),(23,38),0.00412428 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.109557 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.109557 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0279891 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.091342 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.00429013 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.00263354 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.00480119 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.00924326 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.0444579 # DEPENDENCYPART_SIBL
(23,18),(23,31),0.00272211 # DEPENDENCYPART_SIBL
(23,18),(23,32),0.0255544 # DEPENDENCYPART_SIBL
(23,18),(23,34),-0.0195341 # DEPENDENCYPART_SIBL
(23,18),(23,35),-0.0342323 # DEPENDENCYPART_SIBL
(23,18),(23,38),-0.00432728 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.105339 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0279208 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0913302 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.00400717 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.00304551 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.00349611 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.00453619 # DEPENDENCYPART_SIBL
(23,19),(23,28),0.053968 # DEPENDENCYPART_SIBL
(23,19),(23,31),0.0110194 # DEPENDENCYPART_SIBL
(23,19),(23,32),0.0350947 # DEPENDENCYPART_SIBL
(23,19),(23,34),-0.0130211 # DEPENDENCYPART_SIBL
(23,19),(23,35),-0.0256527 # DEPENDENCYPART_SIBL
(23,19),(23,38),0.0104822 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0279208 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0913302 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.00400717 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.00304551 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.00349611 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.00453619 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.053968 # DEPENDENCYPART_SIBL
(23,20),(23,31),0.0110194 # DEPENDENCYPART_SIBL
(23,20),(23,32),0.0350947 # DEPENDENCYPART_SIBL
(23,20),(23,34),-0.0135251 # DEPENDENCYPART_SIBL
(23,20),(23,35),-0.0256527 # DEPENDENCYPART_SIBL
(23,20),(23,38),0.0111406 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.114644 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0149259 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0624519 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0148956 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0236249 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0334386 # DEPENDENCYPART_SIBL
(23,21),(23,31),0.0294671 # DEPENDENCYPART_SIBL
(23,21),(23,32),0.0456884 # DEPENDENCYPART_SIBL
(23,21),(23,34),-0.0191904 # DEPENDENCYPART_SIBL
(23,21),(23,35),-0.0629964 # DEPENDENCYPART_SIBL
(23,21),(23,38),0.0628957 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.170932 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0660679 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.170124 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.161329 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0816018 # DEPENDENCYPART_SIBL
(23,22),(23,31),0.17681 # DEPENDENCYPART_SIBL
(23,22),(23,32),0.0163499 # DEPENDENCYPART_SIBL
(23,22),(23,34),0.211417 # DEPENDENCYPART_SIBL
(23,22),(23,35),-0.00131099 # DEPENDENCYPART_SIBL
(23,22),(23,38),-0.306712 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0268157 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0826136 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0238362 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0235441 # DEPENDENCYPART_SIBL
(23,24),(23,31),-0.0845861 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.0169542 # DEPENDENCYPART_SIBL
(23,24),(23,34),-0.0413764 # DEPENDENCYPART_SIBL
(23,24),(23,35),-0.0316105 # DEPENDENCYPART_SIBL
(23,24),(23,38),0.00382574 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.00648373 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0370347 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0352288 # DEPENDENCYPART_SIBL
(23,25),(23,31),-0.00817626 # DEPENDENCYPART_SIBL
(23,25),(23,32),-0.0342445 # DEPENDENCYPART_SIBL
(23,25),(23,34),-0.0452373 # DEPENDENCYPART_SIBL
(23,25),(23,35),-0.053879 # DEPENDENCYPART_SIBL
(23,25),(23,38),0.0103121 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0238365 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.0215603 # DEPENDENCYPART_SIBL
(23,26),(23,31),-0.0845869 # DEPENDENCYPART_SIBL
(23,26),(23,32),0.0149705 # DEPENDENCYPART_SIBL
(23,26),(23,34),-0.0413772 # DEPENDENCYPART_SIBL
(23,26),(23,35),-0.0335943 # DEPENDENCYPART_SIBL
(23,26),(23,38),0.00384225 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0371142 # DEPENDENCYPART_SIBL
(23,27),(23,31),-0.0471029 # DEPENDENCYPART_SIBL
(23,27),(23,32),0.0322425 # DEPENDENCYPART_SIBL
(23,27),(23,34),-0.0325965 # DEPENDENCYPART_SIBL
(23,27),(23,35),-0.0314215 # DEPENDENCYPART_SIBL
(23,27),(23,38),-0.00400938 # DEPENDENCYPART_SIBL
(23,28),(23,31),-0.0436907 # DEPENDENCYPART_SIBL
(23,28),(23,32),-0.0291949 # DEPENDENCYPART_SIBL
(23,28),(23,34),-0.033157 # DEPENDENCYPART_SIBL
(23,28),(23,35),-0.104641 # DEPENDENCYPART_SIBL
(23,28),(23,38),0.0113583 # DEPENDENCYPART_SIBL
(23,31),(23,32),0.0124276 # DEPENDENCYPART_SIBL
(23,31),(23,34),-0.0413197 # DEPENDENCYPART_SIBL
(23,31),(23,35),-0.0332273 # DEPENDENCYPART_SIBL
(23,31),(23,38),0.0158255 # DEPENDENCYPART_SIBL
(23,32),(23,34),-0.0296174 # DEPENDENCYPART_SIBL
(23,32),(23,35),-0.108308 # DEPENDENCYPART_SIBL
(23,32),(23,38),0.0168036 # DEPENDENCYPART_SIBL
(23,34),(23,35),-0.0453867 # DEPENDENCYPART_SIBL
(23,34),(23,38),0.0041866 # DEPENDENCYPART_SIBL
(23,35),(23,38),-0.0605357 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.0186962 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.00730446 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0209505 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.0166403 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0477165 # DEPENDENCYPART_SIBL
(24,11),(24,27),0.0247535 # DEPENDENCYPART_SIBL
(24,11),(24,28),-0.263653 # DEPENDENCYPART_SIBL
(24,11),(24,29),0.0208047 # DEPENDENCYPART_SIBL
(24,11),(24,30),-0.0255922 # DEPENDENCYPART_SIBL
(24,11),(24,31),-0.0479836 # DEPENDENCYPART_SIBL
(24,11),(24,32),0.0767897 # DEPENDENCYPART_SIBL
(24,11),(24,34),-0.0683736 # DEPENDENCYPART_SIBL
