# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(24,27),(24,33),-1.56782 # DEPENDENCYPART_NEXTSIBL
(24,27),(24,35),-1.05089 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,28),(24,29),-0.978699 # DEPENDENCYPART_NEXTSIBL
(24,28),(24,30),-0.996509 # DEPENDENCYPART_NEXTSIBL
(24,28),(24,33),-1.47845 # DEPENDENCYPART_NEXTSIBL
(24,28),(24,35),-1.14335 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,29),(24,30),-0.725196 # DEPENDENCYPART_NEXTSIBL
(24,29),(24,33),-1.10534 # DEPENDENCYPART_NEXTSIBL
(24,29),(24,35),-0.611755 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,30),(24,33),-1.15875 # DEPENDENCYPART_NEXTSIBL
(24,30),(24,35),-1.12171 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,33),(24,35),-1.28489 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,23),-0.309854 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,22),-0.318133 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.889517 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,23),(24,22),-0.639345 # DEPENDENCYPART_NEXTSIBL
(24,23),(24,-1),-0.986994 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,22),(24,-1),-0.961873 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,26),-0.675991 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,27),-0.939805 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,35),-0.332284 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,26),(25,27),-1.02793 # DEPENDENCYPART_NEXTSIBL
(25,26),(25,35),-1.10368 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,27),(25,35),-1.06285 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,-1),-0.40123 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,26),(26,27),-0.879074 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,28),-0.560926 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,30),-0.359731 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,33),-0.424922 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,35),-0.711682 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,27),(26,28),-0.871106 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,30),-1.14534 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,33),-1.47877 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,35),-1.00681 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,28),(26,30),-0.804732 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,33),-1.3002 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,35),-0.957451 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,30),(26,33),-1.07104 # DEPENDENCYPART_NEXTSIBL
(26,30),(26,35),-1.04252 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,33),(26,35),-1.2772 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,25),-0.563369 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,23),-0.179997 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,22),-0.341849 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,-1),-0.73257 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,25),(26,23),-1.13979 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,22),-0.983623 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,-1),-0.947341 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,23),(26,22),-0.564065 # DEPENDENCYPART_NEXTSIBL
(26,23),(26,-1),-0.799987 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,22),(26,-1),-0.914738 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,28),-0.44805 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,35),-0.653602 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(27,28),(27,35),-0.866019 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,26),-0.568846 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,25),-0.674004 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,24),-0.615449 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,23),-0.209619 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,-1),-0.670429 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(27,26),(27,25),-0.484157 # DEPENDENCYPART_NEXTSIBL
(27,26),(27,24),-0.982659 # DEPENDENCYPART_NEXTSIBL
(27,26),(27,23),-1.164 # DEPENDENCYPART_NEXTSIBL
(27,26),(27,-1),-1.21002 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,25),(27,24),-0.772195 # DEPENDENCYPART_NEXTSIBL
(27,25),(27,23),-1.17847 # DEPENDENCYPART_NEXTSIBL
(27,25),(27,-1),-0.86066 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,24),(27,23),-0.588474 # DEPENDENCYPART_NEXTSIBL
(27,24),(27,-1),-1.03022 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,23),(27,-1),-0.984657 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,28),(28,30),-0.311739 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,33),-0.490655 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,35),-0.582791 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,30),(28,33),-1.09051 # DEPENDENCYPART_NEXTSIBL
(28,30),(28,35),-0.95431 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,33),(28,35),-1.2005 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,28),(28,27),-0.687798 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,26),-0.42954 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,25),-0.880973 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,-1),-0.96126 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,27),(28,26),-0.296442 # DEPENDENCYPART_NEXTSIBL
(28,27),(28,25),-0.872169 # DEPENDENCYPART_NEXTSIBL
(28,27),(28,-1),-0.728298 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,26),(28,25),-0.477812 # DEPENDENCYPART_NEXTSIBL
(28,26),(28,-1),-1.15737 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,25),(28,-1),-0.887015 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,29),(29,30),-0.190835 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,31),-0.685349 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,32),-0.379253 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,33),-0.523261 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,34),-1.38215 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,35),-0.734424 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(29,30),(29,31),-0.872648 # DEPENDENCYPART_NEXTSIBL
(29,30),(29,32),-0.763479 # DEPENDENCYPART_NEXTSIBL
(29,30),(29,33),-1.0586 # DEPENDENCYPART_NEXTSIBL
(29,30),(29,34),-0.642008 # DEPENDENCYPART_NEXTSIBL
(29,30),(29,35),-0.894879 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,31),(29,32),-1.13928 # DEPENDENCYPART_NEXTSIBL
(29,31),(29,33),-1.26776 # DEPENDENCYPART_NEXTSIBL
(29,31),(29,34),-1.26433 # DEPENDENCYPART_NEXTSIBL
(29,31),(29,35),-1.37443 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,32),(29,33),-1.06528 # DEPENDENCYPART_NEXTSIBL
(29,32),(29,34),-1.09168 # DEPENDENCYPART_NEXTSIBL
(29,32),(29,35),-0.874514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,33),(29,34),-0.854798 # DEPENDENCYPART_NEXTSIBL
(29,33),(29,35),-1.24475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,34),(29,35),-2.36777 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,29),(29,28),-0.605218 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,27),-0.796581 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,26),-0.457827 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,25),-0.847896 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,24),-0.647738 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,23),-0.0993112 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,22),-0.297449 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,19),-0.367304 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,14),-0.513333 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,-1),-0.742473 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(29,28),(29,27),-0.855167 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,26),-0.574881 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,25),-0.681152 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,24),-0.93745 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,23),-0.936218 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,22),-1.1027 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,19),-0.981591 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,14),-1.20028 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,-1),-0.991193 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,27),(29,26),-0.36199 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,25),-0.807861 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,24),-0.924137 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,23),-1.06672 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,22),-1.02967 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,19),-1.17221 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,14),-1.02179 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,-1),-1.04281 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,26),(29,25),-0.390942 # DEPENDENCYPART_NEXTSIBL
(29,26),(29,24),-0.97166 # DEPENDENCYPART_NEXTSIBL
(29,26),(29,23),-1.0857 # DEPENDENCYPART_NEXTSIBL
(29,26),(29,22),-1.12686 # DEPENDENCYPART_NEXTSIBL
(29,26),(29,19),-1.19045 # DEPENDENCYPART_NEXTSIBL
(29,26),(29,14),-1.13705 # DEPENDENCYPART_NEXTSIBL
(29,26),(29,-1),-1.21836 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,25),(29,24),-0.704401 # DEPENDENCYPART_NEXTSIBL
(29,25),(29,23),-1.11674 # DEPENDENCYPART_NEXTSIBL
(29,25),(29,22),-0.88852 # DEPENDENCYPART_NEXTSIBL
(29,25),(29,19),-0.987092 # DEPENDENCYPART_NEXTSIBL
(29,25),(29,14),-1.35409 # DEPENDENCYPART_NEXTSIBL
(29,25),(29,-1),-0.713223 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,24),(29,23),-0.594646 # DEPENDENCYPART_NEXTSIBL
(29,24),(29,22),-0.921081 # DEPENDENCYPART_NEXTSIBL
(29,24),(29,19),-1.11055 # DEPENDENCYPART_NEXTSIBL
(29,24),(29,14),-1.17452 # DEPENDENCYPART_NEXTSIBL
(29,24),(29,-1),-0.943481 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,23),(29,22),-0.597415 # DEPENDENCYPART_NEXTSIBL
(29,23),(29,19),-1.09392 # DEPENDENCYPART_NEXTSIBL
(29,23),(29,14),-1.09064 # DEPENDENCYPART_NEXTSIBL
(29,23),(29,-1),-0.995503 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,22),(29,19),-0.950231 # DEPENDENCYPART_NEXTSIBL
(29,22),(29,14),-1.15826 # DEPENDENCYPART_NEXTSIBL
(29,22),(29,-1),-0.952725 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,19),(29,14),-1.34655 # DEPENDENCYPART_NEXTSIBL
(29,19),(29,-1),-0.620506 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,14),(29,-1),-0.518842 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,30),(30,31),-0.106613 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,32),0.029121 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,33),-0.216912 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,35),-1.32935 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(30,31),(30,32),-1.08064 # DEPENDENCYPART_NEXTSIBL
(30,31),(30,33),-1.1251 # DEPENDENCYPART_NEXTSIBL
(30,31),(30,35),-0.862257 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,32),(30,33),-1.09983 # DEPENDENCYPART_NEXTSIBL
(30,32),(30,35),-0.800226 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,33),(30,35),-1.08298 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,30),(30,29),-0.196755 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,-1),-0.681108 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(30,29),(30,-1),-0.734809 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,31),(31,32),-0.390664 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,35),-0.497492 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(31,32),(31,35),-1.05307 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,31),(31,-1),-0.601602 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(32,32),(32,35),-0.610286 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(32,32),(32,31),-0.553123 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(32,32),(32,27),-0.80395 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(32,32),(32,25),-0.838738 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(32,32),(32,-1),-0.7583 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(32,31),(32,27),-1.17616 # DEPENDENCYPART_NEXTSIBL
(32,31),(32,25),-1.82212 # DEPENDENCYPART_NEXTSIBL
(32,31),(32,-1),-1.31636 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(32,27),(32,25),-0.825275 # DEPENDENCYPART_NEXTSIBL
(32,27),(32,-1),-1.05586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(32,25),(32,-1),-0.74072 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,33),(33,35),-0.678107 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(33,33),(33,32),0.0496672 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,31),-0.590485 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,30),-0.428407 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,29),0.0165806 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,28),-0.593013 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,27),-0.755103 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,26),-0.491854 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,25),-0.826321 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,23),-0.133435 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,22),-0.345515 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,17),-0.330605 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,14),-0.444091 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,-1),-0.92021 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(33,32),(33,31),-0.0156715 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,30),-1.03872 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,29),-0.98182 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,28),-0.905458 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,27),-1.02916 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,26),-0.877186 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,25),-1.29982 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,23),-0.908033 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,22),-0.989714 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,17),-0.722101 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,14),-1.09422 # DEPENDENCYPART_NEXTSIBL
(33,32),(33,-1),-0.799648 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,31),(33,30),-1.02292 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,29),-1.20119 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,28),-1.40569 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,27),-1.16535 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,26),-1.30497 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,25),-1.87469 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,23),-1.48549 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,22),-1.41203 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,17),-1.48341 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,14),-1.45982 # DEPENDENCYPART_NEXTSIBL
(33,31),(33,-1),-1.36386 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,30),(33,29),-0.663506 # DEPENDENCYPART_NEXTSIBL
(33,30),(33,28),-1.03964 # DEPENDENCYPART_NEXTSIBL
(33,30),(33,27),-1.08331 # DEPENDENCYPART_NEXTSIBL
(33,30),(33,26),-1.06041 # DEPENDENCYPART_NEXTSIBL
(33,30),(33,25),-1.29174 # DEPENDENCYPART_NEXTSIBL
(33,30),(33,23),-1.10795 # DEPENDENCYPART_NEXTSIBL
(33,30),(33,22),-1.28774 # DEPENDENCYPART_NEXTSIBL
(33,30),(33,17),-1.06683 # DEPENDENCYPART_NEXTSIBL
(33,30),(33,14),-1.14958 # DEPENDENCYPART_NEXTSIBL
(33,30),(33,-1),-1.26997 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,29),(33,28),-0.575643 # DEPENDENCYPART_NEXTSIBL
(33,29),(33,27),-0.860883 # DEPENDENCYPART_NEXTSIBL
(33,29),(33,26),-1.00306 # DEPENDENCYPART_NEXTSIBL
(33,29),(33,25),-1.14189 # DEPENDENCYPART_NEXTSIBL
(33,29),(33,23),-1.21019 # DEPENDENCYPART_NEXTSIBL
(33,29),(33,22),-1.06598 # DEPENDENCYPART_NEXTSIBL
(33,29),(33,17),-1.02276 # DEPENDENCYPART_NEXTSIBL
(33,29),(33,14),-1.19375 # DEPENDENCYPART_NEXTSIBL
(33,29),(33,-1),-0.636913 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,28),(33,27),-0.998863 # DEPENDENCYPART_NEXTSIBL
(33,28),(33,26),-0.635804 # DEPENDENCYPART_NEXTSIBL
(33,28),(33,25),-0.852763 # DEPENDENCYPART_NEXTSIBL
(33,28),(33,23),-0.996945 # DEPENDENCYPART_NEXTSIBL
(33,28),(33,22),-1.18973 # DEPENDENCYPART_NEXTSIBL
(33,28),(33,17),-0.980784 # DEPENDENCYPART_NEXTSIBL
(33,28),(33,14),-1.19862 # DEPENDENCYPART_NEXTSIBL
(33,28),(33,-1),-0.963372 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,27),(33,26),-0.316614 # DEPENDENCYPART_NEXTSIBL
(33,27),(33,25),-0.767096 # DEPENDENCYPART_NEXTSIBL
(33,27),(33,23),-1.02123 # DEPENDENCYPART_NEXTSIBL
(33,27),(33,22),-1.06177 # DEPENDENCYPART_NEXTSIBL
(33,27),(33,17),-1.04614 # DEPENDENCYPART_NEXTSIBL
(33,27),(33,14),-0.965209 # DEPENDENCYPART_NEXTSIBL
(33,27),(33,-1),-0.908323 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,26),(33,25),-0.449038 # DEPENDENCYPART_NEXTSIBL
(33,26),(33,23),-1.02239 # DEPENDENCYPART_NEXTSIBL
(33,26),(33,22),-1.11615 # DEPENDENCYPART_NEXTSIBL
(33,26),(33,17),-1.01148 # DEPENDENCYPART_NEXTSIBL
(33,26),(33,14),-1.13738 # DEPENDENCYPART_NEXTSIBL
(33,26),(33,-1),-1.11698 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,25),(33,23),-1.12361 # DEPENDENCYPART_NEXTSIBL
(33,25),(33,22),-0.967588 # DEPENDENCYPART_NEXTSIBL
(33,25),(33,17),-1.30378 # DEPENDENCYPART_NEXTSIBL
(33,25),(33,14),-1.37076 # DEPENDENCYPART_NEXTSIBL
(33,25),(33,-1),-0.780453 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,23),(33,22),-0.588365 # DEPENDENCYPART_NEXTSIBL
(33,23),(33,17),-1.00271 # DEPENDENCYPART_NEXTSIBL
(33,23),(33,14),-1.09085 # DEPENDENCYPART_NEXTSIBL
(33,23),(33,-1),-0.88817 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,22),(33,17),-1.19185 # DEPENDENCYPART_NEXTSIBL
(33,22),(33,14),-1.16147 # DEPENDENCYPART_NEXTSIBL
(33,22),(33,-1),-0.992297 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,17),(33,14),-0.958014 # DEPENDENCYPART_NEXTSIBL
(33,17),(33,-1),-0.688571 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,14),(33,-1),-0.523882 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(34,34),(34,35),-0.366778 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(34,34),(34,33),-0.415527 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(34,34),(34,-1),-0.168716 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(34,33),(34,-1),-1.40855 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,2),(2,1),0.339987 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.357247 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.434092 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.889603 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.390379 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0296242 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.564477 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.474354 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.190959 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.412652 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.177105 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.291196 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.40264 # DEPENDENCYPART_GRANDPAR
(0,2),(2,34),2.7277 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.440132 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.632096 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0272145 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.209654 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),1.09279 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0316178 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.292342 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.907874 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.055636 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.367491 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.525658 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.365574 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.319772 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.106133 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.0754927 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0657981 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.0928994 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.465508 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.622101 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.168535 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),0.188882 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),-0.118232 # DEPENDENCYPART_GRANDPAR
(0,9),(9,29),0.679302 # DEPENDENCYPART_GRANDPAR
(0,9),(9,30),0.103997 # DEPENDENCYPART_GRANDPAR
(0,9),(9,34),2.76073 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.486686 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.694306 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.055319 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.276474 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),1.04077 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.0244846 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.29248 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.905 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),0.254694 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.153547 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.167039 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.00692933 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.60732 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.367256 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.453239 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.315198 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.42072 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.11846 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),0.553804 # DEPENDENCYPART_GRANDPAR
