# _root_ Foreign stock markets , which kicked off Black Monday with a huge selling spree , began the day off by relatively modest amounts .
#goldHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,23,23,20,16,
#predictedHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,22,23,20,16,
(3,16),(16,12),(16,4),0.102963 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,12),(16,3),0.102885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,12),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,12),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,12),(16,-1),-0.0860507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,11),(16,10),0.102009 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,11),(16,9),0.103055 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,11),(16,8),0.103055 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,11),(16,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,11),(16,6),0.103021 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,11),(16,5),0.103064 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,11),(16,4),0.102972 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,11),(16,3),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,11),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,11),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,11),(16,-1),-0.0422154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,10),(16,9),0.10284 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,10),(16,8),0.10284 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,10),(16,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,10),(16,6),0.102755 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,10),(16,5),0.107941 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,10),(16,4),0.104347 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,10),(16,3),0.1003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,10),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,10),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,10),(16,-1),-0.0867349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,9),(16,8),0.100396 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,9),(16,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,9),(16,6),0.102911 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,9),(16,5),0.0958981 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,9),(16,4),0.0952045 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,9),(16,3),0.102883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,9),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,9),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,9),(16,-1),-0.0611325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,8),(16,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,8),(16,6),0.102911 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,8),(16,5),0.0959341 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,8),(16,4),0.0952045 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,8),(16,3),0.102883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,8),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,8),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,8),(16,-1),-0.0600277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,7),(16,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,7),(16,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,7),(16,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,7),(16,3),0.103065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,7),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,7),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,7),(16,-1),-0.064334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,6),(16,5),0.103021 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,6),(16,4),0.103066 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,6),(16,3),0.102483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,6),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,6),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,6),(16,-1),-0.0627423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,5),(16,4),0.101487 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,5),(16,3),0.103018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,5),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,5),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,5),(16,-1),-0.0404776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,4),(16,3),0.101202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,4),(16,2),-0.064184 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,4),(16,1),-0.064153 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,4),(16,-1),-0.0805347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,3),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,3),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,3),(16,-1),-0.0704198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,16),(16,2),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,2),(16,-1),-0.0650467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,1),(16,-1),-0.0860682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,18),(18,19),-0.0434709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,20),-0.0436611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,21),-0.051886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,22),-0.043464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,23),-0.052915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,24),-0.0454384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,25),0.184561 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,18),(18,19),(18,20),-0.0426737 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,21),-0.0429371 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,22),-0.0426807 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,23),-0.0425583 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,24),-0.0421649 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,25),-0.0532571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,20),(18,21),-0.0450368 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,20),(18,22),-0.0429776 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,20),(18,23),-0.0444558 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,20),(18,24),-0.0427647 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,20),(18,25),-0.131983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,21),(18,22),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,21),(18,23),-0.0420849 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,21),(18,24),-0.0420688 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,21),(18,25),-0.0498957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,22),(18,23),-0.0425583 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,22),(18,24),-0.042156 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,22),(18,25),-0.0511632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,23),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,23),(18,25),-0.0106083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,24),(18,25),-0.0481234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,18),(18,17),0.113811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,-1),-0.0407935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,18),(18,17),(18,-1),-0.120155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,20),(20,20),(20,21),-0.0714829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,20),(20,20),(20,22),-0.0204746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,20),(20,20),(20,23),0.0124129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,20),(20,20),(20,24),-0.0434378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,20),(20,20),(20,25),-0.296086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,20),(20,21),(20,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,20),(20,21),(20,23),-0.0434959 # DEPENDENCYPART_GRANDSIBL
(3,20),(20,21),(20,24),-0.0426834 # DEPENDENCYPART_GRANDSIBL
(3,20),(20,21),(20,25),-0.0919811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,20),(20,22),(20,23),-0.0435551 # DEPENDENCYPART_GRANDSIBL
(3,20),(20,22),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,20),(20,22),(20,25),-0.0187998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,20),(20,23),(20,24),-0.0420417 # DEPENDENCYPART_GRANDSIBL
(3,20),(20,23),(20,25),-0.0313496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,20),(20,24),(20,25),-0.0438812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,20),(20,20),(20,19),0.149635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,20),(20,20),(20,18),0.0844457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,20),(20,20),(20,17),0.112183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,20),(20,20),(20,-1),-0.0290637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,20),(20,19),(20,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,20),(20,19),(20,17),0.1022 # DEPENDENCYPART_GRANDSIBL
(3,20),(20,19),(20,-1),-0.0266772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,20),(20,18),(20,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,20),(20,18),(20,-1),-0.0979548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,20),(20,17),(20,-1),-0.0349057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,21),(21,22),-0.0491222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,23),-0.0470822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,24),-0.0437322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,25),-0.0227751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,21),(21,22),(21,23),-0.0424177 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,22),(21,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,22),(21,25),-0.0531977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,23),(21,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,23),(21,25),0.0393851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,24),(21,25),-0.0452757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,21),(21,20),0.0843733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,19),0.135467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,21),(21,21),(21,-1),-0.137405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,21),(21,20),(21,19),0.096265 # DEPENDENCYPART_GRANDSIBL
(3,21),(21,20),(21,-1),-0.090728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,21),(21,19),(21,-1),-0.0320996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,23),(23,24),-0.0388418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,25),-0.00130755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,23),(23,24),(23,25),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,23),(23,22),0.11438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,21),0.0811255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,20),0.0710367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,19),0.112242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,18),0.0797207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,17),0.14987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,14),0.0810205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,12),0.114379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,4),0.066841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,23),(23,23),(23,-1),0.0287032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,23),(23,22),(23,21),0.113654 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,22),(23,20),0.101935 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,22),(23,19),0.101184 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,22),(23,18),0.102805 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,22),(23,17),0.121786 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,22),(23,14),0.102805 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,22),(23,12),0.101184 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,22),(23,4),0.0960708 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,22),(23,-1),-0.0542335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,21),(23,20),0.102561 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,21),(23,19),0.102994 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,21),(23,18),0.102956 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,21),(23,17),0.105777 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,21),(23,14),0.102956 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,21),(23,12),0.102994 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,21),(23,4),0.1109 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,21),(23,-1),-0.0724003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,20),(23,19),0.120394 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,20),(23,18),0.102897 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,20),(23,17),0.103039 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,20),(23,14),0.102897 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,20),(23,12),0.120394 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,20),(23,4),0.112102 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,20),(23,-1),-0.127278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,19),(23,18),0.102805 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,19),(23,17),0.121786 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,19),(23,14),0.102805 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,19),(23,12),0.101184 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,19),(23,4),0.0960708 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,19),(23,-1),-0.0565837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,18),(23,17),0.0973385 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,18),(23,14),0.0958544 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,18),(23,12),0.0937054 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,18),(23,4),0.0879796 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,18),(23,-1),-0.0703767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,17),(23,14),0.102807 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,17),(23,12),0.10272 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,17),(23,4),0.114744 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,17),(23,-1),-0.0434024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,14),(23,12),0.0937054 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,14),(23,4),0.0879796 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,14),(23,-1),-0.0690671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,12),(23,4),0.0960708 # DEPENDENCYPART_GRANDSIBL
(3,23),(23,12),(23,-1),-0.055648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,4),(23,-1),-0.0477748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,24),(24,24),(24,25),-0.0182683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,24),(24,24),(24,23),0.102731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,24),(24,24),(24,-1),-0.0315334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,24),(24,23),(24,-1),-0.0644843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,6),-0.0644636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,10),-0.0641547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,16),-0.0644636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,20),-0.0641547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,25),-0.149746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,4),(3,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,6),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,25),-0.0644636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,7),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,8),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,9),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,10),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
