# _root_ A widening of that magnitude , said one New York trader , is `` not a favorable number ... .
#goldHeads=2,13,2,5,3,7,0,11,11,11,7,13,7,18,18,18,18,13,13,13,
#predictedHeads=2,7,2,5,3,7,0,11,11,11,13,7,7,13,13,18,18,13,7,7,
(4,13),(13,6),(13,-1),-0.0644903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,5),(13,4),0.10249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,5),(13,3),-0.0650062 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,5),(13,2),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,5),(13,-1),0.00774221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,4),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,4),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,4),(13,-1),-0.0605019 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,3),(13,2),-0.0642145 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,3),(13,-1),-0.0304097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,2),(13,-1),0.00774221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,1),(1,21),0.257144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,1),(1,1),(1,-1),0.153767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,2),(2,3),0.162576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,4),0.0862522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,5),-0.0685478 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,2),(2,6),-0.0646903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,7),-0.065904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,8),-0.065283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,9),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,10),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,11),-0.0685478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,12),-0.0646903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,13),-0.0663443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,15),-0.0642056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,18),-0.0685478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,19),-0.0641941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,21),0.0533905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,3),(2,4),0.102985 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,3),(2,6),-0.064207 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,8),-0.0642283 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,9),-0.0642182 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,10),-0.0642182 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,12),-0.064207 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,13),-0.0641913 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,15),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,19),-0.0644517 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,21),-0.0684778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,4),(2,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,4),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,21),-0.116043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,5),(2,6),-0.0644558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,8),-0.0642663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,9),-0.0642924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,10),-0.0642924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,11),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,12),-0.0644558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,13),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,14),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,15),-0.0641902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,18),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,19),-0.0642138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,21),-0.0588113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,6),(2,7),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,9),-0.0646259 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,10),-0.0646259 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,11),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,12),-0.0651949 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,13),-0.0642509 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,15),-0.0648542 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,18),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,19),-0.0653438 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,21),-0.0723121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,7),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,12),-0.0641558 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,19),-0.064171 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,21),-0.0592226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,8),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,11),-0.0641504 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,15),-0.0641651 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,18),-0.0641504 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,21),-0.110091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,9),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,11),-0.0642117 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,18),-0.0642117 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,19),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,21),-0.100544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,10),(2,11),-0.0642117 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,18),-0.0642117 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,19),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,21),-0.103431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,11),(2,12),-0.0644558 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,13),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,14),-0.0641489 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,15),-0.0641902 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,18),-0.064316 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,19),-0.0642138 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,21),-0.0588297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,12),(2,13),-0.0642509 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,15),-0.0648542 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,18),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,19),-0.0653438 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,21),-0.0723121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,13),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,18),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,19),-0.0641849 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,21),-0.0382251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,14),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,14),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,14),(2,19),-0.0660403 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,14),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,14),(2,21),-0.0724982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,15),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,15),(2,19),-0.0646925 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,15),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,15),(2,21),-0.0586198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,18),(2,19),-0.0642138 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,18),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,18),(2,21),-0.0588113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,19),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,19),(2,21),-0.0297176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,20),(2,21),-0.064189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,2),(2,1),-0.0718909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,-1),0.0675408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,1),(2,-1),-0.0698753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,7),-0.0788941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,8),-0.0641595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,13),-0.0972069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,21),0.146965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,6),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,13),-0.0641497 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,21),-0.0761252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,7),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,21),-0.08028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,8),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,21),-0.0338912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,12),(4,13),-0.0641497 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,12),(4,21),-0.0761252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,13),(4,21),-0.0882882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,-1),-0.00935721 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,21),-0.0277677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,-1),-0.0444014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,7),(7,8),-0.0376205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),-0.0105874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,10),-0.0101246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,11),-0.0444876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,12),-0.072198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,13),-0.0528482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,14),-0.0191061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,15),-0.0755746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,18),-0.0426474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,19),-0.0299724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,20),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,21),-0.000539748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,9),-0.0438758 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,10),-0.0438758 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,11),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,12),-0.0432073 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,15),-0.0422264 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,18),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,20),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,21),-0.0169886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,9),(7,10),-0.0389982 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,11),-0.0438286 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,12),-0.0547076 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,14),-0.0422937 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,15),-0.0422325 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,18),-0.0438286 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,19),-0.0421659 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,20),-0.0423346 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,21),0.00105788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,10),(7,11),-0.0438286 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,12),-0.0547076 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,14),-0.0422937 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,15),-0.0422325 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,18),-0.0438286 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,19),-0.0421659 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,20),-0.0423346 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,21),0.00148233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,11),(7,12),-0.0404069 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,13),-0.0423283 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,14),-0.0368565 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,15),-0.0259183 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,18),-0.035297 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,19),-0.0417763 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,20),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,21),-0.0947793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,12),(7,13),-0.0474976 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,14),-0.0461799 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,15),-0.0325735 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,18),-0.0361183 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,21),-0.0382699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,13),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,15),-0.0420419 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,18),-0.0420365 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,19),-0.0420233 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,20),-0.0420523 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,21),-0.0458723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,14),(7,15),-0.0426031 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,18),-0.0363175 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,19),-0.0420573 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,20),-0.0427439 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,21),-0.0432584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,15),(7,18),-0.0398391 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,15),(7,19),-0.0420408 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,15),(7,20),-0.0429288 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,15),(7,21),-0.0571054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,18),(7,19),-0.0417763 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,18),(7,20),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,18),(7,21),-0.092936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,19),(7,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,19),(7,21),-0.0247775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,20),(7,21),-0.0575832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,6),0.124462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,5),0.105843 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,7),(7,4),-0.067055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,3),-0.0720839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,2),-0.069596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),-0.124003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,6),(7,5),0.100415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,6),(7,4),-0.0641687 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,3),-0.0702742 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,2),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,-1),-0.11024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,5),(7,4),-0.0643227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,3),-0.0644297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,2),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,-1),-0.101569 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,4),(7,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,4),(7,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,4),(7,-1),-0.00236808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,3),(7,2),-0.0644482 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,3),(7,-1),0.000665316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,2),(7,-1),-0.101569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,9),-0.013165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,10),-0.0131632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,11),-0.064148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,12),-0.0438174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,13),-0.0460007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,14),-0.043687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
