# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(5,8),(8,11),(8,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,28),-0.044409 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,33),-0.0366013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,12),(8,13),-0.0420259 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,14),-0.0420259 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,15),-0.0420259 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,16),-0.04213 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,18),-0.030884 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,28),-0.04213 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,33),-0.0570166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,13),(8,14),-0.039509 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,15),-0.039509 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,16),-0.0420595 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,18),-0.0439318 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,23),-0.0420408 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,28),-0.0420584 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,32),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,33),-0.0331241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,14),(8,15),-0.039509 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,14),(8,16),-0.0420595 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,14),(8,18),-0.0439318 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,14),(8,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,14),(8,23),-0.0420408 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,14),(8,28),-0.0420584 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,14),(8,32),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,14),(8,33),-0.0331241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,15),(8,16),-0.0420595 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,18),-0.0439318 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,23),-0.0420408 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,28),-0.0420584 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,32),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,33),-0.0331241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,16),(8,18),-0.0330837 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,19),-0.0409488 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,23),-0.0326986 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,28),-0.0710961 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,32),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,33),-0.0648805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,18),(8,19),-0.0466956 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,23),-0.0297669 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,28),-0.0318145 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,33),-0.066208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,19),(8,23),-0.0424398 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,19),(8,28),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,19),(8,32),-0.0420833 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,19),(8,33),-0.0473536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,23),(8,28),-0.046468 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,23),(8,32),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,23),(8,33),0.0255945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,28),(8,32),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,28),(8,33),-0.0866192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,32),(8,33),-0.0448242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.109545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,5),0.104103 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,4),-0.0642335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,3),-0.069456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,2),-0.069456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,-1),-0.103051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,5),0.102769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,7),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,-1),-0.0445363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,5),(8,4),-0.0641626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,3),-0.0641544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,2),-0.0641544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,-1),-0.0720675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,4),(8,3),-0.0642705 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,2),-0.0642705 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,-1),-0.0724894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,3),(8,2),-0.0641699 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,3),(8,-1),-0.0787667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,2),(8,-1),-0.0787667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,10),-0.087391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,11),-0.0817216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,12),-0.0541287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,13),-0.00701707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,14),-0.00566835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,15),-0.0152126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,17),-0.00412131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,19),-0.0212186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,20),-0.0446326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,27),-0.0225669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,33),-0.120532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,11),-0.0426076 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,12),-0.0421119 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,13),-0.042376 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.042376 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,15),-0.042376 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,17),-0.042376 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,19),-0.0377912 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,20),-0.0421507 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,27),-0.0223635 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,33),-0.0237869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,11),(9,12),-0.0420785 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,13),-0.0420727 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,14),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,15),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,17),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,19),-0.0420346 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,27),-0.0426279 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,33),-0.0768141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,12),(9,13),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,14),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,15),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,17),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,19),-0.0420286 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,33),-0.0497076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,13),(9,14),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,15),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,17),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,19),-0.0440434 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,20),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,27),-0.0423237 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,33),-0.0282896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,14),(9,15),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,17),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,19),-0.0440434 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,20),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,27),-0.0423237 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,33),-0.0257275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,15),(9,17),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,19),-0.0440434 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,20),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,27),-0.0423243 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,33),-0.0352672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,17),(9,19),-0.0440434 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,20),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,27),-0.0423237 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,33),-0.0241805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,19),(9,20),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,27),-0.0421465 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,33),-0.0567252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,20),(9,27),-0.0551203 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,20),(9,33),-0.0117484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,27),(9,33),-0.0294641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.12562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.114011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),-0.132787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.103055 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.0377828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.0572723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,4),(9,-1),-0.0787122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,11),-0.0817216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,12),-0.0541287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,13),-0.00701707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,14),-0.00566835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,15),-0.0152126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,17),-0.00412131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,27),-0.0225669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,33),-0.120532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,11),(10,12),-0.0420785 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,13),-0.0420727 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,14),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,15),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,17),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,27),-0.0426279 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,33),-0.0768141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,12),(10,13),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,14),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,15),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,17),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,33),-0.0497076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,13),(10,14),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,15),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,17),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,27),-0.0423237 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,33),-0.0282896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,14),(10,15),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,17),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,27),-0.0423237 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,33),-0.0257275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,15),(10,17),-0.0434168 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,27),-0.0423243 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,33),-0.0352672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,17),(10,27),-0.0423237 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,17),(10,33),-0.0241805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,27),(10,33),-0.0294641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,9),0.082878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,-1),-0.132787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,9),(10,-1),-0.000975784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,13),-0.0468906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,14),-0.0468903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,15),-0.0468903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,16),-0.0707396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,17),-0.0468903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,18),-0.000464347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,19),-0.0463145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,23),-0.0606824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,28),-0.0719366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,32),-0.0443169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,33),-0.0284597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,13),(12,14),-0.0424089 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,15),-0.0424089 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,16),-0.0424012 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,17),-0.0424089 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,18),-0.0432123 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,19),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,23),-0.0430588 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,28),-0.0423704 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,32),-0.042014 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,33),-0.0494973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,14),(12,15),-0.0424089 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,16),-0.0421726 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,17),-0.0424089 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,18),-0.0432123 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,19),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,23),-0.0430588 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,28),-0.0421418 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,32),-0.042014 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,33),-0.0537825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,15),(12,16),-0.0421726 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,17),-0.0424089 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,18),-0.0432123 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,19),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,23),-0.0430588 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,28),-0.0421418 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,32),-0.042014 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,33),-0.0537825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,16),(12,17),-0.0443506 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,18),-0.0324376 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,19),-0.0406855 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,23),-0.0556834 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,28),-0.0387258 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,32),-0.042611 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,33),-0.0627071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,17),(12,18),-0.0432123 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,19),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,23),-0.0430588 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,28),-0.0421418 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,32),-0.042014 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,33),-0.0537825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,18),(12,19),-0.0459677 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,23),-0.0297317 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,28),-0.0415037 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,32),-0.0421127 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,33),-0.034559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,19),(12,23),-0.0420234 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,28),-0.0421212 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,33),-0.0427397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,23),(12,28),-0.0345555 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,23),(12,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,23),(12,33),-0.0682634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,28),(12,32),-0.0428431 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,28),(12,33),-0.0800879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,32),(12,33),-0.0424756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,11),0.100653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,10),0.0906912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,9),0.0906912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,8),0.0966441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,3),-0.0656656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,2),-0.0656656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,-1),-0.000174158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,11),(12,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,-1),-0.0665765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,10),(12,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,8),0.103064 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,-1),-0.063534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,9),(12,8),0.103064 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,-1),-0.063534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,8),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,8),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,8),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,8),(12,-1),-0.074941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,4),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,4),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,4),(12,-1),-0.0671848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,3),(12,2),-0.0641473 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,3),(12,-1),-0.0671286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,2),(12,-1),-0.0671286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,13),(13,15),-0.0366232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,16),-0.0396021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
