# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(22,7),(7,10),0.0999428 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),-0.116629 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),-0.0436873 # DEPENDENCYPART_GRANDPAR
(22,7),(7,15),0.158227 # DEPENDENCYPART_GRANDPAR
(22,7),(7,16),0.459931 # DEPENDENCYPART_GRANDPAR
(22,7),(7,19),1.63459 # DEPENDENCYPART_GRANDPAR
(22,7),(7,22),-1.18158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,24),-0.0962047 # DEPENDENCYPART_GRANDPAR
(22,7),(7,27),-0.185611 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.0603147 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.185877 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.00872288 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.0406297 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),0.0485103 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),0.87446 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.465938 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),0.23325 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),1.63895 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.1808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),0.154953 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),0.964478 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),0.254603 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.395759 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),1.03627 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),1.67716 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.385574 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.4241 # DEPENDENCYPART_GRANDPAR
(22,18),(18,23),0.176455 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.0973115 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.485974 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.187197 # DEPENDENCYPART_GRANDPAR
(22,18),(18,29),-0.594857 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.186871 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.243222 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),1.14609 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.359974 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.939518 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.310663 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.305404 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),0.15429 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.0968129 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.48543 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.594314 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-0.640911 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.195643 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.221543 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.699825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.428405 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.559587 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.0684188 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.471899 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),0.444803 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.0404643 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.546499 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.368821 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.64747 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.425121 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),0.259938 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.179019 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.419363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.507831 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.521452 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.0594533 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.0494298 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-0.551831 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.483899 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.243915 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.285701 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.381205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.670541 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.65225 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.698237 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.550828 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),0.661845 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),0.311217 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.00767448 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.485856 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),0.101543 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.463569 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),0.284454 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.0342735 # DEPENDENCYPART_GRANDPAR
(22,29),(29,18),-0.483899 # DEPENDENCYPART_GRANDPAR
(22,29),(29,20),-0.243915 # DEPENDENCYPART_GRANDPAR
(22,29),(29,22),-0.381205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,29),(29,23),0.670541 # DEPENDENCYPART_GRANDPAR
(22,29),(29,24),0.65225 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),0.698237 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),0.46077 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),0.430152 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.589416 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),0.428474 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),0.428915 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.125076 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),0.365211 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),0.31951 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.0500173 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),0.762371 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),0.523176 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),0.516638 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.0283715 # DEPENDENCYPART_GRANDPAR
(23,3),(3,12),-0.0243981 # DEPENDENCYPART_GRANDPAR
(23,3),(3,15),0.131309 # DEPENDENCYPART_GRANDPAR
(23,3),(3,16),0.439662 # DEPENDENCYPART_GRANDPAR
(23,3),(3,18),0.26138 # DEPENDENCYPART_GRANDPAR
(23,3),(3,19),0.407704 # DEPENDENCYPART_GRANDPAR
(23,3),(3,22),0.346563 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),0.21698 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.116874 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.159341 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),0.718406 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.459689 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.547223 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.868004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),0.318288 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.149131 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.610889 # DEPENDENCYPART_GRANDPAR
(23,22),(22,2),0.481265 # DEPENDENCYPART_GRANDPAR
(23,22),(22,7),0.101434 # DEPENDENCYPART_GRANDPAR
(23,22),(22,9),0.519718 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),0.710522 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),0.332943 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),0.717059 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),0.445267 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.0750105 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.541674 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.495706 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.868022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),0.318288 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.00479243 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.149865 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.149633 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.416416 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.611623 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.390593 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.468839 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.288457 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.0133362 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),0.00708145 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.0755032 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.234246 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.493495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.826159 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.310826 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.150932 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-0.527892 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.424177 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.123427 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.361865 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.319204 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.574685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.720175 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.476335 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.363022 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),0.361005 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),0.259384 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.255454 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.164813 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),0.14441 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.528207 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.225843 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.142606 # DEPENDENCYPART_GRANDPAR
(23,29),(29,18),-0.424177 # DEPENDENCYPART_GRANDPAR
(23,29),(29,20),-0.123427 # DEPENDENCYPART_GRANDPAR
(23,29),(29,22),-0.319204 # DEPENDENCYPART_GRANDPAR
(23,29),(29,23),-0.574685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,29),(29,24),0.720175 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),0.476335 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),0.509624 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),0.137621 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.0928273 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.720601 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.775952 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.44173 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.08033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.136607 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.368867 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-1.06316 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-1.00775 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.743074 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.926038 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.82939 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.418441 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.970117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.122742 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.118372 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.0327435 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.0989194 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.00117818 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.0688063 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),0.163276 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.00588511 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.170592 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.360973 # DEPENDENCYPART_GRANDPAR
(24,29),(29,18),-1.00775 # DEPENDENCYPART_GRANDPAR
(24,29),(29,20),-0.743074 # DEPENDENCYPART_GRANDPAR
(24,29),(29,22),-0.82939 # DEPENDENCYPART_GRANDPAR
(24,29),(29,23),-0.418441 # DEPENDENCYPART_GRANDPAR
(24,29),(29,24),-0.970117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,29),(29,25),0.122742 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),0.452366 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),-0.0693483 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.219005 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.407314 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.221488 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.409688 # DEPENDENCYPART_GRANDPAR
(25,22),(22,2),-0.336746 # DEPENDENCYPART_GRANDPAR
(25,22),(22,7),-0.543019 # DEPENDENCYPART_GRANDPAR
(25,22),(22,9),-0.442697 # DEPENDENCYPART_GRANDPAR
(25,22),(22,14),-0.22432 # DEPENDENCYPART_GRANDPAR
(25,22),(22,15),-0.359813 # DEPENDENCYPART_GRANDPAR
(25,22),(22,17),-0.182289 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.33455 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.362143 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.27181 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.29641 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.216559 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.0874878 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.40927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),-0.320815 # DEPENDENCYPART_GRANDPAR
(25,22),(22,27),-0.521325 # DEPENDENCYPART_GRANDPAR
(25,22),(22,28),-0.480983 # DEPENDENCYPART_GRANDPAR
(25,22),(22,29),-0.641964 # DEPENDENCYPART_GRANDPAR
(25,23),(23,3),-0.40709 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.298977 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.411769 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.381014 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.178832 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.43148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.334091 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.586617 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.503176 # DEPENDENCYPART_GRANDPAR
(25,23),(23,29),-0.65524 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.41237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.282783 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.510233 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.483394 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-0.603931 # DEPENDENCYPART_GRANDPAR
(25,26),(26,15),-0.952077 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-0.945256 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-0.735571 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-0.895787 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.877595 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.481081 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.539936 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.06865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.222781 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),0.142039 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.0358577 # DEPENDENCYPART_GRANDPAR
(25,29),(29,18),-0.945256 # DEPENDENCYPART_GRANDPAR
(25,29),(29,20),-0.735571 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),-0.877595 # DEPENDENCYPART_GRANDPAR
(25,29),(29,23),-0.481081 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),-0.539936 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-1.06865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),0.262701 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),-0.221143 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.170604 # DEPENDENCYPART_GRANDPAR
(26,15),(15,10),-0.179479 # DEPENDENCYPART_GRANDPAR
(26,15),(15,11),-0.431734 # DEPENDENCYPART_GRANDPAR
(26,15),(15,13),-0.136649 # DEPENDENCYPART_GRANDPAR
(26,15),(15,14),0.422238 # DEPENDENCYPART_GRANDPAR
(26,15),(15,16),0.270556 # DEPENDENCYPART_GRANDPAR
(26,15),(15,18),-0.265239 # DEPENDENCYPART_GRANDPAR
(26,15),(15,19),0.98692 # DEPENDENCYPART_GRANDPAR
(26,15),(15,22),-0.0828505 # DEPENDENCYPART_GRANDPAR
(26,15),(15,23),0.410231 # DEPENDENCYPART_GRANDPAR
(26,18),(18,14),0.506786 # DEPENDENCYPART_GRANDPAR
(26,18),(18,15),-0.258837 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),0.232308 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),0.457566 # DEPENDENCYPART_GRANDPAR
(26,18),(18,19),1.01868 # DEPENDENCYPART_GRANDPAR
(26,18),(18,20),-0.0604041 # DEPENDENCYPART_GRANDPAR
(26,18),(18,21),-0.114383 # DEPENDENCYPART_GRANDPAR
(26,18),(18,23),0.398163 # DEPENDENCYPART_GRANDPAR
(26,18),(18,24),0.427311 # DEPENDENCYPART_GRANDPAR
(26,18),(18,26),-1.62903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,18),(18,27),-0.328437 # DEPENDENCYPART_GRANDPAR
(26,18),(18,29),-0.612157 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),-0.282586 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),0.534856 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),-0.12921 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),0.365419 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.187922 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.0550693 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),0.398855 # DEPENDENCYPART_GRANDPAR
(26,21),(21,24),0.423682 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-1.62916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,29),-0.61228 # DEPENDENCYPART_GRANDPAR
(26,22),(22,2),-0.499982 # DEPENDENCYPART_GRANDPAR
(26,22),(22,7),-0.42204 # DEPENDENCYPART_GRANDPAR
(26,22),(22,9),-0.109133 # DEPENDENCYPART_GRANDPAR
(26,22),(22,14),0.44944 # DEPENDENCYPART_GRANDPAR
(26,22),(22,15),-0.262322 # DEPENDENCYPART_GRANDPAR
(26,22),(22,17),0.40022 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),-0.174309 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),0.447876 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.0172967 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.00735893 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),0.396543 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),0.434207 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),0.784079 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.62905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,27),-0.32842 # DEPENDENCYPART_GRANDPAR
(26,22),(22,28),-0.332166 # DEPENDENCYPART_GRANDPAR
(26,22),(22,29),-0.612168 # DEPENDENCYPART_GRANDPAR
(26,23),(23,3),-0.534835 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.231433 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.357072 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.392601 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),0.127635 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.436353 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.56811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.327292 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.293907 # DEPENDENCYPART_GRANDPAR
(26,23),(23,29),-0.55123 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),1.06304 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.54481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.273933 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.3007 # DEPENDENCYPART_GRANDPAR
(26,24),(24,29),-0.527937 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.186224 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.287974 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),0.681806 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.412169 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.52023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,29),-0.503356 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-1.17434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),0.284543 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),-0.00786308 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),0.203559 # DEPENDENCYPART_GRANDPAR
(26,28),(28,27),0.100246 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.0823786 # DEPENDENCYPART_GRANDPAR
(26,29),(29,18),-0.979664 # DEPENDENCYPART_GRANDPAR
(26,29),(29,20),-0.646902 # DEPENDENCYPART_GRANDPAR
(26,29),(29,22),-0.83341 # DEPENDENCYPART_GRANDPAR
(26,29),(29,23),-0.0195917 # DEPENDENCYPART_GRANDPAR
(26,29),(29,24),-0.204626 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),0.153383 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.695869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),0.264728 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.538857 # DEPENDENCYPART_GRANDPAR
(27,26),(26,15),-0.236765 # DEPENDENCYPART_GRANDPAR
(27,26),(26,18),-0.120262 # DEPENDENCYPART_GRANDPAR
(27,26),(26,20),0.207129 # DEPENDENCYPART_GRANDPAR
(27,26),(26,21),0.0150346 # DEPENDENCYPART_GRANDPAR
(27,26),(26,22),0.08323 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),0.500363 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),0.509525 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),0.537009 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.27789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),0.128 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),0.172868 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-0.233057 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.832457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),0.667069 # DEPENDENCYPART_GRANDPAR
(27,29),(29,18),-0.880153 # DEPENDENCYPART_GRANDPAR
(27,29),(29,20),-0.411824 # DEPENDENCYPART_GRANDPAR
(27,29),(29,22),-0.679591 # DEPENDENCYPART_GRANDPAR
(27,29),(29,23),-0.162622 # DEPENDENCYPART_GRANDPAR
(27,29),(29,24),-0.155297 # DEPENDENCYPART_GRANDPAR
(27,29),(29,25),-0.278157 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),-0.49856 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-0.954721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),0.534066 # DEPENDENCYPART_GRANDPAR
(28,25),(25,20),-0.464979 # DEPENDENCYPART_GRANDPAR
(28,25),(25,22),-0.612935 # DEPENDENCYPART_GRANDPAR
(28,25),(25,23),-0.124377 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),-0.368552 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),-0.351747 # DEPENDENCYPART_GRANDPAR
(28,25),(25,29),-0.208473 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.275564 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-1.37696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,29),-0.335435 # DEPENDENCYPART_GRANDPAR
(28,29),(29,18),-1.13464 # DEPENDENCYPART_GRANDPAR
(28,29),(29,20),-0.938858 # DEPENDENCYPART_GRANDPAR
(28,29),(29,22),-1.12411 # DEPENDENCYPART_GRANDPAR
