# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(9,6),(6,7),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,38),-0.0737466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,8),(6,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,8),(6,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,12),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,16),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,19),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,20),-0.0643574 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,21),-0.0642672 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,38),-0.074552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,17),-0.0641605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,31),-0.0641605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,36),-0.0641516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,38),-0.0714174 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,10),(6,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,18),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,38),-0.0725289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,11),(6,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,17),-0.0641605 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,31),-0.0641605 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,36),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,38),-0.0714174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,12),(6,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,19),-0.0644569 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,20),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,32),-0.0641604 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,38),-0.0600723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,13),(6,14),-0.0641493 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,18),-0.0642298 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,19),-0.0681283 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,20),-0.0641648 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,23),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,25),-0.0647529 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,30),-0.0650553 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,38),-0.0781046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,14),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,38),-0.0671332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,15),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,38),-0.0670084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,16),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,19),-0.0644569 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,20),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,32),-0.0641604 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,38),-0.0600723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,17),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,19),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,20),-0.0643574 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,21),-0.0642672 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,38),-0.0737718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,18),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,38),-0.0644225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,19),(6,20),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,21),-0.0641505 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,37),-0.0641554 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,38),-0.0709562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,20),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,22),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,38),-0.0653016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,21),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,21),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,21),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,21),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,21),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,21),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,21),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,21),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,21),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,21),(6,38),-0.0544169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,22),(6,23),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,22),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,22),(6,25),-0.0647529 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,22),(6,30),-0.0650553 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,22),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,22),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,22),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,22),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,22),(6,38),-0.0781046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,23),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,23),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,23),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,23),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,23),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,23),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,23),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,23),(6,38),-0.067091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,24),(6,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,24),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,24),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,24),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,24),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,24),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,24),(6,38),-0.0510443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,25),(6,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,25),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,25),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,25),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,25),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,25),(6,38),-0.0648312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,30),(6,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,30),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,30),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,30),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,30),(6,38),-0.0651367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,31),(6,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,31),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,31),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,31),(6,38),-0.0737466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,32),(6,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,32),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,32),(6,38),-0.0650376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,36),(6,37),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,36),(6,38),-0.064178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,37),(6,38),-0.0642022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.0476105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),-0.0476964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,3),-0.0482222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,2),-0.0480359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,1),-0.0422711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.0135549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,3),-0.0447854 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,2),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.0368724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.0477042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,3),(6,2),-0.0420487 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,-1),-0.0741318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,2),(6,1),-0.0420479 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,2),(6,-1),-0.0407253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,1),(6,-1),-0.0420265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.10174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.0644133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.0651701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
