# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(11,24),(24,25),0.0783842 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.3806 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),-0.38811 # DEPENDENCYPART_GRANDPAR
(11,24),(24,28),-0.00885066 # DEPENDENCYPART_GRANDPAR
(11,29),(29,28),-0.135895 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),1.17376 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),1.01018 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.617249 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.669292 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.526665 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.748776 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.619496 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.647218 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.63553 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.520918 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.600413 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),1.01936 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.957477 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.399908 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.583753 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.176107 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.620585 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.698067 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.462644 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),0.453959 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.179746 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),-0.92216 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.900941 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.1249 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.714216 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.494041 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.525423 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.76806 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.357001 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.6556 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.643911 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.412681 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.618458 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.818515 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.881949 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.604493 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.465044 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.16816 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.28087 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.567109 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.733125 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.412063 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),0.43006 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.187693 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.387019 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),0.28522 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-0.957217 # DEPENDENCYPART_GRANDPAR
(12,17),(17,28),-0.262858 # DEPENDENCYPART_GRANDPAR
(12,17),(17,29),-0.800158 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.309488 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.663254 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.38561 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.138112 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-1.03017 # DEPENDENCYPART_GRANDPAR
(12,28),(28,13),1.03417 # DEPENDENCYPART_GRANDPAR
(12,28),(28,14),1.12769 # DEPENDENCYPART_GRANDPAR
(12,28),(28,20),0.763453 # DEPENDENCYPART_GRANDPAR
(12,28),(28,22),0.518774 # DEPENDENCYPART_GRANDPAR
(12,28),(28,23),0.633462 # DEPENDENCYPART_GRANDPAR
(12,28),(28,25),-0.313322 # DEPENDENCYPART_GRANDPAR
(12,28),(28,26),0.402276 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.616778 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),-0.585462 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.848141 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.12012 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.922838 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.862362 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.852593 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.384169 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.925056 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.754421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0151548 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.468471 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.203345 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0593362 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.145684 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.313167 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.0379394 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.0504541 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.181205 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.484722 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.875612 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.791576 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.802415 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.08555 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.751736 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.814835 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.805066 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.223919 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.889241 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.78256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.438903 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.267665 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.710529 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.190809 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.232915 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.284305 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.231548 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.156426 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),0.0860912 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.0497321 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.0740714 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.0207253 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.403103 # DEPENDENCYPART_GRANDPAR
(13,17),(17,28),0.0523895 # DEPENDENCYPART_GRANDPAR
(13,17),(17,29),-0.285015 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.0187415 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.00110401 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.112514 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.089136 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.305829 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.0253096 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.00113058 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.0874031 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.118803 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0972462 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.152502 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.0823182 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.109786 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.0781316 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.0582717 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.578251 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0709767 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0798836 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.12759 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.029079 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.404497 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.0251474 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.145374 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.00519803 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.568583 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0767377 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.336582 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.00942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.184555 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),0.147126 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.0481111 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0781628 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.12587 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0299589 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.403334 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.0268767 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.15574 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.21869 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.578203 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0750736 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.336748 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.0828735 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.00941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.184555 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),0.321914 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),0.147127 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.077486 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.475125 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.219168 # DEPENDENCYPART_GRANDPAR
(14,9),(9,27),-0.660711 # DEPENDENCYPART_GRANDPAR
(14,9),(9,29),-0.44718 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.0173629 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.0680486 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.103408 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.108525 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.279403 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.072423 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.127885 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.149649 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.674891 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.17512 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.245116 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.989523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.148997 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),0.350036 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),0.154823 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.00638772 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.0845205 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.456664 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.226331 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.18749 # DEPENDENCYPART_GRANDPAR
(14,11),(11,29),-0.440123 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.00941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.184555 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),0.147127 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.475125 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.585767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,18),0.413326 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.492992 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.53396 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.404437 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.812571 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.406459 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.49071 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.463765 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),0.174446 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.622532 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.356264 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.544942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.242559 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),1.00954 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.528032 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.254355 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.503547 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.0205772 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.401565 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.367014 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.34693 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),0.104197 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),0.204736 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.165009 # DEPENDENCYPART_GRANDPAR
(14,17),(17,28),0.195908 # DEPENDENCYPART_GRANDPAR
(14,17),(17,29),-0.0115441 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.825514 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.222363 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.357954 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.00400767 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.251401 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.218117 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.212914 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),0.128989 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.0137602 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),0.13518 # DEPENDENCYPART_GRANDPAR
(14,18),(18,29),0.0266707 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.871326 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.423142 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.500439 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.127789 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.35969 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.314511 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.22789 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.313375 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),0.138689 # DEPENDENCYPART_GRANDPAR
(14,20),(20,29),0.0917736 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.229442 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.474209 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.673947 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.410308 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),0.209304 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.301699 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.850797 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.402527 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.506283 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.661494 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.39549 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.561841 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),0.233332 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),0.0431679 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),0.113828 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.306069 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),0.142414 # DEPENDENCYPART_GRANDPAR
(14,23),(23,29),0.0958388 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),0.481838 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),0.369682 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.324225 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),0.128989 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.0137602 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.189594 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),0.13518 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),0.0196646 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.204278 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.121656 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.00131607 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.041086 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.0437969 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.119615 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.047886 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.123253 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.296767 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.34659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0304733 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.237996 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.228397 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.470641 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.296168 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.290355 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.371762 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),-0.541612 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.998793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),0.147941 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.226691 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.017072 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.154967 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.168897 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.0404495 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),0.168454 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),0.0736908 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),0.124524 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),0.0747995 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.0810235 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.282139 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.54346 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.966867 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.684771 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.767366 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.846488 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.568781 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.768896 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.382658 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.00736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,29),0.271244 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.320652 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.198099 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.53901 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.902118 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.82811 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.653601 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.732723 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.549964 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.704071 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.481414 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.363841 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.858363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),0.404459 # DEPENDENCYPART_GRANDPAR
(17,3),(3,24),0.211828 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.436719 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.195119 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.0610863 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-1.06242 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.68923 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.597846 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.793557 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.872679 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.610596 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.864416 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.874846 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.415128 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.0737732 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.196555 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.528191 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.70619 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.529327 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.607432 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.655948 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.357197 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.158778 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.0584286 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.44648 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.670115 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.422735 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.625154 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.700312 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.587495 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.683881 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.450049 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.709057 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.401372 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.246663 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.865436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),0.416475 # DEPENDENCYPART_GRANDPAR
(17,6),(6,23),-0.148155 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),0.223843 # DEPENDENCYPART_GRANDPAR
(17,6),(6,26),-0.206616 # DEPENDENCYPART_GRANDPAR
(17,6),(6,29),0.514496 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),0.105657 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.13289 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.491986 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.648901 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.583072 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.0969988 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.626299 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.437925 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.599384 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.33425 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.626369 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.251802 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.946061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,1),-0.37816 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),0.107587 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.130964 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.491715 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.647532 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.581136 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.085385 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.269373 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.412739 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.588851 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.326115 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.493613 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.62734 # DEPENDENCYPART_GRANDPAR
