# _root_ The FHA alone lost $ 4.2 billion in fiscal 1988 ; the government 's equity in the agency , essentially its reserve fund , fell to minus $ 2.9 billion .
#goldHeads=2,4,2,0,4,5,5,4,10,8,4,13,15,13,25,15,18,16,15,23,23,23,15,15,4,25,28,26,28,28,4,
#predictedHeads=2,4,4,0,4,5,5,5,10,8,4,13,15,13,25,15,18,16,15,23,23,23,25,15,4,25,28,26,28,28,4,
(23,5),(23,16),-0.10667 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.465688 # DEPENDENCYPART_SIBL
(23,5),(23,18),0.00214084 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.0943517 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0477893 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.23054 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.0119141 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.0923966 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.00592922 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0127536 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.013866 # DEPENDENCYPART_SIBL
(23,5),(23,28),-0.0658842 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.187705 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.00570658 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.416416 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.188589 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0235482 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.0933092 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.166813 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.173756 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.00139356 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.031444 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.070636 # DEPENDENCYPART_SIBL
(23,10),(23,27),0.0394919 # DEPENDENCYPART_SIBL
(23,10),(23,28),0.0519329 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.00925706 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.501661 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0324717 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.150822 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0444371 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.137351 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0170673 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.13365 # DEPENDENCYPART_SIBL
(23,13),(23,25),0.0268447 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.0544268 # DEPENDENCYPART_SIBL
(23,13),(23,27),0.0300426 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.0389565 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.147884 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0801381 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.213529 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.130844 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.245257 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.130737 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.00601654 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.110607 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0836984 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0101735 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.00729451 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.272368 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.284951 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.131187 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.384458 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.277748 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.010555 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0774657 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.227194 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.148537 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.238157 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.141219 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0354037 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.156965 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0443001 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.135044 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0311475 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0771311 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0207522 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0200041 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0559094 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0700428 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0705412 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0047942 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0168708 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0671901 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0265882 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0575605 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0726565 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0686695 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0223367 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0665662 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0812752 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.0500961 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0377839 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.234167 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.148097 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0165025 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.077069 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0603879 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.112968 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.133425 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0322797 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.129188 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0265155 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0181474 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.54017 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.148143 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.488921 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.205214 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0359132 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0251907 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0322039 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.135852 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.023059 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0362293 # DEPENDENCYPART_SIBL
(25,2),(25,3),-0.0550068 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.161196 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.163285 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.237846 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.0386473 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.220424 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.241973 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.181105 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.158777 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.219232 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.0386473 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.206986 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0536562 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.0101033 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.266519 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.189973 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.234275 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.0536562 # DEPENDENCYPART_SIBL
(25,2),(25,26),0.108069 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.0117266 # DEPENDENCYPART_SIBL
(25,2),(25,28),0.0433282 # DEPENDENCYPART_SIBL
(25,2),(25,30),0.033487 # DEPENDENCYPART_SIBL
(25,2),(25,31),0.0333829 # DEPENDENCYPART_SIBL
(25,3),(25,4),-0.0503188 # DEPENDENCYPART_SIBL
(25,3),(25,5),-0.0310814 # DEPENDENCYPART_SIBL
(25,3),(25,7),-0.0907499 # DEPENDENCYPART_SIBL
(25,3),(25,8),-0.0481841 # DEPENDENCYPART_SIBL
(25,3),(25,9),-0.0731268 # DEPENDENCYPART_SIBL
(25,3),(25,10),-0.0901039 # DEPENDENCYPART_SIBL
(25,3),(25,11),-0.0329364 # DEPENDENCYPART_SIBL
(25,3),(25,13),0.041877 # DEPENDENCYPART_SIBL
(25,3),(25,15),-0.00656595 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.0481841 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.0145304 # DEPENDENCYPART_SIBL
(25,3),(25,19),0.0451172 # DEPENDENCYPART_SIBL
(25,3),(25,20),-0.0702908 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.00175152 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.00118247 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.0055068 # DEPENDENCYPART_SIBL
(25,3),(25,24),0.0451172 # DEPENDENCYPART_SIBL
(25,3),(25,26),0.0249785 # DEPENDENCYPART_SIBL
(25,3),(25,27),-0.0979429 # DEPENDENCYPART_SIBL
(25,3),(25,28),-0.071566 # DEPENDENCYPART_SIBL
(25,3),(25,30),-0.0941946 # DEPENDENCYPART_SIBL
(25,3),(25,31),-0.105868 # DEPENDENCYPART_SIBL
(25,4),(25,5),-0.0587163 # DEPENDENCYPART_SIBL
(25,4),(25,7),-0.0872268 # DEPENDENCYPART_SIBL
(25,4),(25,8),-0.164452 # DEPENDENCYPART_SIBL
(25,4),(25,9),-0.0844272 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.0973482 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.0464158 # DEPENDENCYPART_SIBL
(25,4),(25,13),0.0217461 # DEPENDENCYPART_SIBL
(25,4),(25,15),-0.00729317 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.164452 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.0154747 # DEPENDENCYPART_SIBL
(25,4),(25,19),0.217658 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.0894594 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.067267 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.000505191 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.0167249 # DEPENDENCYPART_SIBL
(25,4),(25,24),0.217658 # DEPENDENCYPART_SIBL
(25,4),(25,26),0.00567446 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.0711669 # DEPENDENCYPART_SIBL
(25,4),(25,28),-0.0343927 # DEPENDENCYPART_SIBL
(25,4),(25,30),-0.0375484 # DEPENDENCYPART_SIBL
(25,4),(25,31),0.0488367 # DEPENDENCYPART_SIBL
(25,5),(25,7),-0.0742604 # DEPENDENCYPART_SIBL
(25,5),(25,8),-0.0599982 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.0431776 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.090331 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.0271706 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.0695639 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.0933006 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.0599982 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.0938243 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0317651 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.0138036 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.0634426 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.0863393 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.107853 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.0317651 # DEPENDENCYPART_SIBL
(25,5),(25,26),-0.0418613 # DEPENDENCYPART_SIBL
(25,5),(25,27),-0.13035 # DEPENDENCYPART_SIBL
(25,5),(25,28),-0.0638843 # DEPENDENCYPART_SIBL
(25,5),(25,30),-0.0273645 # DEPENDENCYPART_SIBL
(25,5),(25,31),-0.096837 # DEPENDENCYPART_SIBL
(25,7),(25,8),-0.0566582 # DEPENDENCYPART_SIBL
(25,7),(25,9),-0.0288173 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.19412 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.0934375 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.0964219 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.133767 # DEPENDENCYPART_SIBL
(25,7),(25,16),-0.0566582 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.127435 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.122341 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.0153246 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.124832 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.118128 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.138769 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.122341 # DEPENDENCYPART_SIBL
(25,7),(25,26),-0.0905618 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.123176 # DEPENDENCYPART_SIBL
(25,7),(25,28),-0.0226566 # DEPENDENCYPART_SIBL
(25,7),(25,30),-0.098603 # DEPENDENCYPART_SIBL
(25,7),(25,31),-0.0683779 # DEPENDENCYPART_SIBL
(25,8),(25,9),0.0146619 # DEPENDENCYPART_SIBL
(25,8),(25,10),-0.0549131 # DEPENDENCYPART_SIBL
(25,8),(25,11),0.112005 # DEPENDENCYPART_SIBL
(25,8),(25,13),0.176446 # DEPENDENCYPART_SIBL
(25,8),(25,15),0.130942 # DEPENDENCYPART_SIBL
(25,8),(25,16),0.0313185 # DEPENDENCYPART_SIBL
(25,8),(25,18),0.168587 # DEPENDENCYPART_SIBL
(25,8),(25,19),0.392206 # DEPENDENCYPART_SIBL
(25,8),(25,20),-0.0199613 # DEPENDENCYPART_SIBL
(25,8),(25,21),0.0577041 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.123761 # DEPENDENCYPART_SIBL
(25,8),(25,23),0.14354 # DEPENDENCYPART_SIBL
(25,8),(25,24),0.392206 # DEPENDENCYPART_SIBL
(25,8),(25,26),0.169521 # DEPENDENCYPART_SIBL
(25,8),(25,27),0.0227271 # DEPENDENCYPART_SIBL
(25,8),(25,28),0.100787 # DEPENDENCYPART_SIBL
(25,8),(25,30),0.0101918 # DEPENDENCYPART_SIBL
(25,8),(25,31),0.156608 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.113261 # DEPENDENCYPART_SIBL
(25,9),(25,11),-0.0662342 # DEPENDENCYPART_SIBL
(25,9),(25,13),-0.0424352 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.0570183 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.0504892 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.0470798 # DEPENDENCYPART_SIBL
(25,9),(25,19),0.0928514 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.0888204 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.164277 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.0484397 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.0497115 # DEPENDENCYPART_SIBL
(25,9),(25,24),0.0928514 # DEPENDENCYPART_SIBL
(25,9),(25,26),0.0699281 # DEPENDENCYPART_SIBL
(25,9),(25,27),-0.0926252 # DEPENDENCYPART_SIBL
(25,9),(25,28),0.0412764 # DEPENDENCYPART_SIBL
(25,9),(25,30),-0.0608867 # DEPENDENCYPART_SIBL
(25,9),(25,31),-0.0373237 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.0969452 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.0598975 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.0972373 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.0620142 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.090908 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.138202 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.0190436 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.127605 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0816006 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.102242 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.138202 # DEPENDENCYPART_SIBL
(25,10),(25,26),-0.13436 # DEPENDENCYPART_SIBL
(25,10),(25,27),-0.123998 # DEPENDENCYPART_SIBL
(25,10),(25,28),-0.0714834 # DEPENDENCYPART_SIBL
(25,10),(25,30),-0.107594 # DEPENDENCYPART_SIBL
(25,10),(25,31),-0.0997484 # DEPENDENCYPART_SIBL
(25,11),(25,13),-0.00633036 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.0227628 # DEPENDENCYPART_SIBL
(25,11),(25,16),0.0189731 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.0252219 # DEPENDENCYPART_SIBL
(25,11),(25,19),0.016042 # DEPENDENCYPART_SIBL
(25,11),(25,20),0.0318345 # DEPENDENCYPART_SIBL
(25,11),(25,21),0.014329 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.0161056 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.0313067 # DEPENDENCYPART_SIBL
(25,11),(25,24),0.016042 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.0501527 # DEPENDENCYPART_SIBL
(25,11),(25,27),-0.0862593 # DEPENDENCYPART_SIBL
(25,11),(25,28),-0.0280913 # DEPENDENCYPART_SIBL
(25,11),(25,30),-0.0663021 # DEPENDENCYPART_SIBL
(25,11),(25,31),-0.0724027 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.48489 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.0501827 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.492287 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0174784 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.0441949 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.185202 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.48298 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.467775 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.0174784 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.0477682 # DEPENDENCYPART_SIBL
(25,13),(25,27),-0.00147243 # DEPENDENCYPART_SIBL
(25,13),(25,28),0.0136089 # DEPENDENCYPART_SIBL
(25,13),(25,30),-0.0505469 # DEPENDENCYPART_SIBL
(25,13),(25,31),0.0247849 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.0644655 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.518996 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.067535 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.0578752 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.191384 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.509691 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.494379 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.067535 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.0212206 # DEPENDENCYPART_SIBL
(25,15),(25,27),-0.108759 # DEPENDENCYPART_SIBL
(25,15),(25,28),-0.0323523 # DEPENDENCYPART_SIBL
(25,15),(25,30),-0.101981 # DEPENDENCYPART_SIBL
(25,15),(25,31),-0.0391958 # DEPENDENCYPART_SIBL
(25,16),(25,18),0.168587 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.392206 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0199613 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.0577041 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.123761 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.14354 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.392206 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.169521 # DEPENDENCYPART_SIBL
(25,16),(25,27),0.0227271 # DEPENDENCYPART_SIBL
(25,16),(25,28),0.100787 # DEPENDENCYPART_SIBL
(25,16),(25,30),0.0101918 # DEPENDENCYPART_SIBL
(25,16),(25,31),0.156608 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.0100924 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0195137 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.178113 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.50726 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.491947 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0100924 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.0853507 # DEPENDENCYPART_SIBL
(25,18),(25,27),-0.0618809 # DEPENDENCYPART_SIBL
(25,18),(25,28),0.0156676 # DEPENDENCYPART_SIBL
(25,18),(25,30),-0.0558999 # DEPENDENCYPART_SIBL
(25,18),(25,31),0.0722829 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.00106553 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0479895 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.0271918 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0253988 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0908129 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0154862 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.0742986 # DEPENDENCYPART_SIBL
(25,19),(25,28),-0.107958 # DEPENDENCYPART_SIBL
(25,19),(25,30),-0.144629 # DEPENDENCYPART_SIBL
(25,19),(25,31),0.00315621 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.00467025 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.00140598 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.00573031 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0813892 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.154778 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0183743 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.0183359 # DEPENDENCYPART_SIBL
(25,20),(25,30),-0.0134547 # DEPENDENCYPART_SIBL
(25,20),(25,31),0.0901813 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.000572347 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.007476 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0188391 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0500189 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.133982 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.0903948 # DEPENDENCYPART_SIBL
(25,21),(25,30),-0.0745045 # DEPENDENCYPART_SIBL
(25,21),(25,31),-0.0957326 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.519005 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0744414 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0351607 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0712707 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.00112169 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.0658487 # DEPENDENCYPART_SIBL
(25,22),(25,31),-0.00133281 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.079339 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0438869 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0183716 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0257982 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.0451505 # DEPENDENCYPART_SIBL
(25,23),(25,31),0.0551323 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0154862 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0742986 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.107958 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.144629 # DEPENDENCYPART_SIBL
(25,24),(25,31),0.00315621 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.100455 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.167987 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.0658569 # DEPENDENCYPART_SIBL
(25,26),(25,31),0.0681053 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.159282 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.138909 # DEPENDENCYPART_SIBL
(25,27),(25,31),0.0209081 # DEPENDENCYPART_SIBL
(25,28),(25,30),0.0446696 # DEPENDENCYPART_SIBL
(25,28),(25,31),0.110273 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.0433563 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.0382277 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0315553 # DEPENDENCYPART_SIBL
(26,23),(26,30),0.0497862 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.287606 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.125789 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0942881 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0230741 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0136316 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.00561379 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.18623 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.22673 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.2673 # DEPENDENCYPART_SIBL
(28,3),(28,4),0.0142404 # DEPENDENCYPART_SIBL
(28,3),(28,20),-0.0843056 # DEPENDENCYPART_SIBL
(28,3),(28,23),0.0540316 # DEPENDENCYPART_SIBL
(28,3),(28,26),0.53977 # DEPENDENCYPART_SIBL
(28,3),(28,27),0.122458 # DEPENDENCYPART_SIBL
(28,3),(28,29),0.00426981 # DEPENDENCYPART_SIBL
(28,3),(28,30),-0.0296488 # DEPENDENCYPART_SIBL
(28,3),(28,31),-0.186196 # DEPENDENCYPART_SIBL
(28,4),(28,20),-0.0588966 # DEPENDENCYPART_SIBL
(28,4),(28,23),0.0565595 # DEPENDENCYPART_SIBL
(28,4),(28,26),0.25754 # DEPENDENCYPART_SIBL
(28,4),(28,27),0.0421107 # DEPENDENCYPART_SIBL
(28,4),(28,29),0.0622654 # DEPENDENCYPART_SIBL
(28,4),(28,30),0.0973438 # DEPENDENCYPART_SIBL
(28,4),(28,31),-0.0172214 # DEPENDENCYPART_SIBL
(28,20),(28,23),0.0576612 # DEPENDENCYPART_SIBL
(28,20),(28,26),0.548486 # DEPENDENCYPART_SIBL
(28,20),(28,27),0.134371 # DEPENDENCYPART_SIBL
(28,20),(28,29),0.0484038 # DEPENDENCYPART_SIBL
(28,20),(28,30),0.0214742 # DEPENDENCYPART_SIBL
(28,20),(28,31),-0.0535934 # DEPENDENCYPART_SIBL
(28,23),(28,26),0.327281 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.232086 # DEPENDENCYPART_SIBL
