# _root_ `` When you 're in the groove , you see every ball tremendously , '' he lectured .
#goldHeads=17,4,4,10,4,7,5,10,10,17,12,10,10,17,17,17,0,17,
#predictedHeads=17,4,4,17,4,7,5,10,10,17,12,10,10,17,17,17,0,17,
(16,12),(12,2),-0.40868 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.529036 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.210534 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.371933 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.173025 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.150476 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.464068 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.235795 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.264675 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.206079 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.2074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.471844 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.69986 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.362371 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.301717 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.200025 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.306417 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.372715 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.105889 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.517368 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.250804 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.35718 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.267594 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.447366 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.285892 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.388039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.21166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.454323 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.418454 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.0899548 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0977337 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.0266348 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.0262966 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),0.0270935 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.0543096 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),0.171881 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),0.0775091 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.13015 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.105587 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),0.0106615 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.29866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,1),-0.183669 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.37122 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.0537157 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.101466 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.266301 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.101783 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.633492 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.192625 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.0698317 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.656946 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.122716 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.0571889 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),0.206475 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),0.0854463 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.19857 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.0231754 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.00910507 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),-0.0802416 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.20719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.486727 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.0622207 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.410268 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.233978 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.109215 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.614783 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.0974867 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.0824177 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.0731662 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),0.230213 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),0.0210688 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),0.076408 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.148712 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.0672488 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.40535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.693134 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.117847 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),0.286671 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),0.123944 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.00985967 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.0185219 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.408795 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.342694 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.0551526 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.263913 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.00664294 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.176594 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.2764 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.154149 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.35931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.767081 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.00444413 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.027427 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.12306 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),0.639176 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.178606 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.0177432 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.0740124 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.564609 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.0485956 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.031603 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.108654 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.139884 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.199631 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.0455585 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0424043 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.094829 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.252318 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.22873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.556975 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0140733 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0983549 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.139892 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.0929581 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.34041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,1),-0.118283 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),0.286301 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.421864 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),0.01351 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.13633 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.0536216 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0842323 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0951096 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.174916 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.270392 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.15247 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.184661 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.35932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.767096 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.0407912 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),0.503449 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.0795131 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.0686335 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.120961 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.181045 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.169654 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0435383 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.128468 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.0725455 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.32301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,13),0.0285003 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0128785 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0423827 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.100705 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.32828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,4),-0.116199 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0104679 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.271935 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.142616 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.214603 # DEPENDENCYPART_GRANDPAR
