# _root_ Using black and white , `` we can make housewives look like stars , '' says John Perrin .
#goldHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,8,8,0,18,16,16,
#predictedHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,16,16,0,18,16,16,
(10,7),(7,1),-0.357878 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.403768 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.491776 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.213439 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.406937 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.417198 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.424323 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.494263 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.513697 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.504104 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.254934 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.133315 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.61341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.801262 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.08298 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.794975 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.769603 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.896059 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.833048 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.14124 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.17655 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.340253 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.251843 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.335187 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.383941 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.486178 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0948858 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.64169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.807672 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.07267 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.823252 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.867014 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.979869 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.853417 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.18062 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.37424 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.818147 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.853287 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.03092 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.953377 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.912876 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.966957 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.654359 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.521083 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.643971 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.15523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.290966 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.243892 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.347489 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.522059 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.486841 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.70645 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.678858 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.905749 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.10592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.250536 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.211726 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.237383 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.325749 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.393447 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.32989 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.20537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.371035 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.345229 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.127329 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.425333 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.363585 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.681822 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.652282 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.870932 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.452967 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.797219 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.795542 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.953494 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.895371 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.847463 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.824805 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.638046 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.524333 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.632816 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.27038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.275575 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.33043 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.451966 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.43393 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.573534 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.808124 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.778204 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.966139 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.826319 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.925232 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.529106 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),-0.389503 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.358574 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.365934 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.230735 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.493784 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.482578 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.811615 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.00951464 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.167596 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0188891 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0736056 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0609375 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.307402 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.111058 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.0665559 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.00662401 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.24433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.0337003 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.429113 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.704544 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0674467 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.262334 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.00984161 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.195093 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.104393 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.350294 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0271814 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.00450472 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.2594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.0142989 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.860525 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.738115 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-1.23414 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-1.22761 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.175721 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.170106 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.160823 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.195359 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.160944 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.200784 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.2579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,1),-0.0841406 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.071928 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.090455 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.181487 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.103856 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.349745 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.027728 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.00444074 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.0142969 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.430406 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.860526 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.738115 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0567661 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.0625309 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.0386258 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0216539 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.35587 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.121917 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.10609 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.0181715 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.24866 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.094547 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.174061 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0347197 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0525417 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0586321 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.173042 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.275419 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.402564 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.00414245 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0397316 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.28112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.124232 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.409623 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.683893 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.671837 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.658364 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.1517 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.04327 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0521805 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.20327 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.173103 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0605181 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.191352 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.155457 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.162498 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.26501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.075728 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.415854 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.759773 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.734843 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.657964 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.16911 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.22018 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.117374 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.065811 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0303011 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.208335 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.259965 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0763014 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0297209 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.28248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0289647 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.478884 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.872459 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.659286 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.19837 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.518421 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.817124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.205917 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.18414 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.137327 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.098595 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.488735 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.556967 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.912216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.34461 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.268256 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.277001 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.195241 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.748326 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.68181 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.832109 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.00783538 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.466768 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.433353 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.357883 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.45766 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.447886 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.48987 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.754865 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.566321 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.484518 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.516091 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.807941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.228054 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0283696 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.326894 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.286713 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.820543 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.753715 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.827041 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.590225 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.479768 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.551834 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.5527 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.824686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.376115 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.126023 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.113318 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.138985 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.513662 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.706919 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.774533 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.29232 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.71943 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.959747 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.548705 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.461135 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.315998 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.385848 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.370964 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.53525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0566722 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.844557 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.873092 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.23876 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.293543 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.637992 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0770045 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.570163 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.926019 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.547113 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.470197 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.446466 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.381774 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.636175 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.49444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.206338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.635583 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.75849 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.775948 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.33799 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.10771 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.34935 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.35147 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.951877 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.81855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.192341 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.242558 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.29234 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.690787 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.453855 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-1.02167 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.768678 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.885914 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.29332 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.687374 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.22646 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.36256 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.957673 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.06613 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.911312 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.914216 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.24994 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.866496 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.08619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.546653 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.277148 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.533687 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.778974 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.541735 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-1.00518 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.851407 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.35967 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.862789 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.833359 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.779481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),1.05618 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.0743241 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.072514 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.457632 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.848911 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.486532 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.66351 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.580812 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.736096 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.370747 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.155642 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.347003 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.411753 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.20526 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.11652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.66369 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.539148 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.436128 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.498234 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.659477 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.758601 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.691734 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.792274 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.751007 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.433412 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.340586 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.365795 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.525312 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.232976 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.04406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.527654 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.672264 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.521603 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.576516 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.390927 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.824642 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.484866 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.345466 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.12621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.543968 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.675262 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.563372 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.401922 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.667487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,1),-0.937403 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.10179 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.20943 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.15053 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.24067 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.08871 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.901324 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.687075 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.869654 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.12524 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.830914 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.978567 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.666486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0947994 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.265365 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.161458 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0193262 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.418146 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.193921 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.966503 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.23148 # DEPENDENCYPART_GRANDPAR
