# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,31,31,25,31,32,16,
(21,23),(21,27),0.00756588 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.00868543 # DEPENDENCYPART_SIBL
(21,23),(21,32),0.00868543 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0376241 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.015473 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.00929654 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.00929654 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0559822 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.0349818 # DEPENDENCYPART_SIBL
(21,25),(21,32),-0.0349818 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0243446 # DEPENDENCYPART_SIBL
(21,27),(21,32),0.0243446 # DEPENDENCYPART_SIBL
(21,28),(21,32),-0.498354 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0639646 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0436794 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0840369 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0134981 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0192416 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.101152 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.0171763 # DEPENDENCYPART_SIBL
(22,21),(22,31),0.0175846 # DEPENDENCYPART_SIBL
(22,21),(22,33),0.0193834 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.465529 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0220355 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.117678 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.188525 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.023833 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.188744 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.190572 # DEPENDENCYPART_SIBL
(22,23),(22,33),-0.188518 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.189494 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.305346 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.400823 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.284524 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.401042 # DEPENDENCYPART_SIBL
(22,24),(22,31),-0.402871 # DEPENDENCYPART_SIBL
(22,24),(22,33),-0.400816 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0813536 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.179405 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.104406 # DEPENDENCYPART_SIBL
(22,25),(22,30),-0.16664 # DEPENDENCYPART_SIBL
(22,25),(22,31),-0.179878 # DEPENDENCYPART_SIBL
(22,25),(22,33),-0.176464 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.261543 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.148234 # DEPENDENCYPART_SIBL
(22,26),(22,30),-0.261761 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.263588 # DEPENDENCYPART_SIBL
(22,26),(22,33),-0.261535 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.128994 # DEPENDENCYPART_SIBL
(22,27),(22,30),-0.507165 # DEPENDENCYPART_SIBL
(22,27),(22,31),-0.509665 # DEPENDENCYPART_SIBL
(22,27),(22,33),-0.50644 # DEPENDENCYPART_SIBL
(22,28),(22,30),-0.15283 # DEPENDENCYPART_SIBL
(22,28),(22,31),-0.174484 # DEPENDENCYPART_SIBL
(22,28),(22,33),-0.172855 # DEPENDENCYPART_SIBL
(22,30),(22,31),-0.524426 # DEPENDENCYPART_SIBL
(22,30),(22,33),-0.521727 # DEPENDENCYPART_SIBL
(22,31),(22,33),-0.525905 # DEPENDENCYPART_SIBL
(24,2),(24,3),-0.381902 # DEPENDENCYPART_SIBL
(24,2),(24,4),-0.232936 # DEPENDENCYPART_SIBL
(24,2),(24,5),-0.36972 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.0709779 # DEPENDENCYPART_SIBL
(24,2),(24,7),-0.427566 # DEPENDENCYPART_SIBL
(24,2),(24,8),-0.0586624 # DEPENDENCYPART_SIBL
(24,2),(24,9),-0.186066 # DEPENDENCYPART_SIBL
(24,2),(24,11),-0.525687 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.0495943 # DEPENDENCYPART_SIBL
(24,2),(24,14),-0.380388 # DEPENDENCYPART_SIBL
(24,2),(24,17),-0.331792 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.265494 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.544823 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.304823 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.270252 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.331792 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.00991951 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.0896041 # DEPENDENCYPART_SIBL
(24,2),(24,27),0.00406521 # DEPENDENCYPART_SIBL
(24,2),(24,28),-0.0552776 # DEPENDENCYPART_SIBL
(24,2),(24,29),-0.00961842 # DEPENDENCYPART_SIBL
(24,2),(24,30),-0.0104662 # DEPENDENCYPART_SIBL
(24,2),(24,31),-0.0099838 # DEPENDENCYPART_SIBL
(24,2),(24,32),-0.0552776 # DEPENDENCYPART_SIBL
(24,2),(24,33),-0.00416656 # DEPENDENCYPART_SIBL
(24,2),(24,34),0.0119447 # DEPENDENCYPART_SIBL
(24,3),(24,4),-0.219683 # DEPENDENCYPART_SIBL
(24,3),(24,5),-0.467313 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.0500882 # DEPENDENCYPART_SIBL
(24,3),(24,7),-0.320941 # DEPENDENCYPART_SIBL
(24,3),(24,8),0.0602078 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.14643 # DEPENDENCYPART_SIBL
(24,3),(24,11),-0.210333 # DEPENDENCYPART_SIBL
(24,3),(24,12),-0.0129612 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.457117 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.383894 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.215664 # DEPENDENCYPART_SIBL
(24,3),(24,20),-0.360581 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.222867 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.255117 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.383894 # DEPENDENCYPART_SIBL
(24,3),(24,25),-0.0124045 # DEPENDENCYPART_SIBL
(24,3),(24,26),-0.0729896 # DEPENDENCYPART_SIBL
(24,3),(24,27),-0.0185105 # DEPENDENCYPART_SIBL
(24,3),(24,28),-0.0372651 # DEPENDENCYPART_SIBL
(24,3),(24,29),-0.0212482 # DEPENDENCYPART_SIBL
(24,3),(24,30),-0.0249537 # DEPENDENCYPART_SIBL
(24,3),(24,31),-0.0296335 # DEPENDENCYPART_SIBL
(24,3),(24,32),-0.0372651 # DEPENDENCYPART_SIBL
(24,3),(24,33),-0.0202943 # DEPENDENCYPART_SIBL
(24,3),(24,34),-0.0166439 # DEPENDENCYPART_SIBL
(24,4),(24,5),-0.0121441 # DEPENDENCYPART_SIBL
(24,4),(24,6),0.0662955 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.133858 # DEPENDENCYPART_SIBL
(24,4),(24,8),0.0537597 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.00213842 # DEPENDENCYPART_SIBL
(24,4),(24,11),-0.0292684 # DEPENDENCYPART_SIBL
(24,4),(24,12),0.036536 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.0100238 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.0217693 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.0488208 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.0451879 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.0388478 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.0739375 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.0217693 # DEPENDENCYPART_SIBL
(24,4),(24,25),-0.063327 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.140961 # DEPENDENCYPART_SIBL
(24,4),(24,27),-0.0691329 # DEPENDENCYPART_SIBL
(24,4),(24,28),-0.0891899 # DEPENDENCYPART_SIBL
(24,4),(24,29),-0.059507 # DEPENDENCYPART_SIBL
(24,4),(24,30),-0.0595932 # DEPENDENCYPART_SIBL
(24,4),(24,31),-0.0650516 # DEPENDENCYPART_SIBL
(24,4),(24,32),-0.0891899 # DEPENDENCYPART_SIBL
(24,4),(24,33),-0.0595072 # DEPENDENCYPART_SIBL
(24,4),(24,34),0.0175883 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.0551762 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.320336 # DEPENDENCYPART_SIBL
(24,5),(24,8),0.0652172 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.145838 # DEPENDENCYPART_SIBL
(24,5),(24,11),-0.198773 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.0128091 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.437328 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.383288 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.215108 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.355655 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.225772 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.254519 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.383288 # DEPENDENCYPART_SIBL
(24,5),(24,25),-0.0351046 # DEPENDENCYPART_SIBL
(24,5),(24,26),-0.0728628 # DEPENDENCYPART_SIBL
(24,5),(24,27),-0.022114 # DEPENDENCYPART_SIBL
(24,5),(24,28),-0.051838 # DEPENDENCYPART_SIBL
(24,5),(24,29),-0.0248517 # DEPENDENCYPART_SIBL
(24,5),(24,30),-0.0285572 # DEPENDENCYPART_SIBL
(24,5),(24,31),-0.033237 # DEPENDENCYPART_SIBL
(24,5),(24,32),-0.051838 # DEPENDENCYPART_SIBL
(24,5),(24,33),-0.0238978 # DEPENDENCYPART_SIBL
(24,5),(24,34),0.00221374 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.166748 # DEPENDENCYPART_SIBL
(24,6),(24,8),0.0405761 # DEPENDENCYPART_SIBL
(24,6),(24,9),0.0217518 # DEPENDENCYPART_SIBL
(24,6),(24,11),0.0243223 # DEPENDENCYPART_SIBL
(24,6),(24,12),0.0891294 # DEPENDENCYPART_SIBL
(24,6),(24,14),0.0356838 # DEPENDENCYPART_SIBL
(24,6),(24,17),0.025392 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.0330341 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.0186518 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.00613171 # DEPENDENCYPART_SIBL
(24,6),(24,22),0.00945672 # DEPENDENCYPART_SIBL
(24,6),(24,23),0.025392 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.012397 # DEPENDENCYPART_SIBL
(24,6),(24,26),-0.0501455 # DEPENDENCYPART_SIBL
(24,6),(24,27),-0.0389013 # DEPENDENCYPART_SIBL
(24,6),(24,28),-0.082426 # DEPENDENCYPART_SIBL
(24,6),(24,29),-0.0311451 # DEPENDENCYPART_SIBL
(24,6),(24,30),-0.0312399 # DEPENDENCYPART_SIBL
(24,6),(24,31),-0.0477908 # DEPENDENCYPART_SIBL
(24,6),(24,32),-0.082426 # DEPENDENCYPART_SIBL
(24,6),(24,33),-0.0199604 # DEPENDENCYPART_SIBL
(24,6),(24,34),0.0431014 # DEPENDENCYPART_SIBL
(24,7),(24,8),0.105785 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.0403885 # DEPENDENCYPART_SIBL
(24,7),(24,11),-0.0895847 # DEPENDENCYPART_SIBL
(24,7),(24,12),0.294461 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.132363 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.344497 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.0727651 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.245846 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0731157 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.0609578 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.344497 # DEPENDENCYPART_SIBL
(24,7),(24,25),0.0950202 # DEPENDENCYPART_SIBL
(24,7),(24,26),0.0277266 # DEPENDENCYPART_SIBL
(24,7),(24,27),0.124516 # DEPENDENCYPART_SIBL
(24,7),(24,28),-0.0426114 # DEPENDENCYPART_SIBL
(24,7),(24,29),0.133007 # DEPENDENCYPART_SIBL
(24,7),(24,30),0.132921 # DEPENDENCYPART_SIBL
(24,7),(24,31),0.129301 # DEPENDENCYPART_SIBL
(24,7),(24,32),-0.0426114 # DEPENDENCYPART_SIBL
(24,7),(24,33),0.133011 # DEPENDENCYPART_SIBL
(24,7),(24,34),-0.543091 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.0185856 # DEPENDENCYPART_SIBL
(24,8),(24,11),-0.00801403 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.00744221 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.0392327 # DEPENDENCYPART_SIBL
(24,8),(24,17),0.00647979 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.0411501 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.0482655 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.0121697 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.0661333 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.00647979 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.0634444 # DEPENDENCYPART_SIBL
(24,8),(24,26),-0.0557528 # DEPENDENCYPART_SIBL
(24,8),(24,27),-0.0304305 # DEPENDENCYPART_SIBL
(24,8),(24,28),0.0945127 # DEPENDENCYPART_SIBL
(24,8),(24,29),-0.0230012 # DEPENDENCYPART_SIBL
(24,8),(24,30),-0.0230943 # DEPENDENCYPART_SIBL
(24,8),(24,31),-0.0430192 # DEPENDENCYPART_SIBL
(24,8),(24,32),0.0945127 # DEPENDENCYPART_SIBL
(24,8),(24,33),-0.0126143 # DEPENDENCYPART_SIBL
(24,8),(24,34),0.00718511 # DEPENDENCYPART_SIBL
(24,9),(24,11),-0.0308425 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.127121 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.0169581 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.0513343 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0747418 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0331119 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0810743 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.127568 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.0513343 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.0372586 # DEPENDENCYPART_SIBL
(24,9),(24,26),-0.0753181 # DEPENDENCYPART_SIBL
(24,9),(24,27),0.0211041 # DEPENDENCYPART_SIBL
(24,9),(24,28),-0.0429756 # DEPENDENCYPART_SIBL
(24,9),(24,29),0.0339179 # DEPENDENCYPART_SIBL
(24,9),(24,30),0.0338302 # DEPENDENCYPART_SIBL
(24,9),(24,31),0.0280018 # DEPENDENCYPART_SIBL
(24,9),(24,32),-0.0429756 # DEPENDENCYPART_SIBL
(24,9),(24,33),0.0339176 # DEPENDENCYPART_SIBL
(24,9),(24,34),0.00866115 # DEPENDENCYPART_SIBL
(24,11),(24,12),-0.0495943 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.38117 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.331792 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.265494 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.544823 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.304822 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.270252 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.331792 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0107959 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0917281 # DEPENDENCYPART_SIBL
(24,11),(24,27),0.00194136 # DEPENDENCYPART_SIBL
(24,11),(24,28),-0.0544011 # DEPENDENCYPART_SIBL
(24,11),(24,29),-0.0117423 # DEPENDENCYPART_SIBL
(24,11),(24,30),-0.0125901 # DEPENDENCYPART_SIBL
(24,11),(24,31),-0.0121076 # DEPENDENCYPART_SIBL
(24,11),(24,32),-0.0544011 # DEPENDENCYPART_SIBL
(24,11),(24,33),-0.00629041 # DEPENDENCYPART_SIBL
(24,11),(24,34),0.00180973 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.0293968 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.0951937 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0400076 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.00621504 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.012195 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.116792 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.0951937 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.103483 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.105078 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.0932292 # DEPENDENCYPART_SIBL
(24,12),(24,28),-0.106946 # DEPENDENCYPART_SIBL
(24,12),(24,29),-0.080518 # DEPENDENCYPART_SIBL
(24,12),(24,30),-0.0806416 # DEPENDENCYPART_SIBL
(24,12),(24,31),-0.0912979 # DEPENDENCYPART_SIBL
(24,12),(24,32),-0.106946 # DEPENDENCYPART_SIBL
(24,12),(24,33),-0.0826697 # DEPENDENCYPART_SIBL
(24,12),(24,34),-0.00261617 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.386057 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.217827 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.362745 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.225033 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.257347 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.386057 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0224121 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0913376 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0376147 # DEPENDENCYPART_SIBL
(24,14),(24,28),-0.0471755 # DEPENDENCYPART_SIBL
(24,14),(24,29),-0.0403523 # DEPENDENCYPART_SIBL
(24,14),(24,30),-0.0440578 # DEPENDENCYPART_SIBL
(24,14),(24,31),-0.0487377 # DEPENDENCYPART_SIBL
(24,14),(24,32),-0.0471755 # DEPENDENCYPART_SIBL
(24,14),(24,33),-0.0393984 # DEPENDENCYPART_SIBL
(24,14),(24,34),-0.119199 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0890226 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.254769 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0555592 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.103252 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.437935 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0143809 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0975942 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0490635 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.0305378 # DEPENDENCYPART_SIBL
(24,17),(24,29),-0.0405699 # DEPENDENCYPART_SIBL
(24,17),(24,30),-0.0406561 # DEPENDENCYPART_SIBL
(24,17),(24,31),-0.0444849 # DEPENDENCYPART_SIBL
(24,17),(24,32),-0.0305378 # DEPENDENCYPART_SIBL
(24,17),(24,33),-0.0405701 # DEPENDENCYPART_SIBL
(24,17),(24,34),-0.0181045 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.21783 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0395458 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0208317 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.155171 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0415895 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0616475 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0458114 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0870658 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.0373165 # DEPENDENCYPART_SIBL
(24,19),(24,30),-0.0374515 # DEPENDENCYPART_SIBL
(24,19),(24,31),-0.0416488 # DEPENDENCYPART_SIBL
(24,19),(24,32),-0.0870658 # DEPENDENCYPART_SIBL
(24,19),(24,33),-0.037375 # DEPENDENCYPART_SIBL
(24,19),(24,34),-0.048608 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.256252 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.245283 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.501429 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0916944 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.101491 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0831006 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.084599 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0745737 # DEPENDENCYPART_SIBL
(24,20),(24,30),-0.0751119 # DEPENDENCYPART_SIBL
(24,20),(24,31),-0.076532 # DEPENDENCYPART_SIBL
(24,20),(24,32),-0.084599 # DEPENDENCYPART_SIBL
(24,20),(24,33),-0.0746342 # DEPENDENCYPART_SIBL
(24,20),(24,34),-0.0693742 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.176891 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0810164 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.09019 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0588505 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0736108 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.128244 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0649879 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.0659126 # DEPENDENCYPART_SIBL
(24,21),(24,31),-0.0700059 # DEPENDENCYPART_SIBL
(24,21),(24,32),-0.128244 # DEPENDENCYPART_SIBL
(24,21),(24,33),-0.0649959 # DEPENDENCYPART_SIBL
(24,21),(24,34),-0.106233 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.071421 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0505254 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.148181 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0815286 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0655952 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0709912 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.0710774 # DEPENDENCYPART_SIBL
(24,22),(24,31),-0.0783742 # DEPENDENCYPART_SIBL
(24,22),(24,32),-0.0655952 # DEPENDENCYPART_SIBL
(24,22),(24,33),-0.0709914 # DEPENDENCYPART_SIBL
(24,22),(24,34),0.0654998 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0143809 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0975942 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0490635 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0305378 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0405699 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.0406561 # DEPENDENCYPART_SIBL
(24,23),(24,31),-0.0444849 # DEPENDENCYPART_SIBL
(24,23),(24,32),-0.0305378 # DEPENDENCYPART_SIBL
(24,23),(24,33),-0.0405701 # DEPENDENCYPART_SIBL
(24,23),(24,34),-0.0181045 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.00449414 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0488589 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.133074 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0395561 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.0326541 # DEPENDENCYPART_SIBL
(24,25),(24,31),-0.0513897 # DEPENDENCYPART_SIBL
(24,25),(24,32),-0.133074 # DEPENDENCYPART_SIBL
(24,25),(24,33),-0.0413123 # DEPENDENCYPART_SIBL
(24,25),(24,34),-0.0298484 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.177269 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.159902 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.172536 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.173442 # DEPENDENCYPART_SIBL
(24,26),(24,31),-0.179088 # DEPENDENCYPART_SIBL
(24,26),(24,32),-0.159902 # DEPENDENCYPART_SIBL
(24,26),(24,33),-0.172663 # DEPENDENCYPART_SIBL
(24,26),(24,34),-0.192575 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0438598 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.181173 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.182144 # DEPENDENCYPART_SIBL
(24,27),(24,31),-0.188464 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.0438598 # DEPENDENCYPART_SIBL
(24,27),(24,33),-0.180867 # DEPENDENCYPART_SIBL
(24,27),(24,34),0.0441086 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.148581 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.131444 # DEPENDENCYPART_SIBL
(24,28),(24,31),-0.15879 # DEPENDENCYPART_SIBL
(24,28),(24,32),-0.681801 # DEPENDENCYPART_SIBL
(24,28),(24,33),-0.150502 # DEPENDENCYPART_SIBL
(24,28),(24,34),-0.0515544 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.19154 # DEPENDENCYPART_SIBL
(24,29),(24,31),-0.197293 # DEPENDENCYPART_SIBL
(24,29),(24,32),0.00977022 # DEPENDENCYPART_SIBL
(24,29),(24,33),-0.190222 # DEPENDENCYPART_SIBL
(24,29),(24,34),0.0102297 # DEPENDENCYPART_SIBL
(24,30),(24,31),-0.193638 # DEPENDENCYPART_SIBL
(24,30),(24,32),0.0123214 # DEPENDENCYPART_SIBL
(24,30),(24,33),-0.186566 # DEPENDENCYPART_SIBL
(24,30),(24,34),0.00872552 # DEPENDENCYPART_SIBL
(24,31),(24,32),0.00283005 # DEPENDENCYPART_SIBL
(24,31),(24,33),-0.192858 # DEPENDENCYPART_SIBL
(24,31),(24,34),-0.0130319 # DEPENDENCYPART_SIBL
(24,32),(24,33),-0.150502 # DEPENDENCYPART_SIBL
(24,32),(24,34),-0.0515544 # DEPENDENCYPART_SIBL
(24,33),(24,34),-0.00234366 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0463985 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0116085 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0151982 # DEPENDENCYPART_SIBL
