# _root_ Dr. Novello , an expert on pediatric kidney diseases , is deputy director of the National Institute of Child Health and Human Development .
#goldHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
#predictedHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
(8,11),(11,3),-1.32949 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.30165 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.02671 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.45808 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.920696 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.997148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0546115 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.541228 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.29922 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.370568 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.515198 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.674493 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.430747 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.365074 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.567759 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.680539 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.419256 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.600157 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-1.02294 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.53333 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.28264 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.37489 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.06173 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.921889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.123822 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.622873 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.323746 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.325202 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.805299 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.503394 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.433941 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.377763 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.755041 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.186346 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.668493 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.901286 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.605295 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.49438 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.496093 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.301201 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.1742 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.37595 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.659519 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.496085 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.692441 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.400877 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.13827 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.345681 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0731061 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.254534 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.983514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.846036 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.754907 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.572896 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.318524 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-1.27003 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.157965 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.345506 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.171475 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0729939 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.254409 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.0434268 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.109556 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.983514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.846036 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.754907 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.658017 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.572895 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-1.02258 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.704028 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.09987 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.71875 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.318524 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-1.27003 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.457369 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.160492 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.267766 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.370846 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.268557 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.313346 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.330542 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.364137 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.312183 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.221991 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0622351 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0957843 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.04598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.888878 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.823582 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.678562 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.1128 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.80702 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-1.19009 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.447954 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-1.36747 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.161502 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.473997 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.181673 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0664865 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0238966 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.104597 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.02674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.721487 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.816787 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.613294 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.957197 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.674496 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-1.28783 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.196134 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0568421 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0618043 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.753477 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.312474 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.189413 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.04598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.888687 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.823582 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.678562 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.11227 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.580981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,1),-0.743436 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.749184 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.938685 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.703243 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.524277 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.983861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.515438 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.529163 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.627533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.334612 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.110315 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0155155 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.374261 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.374618 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.273508 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.15271 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.451551 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.162107 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),0.231216 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.474686 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.907904 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.860136 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.407088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.105055 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.00361285 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.136185 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.971266 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.813763 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.938528 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.691722 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.818683 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.492029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.185618 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.00804214 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.134882 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.338007 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.276144 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.150794 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.212173 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.165242 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.478993 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.472782 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.775372 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.245381 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0639761 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.187447 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.123867 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0393745 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.213607 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.292899 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.0676494 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.498284 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.255011 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.587795 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.500068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,12),-0.0275081 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0150816 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0493671 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0729394 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.369899 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.347371 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.0543954 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),0.400587 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.509323 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.380812 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.718537 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.292899 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.0676494 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),0.135666 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.498284 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.255011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.384907 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.339109 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.305978 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.26056 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.140113 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.20656 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.349383 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.214353 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.96668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.356645 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.882937 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.934334 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.94202 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.11538 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.02234 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-1.04413 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0571126 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.318531 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.410711 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.166987 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0668053 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.421164 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.826509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.119275 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.435064 # DEPENDENCYPART_GRANDPAR
(11,1),(1,24),-0.836225 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.331595 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.318648 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0337862 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.410762 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.167051 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.0180488 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.241748 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.0668501 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.421281 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.826508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.10741 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.119273 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.191747 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.812556 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.51002 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.83651 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.435064 # DEPENDENCYPART_GRANDPAR
(11,2),(2,24),-0.836225 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.298015 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.0958623 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.215461 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.189665 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.227502 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.308255 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.133341 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.134398 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0621436 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.246595 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0153046 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.150637 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.00304806 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.49528 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.631477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.0255052 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),0.00759092 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.719642 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.310682 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.34431 # DEPENDENCYPART_GRANDPAR
(11,5),(5,24),-0.718789 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0837476 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.141118 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.0701088 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.324591 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.15086 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.155718 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0525953 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0874362 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.925964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.158359 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.127715 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.76997 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-0.857084 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.143425 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0419132 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.179809 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.214273 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0642629 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0528127 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.00740572 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.483827 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.631069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.0250971 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),0.00879052 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.224822 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.21247 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.179414 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.00837706 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0171386 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.123904 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.182097 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.135644 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.266765 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.765758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.115983 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.0448677 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0575487 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.726621 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.375822 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-0.780534 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.246345 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.63719 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.407203 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.284776 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.495666 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.326118 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.64656 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.38944 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),0.0537442 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.636394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.547338 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.371951 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.43686 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.644647 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.564348 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.189392 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.178575 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.123827 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.246075 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.135087 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.00735848 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.162669 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.485027 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.382161 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.708838 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.464227 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.26337 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.20008 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0478583 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.570887 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.170096 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.585197 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.120395 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0318387 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.277274 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.116663 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.028881 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.141313 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.0220283 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.171226 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.752161 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.566593 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.61621 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.754692 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.239508 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0130721 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.079408 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.490719 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.147059 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.0307211 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.482198 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.176967 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.49261 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.570887 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.170096 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.130588 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.585197 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.120395 # DEPENDENCYPART_GRANDPAR
(11,20),(20,12),0.625364 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.289939 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.0241301 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.0599277 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.30201 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.285478 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.0450922 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.497002 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.191764 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.611765 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.497715 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.260748 # DEPENDENCYPART_GRANDPAR
(11,23),(23,12),0.587669 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),-0.298627 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),0.0592695 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),0.0969039 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.248502 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),0.10479 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.252696 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.524488 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.54357 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.682504 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.587581 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.482461 # DEPENDENCYPART_GRANDPAR
