# _root_ When he came to Applied , `` I did n't have the power to execute as I do today , '' he says .
#goldHeads=3,3,9,3,4,9,9,9,23,9,9,13,11,13,14,15,18,16,18,9,9,23,0,23,
#predictedHeads=3,3,9,3,4,5,23,9,23,9,9,13,11,13,14,15,18,16,18,23,23,23,0,23,
(18,8),(18,16),-0.0695414 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.607441 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0737201 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.00201568 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.00528754 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.22955 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.117359 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.0676451 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0609216 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0453297 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0225084 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0341577 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0479832 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0309487 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0363927 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0304961 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0138146 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.081233 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0949339 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0919113 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.15361 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.00670836 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0541198 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.00637077 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0137099 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0741289 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0383982 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.129766 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0943362 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0221811 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0768572 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.035296 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.103385 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0940838 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0292421 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.107594 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0918759 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0881257 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0717736 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0526215 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.208545 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0321249 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.132782 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.185058 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.1047 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.130574 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0672652 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.186417 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.369729 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.232624 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.183998 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.376355 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0427741 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0861442 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.043437 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.148756 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0519879 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.186249 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.153253 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.132164 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0359323 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.298386 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0182085 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0570839 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.039122 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.121504 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.105694 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0446136 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0245017 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.035419 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0431833 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00097362 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.198846 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0801638 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0631204 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0722513 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0184703 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0193675 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.155259 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0302437 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.105252 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.159162 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0861152 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.112326 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0848149 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.132753 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0248364 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0840289 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0149117 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0566195 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0322494 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.179311 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0737201 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00201568 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00528754 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.22955 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.117359 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0676451 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.150699 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0217871 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.016972 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0146856 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0142804 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0464357 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.136713 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.00561798 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.067539 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.159554 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.132636 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.195261 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.04856 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.016413 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0344334 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.151129 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0343822 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.171145 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.00269198 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.10004 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.00162942 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.032246 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0794205 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.14423 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0849597 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0593063 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0512652 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00991166 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0451157 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.000861338 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.405815 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.160542 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.359227 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0601003 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.100265 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0671484 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.00734205 # DEPENDENCYPART_SIBL
(23,1),(23,2),-0.100552 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0967988 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.0171938 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.0853018 # DEPENDENCYPART_SIBL
(23,1),(23,6),-0.198605 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.0854905 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0466033 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.104994 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.0714645 # DEPENDENCYPART_SIBL
(23,1),(23,11),-0.0449323 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.130228 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0171938 # DEPENDENCYPART_SIBL
(23,1),(23,15),-0.004286 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.0577999 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.0466033 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.159992 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.171852 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.198605 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.0983025 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.100552 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.338606 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.206376 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.192045 # DEPENDENCYPART_SIBL
(23,2),(23,5),-0.184462 # DEPENDENCYPART_SIBL
(23,2),(23,6),-0.283011 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.0296067 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.669914 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.213747 # DEPENDENCYPART_SIBL
(23,2),(23,10),0.0422599 # DEPENDENCYPART_SIBL
(23,2),(23,11),-0.208437 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.230059 # DEPENDENCYPART_SIBL
(23,2),(23,14),-0.192045 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.167099 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.125463 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.669914 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.310249 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.184498 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.283011 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.2172 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.740612 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0837327 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.106039 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.00356576 # DEPENDENCYPART_SIBL
(23,3),(23,6),0.0839351 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.0792518 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.10801 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.267064 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.0853671 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.113715 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.0168648 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.106039 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0681222 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.146797 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.10801 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.240428 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.0302286 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.0839351 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0833911 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.087836 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.161062 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.0240846 # DEPENDENCYPART_SIBL
(23,4),(23,6),0.0202409 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.0590154 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0596211 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.110313 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.0317297 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0773219 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.0201719 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.130088 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0380508 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.119863 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0596211 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.168653 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0406636 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0202409 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.127879 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.106891 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0203897 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.310087 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.126288 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.562005 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.289161 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.112108 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.281238 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.328693 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.322073 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.236959 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.129889 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.562005 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.382425 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.272931 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.310087 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.279598 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.681021 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.230708 # DEPENDENCYPART_SIBL
(23,6),(23,7),0.177574 # DEPENDENCYPART_SIBL
(23,6),(23,8),0.0288279 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0816657 # DEPENDENCYPART_SIBL
(23,6),(23,10),0.0788219 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0738107 # DEPENDENCYPART_SIBL
(23,6),(23,13),0.0292003 # DEPENDENCYPART_SIBL
(23,6),(23,14),0.00868613 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.00899561 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.0754548 # DEPENDENCYPART_SIBL
(23,6),(23,17),0.0288279 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.121863 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.146804 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.328597 # DEPENDENCYPART_SIBL
(23,6),(23,21),0.637305 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.0292986 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.00580342 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.119345 # DEPENDENCYPART_SIBL
(23,7),(23,9),0.0347827 # DEPENDENCYPART_SIBL
(23,7),(23,10),-0.0777778 # DEPENDENCYPART_SIBL
(23,7),(23,11),0.0347893 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.0158285 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.00341737 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0577077 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.179668 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.119345 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.00794395 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.0763376 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.0374956 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.490437 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0795109 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.397679 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.189575 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0259784 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.194225 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.200066 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.170044 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.152888 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.112617 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.59572 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.29457 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.154505 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.233314 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.19684 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.639694 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.046234 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.112013 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.136651 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.0501395 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.130991 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0931439 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.168332 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.126737 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.263276 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.00309613 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.000633989 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.0566757 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0869345 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.211511 # DEPENDENCYPART_SIBL
(23,10),(23,11),-0.126646 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0117505 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.00350116 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0796346 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0226761 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.157798 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.160001 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.00760022 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0786707 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.1808 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.215947 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0102633 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.072828 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0568944 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0203983 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0645437 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.183009 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.175387 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0272824 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0577658 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.167244 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.161155 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.254364 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.311394 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.246413 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0478009 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.610241 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.419497 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.665762 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.200314 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.332914 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.714687 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0764863 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0380508 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.119863 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0596211 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.168653 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0406636 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0202409 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.127879 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.106891 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0203897 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0390454 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.135265 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.138751 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0134749 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0532962 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.182443 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.11045 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.137905 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.107284 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.20773 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0445488 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.216903 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.166812 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.181099 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0485684 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.29457 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.154505 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.233314 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.19684 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.639694 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.046234 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.056424 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.00571696 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0418095 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.122414 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0592504 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0692302 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.293452 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.593269 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.229276 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.637305 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0292986 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.00580342 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.114641 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.147141 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0837327 # DEPENDENCYPART_SIBL
(0,3),(3,1),-0.728926 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.161971 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.00662911 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0711912 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.506148 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0821096 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.520793 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.586167 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0341398 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.283356 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.43435 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.450401 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.309714 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.152801 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.225266 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.25998 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),0.641766 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),0.568405 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.734988 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.162499 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.84252 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.336628 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.173311 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.712612 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.643874 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.654686 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.366201 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.134713 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.402468 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.195803 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.221544 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0590921 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.241309 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0289886 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.388028 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.411443 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.232299 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.0728985 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.956063 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),0.848431 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),0.775778 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),-0.723766 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.110495 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),0.93172 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),-0.470422 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),-0.150781 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),0.708773 # DEPENDENCYPART_GRANDPAR
