# _root_ Mr. Freund , former chief economist of the New York Stock Exchange , is a professor of economics at Pace University 's business school in New York .
#goldHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
#predictedHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
(11,2),(2,1),-0.17321 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.412379 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.00412367 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.226355 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.486426 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.238357 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.301459 # DEPENDENCYPART_GRANDPAR
(11,2),(2,12),-0.773374 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-1.35003 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.916688 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-1.15791 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-1.09023 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.601944 # DEPENDENCYPART_GRANDPAR
(11,2),(2,24),-1.39649 # DEPENDENCYPART_GRANDPAR
(11,2),(2,25),-0.761084 # DEPENDENCYPART_GRANDPAR
(11,2),(2,28),-1.83045 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0209615 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.192606 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.35418 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.424494 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0692265 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-1.13161 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.497036 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.242956 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.334923 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0647666 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.337914 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.141542 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.053557 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.234581 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.384435 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.51912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.733169 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-1.25366 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.857088 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-1.12227 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.871135 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.510088 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-1.36179 # DEPENDENCYPART_GRANDPAR
(11,6),(6,25),-0.676251 # DEPENDENCYPART_GRANDPAR
(11,6),(6,28),-1.79757 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.439349 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.337678 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.35014 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.344711 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.308814 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.55888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.77346 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.35006 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.15807 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.12306 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.912434 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.06414 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.723927 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.947212 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.15187 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.880888 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.981931 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.14811 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.615048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.450494 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.35091 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.619059 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.384976 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0405374 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-1.21878 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.207157 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.936678 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.727865 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.815381 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.592311 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.817518 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.903354 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.783342 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.797526 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.96335 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.993577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.218545 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.718828 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.741095 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.4707 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.33979 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.498133 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0163573 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.0384176 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.740847 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.0705821 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.187733 # DEPENDENCYPART_GRANDPAR
(11,14),(14,28),-1.29086 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.9852 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.00321271 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.131839 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.00997813 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.450588 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.218184 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.0758571 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-1.21236 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.420391 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.727656 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.0965277 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),-0.301191 # DEPENDENCYPART_GRANDPAR
(11,16),(16,28),-1.07908 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.378009 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.384411 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.541106 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.0286542 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.539817 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.854664 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.289866 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-1.20731 # DEPENDENCYPART_GRANDPAR
(11,19),(19,27),-0.0825687 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.0799741 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.251559 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.174262 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.311992 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.476739 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.39559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-1.16043 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.704582 # DEPENDENCYPART_GRANDPAR
(12,1),(1,28),-1.38947 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.0513709 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.238508 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.181358 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0842776 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.307053 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.487913 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.172275 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.39452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-1.15917 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.964731 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.703469 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.767216 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.482847 # DEPENDENCYPART_GRANDPAR
(12,2),(2,24),-0.882638 # DEPENDENCYPART_GRANDPAR
(12,2),(2,25),-0.729051 # DEPENDENCYPART_GRANDPAR
(12,2),(2,28),-1.3884 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.157101 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.157862 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0756675 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.216222 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.250864 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.232405 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.940626 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.209228 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0370864 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.140343 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.190872 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.404594 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.317775 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.115257 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.272712 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0638457 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.24562 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.186784 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.111071 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.104853 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.252746 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.311229 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.35385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-1.06233 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.904656 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.667348 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.75209 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.390243 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),-0.847465 # DEPENDENCYPART_GRANDPAR
(12,6),(6,25),-0.643468 # DEPENDENCYPART_GRANDPAR
(12,6),(6,28),-1.35504 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.315413 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.208334 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-1.15929 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.217597 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0409388 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0687624 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.39461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-1.1592 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.703623 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.0571511 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.111531 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.501276 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.283672 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0441265 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.217163 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.39456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-1.15925 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.964743 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.703767 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.484221 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.832887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,1),-0.715145 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.558045 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.661541 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.428016 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.689541 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.766625 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.49308 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.467635 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.841025 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.818366 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.818868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.494078 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.682612 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0286589 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.233964 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.134929 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.100939 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.309777 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.182086 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.0878812 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),-0.11763 # DEPENDENCYPART_GRANDPAR
(12,14),(14,28),-0.839071 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.833232 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.614131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,15),-0.0310471 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0528702 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.130112 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.24997 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.217683 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.931892 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.0310579 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.22666 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.164767 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.285796 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.67243 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.238978 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0359417 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.400934 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.0458137 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.401929 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),0.119214 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.250045 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0430582 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.373346 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.389554 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.043529 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.246713 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.254251 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),-1.08709 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),0.00366678 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.0464844 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.240866 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.226235 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.31639 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.285172 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.0355832 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.385872 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.371042 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.269233 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.340175 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.04264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.400312 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.963378 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.06075 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.01389 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.32952 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.167507 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.315021 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.21345 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.471285 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.375227 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.334242 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.540594 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.195063 # DEPENDENCYPART_GRANDPAR
(14,1),(1,28),-1.05983 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.872129 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.343916 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.232651 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.106711 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.487795 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.396813 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.312241 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.387142 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.569489 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.762623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,16),-0.195021 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.552189 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.251556 # DEPENDENCYPART_GRANDPAR
(14,2),(2,24),-0.587621 # DEPENDENCYPART_GRANDPAR
(14,2),(2,25),-0.327813 # DEPENDENCYPART_GRANDPAR
(14,2),(2,28),-1.0598 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.137863 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.00511898 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.181745 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0817027 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.416179 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.406704 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.358958 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.00637484 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.176391 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.214846 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.425067 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.443743 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.564864 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.0236836 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.165239 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.224715 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.0207217 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.25614 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.0223018 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.213794 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.278394 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.161391 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.374878 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.658712 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.567311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,16),-0.103224 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.182136 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.000492543 # DEPENDENCYPART_GRANDPAR
(14,6),(6,24),-0.496298 # DEPENDENCYPART_GRANDPAR
(14,6),(6,25),-0.0965644 # DEPENDENCYPART_GRANDPAR
(14,6),(6,28),-0.94208 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.0607819 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.0967307 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.295572 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0201679 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.0389667 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.00143031 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.151825 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.232977 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.864006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),-0.239466 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0761842 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.271836 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.559549 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0644323 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0123994 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.308797 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.374214 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.514112 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.195156 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.00224669 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.0141247 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.238553 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0863703 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0323089 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0840734 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.481805 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.638917 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.76504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.197736 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.257673 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),0.87714 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),0.023562 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),0.245046 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),0.0943479 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0417957 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.313658 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.048056 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0666653 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.113311 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.19014 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.552995 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.764004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.196396 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.388333 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.25757 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-1.14195 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0107647 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.261524 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.82162 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.397254 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.651221 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.405261 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.033386 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.117395 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.252313 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.79985 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.031564 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),0.171292 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.0199355 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.965409 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.697457 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.203576 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0664294 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.438209 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.0611416 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.0969496 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-1.0627 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.186217 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.353304 # DEPENDENCYPART_GRANDPAR
