# _root_ MRA Staffing Systems signs up nurses for paid travel , promising annual income up to $ 50,000 and free or subsidized housing .
#goldHeads=3,3,4,0,4,4,4,9,7,4,4,13,11,13,14,15,16,13,22,19,20,18,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,4,4,13,11,13,14,15,16,13,18,19,20,21,4,
(6,11),(11,23),-0.46892 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0380645 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0669259 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.154349 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.969531 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.616144 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.512444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.247587 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.183828 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.279931 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.076193 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0273826 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0337618 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0611337 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0328003 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0705232 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.145851 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.143454 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.34775 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.129304 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.256777 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.288751 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.341968 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.00350568 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.107481 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0315091 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0980525 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.170114 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.0379736 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.11694 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.212964 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.204026 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.300307 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.253278 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0613215 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0876054 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.139846 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.209659 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.253333 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.313604 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),0.0967077 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0555601 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.021991 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0561574 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.0439098 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.215145 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.321129 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.402413 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.373992 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.341527 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.502815 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.519499 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0798452 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.25339 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.195304 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.290674 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.358312 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.0405972 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.398419 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.466387 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.808764 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.670059 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.40606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.274995 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.121149 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.53664 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.6599 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.664867 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.630428 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.454161 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.47803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.106085 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.0726956 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.526979 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.62107 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.12263 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.2149 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.03418 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.727939 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.11379 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.554649 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.02099 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-1.87255 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.04112 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.36231 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.938095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.651302 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.126318 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0714318 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.49021 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.497245 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.390613 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0916465 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.0859295 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-1.58471 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.53175 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.53716 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.51642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.12339 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.44009 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.898869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.962004 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.214061 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.193367 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.318668 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.177517 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.136063 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.202759 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.00360652 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.180517 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-1.23308 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0691621 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.994952 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.32106 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.871556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.888872 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),1.02827 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.32034 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.21178 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0343508 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0832046 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0954525 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.298635 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.503657 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.40723 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.934562 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.0141876 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.130792 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.588676 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-1.33633 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.5167 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.12364 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.44028 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.863674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.999752 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),1.06681 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.483873 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.118432 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0469856 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.165448 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.0880112 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.339953 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.534782 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0034673 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-1.08012 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.354146 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.207226 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.684961 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-1.26721 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.0940473 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.268969 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.466368 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.431989 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.941724 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.0114632 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.696292 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.435138 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.536795 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.146068 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.39759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.181594 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.674094 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.297238 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.286957 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.355509 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.27287 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.15418 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.4623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.266981 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.924269 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.652365 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.832512 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.919211 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.616495 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.840938 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.03956 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.890658 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.599732 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-1.1525 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.240205 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.171623 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.28316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.150796 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.666932 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.565047 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.809643 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.786757 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.990129 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.980295 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.04545 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.803967 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.00096 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.433846 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.90111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.404698 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.272076 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.238638 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.384294 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.414325 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.314256 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.597535 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.0620996 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.587166 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.233476 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.739963 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.953926 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.456823 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.971813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.286537 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.340233 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.116726 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.229732 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.22964 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.298714 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.518489 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.161398 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.474847 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.185433 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.447276 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.0190923 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.473321 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.691755 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.363957 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.265216 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.337969 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.04573 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.80422 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.00114 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.446344 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.90964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.259874 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.313421 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.188985 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.148561 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.403184 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.3832 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.589602 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.217128 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.59028 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.307067 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.599447 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.069235 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.594369 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.598114 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.231011 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.318291 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.441495 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.331847 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.337574 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.108432 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.355216 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.11822 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.320745 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.367444 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.338237 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.334499 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.026968 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.327687 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.162966 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.392015 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.417107 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.57254 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.415206 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.0525113 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.450538 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.455877 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.702246 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.536974 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.478103 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.122697 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.164173 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.570763 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.478103 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.120883 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.122697 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.164173 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.124633 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.0446611 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.48874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.98342 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.743026 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-1.36464 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.497009 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.461407 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.131632 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.114898 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.150296 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.114014 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.027258 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.48919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.983434 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.743477 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.540577 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.323304 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.372201 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.217466 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.40367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.663665 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.670285 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.634235 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.524867 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0722442 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.143911 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0676968 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.48557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.944636 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.642087 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.761683 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.737278 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.986016 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.896469 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.59982 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.560593 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.03288 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-1.37899 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.173127 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0522165 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.100985 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.51452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.832403 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.693602 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.772837 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.989365 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0372309 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.140771 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.00580985 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.44448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.869855 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.686477 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.678935 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.697298 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.11608 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.959573 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.518823 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.37351 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.236656 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.639234 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.774094 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.96302 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.633545 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.926212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.386488 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.119949 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0324633 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.289618 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.300935 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.00107681 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.122834 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.0076569 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.408209 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.078668 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.480278 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.397109 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-1.0297 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.295267 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.145232 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.230073 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.24921 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.646773 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.768672 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.891374 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.658095 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.765242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.343588 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.116625 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0305301 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.278112 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.413365 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0899357 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.251154 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.298995 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.493198 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.111878 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.474649 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.431084 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.909599 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.267634 # DEPENDENCYPART_GRANDPAR
