# _root_ The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after the trading in S&P 100 stock-index options was halted Friday .
#goldHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
#predictedHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
(27,2),(27,25),-0.382054 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.657723 # DEPENDENCYPART_SIBL
(27,2),(27,28),0.065283 # DEPENDENCYPART_SIBL
(27,2),(27,29),0.0194936 # DEPENDENCYPART_SIBL
(27,2),(27,30),-0.00356832 # DEPENDENCYPART_SIBL
(27,3),(27,5),-0.0724198 # DEPENDENCYPART_SIBL
(27,3),(27,6),-0.0472879 # DEPENDENCYPART_SIBL
(27,3),(27,7),-0.0979653 # DEPENDENCYPART_SIBL
(27,3),(27,8),-0.102894 # DEPENDENCYPART_SIBL
(27,3),(27,9),0.338754 # DEPENDENCYPART_SIBL
(27,3),(27,11),-0.0569457 # DEPENDENCYPART_SIBL
(27,3),(27,13),-0.0691808 # DEPENDENCYPART_SIBL
(27,3),(27,14),-0.0831373 # DEPENDENCYPART_SIBL
(27,3),(27,15),-0.0889642 # DEPENDENCYPART_SIBL
(27,3),(27,16),0.338754 # DEPENDENCYPART_SIBL
(27,3),(27,17),-0.0149734 # DEPENDENCYPART_SIBL
(27,3),(27,18),-0.0584982 # DEPENDENCYPART_SIBL
(27,3),(27,19),-0.0661865 # DEPENDENCYPART_SIBL
(27,3),(27,21),-0.0328073 # DEPENDENCYPART_SIBL
(27,3),(27,22),-0.154758 # DEPENDENCYPART_SIBL
(27,3),(27,23),-0.0724891 # DEPENDENCYPART_SIBL
(27,3),(27,24),-0.0976553 # DEPENDENCYPART_SIBL
(27,3),(27,25),-0.059618 # DEPENDENCYPART_SIBL
(27,3),(27,26),-0.0831373 # DEPENDENCYPART_SIBL
(27,3),(27,28),0.0214321 # DEPENDENCYPART_SIBL
(27,3),(27,29),-0.0322629 # DEPENDENCYPART_SIBL
(27,3),(27,30),0.0763294 # DEPENDENCYPART_SIBL
(27,5),(27,6),-0.46669 # DEPENDENCYPART_SIBL
(27,5),(27,7),-0.500061 # DEPENDENCYPART_SIBL
(27,5),(27,8),-0.491953 # DEPENDENCYPART_SIBL
(27,5),(27,9),0.0200922 # DEPENDENCYPART_SIBL
(27,5),(27,11),-0.187516 # DEPENDENCYPART_SIBL
(27,5),(27,13),-0.191167 # DEPENDENCYPART_SIBL
(27,5),(27,14),-0.365458 # DEPENDENCYPART_SIBL
(27,5),(27,15),-0.212156 # DEPENDENCYPART_SIBL
(27,5),(27,16),0.0200922 # DEPENDENCYPART_SIBL
(27,5),(27,17),-0.072191 # DEPENDENCYPART_SIBL
(27,5),(27,18),-0.167134 # DEPENDENCYPART_SIBL
(27,5),(27,19),-0.00201932 # DEPENDENCYPART_SIBL
(27,5),(27,21),-0.150395 # DEPENDENCYPART_SIBL
(27,5),(27,22),-0.0383397 # DEPENDENCYPART_SIBL
(27,5),(27,23),-0.479514 # DEPENDENCYPART_SIBL
(27,5),(27,24),-0.183142 # DEPENDENCYPART_SIBL
(27,5),(27,25),-0.172805 # DEPENDENCYPART_SIBL
(27,5),(27,26),-0.365458 # DEPENDENCYPART_SIBL
(27,5),(27,28),0.0945223 # DEPENDENCYPART_SIBL
(27,5),(27,29),-0.0239134 # DEPENDENCYPART_SIBL
(27,5),(27,30),0.00959043 # DEPENDENCYPART_SIBL
(27,6),(27,7),-0.511309 # DEPENDENCYPART_SIBL
(27,6),(27,8),-0.509058 # DEPENDENCYPART_SIBL
(27,6),(27,9),0.0143651 # DEPENDENCYPART_SIBL
(27,6),(27,11),-0.22174 # DEPENDENCYPART_SIBL
(27,6),(27,13),-0.201162 # DEPENDENCYPART_SIBL
(27,6),(27,14),-0.38841 # DEPENDENCYPART_SIBL
(27,6),(27,15),-0.24444 # DEPENDENCYPART_SIBL
(27,6),(27,16),0.0143651 # DEPENDENCYPART_SIBL
(27,6),(27,17),-0.0863672 # DEPENDENCYPART_SIBL
(27,6),(27,18),-0.177129 # DEPENDENCYPART_SIBL
(27,6),(27,19),-0.0296516 # DEPENDENCYPART_SIBL
(27,6),(27,21),-0.179048 # DEPENDENCYPART_SIBL
(27,6),(27,22),-0.0506404 # DEPENDENCYPART_SIBL
(27,6),(27,23),-0.502562 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.196057 # DEPENDENCYPART_SIBL
(27,6),(27,25),-0.184154 # DEPENDENCYPART_SIBL
(27,6),(27,26),-0.38841 # DEPENDENCYPART_SIBL
(27,6),(27,28),0.0618257 # DEPENDENCYPART_SIBL
(27,6),(27,29),-0.0527346 # DEPENDENCYPART_SIBL
(27,6),(27,30),-0.0356482 # DEPENDENCYPART_SIBL
(27,7),(27,8),-0.51115 # DEPENDENCYPART_SIBL
(27,7),(27,9),-0.0129863 # DEPENDENCYPART_SIBL
(27,7),(27,11),-0.218263 # DEPENDENCYPART_SIBL
(27,7),(27,13),-0.214501 # DEPENDENCYPART_SIBL
(27,7),(27,14),-0.392043 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.240926 # DEPENDENCYPART_SIBL
(27,7),(27,16),-0.0129863 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.0903639 # DEPENDENCYPART_SIBL
(27,7),(27,18),-0.190468 # DEPENDENCYPART_SIBL
(27,7),(27,19),-0.0228375 # DEPENDENCYPART_SIBL
(27,7),(27,21),-0.171822 # DEPENDENCYPART_SIBL
(27,7),(27,22),-0.0592156 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.504303 # DEPENDENCYPART_SIBL
(27,7),(27,24),-0.201362 # DEPENDENCYPART_SIBL
(27,7),(27,25),-0.196119 # DEPENDENCYPART_SIBL
(27,7),(27,26),-0.392043 # DEPENDENCYPART_SIBL
(27,7),(27,28),0.0341777 # DEPENDENCYPART_SIBL
(27,7),(27,29),-0.0622854 # DEPENDENCYPART_SIBL
(27,7),(27,30),-0.0772471 # DEPENDENCYPART_SIBL
(27,8),(27,9),-0.0303997 # DEPENDENCYPART_SIBL
(27,8),(27,11),-0.218928 # DEPENDENCYPART_SIBL
(27,8),(27,13),-0.196209 # DEPENDENCYPART_SIBL
(27,8),(27,14),-0.390141 # DEPENDENCYPART_SIBL
(27,8),(27,15),-0.240532 # DEPENDENCYPART_SIBL
(27,8),(27,16),-0.0303997 # DEPENDENCYPART_SIBL
(27,8),(27,17),-0.0889157 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.172177 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.021898 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.18217 # DEPENDENCYPART_SIBL
(27,8),(27,22),-0.0603578 # DEPENDENCYPART_SIBL
(27,8),(27,23),-0.486486 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.194581 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.180231 # DEPENDENCYPART_SIBL
(27,8),(27,26),-0.390141 # DEPENDENCYPART_SIBL
(27,8),(27,28),0.104585 # DEPENDENCYPART_SIBL
(27,8),(27,29),-0.0564156 # DEPENDENCYPART_SIBL
(27,8),(27,30),-0.0575085 # DEPENDENCYPART_SIBL
(27,9),(27,11),0.0284244 # DEPENDENCYPART_SIBL
(27,9),(27,13),0.000901518 # DEPENDENCYPART_SIBL
(27,9),(27,14),-0.0600346 # DEPENDENCYPART_SIBL
(27,9),(27,15),-0.0180137 # DEPENDENCYPART_SIBL
(27,9),(27,16),-0.000959273 # DEPENDENCYPART_SIBL
(27,9),(27,17),0.193864 # DEPENDENCYPART_SIBL
(27,9),(27,18),0.0282385 # DEPENDENCYPART_SIBL
(27,9),(27,19),0.202213 # DEPENDENCYPART_SIBL
(27,9),(27,21),0.0928582 # DEPENDENCYPART_SIBL
(27,9),(27,22),0.071677 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.00457388 # DEPENDENCYPART_SIBL
(27,9),(27,24),-0.00215538 # DEPENDENCYPART_SIBL
(27,9),(27,25),0.0170126 # DEPENDENCYPART_SIBL
(27,9),(27,26),-0.0600346 # DEPENDENCYPART_SIBL
(27,9),(27,28),0.146686 # DEPENDENCYPART_SIBL
(27,9),(27,29),-0.0766529 # DEPENDENCYPART_SIBL
(27,9),(27,30),0.0636823 # DEPENDENCYPART_SIBL
(27,11),(27,13),-0.35685 # DEPENDENCYPART_SIBL
(27,11),(27,14),-0.651961 # DEPENDENCYPART_SIBL
(27,11),(27,15),-0.676058 # DEPENDENCYPART_SIBL
(27,11),(27,16),-0.0837858 # DEPENDENCYPART_SIBL
(27,11),(27,17),-0.238093 # DEPENDENCYPART_SIBL
(27,11),(27,18),-0.37043 # DEPENDENCYPART_SIBL
(27,11),(27,19),-0.0456601 # DEPENDENCYPART_SIBL
(27,11),(27,21),-0.670204 # DEPENDENCYPART_SIBL
(27,11),(27,22),-0.0833067 # DEPENDENCYPART_SIBL
(27,11),(27,23),-0.545199 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.362225 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.368906 # DEPENDENCYPART_SIBL
(27,11),(27,26),-0.651961 # DEPENDENCYPART_SIBL
(27,11),(27,28),0.0504876 # DEPENDENCYPART_SIBL
(27,11),(27,29),0.0210189 # DEPENDENCYPART_SIBL
(27,11),(27,30),-0.0242679 # DEPENDENCYPART_SIBL
(27,13),(27,14),-0.173085 # DEPENDENCYPART_SIBL
(27,13),(27,15),-0.0863174 # DEPENDENCYPART_SIBL
(27,13),(27,16),0.145747 # DEPENDENCYPART_SIBL
(27,13),(27,17),-0.0183918 # DEPENDENCYPART_SIBL
(27,13),(27,18),-0.126798 # DEPENDENCYPART_SIBL
(27,13),(27,19),-0.0324821 # DEPENDENCYPART_SIBL
(27,13),(27,21),-0.0362786 # DEPENDENCYPART_SIBL
(27,13),(27,22),-0.0629012 # DEPENDENCYPART_SIBL
(27,13),(27,23),-0.0893126 # DEPENDENCYPART_SIBL
(27,13),(27,24),-0.149047 # DEPENDENCYPART_SIBL
(27,13),(27,25),-0.10628 # DEPENDENCYPART_SIBL
(27,13),(27,26),-0.173085 # DEPENDENCYPART_SIBL
(27,13),(27,28),-0.025885 # DEPENDENCYPART_SIBL
(27,13),(27,29),-0.028077 # DEPENDENCYPART_SIBL
(27,13),(27,30),-0.056188 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.597015 # DEPENDENCYPART_SIBL
(27,14),(27,16),-0.0532673 # DEPENDENCYPART_SIBL
(27,14),(27,17),-0.194391 # DEPENDENCYPART_SIBL
(27,14),(27,18),-0.287812 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.0478977 # DEPENDENCYPART_SIBL
(27,14),(27,21),-0.514777 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.0555761 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.555827 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.370793 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.28771 # DEPENDENCYPART_SIBL
(27,14),(27,26),-0.858408 # DEPENDENCYPART_SIBL
(27,14),(27,28),-0.200391 # DEPENDENCYPART_SIBL
(27,14),(27,29),-0.245086 # DEPENDENCYPART_SIBL
(27,14),(27,30),-0.308578 # DEPENDENCYPART_SIBL
(27,15),(27,16),-0.025086 # DEPENDENCYPART_SIBL
(27,15),(27,17),-0.241792 # DEPENDENCYPART_SIBL
(27,15),(27,18),-0.383089 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.0429156 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.718066 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.0921253 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.567983 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.396609 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.381573 # DEPENDENCYPART_SIBL
(27,15),(27,26),-0.650349 # DEPENDENCYPART_SIBL
(27,15),(27,28),0.0540319 # DEPENDENCYPART_SIBL
(27,15),(27,29),0.0700436 # DEPENDENCYPART_SIBL
(27,15),(27,30),-0.0361358 # DEPENDENCYPART_SIBL
(27,16),(27,17),0.193864 # DEPENDENCYPART_SIBL
(27,16),(27,18),0.0282385 # DEPENDENCYPART_SIBL
(27,16),(27,19),0.202213 # DEPENDENCYPART_SIBL
(27,16),(27,21),0.0928582 # DEPENDENCYPART_SIBL
(27,16),(27,22),0.071677 # DEPENDENCYPART_SIBL
(27,16),(27,23),-0.00457388 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.00215538 # DEPENDENCYPART_SIBL
(27,16),(27,25),0.0170126 # DEPENDENCYPART_SIBL
(27,16),(27,26),-0.0600346 # DEPENDENCYPART_SIBL
(27,16),(27,28),0.146686 # DEPENDENCYPART_SIBL
(27,16),(27,29),-0.0766529 # DEPENDENCYPART_SIBL
(27,16),(27,30),0.0636823 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.105434 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.126428 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.0159913 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.18337 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.0213148 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.11247 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.105456 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.012928 # DEPENDENCYPART_SIBL
(27,17),(27,28),0.0737751 # DEPENDENCYPART_SIBL
(27,17),(27,29),0.0808986 # DEPENDENCYPART_SIBL
(27,17),(27,30),0.0116296 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.0309544 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.0558234 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0613675 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.0710963 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.13853 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.120357 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.183288 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.00991625 # DEPENDENCYPART_SIBL
(27,18),(27,29),-0.0316515 # DEPENDENCYPART_SIBL
(27,18),(27,30),-0.0109127 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.00551682 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.131534 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.00679927 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0605192 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0249525 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.0633809 # DEPENDENCYPART_SIBL
(27,19),(27,28),0.00934778 # DEPENDENCYPART_SIBL
(27,19),(27,29),-0.0444297 # DEPENDENCYPART_SIBL
(27,19),(27,30),0.0327124 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.115152 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.597256 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.40111 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.416092 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.685738 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.208822 # DEPENDENCYPART_SIBL
(27,21),(27,29),0.100584 # DEPENDENCYPART_SIBL
(27,21),(27,30),0.0255052 # DEPENDENCYPART_SIBL
(27,22),(27,23),0.128243 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.0698915 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.0107557 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.00690849 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.0078923 # DEPENDENCYPART_SIBL
(27,22),(27,29),-0.0351749 # DEPENDENCYPART_SIBL
(27,22),(27,30),0.0586463 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.152151 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.198434 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.388737 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.110602 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.0299887 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.00824331 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0651833 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.271475 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0939209 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.088252 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0956715 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.163167 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.00648541 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0473755 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.0253442 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.200391 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.245086 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.308578 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.305448 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.0441527 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.0337657 # DEPENDENCYPART_SIBL
(28,2),(28,3),0.0124501 # DEPENDENCYPART_SIBL
(28,2),(28,19),0.0200962 # DEPENDENCYPART_SIBL
(28,2),(28,21),-0.140196 # DEPENDENCYPART_SIBL
(28,2),(28,22),-0.00892429 # DEPENDENCYPART_SIBL
(28,2),(28,24),-0.0231025 # DEPENDENCYPART_SIBL
(28,2),(28,25),-0.0203589 # DEPENDENCYPART_SIBL
(28,2),(28,26),-0.116351 # DEPENDENCYPART_SIBL
(28,2),(28,29),-0.0148504 # DEPENDENCYPART_SIBL
(28,2),(28,30),0.131913 # DEPENDENCYPART_SIBL
(28,3),(28,19),-0.10608 # DEPENDENCYPART_SIBL
(28,3),(28,21),0.0232511 # DEPENDENCYPART_SIBL
(28,3),(28,22),-0.129192 # DEPENDENCYPART_SIBL
(28,3),(28,24),0.00714991 # DEPENDENCYPART_SIBL
(28,3),(28,25),0.0092502 # DEPENDENCYPART_SIBL
(28,3),(28,26),0.00849407 # DEPENDENCYPART_SIBL
(28,3),(28,29),-0.0876276 # DEPENDENCYPART_SIBL
(28,3),(28,30),-0.0196391 # DEPENDENCYPART_SIBL
(28,19),(28,21),0.0129807 # DEPENDENCYPART_SIBL
(28,19),(28,22),-0.156325 # DEPENDENCYPART_SIBL
(28,19),(28,24),0.0154142 # DEPENDENCYPART_SIBL
(28,19),(28,25),0.00829104 # DEPENDENCYPART_SIBL
(28,19),(28,26),0.00963548 # DEPENDENCYPART_SIBL
(28,19),(28,29),-0.0779481 # DEPENDENCYPART_SIBL
(28,19),(28,30),0.000460479 # DEPENDENCYPART_SIBL
(28,21),(28,22),-0.0177284 # DEPENDENCYPART_SIBL
(28,21),(28,24),-0.0264726 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.0388789 # DEPENDENCYPART_SIBL
(28,21),(28,26),-0.125751 # DEPENDENCYPART_SIBL
(28,21),(28,29),-0.0114293 # DEPENDENCYPART_SIBL
(28,21),(28,30),0.0899273 # DEPENDENCYPART_SIBL
(28,22),(28,24),-0.0211758 # DEPENDENCYPART_SIBL
(28,22),(28,25),-0.00505051 # DEPENDENCYPART_SIBL
(28,22),(28,26),0.0125199 # DEPENDENCYPART_SIBL
(28,22),(28,29),-0.0383007 # DEPENDENCYPART_SIBL
(28,22),(28,30),0.0396396 # DEPENDENCYPART_SIBL
(28,24),(28,25),0.0851783 # DEPENDENCYPART_SIBL
(28,24),(28,26),-0.0194871 # DEPENDENCYPART_SIBL
(28,24),(28,29),-0.0465227 # DEPENDENCYPART_SIBL
(28,24),(28,30),-0.0322254 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.0397616 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.0470291 # DEPENDENCYPART_SIBL
(28,25),(28,30),-0.00154394 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0147643 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.085073 # DEPENDENCYPART_SIBL
(28,29),(28,30),0.0685739 # DEPENDENCYPART_SIBL
(29,23),(29,24),0.221264 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.0240079 # DEPENDENCYPART_SIBL
(29,23),(29,26),0.135029 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.0995492 # DEPENDENCYPART_SIBL
(29,23),(29,30),0.0237841 # DEPENDENCYPART_SIBL
(29,24),(29,25),0.212551 # DEPENDENCYPART_SIBL
(29,24),(29,26),0.110838 # DEPENDENCYPART_SIBL
(29,24),(29,28),0.100572 # DEPENDENCYPART_SIBL
(29,24),(29,30),-0.0786477 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.155131 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.0274347 # DEPENDENCYPART_SIBL
(29,25),(29,30),0.00675206 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.0849761 # DEPENDENCYPART_SIBL
(29,26),(29,30),0.0411119 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0345536 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0412366 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.278584 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.875662 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.430561 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.418331 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.522922 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.57621 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0933367 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.566124 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-1.51841 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.306914 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.392102 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.684901 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.115948 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.271317 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.308934 # DEPENDENCYPART_GRANDPAR
(0,2),(2,30),1.23415 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.646276 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.117467 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.443277 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.409489 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.587852 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.592076 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.391867 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.608146 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-1.08093 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.619096 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.606279 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.415878 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.0931011 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.274305 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.0378251 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.324979 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.0361791 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-1.38469 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.175159 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),-0.644697 # DEPENDENCYPART_GRANDPAR
(0,17),(17,27),-0.0317777 # DEPENDENCYPART_GRANDPAR
(0,17),(17,28),0.268755 # DEPENDENCYPART_GRANDPAR
(0,17),(17,29),0.256234 # DEPENDENCYPART_GRANDPAR
(0,17),(17,30),1.49034 # DEPENDENCYPART_GRANDPAR
(0,27),(27,2),0.646276 # DEPENDENCYPART_GRANDPAR
(0,27),(27,3),0.117467 # DEPENDENCYPART_GRANDPAR
(0,27),(27,5),-0.443277 # DEPENDENCYPART_GRANDPAR
(0,27),(27,6),-0.409489 # DEPENDENCYPART_GRANDPAR
(0,27),(27,7),-0.587852 # DEPENDENCYPART_GRANDPAR
(0,27),(27,8),-0.592076 # DEPENDENCYPART_GRANDPAR
(0,27),(27,9),0.391867 # DEPENDENCYPART_GRANDPAR
(0,27),(27,11),-0.608146 # DEPENDENCYPART_GRANDPAR
(0,27),(27,13),-0.619096 # DEPENDENCYPART_GRANDPAR
(0,27),(27,14),-0.606279 # DEPENDENCYPART_GRANDPAR
(0,27),(27,15),-0.415878 # DEPENDENCYPART_GRANDPAR
(0,27),(27,16),0.0931011 # DEPENDENCYPART_GRANDPAR
(0,27),(27,17),0.671454 # DEPENDENCYPART_GRANDPAR
(0,27),(27,18),-0.0450117 # DEPENDENCYPART_GRANDPAR
(0,27),(27,19),-0.425758 # DEPENDENCYPART_GRANDPAR
(0,27),(27,21),-0.431127 # DEPENDENCYPART_GRANDPAR
(0,27),(27,22),-0.385186 # DEPENDENCYPART_GRANDPAR
(0,27),(27,23),-1.49419 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),-0.645945 # DEPENDENCYPART_GRANDPAR
(0,27),(27,25),-0.490914 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),-1.00769 # DEPENDENCYPART_GRANDPAR
(0,27),(27,28),0.268755 # DEPENDENCYPART_GRANDPAR
(0,27),(27,29),0.256234 # DEPENDENCYPART_GRANDPAR
(0,27),(27,30),1.49034 # DEPENDENCYPART_GRANDPAR
(0,28),(28,2),0.843031 # DEPENDENCYPART_GRANDPAR
(0,28),(28,3),-0.0445396 # DEPENDENCYPART_GRANDPAR
(0,28),(28,19),-0.567011 # DEPENDENCYPART_GRANDPAR
(0,28),(28,21),-0.306937 # DEPENDENCYPART_GRANDPAR
(0,28),(28,22),-0.56583 # DEPENDENCYPART_GRANDPAR
(0,28),(28,24),-0.689805 # DEPENDENCYPART_GRANDPAR
(0,28),(28,25),-0.515935 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),-0.497616 # DEPENDENCYPART_GRANDPAR
(0,28),(28,29),0.217504 # DEPENDENCYPART_GRANDPAR
(0,28),(28,30),1.25132 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.00978572 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.740215 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.457271 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.477241 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.664949 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.61017 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.738223 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.597457 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.85571 # DEPENDENCYPART_GRANDPAR
(1,3),(3,30),-2.13037 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.759099 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.667285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.633166 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0510984 # DEPENDENCYPART_GRANDPAR
