# _root_ Yes , the broader exchanges got caught up in the spiral , but they rode the tiger up all year .
#goldHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,15,20,15,6,
#predictedHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,17,20,15,6,
(11,20),(20,21),-0.891999 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.672945 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.300531 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.796659 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.0285 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.77342 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.772103 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.775339 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.510984 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.717628 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.6273 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.707666 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.959114 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.678748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.00423 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.447068 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.033895 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.279622 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0947414 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.0772167 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-1.16689 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.767733 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.590435 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0241336 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.344776 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.316735 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-1.04318 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.572203 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.70652 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.251302 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.307623 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.280058 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-1.16149 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.571282 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.443733 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0701429 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.310417 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-1.03915 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.268258 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.64011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.3373 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0799517 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.148462 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.058691 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0598155 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.475848 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.155276 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.474031 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.490109 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.133449 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.399434 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.306605 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.225014 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),-0.498772 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.139434 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.22585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,1),-0.372267 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.42489 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.395096 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.0861347 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.3564 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.0658285 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.327722 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.229236 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.184052 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.375179 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.0341399 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.23062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,1),-0.479843 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.483645 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.016685 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.511057 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0606973 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.153634 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.349407 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.0548428 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.251821 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.113529 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.23154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,21),-0.80831 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.30444 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.217844 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.0106272 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.287779 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.220292 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.400005 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.314399 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.249625 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.258121 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.651087 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.325014 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.20312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),0.0291579 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.076946 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.375887 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.668529 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.42522 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.447831 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.104701 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.443641 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.45935 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.17175 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.363581 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.23759 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.249596 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.543138 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.103734 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.194204 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.12904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,17),0.0535694 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.098728 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-0.364052 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.743377 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.430742 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.519428 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.109771 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.448567 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.43569 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.409452 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.207419 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.294498 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.466646 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.125931 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.21641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,8),-0.232936 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.619523 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.147503 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.64151 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.129367 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.232054 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.30299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.15306 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.158769 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.786964 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.443556 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.465682 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0971338 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.248941 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.397961 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.201457 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0654725 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.0813927 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.25694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.133942 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.178992 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.568276 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.86091 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.334458 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.39203 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.28179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.0895678 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.171564 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.507872 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.851432 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.0353046 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.331677 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0189108 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.554222 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.526398 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.320796 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.246047 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.00665766 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.530759 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.506499 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.333077 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.494338 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.24614 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.170629 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.611351 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.577686 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.242006 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0303573 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.566101 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.326261 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.124494 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0205094 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.550581 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.215076 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.869335 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.42051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.160403 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.501889 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.587127 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-1.08123 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.21275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0893803 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.490654 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.411056 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.905938 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.45364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.561371 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.774289 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.930578 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.498923 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.898853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.150747 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.00366605 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.699978 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.951606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.123151 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.217046 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.738705 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.875614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.0711437 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0992169 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.718267 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.313996 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.227672 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-1.0339 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.57537 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.59975 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.285386 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.616063 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.466875 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.332752 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.21545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,21),-0.689783 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.18848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.256357 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.510476 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.827111 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.22262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.558868 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.358956 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.699254 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.746711 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.79871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.119748 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.22746 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.831139 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.787998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.187328 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.21642 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.138364 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.481146 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.487936 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.314727 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.82853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.569213 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.26315 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.461555 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.629038 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.473186 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.68924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.496053 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.23968 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.18064 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.06422 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.777519 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.12023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.737963 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.314579 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.51967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,14),-0.211164 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.350542 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.186775 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.0722629 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.66425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-1.05862 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.149878 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.29341 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0354775 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0636071 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.51057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.962753 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0190009 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0275685 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.52071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,20),-1.02797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,16),0.0318389 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.140545 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0338352 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.261988 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.87134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
