# _root_ The number of U.S. temporary workers fell about 1 % in the 12 months ending Aug. 31 , after sliding nearly 3.5 % in July , said Kidder Peabody 's Mr. Arthur .
#goldHeads=2,7,2,6,6,3,27,10,8,7,7,14,14,11,14,15,16,7,7,19,23,21,20,20,24,27,0,29,32,29,32,27,27,
#predictedHeads=2,7,2,6,6,3,27,10,8,7,7,14,14,11,14,15,16,7,7,19,23,21,20,20,24,27,0,29,32,29,32,27,27,
(20,26),(20,31),0.131764 # DEPENDENCYPART_SIBL
(20,26),(20,32),0.158728 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.10654 # DEPENDENCYPART_SIBL
(20,27),(20,31),-0.106624 # DEPENDENCYPART_SIBL
(20,27),(20,32),-0.106538 # DEPENDENCYPART_SIBL
(20,29),(20,31),-0.20749 # DEPENDENCYPART_SIBL
(20,29),(20,32),-0.20736 # DEPENDENCYPART_SIBL
(20,31),(20,32),-0.210084 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0394683 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0161179 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0643469 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0594291 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0579433 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0982885 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.144691 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0367194 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0408912 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0952258 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.295766 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.140286 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.41511 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.018587 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0693989 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.142576 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.0139504 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.0345793 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.101474 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.141866 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.033417 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.080742 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0920306 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.177858 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0442002 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.0646508 # DEPENDENCYPART_SIBL
(23,8),(23,26),0.0816468 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.0574497 # DEPENDENCYPART_SIBL
(23,8),(23,29),-0.0566336 # DEPENDENCYPART_SIBL
(23,8),(23,31),-0.067985 # DEPENDENCYPART_SIBL
(23,8),(23,32),-0.058058 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0299293 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.0190748 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.0246045 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.147152 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.488549 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0364085 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0888589 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.118706 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0179251 # DEPENDENCYPART_SIBL
(23,12),(23,26),0.0644478 # DEPENDENCYPART_SIBL
(23,12),(23,27),0.0397407 # DEPENDENCYPART_SIBL
(23,12),(23,29),0.00461182 # DEPENDENCYPART_SIBL
(23,12),(23,31),-0.00864998 # DEPENDENCYPART_SIBL
(23,12),(23,32),0.00309493 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.293409 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.0810502 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.129557 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.256837 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.259285 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0319413 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0280824 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0433615 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.0859144 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0135254 # DEPENDENCYPART_SIBL
(23,13),(23,29),-0.0249389 # DEPENDENCYPART_SIBL
(23,13),(23,31),-0.0322081 # DEPENDENCYPART_SIBL
(23,13),(23,32),-0.0263606 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.233948 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.098905 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0630673 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0697476 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.310287 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.233466 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0937528 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0445395 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.118739 # DEPENDENCYPART_SIBL
(23,16),(23,29),-0.0884563 # DEPENDENCYPART_SIBL
(23,16),(23,31),-0.100055 # DEPENDENCYPART_SIBL
(23,16),(23,32),-0.0850924 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0678124 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.194017 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.200683 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0677619 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0359688 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0568182 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.00752961 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0357468 # DEPENDENCYPART_SIBL
(23,17),(23,29),-0.0383957 # DEPENDENCYPART_SIBL
(23,17),(23,31),-0.0456649 # DEPENDENCYPART_SIBL
(23,17),(23,32),-0.0398174 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0329293 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0480577 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.074212 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.233201 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.121323 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0295647 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.115713 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.109532 # DEPENDENCYPART_SIBL
(23,19),(23,31),-0.11852 # DEPENDENCYPART_SIBL
(23,19),(23,32),-0.110177 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.016263 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.10582 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0303682 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0179748 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0154848 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0247546 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.00659665 # DEPENDENCYPART_SIBL
(23,20),(23,31),-0.0134221 # DEPENDENCYPART_SIBL
(23,20),(23,32),-0.00799079 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.230044 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0164407 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0585945 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0629395 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0981363 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0505772 # DEPENDENCYPART_SIBL
(23,21),(23,31),-0.0619243 # DEPENDENCYPART_SIBL
(23,21),(23,32),-0.0520016 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00239278 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0525085 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.047013 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0299432 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.034086 # DEPENDENCYPART_SIBL
(23,22),(23,31),-0.0413551 # DEPENDENCYPART_SIBL
(23,22),(23,32),-0.0355077 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.14098 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.362627 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.116484 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.156434 # DEPENDENCYPART_SIBL
(23,24),(23,31),0.15189 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.155903 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0320852 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0776241 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.19713 # DEPENDENCYPART_SIBL
(23,25),(23,31),-0.201229 # DEPENDENCYPART_SIBL
(23,25),(23,32),-0.197831 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.347685 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.619521 # DEPENDENCYPART_SIBL
(23,26),(23,31),0.578309 # DEPENDENCYPART_SIBL
(23,26),(23,32),0.615085 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0474225 # DEPENDENCYPART_SIBL
(23,27),(23,31),-0.0516315 # DEPENDENCYPART_SIBL
(23,27),(23,32),-0.0482724 # DEPENDENCYPART_SIBL
(23,29),(23,31),-0.204441 # DEPENDENCYPART_SIBL
(23,29),(23,32),-0.201043 # DEPENDENCYPART_SIBL
(23,31),(23,32),-0.207092 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.108195 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0462347 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0970449 # DEPENDENCYPART_SIBL
(24,23),(24,31),-0.111496 # DEPENDENCYPART_SIBL
(24,23),(24,32),-0.0973581 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.515374 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.851381 # DEPENDENCYPART_SIBL
(24,25),(24,31),-0.851289 # DEPENDENCYPART_SIBL
(24,25),(24,32),-0.851214 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.238287 # DEPENDENCYPART_SIBL
(24,27),(24,31),-0.238299 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.238269 # DEPENDENCYPART_SIBL
(24,29),(24,31),-0.820699 # DEPENDENCYPART_SIBL
(24,29),(24,32),-0.820624 # DEPENDENCYPART_SIBL
(24,31),(24,32),-0.820897 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.292385 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.652786 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.000292601 # DEPENDENCYPART_SIBL
(25,26),(25,32),0.64975 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.0225792 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.0174471 # DEPENDENCYPART_SIBL
(25,27),(25,32),0.0232796 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.129893 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.0828756 # DEPENDENCYPART_SIBL
(25,30),(25,32),-0.033934 # DEPENDENCYPART_SIBL
(27,2),(27,4),-0.559418 # DEPENDENCYPART_SIBL
(27,2),(27,6),-0.662696 # DEPENDENCYPART_SIBL
(27,2),(27,7),-0.381122 # DEPENDENCYPART_SIBL
(27,2),(27,8),-0.147097 # DEPENDENCYPART_SIBL
(27,2),(27,10),-0.68187 # DEPENDENCYPART_SIBL
(27,2),(27,11),-0.0765407 # DEPENDENCYPART_SIBL
(27,2),(27,14),-0.652034 # DEPENDENCYPART_SIBL
(27,2),(27,15),-0.105909 # DEPENDENCYPART_SIBL
(27,2),(27,16),-0.518986 # DEPENDENCYPART_SIBL
(27,2),(27,17),-0.356008 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.274395 # DEPENDENCYPART_SIBL
(27,2),(27,19),-0.0965094 # DEPENDENCYPART_SIBL
(27,2),(27,20),-0.0935737 # DEPENDENCYPART_SIBL
(27,2),(27,21),-0.113022 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.356482 # DEPENDENCYPART_SIBL
(27,2),(27,23),-0.68187 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.0765407 # DEPENDENCYPART_SIBL
(27,2),(27,25),-0.520052 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.274395 # DEPENDENCYPART_SIBL
(27,2),(27,28),-0.139064 # DEPENDENCYPART_SIBL
(27,2),(27,29),-0.120012 # DEPENDENCYPART_SIBL
(27,2),(27,30),0.0441398 # DEPENDENCYPART_SIBL
(27,2),(27,31),-0.167778 # DEPENDENCYPART_SIBL
(27,2),(27,32),-0.118848 # DEPENDENCYPART_SIBL
(27,2),(27,33),0.124331 # DEPENDENCYPART_SIBL
(27,4),(27,6),-0.40573 # DEPENDENCYPART_SIBL
(27,4),(27,7),-0.271995 # DEPENDENCYPART_SIBL
(27,4),(27,8),-0.0368839 # DEPENDENCYPART_SIBL
(27,4),(27,10),-0.223986 # DEPENDENCYPART_SIBL
(27,4),(27,11),0.00611818 # DEPENDENCYPART_SIBL
(27,4),(27,14),-0.402672 # DEPENDENCYPART_SIBL
(27,4),(27,15),0.128535 # DEPENDENCYPART_SIBL
(27,4),(27,16),-0.57112 # DEPENDENCYPART_SIBL
(27,4),(27,17),-0.266631 # DEPENDENCYPART_SIBL
(27,4),(27,18),-0.0191796 # DEPENDENCYPART_SIBL
(27,4),(27,19),-0.0204908 # DEPENDENCYPART_SIBL
(27,4),(27,20),0.141732 # DEPENDENCYPART_SIBL
(27,4),(27,21),-0.00172475 # DEPENDENCYPART_SIBL
(27,4),(27,22),-0.276315 # DEPENDENCYPART_SIBL
(27,4),(27,23),-0.223986 # DEPENDENCYPART_SIBL
(27,4),(27,24),0.00611818 # DEPENDENCYPART_SIBL
(27,4),(27,25),-0.560747 # DEPENDENCYPART_SIBL
(27,4),(27,26),-0.0191796 # DEPENDENCYPART_SIBL
(27,4),(27,28),-0.280323 # DEPENDENCYPART_SIBL
(27,4),(27,29),-0.23947 # DEPENDENCYPART_SIBL
(27,4),(27,30),-0.0865785 # DEPENDENCYPART_SIBL
(27,4),(27,31),-0.277934 # DEPENDENCYPART_SIBL
(27,4),(27,32),-0.232656 # DEPENDENCYPART_SIBL
(27,4),(27,33),-0.095347 # DEPENDENCYPART_SIBL
(27,6),(27,7),-0.411498 # DEPENDENCYPART_SIBL
(27,6),(27,8),-0.132825 # DEPENDENCYPART_SIBL
(27,6),(27,10),-0.62384 # DEPENDENCYPART_SIBL
(27,6),(27,11),-0.113698 # DEPENDENCYPART_SIBL
(27,6),(27,14),-0.886986 # DEPENDENCYPART_SIBL
(27,6),(27,15),-0.128864 # DEPENDENCYPART_SIBL
(27,6),(27,16),-0.618786 # DEPENDENCYPART_SIBL
(27,6),(27,17),-0.425696 # DEPENDENCYPART_SIBL
(27,6),(27,18),-0.19711 # DEPENDENCYPART_SIBL
(27,6),(27,19),-0.126861 # DEPENDENCYPART_SIBL
(27,6),(27,20),-0.122613 # DEPENDENCYPART_SIBL
(27,6),(27,21),-0.0854261 # DEPENDENCYPART_SIBL
(27,6),(27,22),-0.425621 # DEPENDENCYPART_SIBL
(27,6),(27,23),-0.62384 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.113698 # DEPENDENCYPART_SIBL
(27,6),(27,25),-0.619462 # DEPENDENCYPART_SIBL
(27,6),(27,26),-0.19711 # DEPENDENCYPART_SIBL
(27,6),(27,28),-0.17678 # DEPENDENCYPART_SIBL
(27,6),(27,29),-0.159087 # DEPENDENCYPART_SIBL
(27,6),(27,30),-0.0591666 # DEPENDENCYPART_SIBL
(27,6),(27,31),-0.18976 # DEPENDENCYPART_SIBL
(27,6),(27,32),-0.157548 # DEPENDENCYPART_SIBL
(27,6),(27,33),0.0636193 # DEPENDENCYPART_SIBL
(27,7),(27,8),-0.122875 # DEPENDENCYPART_SIBL
(27,7),(27,10),-0.0106462 # DEPENDENCYPART_SIBL
(27,7),(27,11),-0.166845 # DEPENDENCYPART_SIBL
(27,7),(27,14),-0.011254 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.0213887 # DEPENDENCYPART_SIBL
(27,7),(27,16),0.0195495 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.0997412 # DEPENDENCYPART_SIBL
(27,7),(27,18),0.333136 # DEPENDENCYPART_SIBL
(27,7),(27,19),-0.147593 # DEPENDENCYPART_SIBL
(27,7),(27,20),-0.0151376 # DEPENDENCYPART_SIBL
(27,7),(27,21),-0.0964718 # DEPENDENCYPART_SIBL
(27,7),(27,22),-0.0997176 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.0106462 # DEPENDENCYPART_SIBL
(27,7),(27,24),-0.166845 # DEPENDENCYPART_SIBL
(27,7),(27,25),0.0182208 # DEPENDENCYPART_SIBL
(27,7),(27,26),0.333136 # DEPENDENCYPART_SIBL
(27,7),(27,28),-0.0171618 # DEPENDENCYPART_SIBL
(27,7),(27,29),-0.000946202 # DEPENDENCYPART_SIBL
(27,7),(27,30),-0.0987635 # DEPENDENCYPART_SIBL
(27,7),(27,31),-0.0329108 # DEPENDENCYPART_SIBL
(27,7),(27,32),0.00051302 # DEPENDENCYPART_SIBL
(27,7),(27,33),0.0501572 # DEPENDENCYPART_SIBL
(27,8),(27,10),0.0456804 # DEPENDENCYPART_SIBL
(27,8),(27,11),-0.0253619 # DEPENDENCYPART_SIBL
(27,8),(27,14),-0.0703258 # DEPENDENCYPART_SIBL
(27,8),(27,15),0.0721591 # DEPENDENCYPART_SIBL
(27,8),(27,16),-0.0529145 # DEPENDENCYPART_SIBL
(27,8),(27,17),-0.00924098 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.0633754 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.018957 # DEPENDENCYPART_SIBL
(27,8),(27,20),0.0784015 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.014771 # DEPENDENCYPART_SIBL
(27,8),(27,22),0.00845446 # DEPENDENCYPART_SIBL
(27,8),(27,23),0.0456804 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.0253619 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.0535901 # DEPENDENCYPART_SIBL
(27,8),(27,26),-0.0633754 # DEPENDENCYPART_SIBL
(27,8),(27,28),-0.265178 # DEPENDENCYPART_SIBL
(27,8),(27,29),-0.247369 # DEPENDENCYPART_SIBL
(27,8),(27,30),-0.307872 # DEPENDENCYPART_SIBL
(27,8),(27,31),-0.282784 # DEPENDENCYPART_SIBL
(27,8),(27,32),-0.245923 # DEPENDENCYPART_SIBL
(27,8),(27,33),-0.246683 # DEPENDENCYPART_SIBL
(27,10),(27,11),-0.109549 # DEPENDENCYPART_SIBL
(27,10),(27,14),-0.691199 # DEPENDENCYPART_SIBL
(27,10),(27,15),-0.111443 # DEPENDENCYPART_SIBL
(27,10),(27,16),-0.571415 # DEPENDENCYPART_SIBL
(27,10),(27,17),-0.405304 # DEPENDENCYPART_SIBL
(27,10),(27,18),-0.328575 # DEPENDENCYPART_SIBL
(27,10),(27,19),-0.13242 # DEPENDENCYPART_SIBL
(27,10),(27,20),-0.0991075 # DEPENDENCYPART_SIBL
(27,10),(27,21),-0.138279 # DEPENDENCYPART_SIBL
(27,10),(27,22),-0.406384 # DEPENDENCYPART_SIBL
(27,10),(27,23),-0.757861 # DEPENDENCYPART_SIBL
(27,10),(27,24),-0.109549 # DEPENDENCYPART_SIBL
(27,10),(27,25),-0.572539 # DEPENDENCYPART_SIBL
(27,10),(27,26),-0.328575 # DEPENDENCYPART_SIBL
(27,10),(27,28),-0.174008 # DEPENDENCYPART_SIBL
(27,10),(27,29),-0.154955 # DEPENDENCYPART_SIBL
(27,10),(27,30),0.0111556 # DEPENDENCYPART_SIBL
(27,10),(27,31),-0.202722 # DEPENDENCYPART_SIBL
(27,10),(27,32),-0.153792 # DEPENDENCYPART_SIBL
(27,10),(27,33),0.0620771 # DEPENDENCYPART_SIBL
(27,11),(27,14),0.022299 # DEPENDENCYPART_SIBL
(27,11),(27,15),-0.0191213 # DEPENDENCYPART_SIBL
(27,11),(27,16),0.0557325 # DEPENDENCYPART_SIBL
(27,11),(27,17),-0.139261 # DEPENDENCYPART_SIBL
(27,11),(27,18),0.166243 # DEPENDENCYPART_SIBL
(27,11),(27,19),-0.0874245 # DEPENDENCYPART_SIBL
(27,11),(27,20),-0.0130229 # DEPENDENCYPART_SIBL
(27,11),(27,21),-0.0985649 # DEPENDENCYPART_SIBL
(27,11),(27,22),-0.12171 # DEPENDENCYPART_SIBL
(27,11),(27,23),0.0852788 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.0948252 # DEPENDENCYPART_SIBL
(27,11),(27,25),0.0418533 # DEPENDENCYPART_SIBL
(27,11),(27,26),0.166243 # DEPENDENCYPART_SIBL
(27,11),(27,28),-0.101997 # DEPENDENCYPART_SIBL
(27,11),(27,29),-0.108195 # DEPENDENCYPART_SIBL
(27,11),(27,30),-0.0266722 # DEPENDENCYPART_SIBL
(27,11),(27,31),-0.143107 # DEPENDENCYPART_SIBL
(27,11),(27,32),-0.105192 # DEPENDENCYPART_SIBL
(27,11),(27,33),0.139989 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.128583 # DEPENDENCYPART_SIBL
(27,14),(27,16),-0.608585 # DEPENDENCYPART_SIBL
(27,14),(27,17),-0.425829 # DEPENDENCYPART_SIBL
(27,14),(27,18),-0.212884 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.137219 # DEPENDENCYPART_SIBL
(27,14),(27,20),-0.122332 # DEPENDENCYPART_SIBL
(27,14),(27,21),-0.0935166 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.425754 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.625472 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.110605 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.609261 # DEPENDENCYPART_SIBL
(27,14),(27,26),-0.212884 # DEPENDENCYPART_SIBL
(27,14),(27,28),-0.273327 # DEPENDENCYPART_SIBL
(27,14),(27,29),-0.255635 # DEPENDENCYPART_SIBL
(27,14),(27,30),-0.145205 # DEPENDENCYPART_SIBL
(27,14),(27,31),-0.286296 # DEPENDENCYPART_SIBL
(27,14),(27,32),-0.254096 # DEPENDENCYPART_SIBL
(27,14),(27,33),-0.124816 # DEPENDENCYPART_SIBL
(27,15),(27,16),-0.0826846 # DEPENDENCYPART_SIBL
(27,15),(27,17),-0.110544 # DEPENDENCYPART_SIBL
(27,15),(27,18),0.448408 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.0972674 # DEPENDENCYPART_SIBL
(27,15),(27,20),0.0432345 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.0138647 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.110485 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.0903098 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.0749608 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.0823299 # DEPENDENCYPART_SIBL
(27,15),(27,26),0.448408 # DEPENDENCYPART_SIBL
(27,15),(27,28),-0.126654 # DEPENDENCYPART_SIBL
(27,15),(27,29),-0.108853 # DEPENDENCYPART_SIBL
(27,15),(27,30),-0.072101 # DEPENDENCYPART_SIBL
(27,15),(27,31),-0.138896 # DEPENDENCYPART_SIBL
(27,15),(27,32),-0.107385 # DEPENDENCYPART_SIBL
(27,15),(27,33),-0.00925655 # DEPENDENCYPART_SIBL
(27,16),(27,17),-0.283546 # DEPENDENCYPART_SIBL
(27,16),(27,18),-0.112729 # DEPENDENCYPART_SIBL
(27,16),(27,19),-0.0624529 # DEPENDENCYPART_SIBL
(27,16),(27,20),0.123023 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.0209604 # DEPENDENCYPART_SIBL
(27,16),(27,22),-0.294594 # DEPENDENCYPART_SIBL
(27,16),(27,23),-0.273296 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.0404922 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.552613 # DEPENDENCYPART_SIBL
(27,16),(27,26),-0.112729 # DEPENDENCYPART_SIBL
(27,16),(27,28),-0.227925 # DEPENDENCYPART_SIBL
(27,16),(27,29),-0.187072 # DEPENDENCYPART_SIBL
(27,16),(27,30),-0.0373638 # DEPENDENCYPART_SIBL
(27,16),(27,31),-0.225527 # DEPENDENCYPART_SIBL
(27,16),(27,32),-0.180258 # DEPENDENCYPART_SIBL
(27,16),(27,33),0.026021 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.191505 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.0832365 # DEPENDENCYPART_SIBL
(27,17),(27,20),0.0441733 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.006949 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.210247 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.340654 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.0573079 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.126606 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.191505 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.148337 # DEPENDENCYPART_SIBL
(27,17),(27,29),-0.130275 # DEPENDENCYPART_SIBL
(27,17),(27,30),-0.159404 # DEPENDENCYPART_SIBL
(27,17),(27,31),-0.160745 # DEPENDENCYPART_SIBL
(27,17),(27,32),-0.128827 # DEPENDENCYPART_SIBL
(27,17),(27,33),-0.0720499 # DEPENDENCYPART_SIBL
(27,18),(27,19),0.339546 # DEPENDENCYPART_SIBL
(27,18),(27,20),0.457009 # DEPENDENCYPART_SIBL
(27,18),(27,21),0.0751878 # DEPENDENCYPART_SIBL
(27,18),(27,22),0.0619568 # DEPENDENCYPART_SIBL
(27,18),(27,23),0.119492 # DEPENDENCYPART_SIBL
(27,18),(27,24),0.282107 # DEPENDENCYPART_SIBL
(27,18),(27,25),0.107651 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.324472 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.00189449 # DEPENDENCYPART_SIBL
(27,18),(27,29),0.00492781 # DEPENDENCYPART_SIBL
(27,18),(27,30),-0.245274 # DEPENDENCYPART_SIBL
(27,18),(27,31),-0.0570331 # DEPENDENCYPART_SIBL
(27,18),(27,32),0.0078972 # DEPENDENCYPART_SIBL
(27,18),(27,33),0.01006 # DEPENDENCYPART_SIBL
(27,19),(27,20),-0.0629167 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.0695665 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.123967 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.00406262 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.19657 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0501673 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.215721 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.128064 # DEPENDENCYPART_SIBL
(27,19),(27,29),-0.128678 # DEPENDENCYPART_SIBL
(27,19),(27,30),-0.0361439 # DEPENDENCYPART_SIBL
(27,19),(27,31),-0.161401 # DEPENDENCYPART_SIBL
(27,19),(27,32),-0.125671 # DEPENDENCYPART_SIBL
