# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,17,10,
(13,21),(13,23),0.0445252 # DEPENDENCYPART_SIBL
(13,21),(13,27),0.000869577 # DEPENDENCYPART_SIBL
(13,21),(13,28),0.0089462 # DEPENDENCYPART_SIBL
(13,21),(13,29),0.085356 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0315364 # DEPENDENCYPART_SIBL
(13,22),(13,27),-0.0479608 # DEPENDENCYPART_SIBL
(13,22),(13,28),0.0392285 # DEPENDENCYPART_SIBL
(13,22),(13,29),0.00131149 # DEPENDENCYPART_SIBL
(13,23),(13,27),-0.0173772 # DEPENDENCYPART_SIBL
(13,23),(13,28),-0.0150182 # DEPENDENCYPART_SIBL
(13,23),(13,29),0.0843167 # DEPENDENCYPART_SIBL
(13,27),(13,28),0.00411151 # DEPENDENCYPART_SIBL
(13,27),(13,29),0.0199306 # DEPENDENCYPART_SIBL
(13,28),(13,29),0.378604 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0429527 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0449906 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00921372 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0104771 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.006634 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0548515 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0386279 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0271013 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0637983 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0359932 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.096619 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0133478 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0310615 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0330094 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.292884 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.115183 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0392423 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.017189 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0142531 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0135341 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.292884 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.00828203 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0535125 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0997164 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0481624 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0348635 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0666611 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.00366785 # DEPENDENCYPART_SIBL
(17,1),(17,23),0.052451 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.0713407 # DEPENDENCYPART_SIBL
(17,1),(17,25),-0.0735454 # DEPENDENCYPART_SIBL
(17,1),(17,26),-0.0922857 # DEPENDENCYPART_SIBL
(17,1),(17,27),-0.0421435 # DEPENDENCYPART_SIBL
(17,1),(17,28),-0.11212 # DEPENDENCYPART_SIBL
(17,1),(17,29),-0.00670878 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.171028 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0314029 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0270831 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0491143 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.114201 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0384114 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.027374 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0387792 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0399827 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.020636 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.114201 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.171776 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.020675 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0960581 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0209933 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0153222 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.194613 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.0287891 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.193099 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0576254 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.0438202 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.00101486 # DEPENDENCYPART_SIBL
(17,2),(17,27),0.0759474 # DEPENDENCYPART_SIBL
(17,2),(17,28),-0.0495707 # DEPENDENCYPART_SIBL
(17,2),(17,29),0.050057 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0459984 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0704675 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0212241 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.463761 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0327574 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0408486 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.041685 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0352879 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0487622 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.463761 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.170979 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.137413 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0669818 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0925299 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.006749 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.384233 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.0811857 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.0906085 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0325479 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.0408145 # DEPENDENCYPART_SIBL
(17,3),(17,26),0.000518257 # DEPENDENCYPART_SIBL
(17,3),(17,27),-0.0648753 # DEPENDENCYPART_SIBL
(17,3),(17,28),-0.0579114 # DEPENDENCYPART_SIBL
(17,3),(17,29),0.111023 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0950991 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.340587 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.106486 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.35117 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0953537 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.221763 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.215181 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.324121 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.106486 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0766585 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.249584 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0758518 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0198713 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0626331 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.131342 # DEPENDENCYPART_SIBL
(17,5),(17,22),0.139079 # DEPENDENCYPART_SIBL
(17,5),(17,23),0.113284 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.022441 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.0258318 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.0296657 # DEPENDENCYPART_SIBL
(17,5),(17,27),0.0213111 # DEPENDENCYPART_SIBL
(17,5),(17,28),-0.0161545 # DEPENDENCYPART_SIBL
(17,5),(17,29),-0.011672 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0284518 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.265097 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0715121 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0394846 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0215602 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.023133 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0125486 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.265097 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0571399 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0357651 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.117028 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0243296 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0817451 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0439957 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0542818 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.0580756 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0858658 # DEPENDENCYPART_SIBL
(17,6),(17,25),-0.115476 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.082823 # DEPENDENCYPART_SIBL
(17,6),(17,27),-0.0164023 # DEPENDENCYPART_SIBL
(17,6),(17,28),-0.0919254 # DEPENDENCYPART_SIBL
(17,6),(17,29),0.0257356 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.184836 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.354211 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0837452 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.159901 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.153319 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.248545 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.184836 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0582294 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.243715 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.100454 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0289527 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0227818 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0857928 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.0857045 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.0924692 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.0541681 # DEPENDENCYPART_SIBL
(17,7),(17,25),-0.0629493 # DEPENDENCYPART_SIBL
(17,7),(17,26),-0.0893814 # DEPENDENCYPART_SIBL
(17,7),(17,27),0.0299762 # DEPENDENCYPART_SIBL
(17,7),(17,28),-0.0299269 # DEPENDENCYPART_SIBL
(17,7),(17,29),0.0281183 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.085878 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0390307 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0510065 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0741699 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0113865 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0360887 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.136125 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0128854 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.121641 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0334289 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0327683 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0737237 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.178901 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.0838977 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0598751 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.0583487 # DEPENDENCYPART_SIBL
(17,8),(17,26),-0.0219057 # DEPENDENCYPART_SIBL
(17,8),(17,27),0.0056201 # DEPENDENCYPART_SIBL
(17,8),(17,28),-0.0659049 # DEPENDENCYPART_SIBL
(17,8),(17,29),0.0833219 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.148672 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.208222 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.207715 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.197964 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.092055 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0123317 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.660356 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.172362 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0217599 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0712596 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0331789 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0558168 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.00158781 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.138167 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.125928 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.165189 # DEPENDENCYPART_SIBL
(17,9),(17,27),0.0229336 # DEPENDENCYPART_SIBL
(17,9),(17,28),-0.0935609 # DEPENDENCYPART_SIBL
(17,9),(17,29),-0.111904 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0284088 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0277904 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0219367 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.238281 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0609765 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0559661 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0911338 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0538574 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0531944 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.00444026 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.00443323 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0131015 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0606008 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.0873437 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0639845 # DEPENDENCYPART_SIBL
(17,10),(17,27),-0.0493771 # DEPENDENCYPART_SIBL
(17,10),(17,28),-0.0470225 # DEPENDENCYPART_SIBL
(17,10),(17,29),0.0154436 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.299263 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.177626 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0200178 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0420307 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.402565 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0830239 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.026683 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0472573 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0157887 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0211881 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.0100887 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.038607 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.040816 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0647299 # DEPENDENCYPART_SIBL
(17,11),(17,27),0.00161856 # DEPENDENCYPART_SIBL
(17,11),(17,28),-0.0450905 # DEPENDENCYPART_SIBL
(17,11),(17,29),-0.0525384 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.171729 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0161299 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0418522 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.402542 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0815084 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0213898 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0498901 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0523965 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0167486 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0457987 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0357733 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0381832 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.064517 # DEPENDENCYPART_SIBL
(17,12),(17,27),0.00691173 # DEPENDENCYPART_SIBL
(17,12),(17,28),-0.0438069 # DEPENDENCYPART_SIBL
(17,12),(17,29),-0.0036016 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0685157 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0761775 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.238111 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0871722 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0279533 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0500642 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.10149 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.103402 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.119086 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0414147 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0356673 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0532261 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.0286033 # DEPENDENCYPART_SIBL
(17,13),(17,28),-0.0138691 # DEPENDENCYPART_SIBL
(17,13),(17,29),-0.00310006 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.136125 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0128854 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.121641 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0334289 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0327683 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0737237 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.178901 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0838977 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0598751 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0583487 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0219057 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.0056201 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.0659049 # DEPENDENCYPART_SIBL
(17,14),(17,29),0.0833219 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0422758 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.139611 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0264837 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0913398 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00406168 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0138205 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.00208661 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.127017 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.117771 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.135754 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.0530806 # DEPENDENCYPART_SIBL
(17,15),(17,28),-0.130885 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.112812 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00533736 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0528593 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0446013 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0508449 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.14356 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.075001 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0390026 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.00161447 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.00207428 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.0590772 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.0870456 # DEPENDENCYPART_SIBL
(17,16),(17,29),0.076546 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.134447 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0786221 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0222828 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0971299 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0384374 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.101932 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0729219 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.00399928 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.13308 # DEPENDENCYPART_SIBL
(17,18),(17,28),-0.0353412 # DEPENDENCYPART_SIBL
(17,18),(17,29),-0.0969827 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.123181 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.122592 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0496012 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0865385 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0062188 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.065509 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.00055129 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.0972379 # DEPENDENCYPART_SIBL
(17,19),(17,28),0.00213213 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.00445363 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0618368 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.038352 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0605196 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0912984 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.0197141 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0369924 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.0184511 # DEPENDENCYPART_SIBL
(17,20),(17,28),0.0177067 # DEPENDENCYPART_SIBL
(17,20),(17,29),0.0636246 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.128989 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.184892 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.115088 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0774969 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0698634 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.184187 # DEPENDENCYPART_SIBL
(17,21),(17,28),-0.00193117 # DEPENDENCYPART_SIBL
(17,21),(17,29),0.0323645 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.151773 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.174015 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.119934 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.190203 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.252947 # DEPENDENCYPART_SIBL
(17,22),(17,28),-0.0102063 # DEPENDENCYPART_SIBL
(17,22),(17,29),0.00955154 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0550542 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0231022 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.0698593 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.110946 # DEPENDENCYPART_SIBL
(17,23),(17,28),0.0282564 # DEPENDENCYPART_SIBL
(17,23),(17,29),0.0343579 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.083273 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.052322 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.0917317 # DEPENDENCYPART_SIBL
(17,24),(17,28),-0.0199984 # DEPENDENCYPART_SIBL
(17,24),(17,29),-0.0595246 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.0982725 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.0790804 # DEPENDENCYPART_SIBL
(17,25),(17,28),-0.0531828 # DEPENDENCYPART_SIBL
(17,25),(17,29),-0.0334059 # DEPENDENCYPART_SIBL
(17,26),(17,27),-0.156223 # DEPENDENCYPART_SIBL
(17,26),(17,28),-0.0319249 # DEPENDENCYPART_SIBL
(17,26),(17,29),-0.00510645 # DEPENDENCYPART_SIBL
(17,27),(17,28),-0.00199306 # DEPENDENCYPART_SIBL
(17,27),(17,29),0.0226251 # DEPENDENCYPART_SIBL
(17,28),(17,29),0.119977 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0758042 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.239848 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0397294 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.021816 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0360562 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0811188 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0896134 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0243508 # DEPENDENCYPART_SIBL
(19,15),(19,28),-0.000222013 # DEPENDENCYPART_SIBL
(19,15),(19,29),0.150902 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.38629 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.123928 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0606379 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0165092 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.185424 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0132631 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.00494465 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.0646734 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.146806 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0531466 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.254278 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.186528 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.489122 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.209086 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.142109 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.232435 # DEPENDENCYPART_SIBL
(19,18),(19,29),-0.288686 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.175231 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.00397137 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.112096 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0240191 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.135367 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.012346 # DEPENDENCYPART_SIBL
(19,20),(19,29),0.0439425 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.012911 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0548499 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0488061 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.0446408 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.0156174 # DEPENDENCYPART_SIBL
(19,21),(19,29),0.109639 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0188865 # DEPENDENCYPART_SIBL
