# _root_ In London , a midday rally left the market 's major index off 3.2 % , and Tokyo 's leading stock index fell only 1.8 % in surprisingly lackluster trading .
#goldHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
#predictedHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
(22,5),(22,13),-0.00518418 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.018758 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.141871 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.121927 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0786701 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0249143 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0315604 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.130888 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0488601 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.0520775 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.051659 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.00347691 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.0172022 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.0385346 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0415738 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.0825986 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.0824439 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.00803233 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.0330368 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.121308 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.127903 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0642282 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.00452843 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0210207 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.145336 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0282843 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0679049 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.0682078 # DEPENDENCYPART_SIBL
(22,6),(22,25),0.0154535 # DEPENDENCYPART_SIBL
(22,6),(22,26),0.0159394 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.0534044 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.00363456 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.203226 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0705249 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0769734 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.237679 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.105178 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.144405 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.115961 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.100336 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0683427 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.145977 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0224436 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.0674446 # DEPENDENCYPART_SIBL
(22,9),(22,25),0.00198971 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0181762 # DEPENDENCYPART_SIBL
(22,9),(22,27),0.0265919 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.14663 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.00276372 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0204994 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.18032 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.263202 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.100543 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.114029 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.036508 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0620293 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.237256 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0136953 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.00691142 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0308709 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.117108 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.131208 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0248075 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0123153 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.170303 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.132944 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.094505 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0608017 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0473903 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.114111 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0786212 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0275933 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.040639 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0158489 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0453709 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.0117287 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0497547 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0495345 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.285771 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.149309 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.050197 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0148367 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0173284 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.101343 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0549681 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0415314 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.0305244 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.116702 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.129067 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.173291 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.00834656 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0643939 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.140825 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0513999 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0823386 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0723745 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0267474 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0122883 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.00294349 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.0263577 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0150385 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.130916 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0290318 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.00592681 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0258614 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.211394 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0439699 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.087459 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.100586 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.00778229 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0216542 # DEPENDENCYPART_SIBL
(22,15),(22,27),0.124201 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.158113 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0427266 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.118998 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.00431202 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0325332 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0152834 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.0235633 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0595149 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0715691 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0595628 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.058881 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0118739 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0527913 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0513107 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0475416 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.018329 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0187497 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0906529 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0925037 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0395822 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.346581 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.206158 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0382942 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0401057 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0293882 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0908976 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0586128 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.209446 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.139733 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0302547 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0161774 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.051323 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.100095 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.10236 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.110643 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0495871 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0491384 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0188128 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0462063 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.137088 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0371324 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0208796 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0445 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0543178 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0472884 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0751051 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0616831 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0760399 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0210312 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0107909 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0202797 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0146426 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.0318665 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0780185 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.0468445 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.146854 # DEPENDENCYPART_SIBL
(23,1),(23,3),0.392206 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.130295 # DEPENDENCYPART_SIBL
(23,1),(23,6),0.151924 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.0190118 # DEPENDENCYPART_SIBL
(23,1),(23,9),0.102274 # DEPENDENCYPART_SIBL
(23,1),(23,10),0.0676158 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.282224 # DEPENDENCYPART_SIBL
(23,1),(23,13),-0.00932512 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.028276 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.220063 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.392206 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.0682772 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.127428 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0676158 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.00575047 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.124401 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.282224 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.09581 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.0297427 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.136631 # DEPENDENCYPART_SIBL
(23,1),(23,27),-0.072528 # DEPENDENCYPART_SIBL
(23,1),(23,28),0.121542 # DEPENDENCYPART_SIBL
(23,1),(23,29),0.0860533 # DEPENDENCYPART_SIBL
(23,1),(23,30),0.0288206 # DEPENDENCYPART_SIBL
(23,1),(23,31),0.156608 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.0578002 # DEPENDENCYPART_SIBL
(23,2),(23,5),-0.185738 # DEPENDENCYPART_SIBL
(23,2),(23,6),-0.167492 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.152094 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.205959 # DEPENDENCYPART_SIBL
(23,2),(23,10),-0.202056 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.081475 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.0471447 # DEPENDENCYPART_SIBL
(23,2),(23,14),-0.226699 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.124551 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.0578002 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.268261 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.457471 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.202056 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.0264981 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.179526 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.081475 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0111705 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.0710205 # DEPENDENCYPART_SIBL
(23,2),(23,26),-0.0590339 # DEPENDENCYPART_SIBL
(23,2),(23,27),-0.00593169 # DEPENDENCYPART_SIBL
(23,2),(23,28),0.0933739 # DEPENDENCYPART_SIBL
(23,2),(23,29),0.0527592 # DEPENDENCYPART_SIBL
(23,2),(23,30),0.0231277 # DEPENDENCYPART_SIBL
(23,2),(23,31),0.070057 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.0192414 # DEPENDENCYPART_SIBL
(23,3),(23,6),0.0565458 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.0232873 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.0166098 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.0169852 # DEPENDENCYPART_SIBL
(23,3),(23,12),0.196496 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.0301924 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.0200203 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.128077 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.0908129 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.041703 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0608702 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0169852 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.0935614 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0394339 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.196496 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0343561 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.144579 # DEPENDENCYPART_SIBL
(23,3),(23,26),-0.0366668 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.130342 # DEPENDENCYPART_SIBL
(23,3),(23,28),-0.0562686 # DEPENDENCYPART_SIBL
(23,3),(23,29),0.00239799 # DEPENDENCYPART_SIBL
(23,3),(23,30),-0.117878 # DEPENDENCYPART_SIBL
(23,3),(23,31),0.00315621 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.504449 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.186044 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.513319 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.207243 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.458187 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.0798673 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.276152 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.538433 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.0618418 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.276372 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.399621 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.207243 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.107485 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.531694 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.458187 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0830103 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.0849518 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0274151 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.115844 # DEPENDENCYPART_SIBL
(23,5),(23,28),0.0281373 # DEPENDENCYPART_SIBL
(23,5),(23,29),-0.0414848 # DEPENDENCYPART_SIBL
(23,5),(23,30),-0.0925898 # DEPENDENCYPART_SIBL
(23,5),(23,31),-0.0138385 # DEPENDENCYPART_SIBL
(23,6),(23,7),-0.195323 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.521213 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.218475 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.466081 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.0898635 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.285575 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.54634 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.101576 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.285633 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.40602 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.218475 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.116741 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.539588 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.466081 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0947496 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0885222 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.0131511 # DEPENDENCYPART_SIBL
(23,6),(23,27),-0.161795 # DEPENDENCYPART_SIBL
(23,6),(23,28),0.0163981 # DEPENDENCYPART_SIBL
(23,6),(23,29),-0.0272199 # DEPENDENCYPART_SIBL
(23,6),(23,30),-0.0802395 # DEPENDENCYPART_SIBL
(23,6),(23,31),0.002162 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.00755077 # DEPENDENCYPART_SIBL
(23,7),(23,10),-0.01765 # DEPENDENCYPART_SIBL
(23,7),(23,12),0.0750995 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.112867 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.0514185 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0215721 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.313747 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0990299 # DEPENDENCYPART_SIBL
(23,7),(23,18),0.00132056 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.01765 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.060798 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.0292052 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.0750995 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.012094 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.0436836 # DEPENDENCYPART_SIBL
(23,7),(23,26),-0.0114448 # DEPENDENCYPART_SIBL
(23,7),(23,27),-0.121072 # DEPENDENCYPART_SIBL
(23,7),(23,28),0.0172602 # DEPENDENCYPART_SIBL
(23,7),(23,29),0.00811819 # DEPENDENCYPART_SIBL
(23,7),(23,30),-0.0347476 # DEPENDENCYPART_SIBL
(23,7),(23,31),0.0505012 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.221603 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.489677 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.0943845 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.305385 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.56854 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0275416 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.289144 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.425647 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.221603 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.110206 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.562533 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.489677 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0397069 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.0681402 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.0435168 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.0864401 # DEPENDENCYPART_SIBL
(23,9),(23,28),0.0721072 # DEPENDENCYPART_SIBL
(23,9),(23,29),-0.04698 # DEPENDENCYPART_SIBL
(23,9),(23,30),-0.0986999 # DEPENDENCYPART_SIBL
(23,9),(23,31),-0.0388582 # DEPENDENCYPART_SIBL
(23,10),(23,12),0.0480552 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0525083 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0394696 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.00955775 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.087436 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0661872 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0835849 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0167038 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.0321391 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.00609562 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.0480552 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0602232 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.095644 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.0471073 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.141573 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.0186272 # DEPENDENCYPART_SIBL
(23,10),(23,29),-0.0265971 # DEPENDENCYPART_SIBL
(23,10),(23,30),-0.0676812 # DEPENDENCYPART_SIBL
(23,10),(23,31),0.0115483 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0834003 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.278987 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.549967 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.00431102 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.272722 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.418433 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.203587 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.104758 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.544422 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.470833 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.1535 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.171767 # DEPENDENCYPART_SIBL
(23,12),(23,26),-0.144712 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0509178 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.0353035 # DEPENDENCYPART_SIBL
(23,12),(23,29),-0.144761 # DEPENDENCYPART_SIBL
(23,12),(23,30),-0.195882 # DEPENDENCYPART_SIBL
(23,12),(23,31),-0.112644 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0234158 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0993012 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.357606 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.107417 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.00697456 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0247285 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0435283 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0226636 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.156976 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0345329 # DEPENDENCYPART_SIBL
(23,13),(23,25),0.00306696 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.0236852 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.130074 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.00673602 # DEPENDENCYPART_SIBL
(23,13),(23,29),-0.0278842 # DEPENDENCYPART_SIBL
(23,13),(23,30),-0.0797356 # DEPENDENCYPART_SIBL
(23,13),(23,31),0.0111359 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.269892 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.117936 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0218768 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.104782 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.111403 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0342452 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.114718 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0362592 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.123336 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0800887 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.0307661 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.183277 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.0993494 # DEPENDENCYPART_SIBL
(23,14),(23,29),-0.0225788 # DEPENDENCYPART_SIBL
(23,14),(23,30),-0.0602567 # DEPENDENCYPART_SIBL
(23,14),(23,31),-0.0623824 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.149364 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.280095 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.463284 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.242132 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.127037 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.595703 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.518748 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0622635 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0965777 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0507705 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.0985026 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.0509568 # DEPENDENCYPART_SIBL
(23,15),(23,29),-0.0136567 # DEPENDENCYPART_SIBL
(23,15),(23,30),-0.0716645 # DEPENDENCYPART_SIBL
(23,15),(23,31),-0.000964432 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.041703 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0608702 # DEPENDENCYPART_SIBL
