# _root_ Bear Stearns 's chief economist , Lawrence Kudlow , in the Sept. 29 issue of the firm 's Global Spectator :
#goldHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
#predictedHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
(10,14),(14,8),-1.15199 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.34471 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.744854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.915733 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),1.02114 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.162156 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.139387 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.00801885 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-1.89145 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.00937232 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.0121364 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.185672 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.326048 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0390698 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-1.76464 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0953277 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.10211 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.376297 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.11815 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.688653 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-1.12426 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-1.03527 # DEPENDENCYPART_GRANDPAR
(10,20),(20,11),0.751895 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.911201 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.0416761 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.535122 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.346377 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.426305 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.952471 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.194994 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.220976 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.174457 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.26892 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.24005 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.29788 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.18854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.132131 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.458687 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.679142 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.867787 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-1.09505 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.634251 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.597151 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.954652 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.31888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.093951 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.547694 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.61122 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.934017 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.442034 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.657619 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.706188 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.399813 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.287865 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.403382 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.37537 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.80474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.772675 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.05529 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-1.07401 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.888296 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-1.50264 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-1.23085 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.317426 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.428906 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.657537 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.706096 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.362688 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.4717 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.401803 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.375011 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.240846 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.80474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.772675 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.05529 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-1.07401 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.888296 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-1.50264 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.991536 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-1.23085 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.509855 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.419709 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.65616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.679597 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.87604 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.939317 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.28229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.751439 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.692768 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.587963 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.14502 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.0888 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.10889 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.18718 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.05303 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.944031 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.893691 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.12953 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.05428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.126299 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.18692 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.203492 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-1.0951 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.61944 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.293545 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.390254 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.228293 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.269704 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-1.03444 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.373179 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0459689 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.722174 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.12974 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.979419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.0522796 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.364752 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.364356 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-1.14245 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.70266 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.376765 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.444063 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.626312 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.304896 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.18627 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-1.11341 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-1.23145 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-1.22819 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-1.02479 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.983361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.188997 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.395718 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.513012 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.178284 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.637716 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.492516 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.624176 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.417925 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.425335 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.546436 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.342154 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.582127 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.420286 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.31213 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.76979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.857066 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.08968 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-1.00742 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-1.12699 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.343562 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.72803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,7),-0.338675 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.393361 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.510191 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.399072 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.74527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.782518 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.11996 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.25372 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-1.48398 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.0113 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.10629 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.988551 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.06935 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.15283 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.967099 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.01824 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.18852 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.811308 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.03018 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.921942 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.37649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.656054 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.692218 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-1.19773 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.450851 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.439045 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.507281 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.35461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,17),-0.607635 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-1.00165 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.496515 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.474162 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.606864 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.03038 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.921981 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.35959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.61721 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.414742 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-1.21443 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.498431 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.486625 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.530392 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.185838 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.187681 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.443036 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.495475 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.699142 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.352321 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.174943 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.483693 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.304074 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.216168 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.27178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.570605 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-1.05381 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-1.11372 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.654374 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.21244 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.752153 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.361679 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.773374 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.342124 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.557925 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.295643 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.426695 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.275848 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.630211 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.404446 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.604988 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.197434 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.516263 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.290494 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.193677 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.100162 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.27178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.570559 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-1.05381 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-1.11372 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.654371 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.202131 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.262379 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.629953 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.404178 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.567682 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.366866 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.514293 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.289852 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.111178 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.202086 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.100657 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.27178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.570559 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-1.05381 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-1.11372 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.285611 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.654371 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.417511 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.400976 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.416669 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.676491 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.225415 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.461042 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.304184 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.108427 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0395378 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.30284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.494064 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.241467 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.633272 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0430018 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0247994 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.320452 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.123252 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.263037 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.358038 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0807755 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.27179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.57057 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.05382 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.11373 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.285625 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.655183 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.106411 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.429978 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.234727 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.19996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.514668 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.981984 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.413601 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.198812 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.667734 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.215182 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.437385 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.128576 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-1.05241 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.606701 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.503815 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.267066 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.377541 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.844703 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0702131 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.287707 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.0761697 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.26194 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.474955 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.224097 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.469898 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0562026 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.46287 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.02164 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.10336 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-1.03822 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-1.10273 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.834739 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.520027 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.435723 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.733955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,16),-0.219434 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.469774 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.0562047 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.230319 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0805566 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.212766 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.174948 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.56598 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.452098 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.291966 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.63896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),0.35367 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.51607 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.29483 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.05402 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.91867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.928992 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-1.57216 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.178546 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0499723 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.356754 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.147102 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.01405 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.957509 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),1.57779 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.583507 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.298047 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.20865 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.01467 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-1.38103 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-1.17794 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.23777 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.15957 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.936785 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.878531 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.975249 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),1.58632 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.575091 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.463436 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.306551 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0722077 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.398512 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.96869 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.703805 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.442684 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.651245 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.814866 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.872871 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.376458 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.082002 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.86185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-1.24816 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.667133 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-1.00516 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.653887 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.874148 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.133391 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0584964 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.341296 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.78857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,13),-0.55275 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.88465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-1.23228 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.753294 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.620688 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.979078 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.0364571 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0998084 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.871368 # DEPENDENCYPART_GRANDPAR
