# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(9,12),(12,26),-0.800553 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.999661 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.418745 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.979657 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.964548 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.868714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.528907 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.503238 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0205398 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.446038 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.13573 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.155972 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.441272 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-1.03443 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.538241 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.346099 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.21467 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.502051 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.570529 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.451459 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.558593 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.704437 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.739627 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),-0.316424 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-1.04242 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.169081 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.253671 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0740569 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.238111 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.43908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.923921 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.713465 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.311106 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.292273 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.257636 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.396388 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.36206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.755676 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.657619 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.641371 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.807996 # DEPENDENCYPART_GRANDPAR
(10,6),(6,27),-1.6168 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.678623 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.30045 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.145703 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.912621 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.628525 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.429942 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0938727 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.34886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.913694 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.657962 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.628179 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.0146 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.215723 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.909427 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.773017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.309938 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.452734 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.186277 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.116139 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0689051 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.282268 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.763464 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.148889 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.202696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.0801937 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.305471 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.245844 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.0289548 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.316869 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.5448 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-1.31001 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.335445 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.212185 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0633949 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.116099 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.883637 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.133106 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.04651 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.883625 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.00089 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.65074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.192018 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0930927 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.229131 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.205421 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.127051 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.451792 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.894793 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.185538 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.257945 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.143151 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.162318 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.291514 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.116752 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.298632 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.612176 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-1.17912 # DEPENDENCYPART_GRANDPAR
(10,15),(15,28),-0.373581 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.184489 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.601338 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.0474227 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.065131 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.101805 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.0697142 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),0.114468 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.318224 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.454185 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-1.04463 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.881738 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.645931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,13),-0.229774 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.200613 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.0598775 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.376231 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.214877 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.03384 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.186143 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.151186 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.274105 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.103058 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.297256 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.598486 # DEPENDENCYPART_GRANDPAR
(10,21),(21,27),-1.16971 # DEPENDENCYPART_GRANDPAR
(10,21),(21,28),-0.367508 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.395682 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.0369555 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.18585 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.0905259 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.342704 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.334986 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.301945 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.604241 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-1.17315 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-0.369995 # DEPENDENCYPART_GRANDPAR
(10,27),(27,25),-0.409629 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-0.74498 # DEPENDENCYPART_GRANDPAR
(10,27),(27,28),-0.452874 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.788385 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.547456 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.27107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.324452 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.156303 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.167528 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.525505 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.413345 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.620641 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.521203 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.362271 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.312901 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.35743 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.544068 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.353663 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-0.577472 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.405951 # DEPENDENCYPART_GRANDPAR
(11,12),(12,27),-0.557003 # DEPENDENCYPART_GRANDPAR
(11,12),(12,28),-0.463986 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.00612913 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.215267 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.078762 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.191355 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.05425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,15),-0.150253 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.670236 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.0976019 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.129742 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.141156 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.102901 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.204184 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.193448 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.332811 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.12217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.0635979 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.253246 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.349867 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.566647 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.7013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.59693 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.533749 # DEPENDENCYPART_GRANDPAR
(12,10),(10,27),-0.915868 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.05103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.535794 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.444471 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.227876 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-1.36558 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.137084 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.820265 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.95756 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.944227 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.835268 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.975819 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.629189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.5166 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.624282 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.243688 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0262631 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-1.3706 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0694539 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.24614 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.133091 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.0747287 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),0.0130043 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),0.145229 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.318507 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),0.0219866 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.340921 # DEPENDENCYPART_GRANDPAR
(12,15),(15,28),-0.00227459 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.134353 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-1.24151 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.223297 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.239987 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.167813 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.086656 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),0.161694 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.44786 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),0.0100249 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.60033 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-1.25615 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.164183 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.332855 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.220402 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.0768794 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),0.256267 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0775111 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.237673 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-1.08337 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.284799 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.206519 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.0481145 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.0221316 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.130288 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),0.00903757 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),0.142427 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.322012 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.820266 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.957559 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.835273 # DEPENDENCYPART_GRANDPAR
(12,21),(21,13),0.518352 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.631683 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.45666 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.0456559 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.715127 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.000569417 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.277816 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.0688316 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.0400224 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.167859 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.304009 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),0.044612 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),-0.3219 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),0.0137575 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.0376941 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),0.0288209 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),0.314666 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.168117 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.000851734 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.0547748 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.321847 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),0.026615 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.338252 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.00199474 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),0.00989099 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),0.156932 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),0.130597 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.471138 # DEPENDENCYPART_GRANDPAR
(12,25),(25,28),0.0178425 # DEPENDENCYPART_GRANDPAR
(12,26),(26,17),-0.0513726 # DEPENDENCYPART_GRANDPAR
(12,26),(26,23),0.0387449 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),0.165743 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.170468 # DEPENDENCYPART_GRANDPAR
(12,26),(26,28),0.00120844 # DEPENDENCYPART_GRANDPAR
(12,27),(27,25),-0.324137 # DEPENDENCYPART_GRANDPAR
(12,27),(27,26),-0.138555 # DEPENDENCYPART_GRANDPAR
(12,27),(27,28),-0.129095 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.69902 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.35407 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.32075 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.2392 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.48121 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.11131 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.17979 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.15031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0500129 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.524418 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-1.13017 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.439605 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.44122 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.302619 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.34504 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.393731 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.234284 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.281241 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.72431 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-1.21907 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-0.536203 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.295445 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.857163 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.321937 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.272502 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0817578 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.192381 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.0271594 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.323204 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.590414 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.248294 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-1.69713 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-1.35218 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-1.23732 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-1.1779 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-1.1455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.115276 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.446429 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0180062 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.287944 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.368464 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.33391 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.376324 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.220592 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.279869 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.710622 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-1.20966 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.530132 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.295173 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.65516 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.29355 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.34683 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.12602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,7),-0.779675 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.114714 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.277599 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.332723 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.211758 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.12568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,22),-0.866093 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-1.19915 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.198387 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.47992 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.873483 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.261219 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.531462 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.501777 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.167976 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.0709212 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.21544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.681589 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.490947 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.876529 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.769843 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-0.546088 # DEPENDENCYPART_GRANDPAR
(15,10),(10,27),-1.36552 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.280735 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.355592 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0680904 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.393783 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.407227 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0658369 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.16438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.689683 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.859813 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.993573 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.773489 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.904696 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.439893 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.768773 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.731536 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.495007 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-0.906964 # DEPENDENCYPART_GRANDPAR
(15,12),(12,26),-0.945123 # DEPENDENCYPART_GRANDPAR
(15,12),(12,27),-1.3337 # DEPENDENCYPART_GRANDPAR
(15,12),(12,28),-0.794945 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.479783 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.21544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.681589 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.01738 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.490947 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.0630917 # DEPENDENCYPART_GRANDPAR
