# _root_ Within about six months , `` things will be moving in the right direction , '' he predicts .
#goldHeads=8,4,2,1,8,8,8,18,8,9,10,14,14,11,8,8,18,0,18,
#predictedHeads=18,4,2,1,8,8,8,18,8,9,10,14,14,11,18,18,18,0,18,
(9,6),(6,8),-0.357813 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.118486 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.0107551 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.207502 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.133754 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.378978 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.28721 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.336501 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.18372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.00429301 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.360005 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.632149 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.788814 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.581346 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.11149 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.278991 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.464815 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.563712 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.766511 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.63023 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.693115 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.739862 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.687483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.138334 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.502825 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.106538 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.123251 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0895409 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.248966 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0390808 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.0435362 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.692347 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.364882 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.578568 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0226884 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.105396 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0547928 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.254681 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.204151 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.0835545 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.749526 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.712811 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.536893 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.719456 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.735774 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.446835 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.587507 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.150384 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0554607 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.255589 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.122597 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0519282 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.588693 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.208751 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.413129 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.461116 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.73579 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.610834 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.781472 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.571048 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.740267 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.806912 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.734898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.396463 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.0755499 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.653975 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.142145 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.00541655 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.23214 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.303126 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0205369 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.779789 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.34574 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.596086 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.318047 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.592916 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.313607 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.304393 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.0928393 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.148042 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.25722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.235734 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.579237 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.773989 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.593034 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-1.09453 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.270428 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.303399 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.423026 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.603169 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.436975 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.378996 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.191818 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.2862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.255959 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.596262 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.576686 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-1.10957 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.280721 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.157575 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.437541 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.433598 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.252126 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.26209 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.0565092 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.220304 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.24171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.302173 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.515962 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.727854 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.83531 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.604076 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-1.14742 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.27179 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.306459 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.48162 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.33447 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.162105 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.290885 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.196147 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.405989 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.229311 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.487539 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.416684 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0442384 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.208912 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.24197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.300903 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.727812 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.83527 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.604037 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.14738 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.276921 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.312099 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.607893 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.316819 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.550595 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.38805 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.287822 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.15539 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.2509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.356279 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.409561 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.541059 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.756913 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.598072 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.951971 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.232819 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.399269 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.3262 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.514778 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.347647 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.300559 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.25012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.336559 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.612088 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.446172 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.600289 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.804792 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.590025 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.12323 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.861846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.264664 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.077001 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.263626 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.130291 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.225642 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.25351 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.216298 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.757044 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.493929 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.851564 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.906069 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.842712 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.843267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),-0.207518 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.150677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.205388 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.301891 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.259905 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0950258 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.651965 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.275787 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.655209 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.600511 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.398916 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.750868 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.73156 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.984536 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.865041 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.939653 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.708011 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.796055 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.650406 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.673613 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.922262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.174517 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.428473 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.214533 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.0076434 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.319342 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.451792 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.100838 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.794452 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.0805186 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.15192 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.265282 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.641432 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.309588 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.119796 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.192153 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.172189 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.50052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.394031 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.349837 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.468351 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.794483 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.707301 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.211 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.452208 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.18547 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),1.00036 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.999599 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.18519 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.23172 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.86903 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),1.28522 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.593553 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.444334 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.266781 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.762206 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0162493 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.810947 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.737035 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.761828 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.764223 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.293955 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.895714 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.858801 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.29948 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.18545 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.3265 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.969606 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-1.16391 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.84725 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.896425 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.78868 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.09355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.638898 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0631451 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0249037 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.52278 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.493063 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.605112 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.924144 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.405356 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.367105 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.175479 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.465112 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.331982 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.171956 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.0317854 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.0174416 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.0380073 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-0.773419 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.524055 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.906749 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.327869 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.587919 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.334248 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.140415 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.487768 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0325992 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.659365 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.263006 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.494759 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.411253 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.0674616 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0330152 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.071475 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.052535 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.897814 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.745291 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.54335 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.936648 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.420851 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0932789 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.204891 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.565086 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.277801 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.168471 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.181996 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0283821 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.189643 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.243318 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.038541 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.14746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.844014 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.772336 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.8227 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.57936 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.970573 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.178592 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.414747 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.12226 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.607534 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.297934 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.22775 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.634086 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.34233 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.824829 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.13202 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.758247 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.827058 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.666781 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.482003 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.599336 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.909269 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.586753 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.377923 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.447665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.212686 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.219234 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0504929 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.548477 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.584272 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.499657 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.17259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,2),-0.406927 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.533871 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.258812 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.456855 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.356427 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.291658 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.234234 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.148492 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.211553 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.204349 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.402323 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),-0.297621 # DEPENDENCYPART_GRANDPAR
(17,1),(1,18),-0.482176 # DEPENDENCYPART_GRANDPAR
(17,1),(1,19),-0.708717 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.316302 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.359942 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.513312 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.307728 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.47359 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.335644 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.292633 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.0985181 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.252632 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.209567 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.214663 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.446536 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.288207 # DEPENDENCYPART_GRANDPAR
(17,8),(8,18),-0.452526 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.531497 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.21969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,2),0.00118446 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.227484 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),0.16829 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),0.396125 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),0.326415 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),0.0410182 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),0.307502 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),0.401245 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),0.254588 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),0.294796 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),0.384986 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),0.117548 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.49836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,19),-0.78555 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.00833578 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.0517092 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.0124937 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),0.402488 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),0.187681 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.121617 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),0.111102 # DEPENDENCYPART_GRANDPAR
