# _root_ Fidelity , for example , prepared ads several months ago in case of a market plunge .
#goldHeads=6,6,6,3,6,0,6,9,10,6,6,11,12,16,16,13,6,
#predictedHeads=6,1,1,3,1,0,6,9,10,6,6,11,12,16,16,13,6,
(10,8),(8,6),-0.161922 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.156815 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.818108 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.879616 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.856484 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.540924 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0296671 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.23491 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.239442 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0802926 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0525512 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0222246 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.814558 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.60058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.781922 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.908264 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.818386 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.11866 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.23447 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.06716 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.628016 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.261413 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.678641 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.638461 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.35197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.345199 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.349092 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.485498 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.829266 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.214521 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.542356 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.16336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.301262 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.35369 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.464636 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.655924 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.685106 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.33433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,14),0.0900173 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.274741 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.476285 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.5644 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.569874 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.214519 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.54277 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0176616 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.254242 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.699543 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.617556 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.00241179 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.131364 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.532422 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0269649 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.186646 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.14722 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.296636 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.183161 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.35786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.0982569 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.636126 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-1.36824 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.534774 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.297921 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.796629 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.439238 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.738825 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.267286 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.841514 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.258768 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.419107 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.327637 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.438945 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0882806 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.34523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.618889 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-1.42429 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.309442 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.516361 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.557595 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.968511 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.290072 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.412953 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.883377 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.310646 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.391078 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.00640175 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.198992 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.4712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.233026 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.730891 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.07524 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.50581 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.672813 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.808842 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.195648 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.434493 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.723709 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.401149 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.510808 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.202893 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.547387 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.44941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.187678 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.725775 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.02988 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.46659 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.928846 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.19063 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.694667 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.570337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.204819 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.433553 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.26469 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.961121 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.588141 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.77033 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.490523 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.281167 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.894904 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.12363 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.928496 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.1907 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.411105 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.103184 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.930859 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.559596 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.424663 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.595796 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.694914 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.494512 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.617622 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.330362 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.49466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.901365 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.74272 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.399276 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.78318 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.799207 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.669528 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.478956 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.616394 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.431197 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.436888 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.235526 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.51694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.847103 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.603486 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.32932 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.679082 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.37948 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.850742 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.662287 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.649731 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.481862 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.593212 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.484177 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.592844 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.197285 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.47076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.845855 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.557309 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.29686 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.642579 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.417544 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.880994 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.687795 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.605329 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.401979 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.55091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.811102 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.63718 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.30654 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.945829 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.457113 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.280188 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.341639 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.138915 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.06181 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.24918 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.09942 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.27064 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.220973 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.451185 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.854944 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.696626 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.918601 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.457543 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.505408 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.853234 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.524111 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.571961 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.29547 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.571453 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.303635 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.101573 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.72291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.434068 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-1.39958 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.941857 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.01727 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.23108 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.09467 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.26416 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.917678 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),1.06154 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.857614 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.256282 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0614702 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.406943 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.567216 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.465368 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.345969 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.215425 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.408122 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.312907 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.108816 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.148802 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.172205 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.29093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.811272 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.351748 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),0.115301 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.561281 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.53896 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.288597 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.0221086 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.121891 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.407154 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.411907 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.0450839 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.161614 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.0447658 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.33254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.803004 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.196108 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.041698 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.366018 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.3622 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0423043 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.285215 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.0355521 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0648903 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.029695 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.371903 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.0709815 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.552553 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.557612 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.332916 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.024555 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.281766 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.110388 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.405505 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.0256329 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.176289 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0712703 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.33271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.803171 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.242492 # DEPENDENCYPART_GRANDPAR
