# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,1,9,9,0,9,15,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(4,14),(14,15),-0.115069 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.134819 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.3998 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.555525 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.202618 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.901796 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.98404 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.589227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.0744677 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.280566 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.103363 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.330907 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.13555 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.213909 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.222356 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.177933 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.128352 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.0368477 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0665619 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.388378 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.561512 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.518784 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.562663 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.535591 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.372933 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.680287 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.881678 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.91688 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-1.07168 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.713797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),-0.0544517 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.0647565 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.0485105 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.198795 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.22311 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.268761 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.205208 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0910477 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0800888 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.312631 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.532044 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.670044 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.497578 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.692635 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.341295 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.672565 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.847867 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.466698 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.337565 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.240137 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.670702 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.742934 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.716478 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.151363 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.364247 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.376756 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.53633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.320398 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.707076 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.693016 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.364794 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.651356 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.868801 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.685644 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.477016 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.676285 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.485763 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.556798 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.437243 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.54229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.301974 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.710072 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.765049 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.407645 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.654353 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.691605 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.530709 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.915835 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.544164 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.281036 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.41414 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.56214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.295024 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.802523 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.728664 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.378322 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.746804 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.895168 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.711456 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.959078 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.504172 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.676601 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-1.14888 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-0.914224 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.96461 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.728977 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.91478 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.0824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.2354 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.291134 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.259969 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.179681 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.403092 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.333051 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.487487 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.119453 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.0851831 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.032548 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.436352 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.550738 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.000919479 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.385664 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0137405 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.228896 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0831295 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.04078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.231283 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),0.220225 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.0773654 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.243912 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.499224 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.693441 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.551837 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.265241 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0729945 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.42909 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0583453 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.217704 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.00957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.221583 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),0.160785 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.107579 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.234212 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.685608 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.592892 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-1.70235 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0229361 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0617361 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.01835 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.02953 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.11146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.423071 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),0.081258 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.186759 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.4357 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.644882 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.816893 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.714123 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.674883 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.831176 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-1.24096 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-1.80911 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0246238 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0617921 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.133908 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.954232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.205986 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.676313 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.773418 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.763122 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.691883 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.656525 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.568105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.315238 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.30079 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.106895 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.00319773 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.311398 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.271591 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.398805 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.581884 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.430921 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.538794 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.538535 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.547717 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.823062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.18212 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.724415 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.494673 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.217729 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.127788 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.017194 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.209689 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.032558 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.189615 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.154011 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.145458 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),0.493358 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.176125 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-1.13957 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.729517 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.473298 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.794853 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.655182 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.661511 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.446511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.4188 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),1.01075 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.505696 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.406171 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.177685 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.019043 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0878691 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.135654 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.110435 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.526684 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.289414 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),0.419987 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.541789 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.204473 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-1.11037 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.116765 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.176171 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0992428 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.53336 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.342931 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.351515 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.115613 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0573152 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.222011 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.348645 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.678894 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.0551892 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.456469 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.58657 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.452207 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.543688 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.547445 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.836457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.0996833 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.72531 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.258285 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0870538 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.061604 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.382049 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.1967 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0555988 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0225486 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.323017 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.312403 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.0688739 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.405416 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.307258 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.281075 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.510421 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-1.30906 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.55094 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.458766 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.566921 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.530611 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.464112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.334189 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.868549 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.482333 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.32156 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.294571 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.210308 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0896381 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.385322 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.273775 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.190431 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.289191 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.434409 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.414414 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.556717 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-1.24491 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.0667643 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.223703 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.233153 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),0.272327 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.484577 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.488508 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.342465 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.384727 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.150343 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.0570338 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0688935 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.19829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.579297 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-1.0286 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.566104 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.798508 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.629355 # DEPENDENCYPART_GRANDPAR
(8,1),(1,20),-1.39247 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.258862 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.00367494 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.523872 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.358757 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.468408 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.138449 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0838288 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0324596 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.22233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.579427 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-1.11574 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.579363 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.814379 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.65642 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.643508 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.7861 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-1.17572 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-1.21087 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.657049 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.574267 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.427122 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.126973 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0316893 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.744434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.46243 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.759871 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.086313 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.490466 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.213174 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.17201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.538239 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.974746 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.537021 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.745367 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.605641 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.58974 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.734532 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.0994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.02182 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.23912 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.00285 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.923857 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.83686 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.634438 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.537843 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.624346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.359745 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.00581025 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.263802 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.00112677 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0958842 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.228218 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.311302 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.396908 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.603185 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.563105 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.432616 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.747601 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.12685 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.28735 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.23123 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.0177 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.935817 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.830786 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.714547 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.670675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.000622155 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.456026 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.11343 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.12765 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0503108 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.130861 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.278422 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.469869 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.578362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.542388 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.577552 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.284312 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.689044 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.077802 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0824505 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.167805 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.03044 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.26432 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.933076 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.840519 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.640117 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.510916 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.635582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.0022926 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.548985 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0687307 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.205696 # DEPENDENCYPART_GRANDPAR
