# _root_ Synchronized circuit breakers would not have halted the slide in prices on Friday , but they probably would have made for smoother , less volatile executions .
#goldHeads=3,3,4,0,4,4,6,9,7,9,10,9,12,4,4,18,18,15,18,19,20,26,26,25,26,21,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,7,10,11,12,4,4,18,18,15,18,19,20,26,20,25,26,21,4,
(18,11),(18,12),-0.0563599 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.47964 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.127218 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.300783 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.675578 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0480729 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.108925 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0734108 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0285756 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0658568 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0181708 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0243787 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0991321 # DEPENDENCYPART_SIBL
(18,11),(18,27),0.00962418 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.04401 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.227071 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.185948 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.000350858 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0189019 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0606881 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.127658 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.106917 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0369755 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.152237 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.134255 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0598698 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0326136 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0264013 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.248694 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.444372 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0367248 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.140819 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0694853 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.109534 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0821407 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0556777 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.103493 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.0738408 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.00869884 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0880172 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0375742 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0762538 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.098696 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0316713 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0403819 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.01723 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0188018 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0342856 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0212064 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0457747 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0434767 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.17128 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.29393 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0783117 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0140653 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0856719 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.167686 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0695503 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.0564298 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.33197 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.166163 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.178674 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0683631 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0178042 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0239436 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00573834 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.00278788 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0072457 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.0202209 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.237854 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0549473 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0199276 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0477971 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00473688 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0833088 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.125763 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.0935707 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.293478 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0718795 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.244799 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0613196 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.215127 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.260842 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.0453765 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0164299 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.138908 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0245061 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.111006 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.181647 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.108326 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0919946 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.00592572 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0217632 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0446044 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.00847166 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0394952 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0655438 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.144198 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0784076 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0721496 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.222379 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.00797503 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.099035 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0977859 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.0251812 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0288055 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.197374 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.016729 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.542326 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0393019 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.369347 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.105615 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0919638 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0298942 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0337616 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0100209 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0212996 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0523943 # DEPENDENCYPART_SIBL
(19,3),(19,27),0.13946 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.00476344 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.11549 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0188465 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.125599 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0535638 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0358225 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0853152 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.156967 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.125916 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0755033 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.0943489 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0635389 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.0786961 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.00265226 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.184543 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.00425716 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.183176 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.126213 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0773585 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0349799 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0284705 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0260197 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0345219 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0284778 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0236378 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0482734 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.213753 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.000413266 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0450821 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.00274089 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0136719 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.00184482 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0325358 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.111208 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.105006 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.0959221 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0413053 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.382591 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.114503 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0897148 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0530414 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0591132 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.00394888 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0149496 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0797734 # DEPENDENCYPART_SIBL
(19,11),(19,27),0.112538 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00356191 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0680545 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0234329 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.012633 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.00224206 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0480941 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.105178 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0757256 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.0582017 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.274463 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.270655 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.00297349 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.031978 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0910603 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0104759 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.0489669 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.200881 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.105119 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.138075 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0244828 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0804235 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0495056 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0165252 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.21581 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.144012 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.248053 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0274735 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.235842 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.496811 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.138412 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.142735 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.129279 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.089536 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.249084 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0225897 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.00178851 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.120224 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.371408 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0436724 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0677769 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.119822 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0403305 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.328367 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.100316 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.0531431 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0225908 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.000583563 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.404439 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.00762804 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.176446 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.278349 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0448284 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0846056 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.00245711 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0546908 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.00814975 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.00264299 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.0401351 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.1393 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.112168 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0145419 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.112485 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0136086 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.100879 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0927105 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0782072 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0323343 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0814482 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0252753 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.0358637 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.0729753 # DEPENDENCYPART_SIBL
(20,4),(20,27),0.0661705 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0295795 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.131801 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.137816 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0991137 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0708894 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0205778 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0675912 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.0748406 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.048245 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.0263131 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.0439994 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.0828678 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0245098 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.17181 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.271819 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0757729 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0952208 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0183944 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0897645 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0378116 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.0506568 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.0486725 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.182569 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0590813 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.101879 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.077142 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0656097 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.000552063 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0649583 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.110656 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.0533196 # DEPENDENCYPART_SIBL
(20,12),(20,26),0.00204764 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.00668894 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.145156 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.00282997 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0373675 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0302946 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0263606 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0665103 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0165044 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.0775139 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.203659 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.136353 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0268541 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.020934 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0231455 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0213523 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0437363 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0728006 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0464957 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0472181 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0225335 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.107905 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0114398 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0306477 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0486367 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0785949 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.22839 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.172957 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.119429 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.133847 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.264785 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0189045 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0467486 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0461788 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.00696348 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.208218 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.010161 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0506526 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.295787 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.100108 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0214644 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.0374058 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.157776 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0340056 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.165098 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0278255 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.139937 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0818317 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0843803 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.179225 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.479771 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.126645 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.130922 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0585046 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.135378 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.418728 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.505205 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0238215 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.00846003 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0138456 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0415971 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0063605 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0228595 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0500578 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0257455 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0273929 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0610186 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.313054 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.221138 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0122532 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0946544 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0965949 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.074515 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0363077 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0269785 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0622815 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0158954 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0348194 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.00371127 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0548027 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0539378 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0333348 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.065598 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.221515 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.0679912 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.0365943 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0222631 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0823214 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0378415 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.489952 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.365972 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.591305 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.132063 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.324611 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.225191 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.184781 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.126062 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.112729 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.672045 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),1.22528 # DEPENDENCYPART_GRANDPAR
(0,1),(1,27),1.89013 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.21662 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.177982 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.563427 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0308422 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.209519 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0825506 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.04076 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.376218 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.173188 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.370805 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.747957 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.118148 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.236379 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0357708 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.105374 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.147627 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.14387 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.557024 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),1.34937 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.0942105 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.423457 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.467342 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.154699 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.371176 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.317716 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.409741 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),0.284492 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.0932986 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),2.11376 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.17766 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.225493 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.287171 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.238842 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.083824 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.432521 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.120121 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0471882 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.139017 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.259417 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.272838 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.476811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),1.20381 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.228258 # DEPENDENCYPART_GRANDPAR
